sim_time,agent_id,parent_id,speed,sprint_speed,max_energy,hearing_radius,vision_radius,cone_angle
0.5,5,0,10.0,20.0,500.0,50.0,200.0,1.0471975511965976
3.1000000000000014,6,4,10.0,20.0,500.0,50.0,200.0,1.0471975511965976
21.90000000000004,7,5,10.0,20.0,500.0,50.0,231.50070389709668,1.0471975511965976
24.800000000000082,8,1,10.0,20.0,500.0,50.0,200.0,1.0471975511965976
71.10000000000024,9,8,11.028838993957297,20.0,500.0,50.0,200.0,1.0471975511965976
79.09999999999978,10,1,10.0,26.33739454600667,500.0,50.0,200.0,1.0471975511965976
112.79999999999787,11,9,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
119.49999999999748,12,9,11.028838993957297,20.0,500.0,50.0,225.64066188894517,1.0471975511965976
119.69999999999747,13,9,11.028838993957297,20.0,474.04578217335467,50.0,200.0,1.0471975511965976
119.89999999999746,14,11,11.028838993957297,20.0,401.98302763196097,27.34552210954376,164.71902342740162,1.0471975511965976
121.59999999999737,15,14,11.028838993957297,20.0,401.98302763196097,27.34552210954376,164.71902342740162,1.0471975511965976
122.89999999999729,16,15,11.028838993957297,20.0,401.98302763196097,27.34552210954376,164.71902342740162,1.0471975511965976
136.49999999999653,17,15,11.028838993957297,20.0,401.98302763196097,27.34552210954376,109.67390799454256,1.0471975511965976
138.5999999999964,18,17,9.906585627179872,20.0,401.98302763196097,27.34552210954376,109.67390799454256,1.0471975511965976
138.6999999999964,19,18,9.906585627179872,20.0,401.98302763196097,27.34552210954376,109.67390799454256,1.0471975511965976
141.69999999999624,20,18,14.21033790948483,10.469369860797206,401.98302763196097,35.7585962867541,109.67390799454256,1.0471975511965976
148.49999999999585,21,9,11.028838993957297,20.0,500.0,50.0,250.80999804446625,1.0471975511965976
148.79999999999583,22,9,13.777498173991736,20.0,500.0,50.0,200.0,1.1402844905671192
155.29999999999546,23,12,11.028838993957297,20.0,500.0,50.0,225.64066188894517,1.0471975511965976
156.4999999999954,24,12,11.028838993957297,20.0,500.0,50.0,225.64066188894517,1.0471975511965976
156.79999999999538,25,11,11.028838993957297,20.0,500.0,27.34552210954376,232.5344165715763,1.0471975511965976
157.09999999999536,26,25,11.028838993957297,20.0,658.1537021183858,31.138917038957175,232.5344165715763,1.0471975511965976
157.79999999999532,27,18,9.906585627179872,19.17670146885312,401.98302763196097,27.34552210954376,109.67390799454256,1.0471975511965976
173.9999999999944,28,15,11.028838993957297,20.0,401.98302763196097,27.34552210954376,202.06156759946626,1.0471975511965976
174.29999999999438,29,17,11.028838993957297,20.0,401.98302763196097,27.34552210954376,109.67390799454256,1.0471975511965976
179.3999999999941,30,23,11.028838993957297,20.0,500.0,50.0,225.64066188894517,1.0471975511965976
180.09999999999405,31,19,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
180.29999999999404,32,19,9.906585627179872,20.0,401.98302763196097,27.34552210954376,99.66795881068941,1.0471975511965976
181.89999999999395,33,13,11.028838993957297,20.0,648.2667331702542,50.0,200.0,1.0471975511965976
182.39999999999392,34,22,13.777498173991736,20.0,500.0,50.0,285.1397246847802,1.1402844905671192
183.19999999999388,35,31,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
183.39999999999387,36,35,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
183.69999999999385,37,36,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,0.7410985799894763
184.5999999999938,38,36,9.906585627179872,25.7958812027735,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
184.89999999999378,39,19,9.906585627179872,20.0,556.3010420528077,27.34552210954376,105.75433767554725,1.0471975511965976
185.49999999999375,40,31,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
185.59999999999374,41,40,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
190.49999999999346,42,40,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
193.09999999999332,43,11,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
195.39999999999318,44,41,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
196.7999999999931,45,31,9.906585627179872,20.0,397.6623836710619,27.34552210954376,132.7261236239543,1.0471975511965976
197.79999999999305,46,43,11.028838993957297,20.0,469.0655094586032,27.34552210954376,200.0,1.0471975511965976
202.3999999999928,47,22,13.777498173991736,20.0,500.0,50.0,200.0,1.1402844905671192
202.99999999999275,48,36,9.906585627179872,20.0,393.3919867742348,27.34552210954376,120.58686902995949,1.0471975511965976
204.39999999999267,49,48,9.906585627179872,20.0,393.3919867742348,27.34552210954376,120.58686902995949,1.0471975511965976
204.59999999999266,50,11,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
205.99999999999258,51,42,9.906585627179872,11.358374835008192,371.64761618596356,27.34552210954376,120.58686902995949,1.0471975511965976
206.49999999999255,52,51,9.906585627179872,11.358374835008192,371.64761618596356,27.34552210954376,120.58686902995949,1.0471975511965976
206.69999999999254,53,51,9.906585627179872,11.358374835008192,371.64761618596356,38.74364329990403,120.58686902995949,1.0471975511965976
207.09999999999252,54,48,9.906585627179872,20.0,393.3919867742348,27.34552210954376,120.58686902995949,1.0471975511965976
208.29999999999245,55,52,9.906585627179872,11.358374835008192,371.64761618596356,27.34552210954376,120.58686902995949,1.0471975511965976
210.69999999999231,56,43,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
210.69999999999231,57,52,9.906585627179872,11.358374835008192,371.64761618596356,27.34552210954376,120.58686902995949,1.0471975511965976
211.39999999999227,58,43,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
218.0999999999919,59,41,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
231.39999999999114,60,22,13.777498173991736,20.0,500.0,50.0,200.0,1.1402844905671192
233.49999999999102,61,43,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
233.699999999991,62,43,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
233.999999999991,63,61,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
234.59999999999096,64,62,11.028838993957297,20.0,500.0,32.50879447834048,200.0,1.0471975511965976
249.29999999999012,65,43,11.028838993957297,20.0,500.0,27.34552210954376,200.0,0.9042063861972303
250.69999999999004,66,65,11.090229615781022,20.0,500.0,27.34552210954376,200.0,0.9042063861972303
256.99999999998994,67,42,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
257.6999999999901,68,42,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
257.89999999999014,69,67,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
258.0999999999902,70,68,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
259.7999999999906,71,70,9.906585627179872,10.697568542373764,401.98302763196097,27.34552210954376,87.26812994867763,1.0471975511965976
261.79999999999103,72,71,13.23212125357338,10.697568542373764,401.98302763196097,27.34552210954376,87.26812994867763,1.0471975511965976
261.89999999999105,73,63,8.442228015325284,20.0,500.0,27.34552210954376,200.0,1.2883605317237865
262.69999999999123,74,63,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
268.2999999999925,75,55,9.906585627179872,11.358374835008192,371.64761618596356,23.556424349951968,120.58686902995949,1.0471975511965976
268.7999999999926,76,68,9.906585627179872,8.420063900589623,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
268.99999999999267,77,63,11.36835317622144,20.0,500.0,20.0054049145293,200.0,1.0471975511965976
277.3999999999946,78,74,10.22524415227981,18.300376248982047,500.0,27.34552210954376,200.0,1.0471975511965976
279.6999999999951,79,64,11.028838993957297,20.0,500.0,32.50879447834048,200.0,1.0471975511965976
282.99999999999585,80,59,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
283.0999999999959,81,80,9.906585627179872,20.0,484.6410469415996,27.34552210954376,120.58686902995949,1.0471975511965976
283.89999999999606,82,62,11.954427503767185,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
283.89999999999606,83,63,11.028838993957297,20.0,500.0,27.34552210954376,200.0,1.0471975511965976
284.29999999999615,84,60,13.777498173991736,20.0,500.0,50.0,200.0,1.1402844905671192
286.3999999999966,85,51,13.153063350647589,11.358374835008192,200.46920495129552,27.34552210954376,120.58686902995949,1.0471975511965976
291.69999999999783,86,60,13.777498173991736,20.0,500.0,50.0,200.0,1.1402844905671192
292.7999999999981,87,86,13.777498173991736,20.0,500.0,50.0,200.0,1.1402844905671192
292.9999999999981,88,59,9.906585627179872,20.0,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
302.9000000000004,89,85,13.153063350647589,11.358374835008192,137.75117161411288,27.34552210954376,120.58686902995949,1.0471975511965976
303.60000000000053,90,89,13.153063350647589,11.358374835008192,137.75117161411288,27.34552210954376,120.58686902995949,1.0471975511965976
307.70000000000147,91,42,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
308.00000000000153,92,91,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
310.000000000002,93,91,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,120.58686902995949,1.0471975511965976
315.4000000000032,94,93,9.906585627179872,11.358374835008192,401.98302763196097,37.836584886920306,120.58686902995949,1.0471975511965976
318.900000000004,95,94,9.906585627179872,12.74394929486403,401.98302763196097,37.836584886920306,143.85041264167754,1.0471975511965976
325.20000000000545,96,93,9.906585627179872,11.358374835008192,401.98302763196097,27.34552210954376,110.57316213721654,1.0505788809553465
