model,horizon,origin_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M0_HOLD,16,4-<8,16,16,1.0,0,0.0,0.0,0.0,1034.9449658465019,54.16584101320662,3.3125,2.0625
M0_HOLD,16,8-<16,19,19,1.0,0,0.0,0.0,0.0,1029.9844659022776,19.8073935750438,6.631578947368421,8.31578947368421
M0_HOLD,17,16-32,12,12,1.0,0,0.0,0.0,0.0,1137.7725081213498,11.55175841406923,18.166666666666668,12.0
M0_HOLD,17,4-<8,14,14,1.0,0,0.0,0.0,0.0,1099.8548004571358,57.625134195855004,3.4285714285714284,2.2857142857142856
M0_HOLD,17,8-<16,15,15,1.0,0,0.0,0.0,0.0,1086.9163951288986,21.00564725151809,6.8,9.466666666666667
M0_HOLD,18,16-32,9,9,1.0,0,0.0,0.0,0.0,1204.3033255787348,11.411544466348015,19.11111111111111,8.88888888888889
M0_HOLD,18,4-<8,12,12,1.0,0,0.0,0.0,0.0,1165.2764432934698,63.46533138439656,3.6666666666666665,2.5
M0_HOLD,18,8-<16,11,11,1.0,0,0.0,0.0,0.0,1143.352198580997,22.10250359413604,6.636363636363637,11.181818181818182
M0_HOLD,19,16-32,7,7,1.0,0,0.0,0.0,0.0,1280.336088689216,11.962268504284422,19.857142857142858,9.0
M0_HOLD,19,4-<8,10,10,1.0,0,0.0,0.0,0.0,1230.6393015738886,67.12522655593108,3.9,2.5
M0_HOLD,19,8-<16,8,8,1.0,0,0.0,0.0,0.0,1190.4854352868665,23.116740836243384,6.625,9.75
M0_HOLD,20,16-32,5,5,1.0,0,0.0,0.0,0.0,1356.8087558679742,12.50777609369137,22.6,9.2
M0_HOLD,20,4-<8,8,8,1.0,0,0.0,0.0,0.0,1295.8098624862416,70.79816853910354,4.125,2.75
M0_HOLD,20,8-<16,6,6,1.0,0,0.0,0.0,0.0,1244.9056784731324,24.173538341970303,6.833333333333333,12.0
M0_HOLD,21,16-32,3,3,1.0,0,0.0,0.0,0.0,1434.875952826585,13.044326843878046,31.666666666666668,8.333333333333334
M0_HOLD,21,4-<8,6,6,1.0,0,0.0,0.0,0.0,1361.2026888491741,77.70243176633414,4.333333333333333,2.8333333333333335
M0_HOLD,21,8-<16,4,4,1.0,0,0.0,0.0,0.0,1298.8297954094533,25.220619602322124,7.5,16.0
M0_HOLD,22,16-32,2,2,1.0,0,0.0,0.0,0.0,1503.720496613815,14.756815335054245,38.5,8.5
M0_HOLD,22,4-<8,4,4,1.0,0,0.0,0.0,0.0,1426.8938493951132,81.59002921398003,4.75,2.75
M0_HOLD,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,1352.0097321659086,26.25328444665611,7.5,8.0
M0_HOLD,23,16-32,1,1,1.0,0,0.0,0.0,0.0,1572.5598557765616,16.55326163975328,45.0,9.0
M0_HOLD,23,4-<8,2,2,1.0,0,0.0,0.0,0.0,1493.0526886723035,84.64269695359272,5.5,3.0
M0_HOLD,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,1414.4922233791178,27.201773526521496,8.0,9.0
M1_INDEPENDENT_CV,1,16-32,63,63,1.0,63,1.0,0.9600180824494833,0.9721554116558742,1.118033988749895,0.011893978603722287,1.0952380952380953,3.746031746031746
M1_INDEPENDENT_CV,1,4-<8,42,42,1.0,42,1.0,0.902127614830749,0.903125,1.0590169943749475,0.04971495009263367,0.5476190476190477,0.7380952380952381
M1_INDEPENDENT_CV,1,8-<16,108,108,1.0,108,1.0,0.9299720235824762,0.9411764705882353,1.118033988749895,0.023787957207444574,0.9166666666666666,2.5555555555555554
M1_INDEPENDENT_CV,1,<4,5,5,1.0,5,1.0,0.8175258179693408,0.7906976744186046,1.5811388300841898,0.10540925533894599,0.8,0.6
M1_INDEPENDENT_CV,1,>32,9,9,1.0,9,1.0,0.9818244885883433,0.9823852955510687,1.118033988749895,0.0067351445105415355,0.8888888888888888,7.222222222222222
M1_INDEPENDENT_CV,2,16-32,59,59,1.0,58,0.9830508474576272,0.911540185752242,0.9311568488289567,3.0413812651491097,0.03185165681020485,2.0677966101694913,6.169491525423729
M1_INDEPENDENT_CV,2,4-<8,40,40,1.0,40,1.0,0.7564255371342254,0.7810632470119522,2.5495097567963922,0.14594325141111325,1.05,1.275
M1_INDEPENDENT_CV,2,8-<16,101,101,1.0,98,0.9702970297029703,0.8460298018853328,0.8691358024691358,3.0413812651491097,0.06202691063039891,1.5841584158415842,4.594059405940594
M1_INDEPENDENT_CV,2,<4,4,4,1.0,3,0.75,0.5846756334751285,0.6071323763955343,3.3618556388582634,0.23053461974190148,1.25,1.5
M1_INDEPENDENT_CV,2,>32,8,8,1.0,8,1.0,0.9458778564908572,0.9544212750272927,3.348905783050559,0.019638635085953877,1.125,26.125
M1_INDEPENDENT_CV,3,16-32,55,55,1.0,53,0.9636363636363636,0.853375979996736,0.8710700132100396,5.5901699437494745,0.059809196378005955,3.418181818181818,8.036363636363637
M1_INDEPENDENT_CV,3,4-<8,39,39,1.0,31,0.7948717948717948,0.5827893328220041,0.6176470588235294,5.5,0.28125,1.358974358974359,1.5128205128205128
M1_INDEPENDENT_CV,3,8-<16,93,93,1.0,88,0.946236559139785,0.7387784627986372,0.7637075718015666,6.020797289396148,0.12790697674418605,2.6774193548387095,7.139784946236559
M1_INDEPENDENT_CV,3,<4,3,3,1.0,0,0.0,0.3609332217826457,0.37383177570093457,6.519202405202649,0.46565731465733207,1.3333333333333333,1.3333333333333333
M1_INDEPENDENT_CV,3,>32,7,7,1.0,7,1.0,0.8992512111936307,0.9176112279820402,7.0178344238090995,0.04033238174602931,1.7142857142857142,29.714285714285715
M1_INDEPENDENT_CV,4,16-32,51,51,1.0,50,0.9803921568627451,0.7912611694193823,0.8038852913968547,9.340770846134703,0.0976621440265231,5.117647058823529,7.313725490196078
M1_INDEPENDENT_CV,4,4-<8,38,38,1.0,11,0.2894736842105263,0.4015524885745153,0.42055341606047636,8.930011286667337,0.45581751041181723,1.8421052631578947,2.1052631578947367
M1_INDEPENDENT_CV,4,8-<16,85,85,1.0,79,0.9294117647058824,0.6327274605920876,0.6495049504950495,9.5524865872714,0.19445911938612198,3.1058823529411765,9.352941176470589
M1_INDEPENDENT_CV,4,<4,2,2,1.0,0,0.0,0.09390403467855912,0.09390403467855912,11.146758286230725,0.7961970204450518,2.5,2.0
M1_INDEPENDENT_CV,4,>32,6,6,1.0,6,1.0,0.8554138404985113,0.8714297574156395,11.411955276646836,0.06539640312718847,2.3333333333333335,34.666666666666664
M1_INDEPENDENT_CV,5,16-32,48,48,1.0,47,0.9791666666666666,0.7154828117007517,0.7238602054653884,13.837927949363667,0.1476587770384173,7.375,9.0
M1_INDEPENDENT_CV,5,4-<8,37,37,1.0,1,0.02702702702702703,0.237059236215017,0.24155405405405406,13.5,0.6956521739130435,2.135135135135135,2.4324324324324325
M1_INDEPENDENT_CV,5,8-<16,77,77,1.0,51,0.6623376623376623,0.5192395271884024,0.5390796201607012,14.0089257261219,0.28743098055545313,3.7662337662337664,10.025974025974026
M1_INDEPENDENT_CV,5,<4,1,1,1.0,0,0.0,0.0,0.0,18.0,1.2857142857142858,2.0,4.0
M1_INDEPENDENT_CV,5,>32,5,5,1.0,5,1.0,0.7860658371074705,0.813544179397838,16.0,0.09204467514322717,2.6,42.6
M1_INDEPENDENT_CV,6,16-32,45,45,1.0,44,0.9777777777777777,0.6335842525219609,0.6443156369384798,19.557607215607945,0.20379721011381702,8.0,10.88888888888889
M1_INDEPENDENT_CV,6,4-<8,36,36,1.0,0,0.0,0.1193398861501224,0.08106355382619973,19.016437699594327,0.9673913043478262,2.7222222222222223,2.7777777777777777
M1_INDEPENDENT_CV,6,8-<16,70,70,1.0,10,0.14285714285714285,0.4060467133859281,0.41372041809751925,19.2901278678422,0.3980172984486381,4.242857142857143,12.542857142857143
M1_INDEPENDENT_CV,6,>32,4,4,1.0,4,1.0,0.732066894634585,0.7579929824444067,22.354579090514157,0.1281050431331708,3.5,48.0
M1_INDEPENDENT_CV,7,16-32,42,42,1.0,39,0.9285714285714286,0.551679652032137,0.5574356843638006,25.96772457366349,0.2719046261256395,8.833333333333334,13.214285714285714
M1_INDEPENDENT_CV,7,4-<8,34,34,1.0,0,0.0,0.0474729710919346,0.0,25.775447175374058,1.2747351395478304,3.2941176470588234,3.2058823529411766
M1_INDEPENDENT_CV,7,8-<16,63,63,1.0,0,0.0,0.2966940892721641,0.30548302872062666,25.22399651125888,0.5217106312867758,4.555555555555555,15.714285714285714
M1_INDEPENDENT_CV,7,>32,3,3,1.0,3,1.0,0.6746180623651638,0.6867335562987736,29.769951293208393,0.17011400738976226,3.6666666666666665,63.333333333333336
M1_INDEPENDENT_CV,8,16-32,39,39,1.0,11,0.28205128205128205,0.467520647505289,0.47164696953269003,33.0,0.35,9.743589743589743,15.846153846153847
M1_INDEPENDENT_CV,8,4-<8,32,32,1.0,0,0.0,0.009672511229678086,0.0,33.15270248338089,1.5996737132785,3.71875,3.53125
M1_INDEPENDENT_CV,8,8-<16,56,56,1.0,0,0.0,0.19813821890352723,0.20701799067569385,32.519221448142446,0.6568368273257201,4.910714285714286,19.035714285714285
M1_INDEPENDENT_CV,8,>32,2,2,1.0,1,0.5,0.5908881818435805,0.5908881818435805,20.24140019301077,0.424113429726966,4.5,101.5
M1_INDEPENDENT_CV,9,16-32,36,36,1.0,0,0.0,0.38716502501133276,0.38968067871172885,41.39730467465583,0.43631017507327935,10.527777777777779,18.694444444444443
M1_INDEPENDENT_CV,9,4-<8,30,30,1.0,0,0.0,0.0,0.0,40.04154736324004,1.9725160770651557,3.966666666666667,3.966666666666667
M1_INDEPENDENT_CV,9,8-<16,50,50,1.0,0,0.0,0.10971480956049938,0.10120394038507632,40.684621619644616,0.8044661861556007,4.7,18.6
M1_INDEPENDENT_CV,9,>32,1,1,1.0,0,0.0,0.4073226544622426,0.4073226544622426,21.224985276791124,0.5442303917125929,5.0,143.0
M1_INDEPENDENT_CV,10,16-32,33,33,1.0,0,0.0,0.308326783805331,0.30995745316115547,51.12973694436536,0.5368891878218447,11.424242424242424,21.393939393939394
M1_INDEPENDENT_CV,10,4-<8,28,28,1.0,0,0.0,0.0,0.0,48.31436438084239,2.4923742744913726,4.035714285714286,4.285714285714286
M1_INDEPENDENT_CV,10,8-<16,45,45,1.0,0,0.0,0.043430665164459994,0.024693836579000202,50.039984012787215,0.9942977212987475,5.355555555555555,21.511111111111113
M1_INDEPENDENT_CV,11,16-32,30,30,1.0,0,0.0,0.23342289157042861,0.22902038899726931,60.61061967244603,0.6389417803884923,11.933333333333334,25.4
M1_INDEPENDENT_CV,11,4-<8,26,26,1.0,0,0.0,0.0,0.0,57.857559155655764,3.072913780639577,4.615384615384615,4.884615384615385
M1_INDEPENDENT_CV,11,8-<16,40,40,1.0,0,0.0,0.011273841572399626,0.0,60.05203996810623,1.1909399039409745,5.725,26.75
M1_INDEPENDENT_CV,12,16-32,27,27,1.0,0,0.0,0.16388884356587946,0.15919456156957232,71.68856254661549,0.7520050533327244,12.703703703703704,29.40740740740741
M1_INDEPENDENT_CV,12,4-<8,24,24,1.0,0,0.0,0.0,0.0,67.25470005802481,3.504764685814079,5.041666666666667,5.708333333333333
M1_INDEPENDENT_CV,12,8-<16,35,35,1.0,0,0.0,0.0011517373602705479,0.0,69.14658342969665,1.3406237242464774,6.685714285714286,30.885714285714286
M1_INDEPENDENT_CV,13,16-32,24,24,1.0,0,0.0,0.09539220872060528,0.0896312791667406,83.21399108737171,0.8629207847352811,13.583333333333334,34.166666666666664
M1_INDEPENDENT_CV,13,4-<8,22,22,1.0,0,0.0,0.0,0.0,77.10195446468468,4.1030833020204724,5.136363636363637,6.2727272727272725
M1_INDEPENDENT_CV,13,8-<16,31,31,1.0,0,0.0,0.0,0.0,80.94751385929032,1.5566829588325062,7.225806451612903,37.38709677419355
M1_INDEPENDENT_CV,14,16-32,21,21,1.0,0,0.0,0.03859413858562256,0.027206320810971973,96.20940702446929,0.9819666476924294,15.428571428571429,41.0
M1_INDEPENDENT_CV,14,4-<8,20,20,1.0,0,0.0,0.0,0.0,89.00672420017617,4.90373242053351,5.95,7.0
M1_INDEPENDENT_CV,14,8-<16,27,27,1.0,0,0.0,0.0,0.0,95.72094859538323,1.7941545247281927,7.296296296296297,44.0
M1_INDEPENDENT_CV,15,16-32,18,18,1.0,0,0.0,0.008581282245068145,0.0,109.56880722910947,1.1076701756977851,16.944444444444443,50.166666666666664
M1_INDEPENDENT_CV,15,4-<8,18,18,1.0,0,0.0,0.0,0.0,102.27537017487198,5.627773126529268,6.111111111111111,8.166666666666666
M1_INDEPENDENT_CV,15,8-<16,23,23,1.0,0,0.0,0.0,0.0,106.51877768731671,2.1209716429172674,7.826086956521739,55.130434782608695
M1_INDEPENDENT_CV,16,16-32,15,15,1.0,0,0.0,0.0,0.0,123.51619327035625,1.238835217547245,21.6,61.53333333333333
M1_INDEPENDENT_CV,16,4-<8,16,16,1.0,0,0.0,0.0,0.0,115.96055108140689,6.384442555902869,6.9375,8.5625
M1_INDEPENDENT_CV,16,8-<16,19,19,1.0,0,0.0,0.0,0.0,127.89155562428662,2.318263564092918,8.421052631578947,69.6842105263158
M1_INDEPENDENT_CV,17,16-32,12,12,1.0,0,0.0,0.0,0.0,137.79120600401936,1.3478600431802816,21.916666666666668,79.33333333333333
M1_INDEPENDENT_CV,17,4-<8,14,14,1.0,0,0.0,0.0,0.0,130.05821149194026,7.090085776442622,6.571428571428571,9.071428571428571
M1_INDEPENDENT_CV,17,8-<16,15,15,1.0,0,0.0,0.0,0.0,132.29701432761058,2.9364785530359345,8.8,91.8
M1_INDEPENDENT_CV,18,16-32,9,9,1.0,0,0.0,0.0,0.0,158.38244852255568,1.5228968697955414,26.88888888888889,102.66666666666667
M1_INDEPENDENT_CV,18,4-<8,12,12,1.0,0,0.0,0.0,0.0,144.47611192309367,7.867984262360803,6.166666666666667,10.166666666666666
M1_INDEPENDENT_CV,18,8-<16,11,11,1.0,0,0.0,0.0,0.0,147.1674216666175,3.2397340532999173,8.090909090909092,61.36363636363637
M1_INDEPENDENT_CV,19,16-32,7,7,1.0,0,0.0,0.0,0.0,177.1383639983163,1.6103487636210572,32.857142857142854,136.28571428571428
M1_INDEPENDENT_CV,19,4-<8,10,10,1.0,0,0.0,0.0,0.0,161.75038819782174,8.812616661763318,7.2,10.4
M1_INDEPENDENT_CV,19,8-<16,8,8,1.0,0,0.0,0.0,0.0,164.63969963451612,3.3650514768715523,9.25,82.25
M1_INDEPENDENT_CV,20,16-32,5,5,1.0,0,0.0,0.0,0.0,197.03108891745993,1.7920393295566048,42.6,196.4
M1_INDEPENDENT_CV,20,4-<8,8,8,1.0,0,0.0,0.0,0.0,179.00352321225324,9.73146283816369,7.375,9.25
M1_INDEPENDENT_CV,20,8-<16,6,6,1.0,0,0.0,0.0,0.0,175.9224698473493,3.6637581723423933,10.166666666666666,113.33333333333333
M1_INDEPENDENT_CV,21,16-32,3,3,1.0,0,0.0,0.0,0.0,207.61803871532936,1.8874367155939034,52.666666666666664,10.0
M1_INDEPENDENT_CV,21,4-<8,6,6,1.0,0,0.0,0.0,0.0,195.30702882423128,11.218278783222829,8.666666666666666,8.5
M1_INDEPENDENT_CV,21,8-<16,4,4,1.0,0,0.0,0.0,0.0,190.3240943936433,6.755773326674374,9.25,176.5
M1_INDEPENDENT_CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,224.13345513944242,2.2019501269827964,71.5,11.5
M1_INDEPENDENT_CV,22,4-<8,4,4,1.0,0,0.0,0.0,0.0,215.3845060073877,12.372888653959942,11.25,6.25
M1_INDEPENDENT_CV,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,369.4582057841114,7.206989076261265,11.5,333.0
M1_INDEPENDENT_CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,240.96732143591586,2.5364981203780617,68.0,9.0
M1_INDEPENDENT_CV,23,4-<8,2,2,1.0,0,0.0,0.0,0.0,236.92129344725714,13.403572833205043,5.5,3.0
M1_INDEPENDENT_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,576.7531967835115,11.091407630452144,8.0,681.0
M2_SHARED_OPEN_LOOP,1,16-32,63,63,1.0,63,1.0,0.7888569984295417,0.7970091279860168,11.180339887498949,0.11096108760152637,1.9523809523809523,3.2222222222222223
M2_SHARED_OPEN_LOOP,1,4-<8,42,42,1.0,26,0.6190476190476191,0.5112050292146114,0.5336383159998878,7.931304690920362,0.34961086516097484,0.6190476190476191,0.40476190476190477
M2_SHARED_OPEN_LOOP,1,8-<16,108,108,1.0,76,0.7037037037037037,0.559429049486273,0.5753157443723698,11.905862382940638,0.23314534499624168,0.7129629629629629,1.75
M2_SHARED_OPEN_LOOP,1,<4,5,5,1.0,0,0.0,0.1891442390662006,0.20689655172413793,11.510864433221338,0.8222046023729527,0.4,0.2
M2_SHARED_OPEN_LOOP,1,>32,9,9,1.0,9,1.0,0.7834685901263012,0.785296549190116,15.890248582070704,0.09659618571248052,1.3333333333333333,7.444444444444445
M2_SHARED_OPEN_LOOP,2,16-32,59,59,1.0,56,0.9491525423728814,0.6357924245498798,0.6361594609769792,22.360679774997898,0.21992673460732626,3.694915254237288,2.6440677966101696
M2_SHARED_OPEN_LOOP,2,4-<8,40,40,1.0,2,0.05,0.2756312654424729,0.2820289589442815,16.768813303255747,0.7450070872933277,0.45,0.475
M2_SHARED_OPEN_LOOP,2,8-<16,101,101,1.0,8,0.07920792079207921,0.32308712509225185,0.32716520412056466,23.753947040439407,0.4614007206322938,1.4653465346534653,2.198019801980198
M2_SHARED_OPEN_LOOP,2,<4,4,4,1.0,0,0.0,0.0,0.0,23.38290619073299,1.6702075850523566,0.75,0.5
M2_SHARED_OPEN_LOOP,2,>32,8,8,1.0,7,0.875,0.6114665410771605,0.6143814388375674,32.120525291638415,0.18837057945614077,2.875,26.125
M2_SHARED_OPEN_LOOP,3,16-32,55,55,1.0,32,0.5818181818181818,0.5169719415870864,0.5133524413187035,32.40852511300075,0.3250500115414209,5.2727272727272725,3.309090909090909
M2_SHARED_OPEN_LOOP,3,4-<8,39,39,1.0,0,0.0,0.1372323714725142,0.1108875025155967,25.004999500099974,1.1420391728054788,0.6410256410256411,0.46153846153846156
M2_SHARED_OPEN_LOOP,3,8-<16,93,93,1.0,3,0.03225806451612903,0.1819766011249771,0.1687158469945355,35.16390194503448,0.6853660062331658,2.086021505376344,2.6451612903225805
M2_SHARED_OPEN_LOOP,3,<4,3,3,1.0,0,0.0,0.0,0.0,35.67211796347394,2.5480084259624243,1.0,1.0
M2_SHARED_OPEN_LOOP,3,>32,7,7,1.0,2,0.2857142857142857,0.48371614443396094,0.47956154373144555,46.735960458730275,0.28259897348718693,4.285714285714286,30.0
M2_SHARED_OPEN_LOOP,4,16-32,51,51,1.0,13,0.2549019607843137,0.42494863475754097,0.41029885057471266,41.97618372363071,0.4354175220214417,6.647058823529412,3.6666666666666665
M2_SHARED_OPEN_LOOP,4,4-<8,38,38,1.0,0,0.0,0.06364910583533302,0.0026385866917806,32.00628660293279,1.4690309012966478,0.8421052631578947,0.631578947368421
M2_SHARED_OPEN_LOOP,4,8-<16,85,85,1.0,0,0.0,0.09844376992673005,0.0694541231126597,46.69047011971501,0.8972631811012493,2.541176470588235,3.070588235294118
M2_SHARED_OPEN_LOOP,4,<4,2,2,1.0,0,0.0,0.0,0.0,53.18614126657481,3.7990100904696287,1.5,1.0
M2_SHARED_OPEN_LOOP,4,>32,6,6,1.0,0,0.0,0.37753333355535484,0.37193299271455443,60.93767114080444,0.38849649668399544,5.666666666666667,34.666666666666664
M2_SHARED_OPEN_LOOP,5,16-32,48,48,1.0,5,0.10416666666666667,0.3475476158104757,0.33234640483484634,50.28792530658788,0.5219825324083462,7.791666666666667,4.270833333333333
M2_SHARED_OPEN_LOOP,5,4-<8,37,37,1.0,0,0.0,0.029543270456236777,0.0,39.53795644693843,2.042968335059444,1.0,0.7027027027027027
M2_SHARED_OPEN_LOOP,5,8-<16,77,77,1.0,0,0.0,0.050184647248754016,0.008046490835940992,56.60443887187647,1.1078006238589244,3.0,2.6363636363636362
M2_SHARED_OPEN_LOOP,5,<4,1,1,1.0,0,0.0,0.0,0.0,74.10676419868837,5.293340299906312,2.0,1.0
M2_SHARED_OPEN_LOOP,5,>32,5,5,1.0,0,0.0,0.28982158950858367,0.28249513693091166,74.24158201439407,0.4893811168721372,7.2,40.6
M2_SHARED_OPEN_LOOP,6,16-32,45,45,1.0,3,0.06666666666666667,0.2747430485992606,0.2581826775375162,62.24146527838174,0.637122437212817,8.666666666666666,4.933333333333334
M2_SHARED_OPEN_LOOP,6,4-<8,36,36,1.0,0,0.0,0.009776927673263415,0.0,46.98349059612355,2.306830019648318,1.2222222222222223,0.8333333333333334
M2_SHARED_OPEN_LOOP,6,8-<16,70,70,1.0,0,0.0,0.028276564188499793,0.0,67.03075689646153,1.345829069495394,3.5285714285714285,3.0
M2_SHARED_OPEN_LOOP,6,>32,4,4,1.0,0,0.0,0.22344591910405612,0.2234512498238116,86.71499069041562,0.6346786063171898,8.5,48.5
M2_SHARED_OPEN_LOOP,7,16-32,42,42,1.0,2,0.047619047619047616,0.2164841370635186,0.191660183314481,72.69370859455964,0.7514950977756969,9.571428571428571,5.595238095238095
M2_SHARED_OPEN_LOOP,7,4-<8,34,34,1.0,0,0.0,0.0028911913433147286,0.0,47.496030318582164,2.373512409300368,1.411764705882353,0.9411764705882353
