model,horizon,origin_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M0_HOLD,3,>32,7,7,1.0,0,0.0,0.0,0.0,222.81157959136684,1.3238899450900143,4.285714285714286,30.0
M0_HOLD,4,16-32,51,51,1.0,0,0.0,0.0,0.0,263.70912005465414,2.8972668369782135,6.647058823529412,3.6666666666666665
M0_HOLD,4,4-<8,38,38,1.0,0,0.0,0.0,0.0,255.85614987701405,12.30069586000356,0.8421052631578947,0.631578947368421
M0_HOLD,4,8-<16,85,85,1.0,0,0.0,0.0,0.0,265.3723798740178,5.209462544255405,2.541176470588235,3.070588235294118
M0_HOLD,4,<4,2,2,1.0,0,0.0,0.0,0.0,297.3450228755173,21.238930205394098,1.5,1.0
M0_HOLD,4,>32,6,6,1.0,0,0.0,0.0,0.0,297.3669920159622,1.7580633484350154,5.666666666666667,34.666666666666664
M0_HOLD,5,16-32,48,48,1.0,0,0.0,0.0,0.0,330.8040576993877,3.6196636110951697,7.791666666666667,4.270833333333333
M0_HOLD,5,4-<8,37,37,1.0,0,0.0,0.0,0.0,321.0003894078635,15.371102561327561,1.0,0.7027027027027027
M0_HOLD,5,8-<16,77,77,1.0,0,0.0,0.0,0.0,332.53721596236414,6.520337567889493,3.0,2.6363636363636362
M0_HOLD,5,<4,1,1,1.0,0,0.0,0.0,0.0,372.149499529423,26.5821071092445,2.0,1.0
M0_HOLD,5,>32,5,5,1.0,0,0.0,0.0,0.0,371.92270702391914,2.188388653315307,7.2,40.6
M0_HOLD,6,16-32,45,45,1.0,0,0.0,0.0,0.0,395.34447005111883,4.326016845222907,8.666666666666666,4.933333333333334
M0_HOLD,6,4-<8,36,36,1.0,0,0.0,0.0,0.0,386.6819896171515,18.93529351392049,1.2222222222222223,0.8333333333333334
M0_HOLD,6,8-<16,70,70,1.0,0,0.0,0.0,0.0,396.4380076522073,7.793592122474578,3.5285714285714285,3.0
M0_HOLD,6,>32,4,4,1.0,0,0.0,0.0,0.0,442.2689953494091,3.115314878201228,8.5,48.5
M0_HOLD,7,16-32,42,42,1.0,0,0.0,0.0,0.0,464.26028095359277,5.045694422091484,9.571428571428571,5.595238095238095
M0_HOLD,7,4-<8,34,34,1.0,0,0.0,0.0,0.0,451.33167773620573,22.258867043813694,1.411764705882353,0.9411764705882353
M0_HOLD,7,8-<16,63,63,1.0,0,0.0,0.0,0.0,462.379984428392,9.001030527527272,3.9365079365079363,3.3968253968253967
M0_HOLD,7,>32,3,3,1.0,0,0.0,0.0,0.0,508.086606790614,4.23405505658845,10.0,61.333333333333336
M0_HOLD,8,16-32,39,39,1.0,0,0.0,0.0,0.0,534.8368910237962,5.757461991474311,10.35897435897436,6.256410256410256
M0_HOLD,8,4-<8,32,32,1.0,0,0.0,0.0,0.0,516.4906430485285,25.253893422691316,1.65625,1.03125
M0_HOLD,8,8-<16,56,56,1.0,0,0.0,0.0,0.0,528.5266055284116,10.171639747928351,4.053571428571429,3.8214285714285716
M0_HOLD,8,>32,2,2,1.0,0,0.0,0.0,0.0,564.7216890034331,9.45752925399331,11.5,85.5
M0_HOLD,9,16-32,36,36,1.0,0,0.0,0.0,0.0,601.5189577385889,6.443115874623462,11.25,6.944444444444445
M0_HOLD,9,4-<8,30,30,1.0,0,0.0,0.0,0.0,581.3925824615004,28.42060618755192,1.9,1.2
M0_HOLD,9,8-<16,50,50,1.0,0,0.0,0.0,0.0,594.5471870056085,11.359807762238546,3.88,4.32
M0_HOLD,9,>32,1,1,1.0,0,0.0,0.0,0.0,621.3553733573083,15.932189060443802,13.0,125.0
M0_HOLD,10,16-32,33,33,1.0,0,0.0,0.0,0.0,668.2009428308224,7.1248012508030545,12.030303030303031,7.636363636363637
M0_HOLD,10,4-<8,28,28,1.0,0,0.0,0.0,0.0,645.551665039797,31.59173227653313,2.1785714285714284,1.3571428571428572
M0_HOLD,10,8-<16,45,45,1.0,0,0.0,0.0,0.0,660.5936723887082,12.587093742143585,4.333333333333333,4.8
M0_HOLD,11,16-32,30,30,1.0,0,0.0,0.0,0.0,735.3742262280875,7.782886048619535,12.966666666666667,8.3
M0_HOLD,11,4-<8,26,26,1.0,0,0.0,0.0,0.0,710.1578211189308,35.81011551322355,2.423076923076923,1.5
M0_HOLD,11,8-<16,40,40,1.0,0,0.0,0.0,0.0,721.6501920917458,13.80025060471491,4.825,5.4
M0_HOLD,12,16-32,27,27,1.0,0,0.0,0.0,0.0,802.547506382021,8.435708793011003,13.814814814814815,8.88888888888889
M0_HOLD,12,4-<8,24,24,1.0,0,0.0,0.0,0.0,775.3324757917057,39.09956524414713,2.625,1.625
M0_HOLD,12,8-<16,35,35,1.0,0,0.0,0.0,0.0,782.0390015849594,14.997043041879955,5.257142857142857,5.571428571428571
M0_HOLD,13,16-32,24,24,1.0,0,0.0,0.0,0.0,869.4751840208351,9.091134541868618,14.708333333333334,9.541666666666666
M0_HOLD,13,4-<8,22,22,1.0,0,0.0,0.0,0.0,839.9889346044213,42.39812919865075,2.8636363636363638,1.7727272727272727
M0_HOLD,13,8-<16,31,31,1.0,0,0.0,0.0,0.0,853.7805631425442,16.16766615029228,5.645161290322581,6.129032258064516
M0_HOLD,14,16-32,21,21,1.0,0,0.0,0.0,0.0,936.4028246433262,9.748285764975934,15.619047619047619,10.238095238095237
M0_HOLD,14,4-<8,20,20,1.0,0,0.0,0.0,0.0,904.4127221706584,47.28757784510673,3.05,1.9
M0_HOLD,14,8-<16,27,27,1.0,0,0.0,0.0,0.0,913.5778565617711,17.398911635655377,5.962962962962963,6.7407407407407405
M0_HOLD,15,16-32,18,18,1.0,0,0.0,0.0,0.0,1003.8217360008776,10.447533872700589,16.444444444444443,10.777777777777779
M0_HOLD,15,4-<8,18,18,1.0,0,0.0,0.0,0.0,969.795061984347,50.726789792524315,3.1666666666666665,2.0
M0_HOLD,15,8-<16,23,23,1.0,0,0.0,0.0,0.0,972.4943444565629,18.649564286500937,6.3478260869565215,7.478260869565218
M0_HOLD,16,16-32,15,15,1.0,0,0.0,0.0,0.0,1071.240635898396,11.146782896200365,17.333333333333332,11.266666666666667
