model,horizon,any_boundary,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M3_ORACLE_REFRESHED_SHARED,11,1,12,12,1.0,0,0.0,0.008941792348606705,0.0,137.74688847265182,1.855847036554361,15.583333333333334,15.833333333333334
M3_ORACLE_REFRESHED_SHARED,12,0,75,75,1.0,0,0.0,0.007065090332713749,0.0,107.87753473267732,2.182943201458515,5.84,4.0
M3_ORACLE_REFRESHED_SHARED,12,1,11,11,1.0,0,0.0,0.0023227695053778122,0.0,148.16291708791374,1.686117341631564,16.545454545454547,15.818181818181818
M3_ORACLE_REFRESHED_SHARED,13,0,66,66,1.0,0,0.0,0.0019874445629406937,0.0,114.71568458937307,2.3458142562832895,6.166666666666667,4.2272727272727275
M3_ORACLE_REFRESHED_SHARED,13,1,11,11,1.0,0,0.0,0.0,0.0,157.37296464132586,1.8174363241235627,16.727272727272727,16.272727272727273
M3_ORACLE_REFRESHED_SHARED,14,0,57,57,1.0,0,0.0,0.0005269353529102518,0.0,125.02499750049988,2.5383634934643897,6.473684210526316,4.43859649122807
M3_ORACLE_REFRESHED_SHARED,14,1,11,11,1.0,0,0.0,0.0,0.0,166.515014338047,1.9520143725913812,16.454545454545453,16.545454545454547
M3_ORACLE_REFRESHED_SHARED,15,0,48,48,1.0,0,0.0,0.0,0.0,131.20331251542143,2.699671285625668,6.604166666666667,4.520833333333333
M3_ORACLE_REFRESHED_SHARED,15,1,11,11,1.0,0,0.0,0.0,0.0,177.9334496377789,2.069037004846415,16.545454545454547,16.818181818181817
M3_ORACLE_REFRESHED_SHARED,16,0,39,39,1.0,0,0.0,0.0,0.0,139.05417109889225,2.948694133343418,6.589743589743589,4.435897435897436
M3_ORACLE_REFRESHED_SHARED,16,1,11,11,1.0,0,0.0,0.0,0.0,189.10000661025902,2.187831494471054,16.545454545454547,17.0
M3_ORACLE_REFRESHED_SHARED,17,0,30,30,1.0,0,0.0,0.0,0.0,146.15549223479417,3.150447606855624,6.166666666666667,4.166666666666667
M3_ORACLE_REFRESHED_SHARED,17,1,11,11,1.0,0,0.0,0.0,0.0,199.63779702250773,2.276353817753538,16.636363636363637,17.545454545454547
M3_ORACLE_REFRESHED_SHARED,18,0,23,23,1.0,0,0.0,0.0,0.0,152.41083458862101,3.5679006339635397,5.913043478260869,4.260869565217392
M3_ORACLE_REFRESHED_SHARED,18,1,9,9,1.0,0,0.0,0.0,0.0,209.4528586579806,1.9673011361585138,17.0,15.0
M3_ORACLE_REFRESHED_SHARED,19,0,17,17,1.0,0,0.0,0.0,0.0,159.75078247069715,3.7860996639920184,5.176470588235294,4.0
M3_ORACLE_REFRESHED_SHARED,19,1,8,8,1.0,0,0.0,0.0,0.0,220.15281454839416,2.001668909847104,17.875,12.25
