model,horizon,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M3_ORACLE_REFRESHED_SHARED,15,59,59,1.0,0,0.0,0.0,0.0,133.02560843687203,2.6282642186429337,8.457627118644067,6.813559322033898
M3_ORACLE_REFRESHED_SHARED,16,50,50,1.0,0,0.0,0.0,0.0,141.03513596362467,2.7928522235409847,8.78,7.2
M3_ORACLE_REFRESHED_SHARED,17,41,41,1.0,0,0.0,0.0,0.0,148.4303287741424,3.0093632736875406,8.975609756097562,7.7560975609756095
M3_ORACLE_REFRESHED_SHARED,18,32,32,1.0,0,0.0,0.0,0.0,155.132099482176,3.1198475607143643,9.03125,7.28125
M3_ORACLE_REFRESHED_SHARED,19,25,25,1.0,0,0.0,0.0,0.0,161.17633976486746,3.08274382033369,9.24,6.64
M3_ORACLE_REFRESHED_SHARED,20,19,19,1.0,0,0.0,0.0,0.0,167.69037688549693,3.171846408770727,9.842105263157896,7.368421052631579
M3_ORACLE_REFRESHED_SHARED,21,13,13,1.0,0,0.0,0.0,0.0,174.3554200476716,4.2145230029045795,11.615384615384615,8.153846153846153
M3_ORACLE_REFRESHED_SHARED,22,8,8,1.0,0,0.0,0.0,0.0,205.54008704065046,3.5966860613389633,13.875,5.5
M3_ORACLE_REFRESHED_SHARED,23,4,4,1.0,0,0.0,0.0,0.0,213.8824091816849,3.756413852035827,16.0,6.0
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,1,227,227,1.0,227,1.0,0.9052158242890396,0.9323671497584541,1.4142135623730951,0.028971701781777184,0.8942731277533039,2.6916299559471364
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,2,212,212,1.0,201,0.9481132075471698,0.8219980716315256,0.8657623411370824,3.0413812651491097,0.06209579389678557,1.5943396226415094,5.160377358490566
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,3,197,197,1.0,170,0.8629441624365483,0.7237388966576173,0.7748562037797864,5.533985905294664,0.11228361294222662,2.568527918781726,6.98984771573604
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,4,182,182,1.0,135,0.7417582417582418,0.6214715121852532,0.664266675285297,9.340770846134703,0.16579130016052912,3.3736263736263736,8.021978021978022
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,5,168,168,1.0,99,0.5892857142857143,0.5336559573577695,0.5845442503889011,13.17065479278964,0.2444594292427615,4.392857142857143,8.994047619047619
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,6,155,155,1.0,78,0.5032258064516129,0.46080586861007594,0.5003762227238525,17.240939649566666,0.3245228538094476,4.961290322580645,10.709677419354838
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,7,142,142,1.0,55,0.3873239436619718,0.39570621012893037,0.40857912483586245,21.635445401531094,0.4099543963816781,5.5,12.985915492957746
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,8,129,129,1.0,34,0.26356589147286824,0.3398066245721612,0.3320715246301738,26.890983619049713,0.5056377041392605,6.069767441860465,15.503875968992247
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,9,117,117,1.0,21,0.1794871794871795,0.2845301813689252,0.2666284403669725,31.544611267219636,0.5464244449698978,6.3076923076923075,15.94017094017094
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,10,106,106,1.0,14,0.1320754716981132,0.23211311334693535,0.20030714820919482,37.67584546336167,0.6770509303630381,6.89622641509434,16.92452830188679
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,11,96,96,1.0,4,0.041666666666666664,0.1823152261035005,0.1284769949868214,44.212905062989435,0.815008382022679,7.364583333333333,20.40625
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,12,86,86,1.0,4,0.046511627906976744,0.13912130930792746,0.05656706298332217,50.8138851517042,0.9763044485911309,8.116279069767442,23.3953488372093
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,13,77,77,1.0,1,0.012987012987012988,0.10310242025778014,0.003925061938034128,59.942680954391754,1.217476899164826,8.61038961038961,27.493506493506494
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,14,68,68,1.0,0,0.0,0.06849901179684491,0.0,68.87214500607757,1.4208692296044356,9.411764705882353,32.19117647058823
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,15,59,59,1.0,0,0.0,0.03733681706538911,0.0,83.25337830983197,1.7074029733764695,10.084745762711865,39.28813559322034
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,16,50,50,1.0,0,0.0,0.01387085645691465,0.0,98.48924475425179,2.1335292227845923,11.9,47.68
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,17,41,41,1.0,0,0.0,0.004527558662021914,0.0,107.05606008068857,2.7257793325205184,11.878048780487806,59.90243902439025
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,18,32,32,1.0,0,0.0,0.0007502469578208758,0.0,119.16889699348332,3.6322425263117157,12.65625,53.78125
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,19,25,25,1.0,0,0.0,0.0,0.0,133.51521448883645,4.6901134806364375,15.04,68.64
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,20,19,19,1.0,0,0.0,0.0,0.0,146.3456951877984,5.4322602842501215,17.526315789473685,91.36842105263158
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,21,13,13,1.0,0,0.0,0.0,0.0,152.37720466001468,5.942104099914062,19.0,60.53846153846154
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,22,8,8,1.0,0,0.0,0.0,0.0,164.78618964950763,6.646245767375626,26.375,89.25
M4_ORACLE_REFRESHED_SHARED_RESIDUAL,23,4,4,1.0,0,0.0,0.0,0.0,180.8067988059475,8.285502763813563,21.75,174.0
