model,horizon,target_class,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M2_SHARED_OPEN_LOOP,7,ta-ta,17,17,1.0,0,0.0,0.0,0.0,61.18823416311342,3.977598403873875,1.9411764705882353,1.588235294117647
M2_SHARED_OPEN_LOOP,7,tank,17,17,1.0,0,0.0,0.0,0.0,76.7744260805641,1.590238728088731,2.4705882352941178,2.7058823529411766
M2_SHARED_OPEN_LOOP,8,condor,2,2,1.0,0,0.0,0.13919410868106039,0.13919410868106039,96.75567691921594,1.5642502414087307,11.5,85.5
M2_SHARED_OPEN_LOOP,8,helicopter,10,10,1.0,0,0.0,0.08159474338937137,0.07888769557626411,81.29662293388085,0.8211323640385932,7.3,12.2
M2_SHARED_OPEN_LOOP,8,jammer,4,4,1.0,0,0.0,0.0,0.0,115.13479839659126,3.386317599899743,2.0,4.25
M2_SHARED_OPEN_LOOP,8,jet_plane,13,13,1.0,1,0.07692307692307693,0.2529578472827146,0.22311320754716982,45.96194077712559,0.5674313676188345,4.384615384615385,5.461538461538462
M2_SHARED_OPEN_LOOP,8,large_launcher,16,16,1.0,0,0.0,0.15300097383744593,0.15048316538837592,97.83006023371313,0.8998365683942762,17.125,3.1875
M2_SHARED_OPEN_LOOP,8,large_tower,10,10,1.0,0,0.0,0.0,0.0,94.235185995179,1.5200293010894295,5.0,4.7
M2_SHARED_OPEN_LOOP,8,medium_launcher,1,1,1.0,0,0.0,0.0,0.0,103.81233067415451,11.53470340823939,38.0,2.0
M2_SHARED_OPEN_LOOP,8,small_launcher,16,16,1.0,0,0.0,0.0011634995612481846,0.0,33.41382680834166,1.4919006099625705,1.0625,0.3125
M2_SHARED_OPEN_LOOP,8,small_tower,11,11,1.0,0,0.0,0.0038541109651434725,0.0,85.71026776296992,1.4777632372925849,3.909090909090909,4.818181818181818
M2_SHARED_OPEN_LOOP,8,spacecraft,14,14,1.0,0,0.0,0.03560671283605366,0.0,71.90367798596161,1.546382090566214,3.0,3.2857142857142856
M2_SHARED_OPEN_LOOP,8,ta-ta,16,16,1.0,0,0.0,0.0,0.0,68.70782710035508,4.4417922974426265,2.25,1.75
M2_SHARED_OPEN_LOOP,8,tank,16,16,1.0,0,0.0,0.0,0.0,86.30011614386191,1.7653880217112392,2.875,3.0625
M2_SHARED_OPEN_LOOP,9,condor,1,1,1.0,0,0.0,0.10969148518343366,0.10969148518343366,93.21111789910043,2.390028664079498,13.0,125.0
M2_SHARED_OPEN_LOOP,9,helicopter,9,9,1.0,0,0.0,0.04130828140377659,0.017385968500715894,95.16071931211954,0.9516071931211953,8.333333333333334,13.444444444444445
M2_SHARED_OPEN_LOOP,9,jammer,3,3,1.0,0,0.0,0.0,0.0,127.4539132392568,3.9412039068404106,2.3333333333333335,5.333333333333333
M2_SHARED_OPEN_LOOP,9,jet_plane,12,12,1.0,1,0.08333333333333333,0.2213286010973129,0.19918049605295324,48.81876749151684,0.6027008332286029,5.0,6.166666666666667
M2_SHARED_OPEN_LOOP,9,large_launcher,15,15,1.0,0,0.0,0.1070936998527341,0.11530119638984118,111.08133281519447,1.0429020222912475,18.0,3.6666666666666665
M2_SHARED_OPEN_LOOP,9,large_tower,9,9,1.0,0,0.0,0.0,0.0,105.30075973135237,1.738299176717799,5.666666666666667,5.111111111111111
M2_SHARED_OPEN_LOOP,9,small_launcher,15,15,1.0,0,0.0,0.00045675694291387524,0.0,35.0,1.5909090909090908,1.2666666666666666,0.4
M2_SHARED_OPEN_LOOP,9,small_tower,10,10,1.0,0,0.0,0.001061893203883495,0.0,99.45709080379206,1.7147774276515872,4.4,5.4
M2_SHARED_OPEN_LOOP,9,spacecraft,13,13,1.0,0,0.0,0.019220165752728776,0.0,84.48224665573235,1.797494609696433,3.3846153846153846,3.6923076923076925
M2_SHARED_OPEN_LOOP,9,ta-ta,15,15,1.0,0,0.0,0.0,0.0,74.54528824815154,4.659080515509471,2.533333333333333,2.0
M2_SHARED_OPEN_LOOP,9,tank,15,15,1.0,0,0.0,0.0,0.0,95.4610522674038,1.9532022524130006,3.2,3.466666666666667
M2_SHARED_OPEN_LOOP,10,helicopter,8,8,1.0,0,0.0,0.017140626897222837,0.0,102.02213611915893,1.0851902204582045,9.125,14.75
M2_SHARED_OPEN_LOOP,10,jammer,2,2,1.0,0,0.0,0.0,0.0,141.46390669954445,4.623268036418278,2.5,7.5
M2_SHARED_OPEN_LOOP,10,jet_plane,11,11,1.0,0,0.0,0.17815502974857805,0.17884563273417037,51.41254710671316,0.6347228037865823,5.545454545454546,6.909090909090909
M2_SHARED_OPEN_LOOP,10,large_launcher,14,14,1.0,0,0.0,0.06689318470863732,0.0750898569234513,126.75964140050459,1.147324302177836,18.785714285714285,4.142857142857143
M2_SHARED_OPEN_LOOP,10,large_tower,8,8,1.0,0,0.0,0.0,0.0,116.88602146556082,1.948323595227154,6.25,5.875
M2_SHARED_OPEN_LOOP,10,small_launcher,14,14,1.0,0,0.0,0.00012196113505163022,0.0,39.328134765639675,1.709918902853899,1.5,0.42857142857142855
