model,horizon,target_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
M0_HOLD,7,8-<16,60,60,1.0,0,0.0,0.0,0.0,463.89433789772636,8.881255150822703,3.2,5.05
M0_HOLD,7,<4,8,8,1.0,0,0.0,0.0,0.0,493.7659566120009,35.77183052052476,6.75,6.875
M0_HOLD,7,>32,1,1,1.0,0,0.0,0.0,0.0,528.5056764122785,3.0200324366415914,10.0,11.0
M0_HOLD,8,16-32,39,39,1.0,0,0.0,0.0,0.0,534.8368910237962,5.75500651606929,10.461538461538462,5.897435897435898
M0_HOLD,8,4-<8,28,28,1.0,0,0.0,0.0,0.0,508.9845080724144,23.747323741213215,1.6428571428571428,2.5357142857142856
M0_HOLD,8,8-<16,54,54,1.0,0,0.0,0.0,0.0,528.5266055284116,10.086496138759621,3.6481481481481484,5.62962962962963
M0_HOLD,8,<4,8,8,1.0,0,0.0,0.0,0.0,560.3339515797848,40.59778574382783,7.0,7.125
M0_HOLD,9,16-32,35,35,1.0,0,0.0,0.0,0.0,597.4027117447661,6.43320859394936,11.314285714285715,5.514285714285714
M0_HOLD,9,4-<8,26,26,1.0,0,0.0,0.0,0.0,572.5906922912466,26.502634713013094,1.8846153846153846,2.8076923076923075
M0_HOLD,9,8-<16,49,49,1.0,0,0.0,0.0,0.0,590.5294234837075,11.316929795664546,4.183673469387755,6.204081632653061
M0_HOLD,9,<4,7,7,1.0,0,0.0,0.0,0.0,630.4097873605707,45.02927052575505,2.7142857142857144,8.142857142857142
M0_HOLD,10,16-32,32,32,1.0,0,0.0,0.0,0.0,663.8390989675984,7.111728108445277,12.125,6.125
M0_HOLD,10,4-<8,24,24,1.0,0,0.0,0.0,0.0,636.7459812480306,29.24752380159157,2.125,3.0416666666666665
M0_HOLD,10,8-<16,43,43,1.0,0,0.0,0.0,0.0,651.5805782863697,12.495263102472073,4.441860465116279,4.1395348837209305
M0_HOLD,10,<4,7,7,1.0,0,0.0,0.0,0.0,695.6856330268723,49.69183093049088,3.2857142857142856,8.428571428571429
M0_HOLD,11,16-32,29,29,1.0,0,0.0,0.0,0.0,730.2754617266008,7.778732263038576,13.068965517241379,6.655172413793103
M0_HOLD,11,4-<8,22,22,1.0,0,0.0,0.0,0.0,700.6524735741784,31.949851099139813,2.3181818181818183,3.409090909090909
M0_HOLD,11,8-<16,38,38,1.0,0,0.0,0.0,0.0,716.633443168186,13.699162297670892,4.973684210526316,4.631578947368421
M0_HOLD,11,<4,7,7,1.0,0,0.0,0.0,0.0,759.4683996059349,54.24774282899535,3.7142857142857144,8.571428571428571
M0_HOLD,12,16-32,26,26,1.0,0,0.0,0.0,0.0,796.7118804625218,8.431713049169694,13.884615384615385,7.153846153846154
M0_HOLD,12,4-<8,19,19,1.0,0,0.0,0.0,0.0,762.0793921895539,34.61262813576901,2.526315789473684,3.0526315789473686
M0_HOLD,12,8-<16,34,34,1.0,0,0.0,0.0,0.0,781.8785706629383,14.95276648430523,5.411764705882353,5.0
M0_HOLD,12,<4,7,7,1.0,0,0.0,0.0,0.0,822.7534563889719,58.76810402778371,3.857142857142857,8.571428571428571
M0_HOLD,13,16-32,23,23,1.0,0,0.0,0.0,0.0,863.1483070712703,9.066809721486095,14.826086956521738,7.6521739130434785
M0_HOLD,13,4-<8,17,17,1.0,0,0.0,0.0,0.0,824.2943952253952,37.2334158645758,2.823529411764706,3.3529411764705883
M0_HOLD,13,8-<16,30,30,1.0,0,0.0,0.0,0.0,847.6471145520331,16.151673554481363,5.8,5.433333333333334
M0_HOLD,13,<4,7,7,1.0,0,0.0,0.0,0.0,885.0909557779923,63.220782555570885,4.0,8.857142857142858
M0_HOLD,14,16-32,20,20,1.0,0,0.0,0.0,0.0,929.7837451724774,9.722248014419186,15.75,8.1
M0_HOLD,14,4-<8,15,15,1.0,0,0.0,0.0,0.0,889.5949921171994,39.83041200172104,2.933333333333333,3.6666666666666665
M0_HOLD,14,8-<16,26,26,1.0,0,0.0,0.0,0.0,907.0040157668559,17.338014274710908,6.230769230769231,6.0
M0_HOLD,14,<4,7,7,1.0,0,0.0,0.0,0.0,946.882912508194,67.63449375058528,4.142857142857143,8.857142857142858
