model,horizon,origin_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
S_FIXED,16,4-<8,16,16,1.0,0,0.0,0.08915028024999844,0.03981460216190759,26.71330522361182,28.53735138481239,1.6598803736826175,3.3125,2.0625
S_FIXED,16,8-<16,19,19,1.0,0,0.0,0.09088293591529639,0.06507459667778813,45.24567586963887,42.95048638133194,0.8948017996110821,6.631578947368421,8.315789473684198
S_FIXED,17,16-32,12,12,1.0,1,0.08333333333333333,0.34446036406701647,0.3425613070867723,58.131085317830006,63.747365234589225,0.6028253503130054,18.166666666666668,12.0
S_FIXED,17,4-<8,14,14,1.0,0,0.0,0.08222279027731343,0.029745038259589355,27.78028540775613,30.130336275727068,1.7770556249286589,3.4285714285714284,2.2857142857142856
S_FIXED,17,8-<16,15,15,1.0,0,0.0,0.06637709912875862,0.061757090356158,48.34023058327344,47.49280284500604,1.0231376371374825,6.8,9.466666666666667
S_FIXED,18,16-32,9,9,1.0,0,0.0,0.31773907169577775,0.3080350336952256,67.29560106558965,71.28657596578459,0.6536011021342493,19.11111111111111,8.88888888888889
S_FIXED,18,4-<8,12,12,1.0,0,0.0,0.08029943799484657,0.03070687829216945,28.72531919647572,31.297255542264743,1.8364275050274967,3.6666666666666665,2.5
S_FIXED,18,8-<16,11,11,1.0,0,0.0,0.04424537537152931,0.005982016420853817,50.96671540215475,51.647897770648264,1.215763346182401,6.636363636363637,11.181818181818182
S_FIXED,19,16-32,7,7,1.0,0,0.0,0.289899817891015,0.29119328600753414,74.24069958673383,79.82081433226745,0.7063788878961721,19.857142857142858,9.0
S_FIXED,19,4-<8,10,10,1.0,0,0.0,0.0837345716048021,0.041180494838913576,29.387461942578124,32.02988406425301,1.9201758518177003,3.9,2.5
S_FIXED,19,8-<16,8,8,1.0,0,0.0,0.024688468425921383,0.0,55.1232387760109,58.43894415335373,1.2486601763168546,6.625,9.75
S_FIXED,20,16-32,5,5,1.0,0,0.0,0.25982629423228276,0.25787191530916,82.71009128969033,87.28331595084046,0.766282407049706,22.6,9.2
S_FIXED,20,4-<8,8,8,1.0,0,0.0,0.08831950677249994,0.05635570191695232,29.963602514343815,32.0680203737386,1.9393936726120395,4.125,2.75
S_FIXED,20,8-<16,6,6,1.0,0,0.0,0.012758718536901326,0.0,57.73063604537305,63.10724951420927,1.324231328224869,6.833333333333333,12.0
S_FIXED,21,16-32,3,3,1.0,0,0.0,0.2263519821814776,0.23139717504338816,95.99708349480579,95.32983210148504,0.8666348372862276,31.666666666666668,8.333333333333334
S_FIXED,21,4-<8,6,6,1.0,0,0.0,0.09284218020208339,0.07784017839890649,30.34837044767603,31.29433126469933,1.979793286032812,4.333333333333333,2.8333333333333335
S_FIXED,21,8-<16,4,4,1.0,0,0.0,0.00494293940034081,0.0,59.71858579300846,66.97255284520149,1.3904664500881248,7.5,16.0
S_FIXED,22,16-32,2,2,1.0,0,0.0,0.15675121797707084,0.15675121797707084,103.13334827596074,103.13334827596074,1.0125983503538025,38.5,8.5
S_FIXED,22,4-<8,4,4,1.0,0,0.0,0.09266265612859007,0.08283889781466212,31.276950391677154,31.31074782041886,2.0074633235805615,4.75,2.75
S_FIXED,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,70.31320219463137,70.31320219463137,1.3657916536118342,7.5,8.0
S_FIXED,23,16-32,1,1,1.0,0,0.0,0.06342976152149059,0.06342976152149059,110.97777909463463,110.97777909463463,1.168187148364575,45.0,9.0
S_FIXED,23,4-<8,2,2,1.0,0,0.0,0.08977476803318205,0.08977476803318205,32.38399847951372,32.38399847951372,2.0873457713327777,5.5,3.0
S_FIXED,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,71.71169989369014,71.71169989369014,1.3790711518017333,8.0,9.0
S_RES_CV,1,16-32,63,63,1.0,63,1.0,0.9564420723108705,0.9700249092798847,2.6580099336940366,1.0227998499911641,0.01009964968707992,1.0952380952380958,3.746031746031748
