model,horizon,target_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
S_FIXED,15,4-<8,13,13,1.0,0,0.0,0.13413671167482055,0.1347441423498253,23.827390146491872,21.274092700566282,0.924960552198534,3.0,4.076923076923077
S_FIXED,15,8-<16,22,22,1.0,0,0.0,0.13864173434868865,0.1442220135688684,41.843700295282716,40.06424141170659,0.7173929439245568,6.636363636363637,6.5454545454545405
S_FIXED,15,<4,7,7,1.0,0,0.0,0.020851264173972962,0.013913821519216898,30.879978687313088,30.24436805459147,2.114410838730807,4.571428571428571,9.0
S_FIXED,16,16-32,14,14,1.0,1,0.07142857142857142,0.3493218148705222,0.34583137460631075,56.358748744642135,57.104465216462856,0.5540862035078894,17.5,8.428571428571429
S_FIXED,16,4-<8,11,11,1.0,0,0.0,0.1296676507999857,0.13818290607959668,23.98261567754738,20.710155085285454,0.9004415254471937,3.090909090909091,4.454545454545454
S_FIXED,16,8-<16,18,18,1.0,0,0.0,0.11798780916526999,0.10148469894342049,44.790227260251505,43.32922349986967,0.7957632647182371,7.055555555555555,7.166666666666654
S_FIXED,16,<4,7,7,1.0,0,0.0,0.007290340661552028,0.0,33.31414324959197,32.5678430225364,2.358237496672163,4.714285714285714,9.142857142857142
S_FIXED,17,16-32,11,11,1.0,1,0.09090909090909091,0.3345886398515829,0.3236852866078253,61.96878869575243,65.10765536760267,0.6104893806382876,18.454545454545453,8.545454545454545
S_FIXED,17,4-<8,9,9,1.0,0,0.0,0.13581797020950154,0.1550916974317936,22.985750213924305,19.746412680373016,0.8585396817553486,3.2222222222222223,5.222222222222222
S_FIXED,17,8-<16,14,14,1.0,0,0.0,0.09791127184974638,0.06219217546928833,48.06429097492135,48.07409351138563,0.8857144095199637,7.214285714285714,8.0
S_FIXED,17,<4,7,7,1.0,0,0.0,0.0009579062097986207,0.0,35.738853863450444,35.99509494305771,2.5107841805144537,5.0,9.285714285714286
S_FIXED,18,16-32,9,9,1.0,0,0.0,0.31773907169577775,0.3080350336952256,67.29560106558965,71.28657596578459,0.6536011021342493,19.11111111111111,8.88888888888889
S_FIXED,18,4-<8,7,7,1.0,0,0.0,0.14876772037680838,0.1556244203987109,20.839645405850042,17.7061749538455,0.7698336936454566,3.2857142857142856,6.285714285714286
S_FIXED,18,8-<16,9,9,1.0,0,0.0,0.04479258796958246,0.005982016420853817,54.64369163308251,56.06338167898945,1.0992819937056755,6.333333333333333,4.777777777777778
S_FIXED,18,<4,7,7,1.0,0,0.0,0.0008264358087257545,0.0,38.23813674895971,38.39164764737315,2.7291573296697136,5.285714285714286,9.428571428571429
S_FIXED,19,16-32,7,7,1.0,0,0.0,0.289899817891015,0.29119328600753414,74.24069958673383,79.82081433226745,0.7063788878961721,19.857142857142858,9.0
S_FIXED,19,4-<8,5,5,1.0,0,0.0,0.1674691432096042,0.18788290231147498,17.570795957821055,15.04133072316886,0.6372110763220296,2.4,0.8
S_FIXED,19,8-<16,7,7,1.0,0,0.0,0.027437769166071792,0.0,58.36621220244688,61.246030921114844,1.2009025670806832,6.571428571428571,5.285714285714286
S_FIXED,19,<4,6,6,1.0,0,0.0,0.0009072272074780872,0.0,39.740510737939154,40.86937025117232,2.8791665212893327,5.666666666666667,10.333333333333334
S_FIXED,20,16-32,5,5,1.0,0,0.0,0.25982629423228276,0.25787191530916,82.71009128969033,87.28331595084046,0.766282407049706,22.6,9.2
S_FIXED,20,4-<8,4,4,1.0,0,0.0,0.17663901354499986,0.19587812861641946,16.787530156319853,15.413662778929911,0.6568233479648986,2.5,1.0
S_FIXED,20,8-<16,5,5,1.0,0,0.0,0.012959653828634617,0.0,62.84288210564715,65.45422005754618,1.2834160795597291,6.8,6.2
S_FIXED,20,<4,5,5,1.0,0,0.0,0.002350808415646975,0.0,40.94562104669474,42.470296645457196,3.033592617532657,6.0,11.8
S_FIXED,21,16-32,3,3,1.0,0,0.0,0.2263519821814776,0.23139717504338816,95.99708349480579,95.32983210148504,0.8666348372862276,31.666666666666668,8.333333333333334
S_FIXED,21,4-<8,3,3,1.0,0,0.0,0.18568436040416678,0.19377536129189107,15.769463910665776,14.78922546845215,0.6430098029761805,2.6666666666666665,1.0
S_FIXED,21,8-<16,3,3,1.0,0,0.0,0.0,0.0,68.95738727635602,68.90052177032368,1.350990622947523,7.333333333333333,7.666666666666667
S_FIXED,21,<4,4,4,1.0,0,0.0,0.00494293940034081,0.0,41.69600307425616,44.47597353749998,3.2313130071150002,6.5,13.75
S_FIXED,22,16-32,2,2,1.0,0,0.0,0.15675121797707084,0.15675121797707084,103.13334827596074,103.13334827596074,1.0125983503538025,38.5,8.5
S_FIXED,22,4-<8,2,2,1.0,0,0.0,0.18532531225718013,0.18532531225718013,15.29762683608903,15.29762683608903,0.6522449204402421,3.0,1.0
S_FIXED,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,70.31320219463137,70.31320219463137,1.3657916536118342,7.5,8.0
S_FIXED,22,<4,2,2,1.0,0,0.0,0.0,0.0,47.256273947265285,47.256273947265285,3.375448139090377,6.5,4.5
S_FIXED,23,16-32,1,1,1.0,0,0.0,0.06342976152149059,0.06342976152149059,110.97777909463463,110.97777909463463,1.168187148364575,45.0,9.0
S_FIXED,23,4-<8,1,1,1.0,0,0.0,0.1795495360663641,0.1795495360663641,15.173556868103178,15.173556868103178,0.6322315361709657,4.0,1.0
S_FIXED,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,71.71169989369014,71.71169989369014,1.3790711518017333,8.0,9.0
S_FIXED,23,<4,1,1,1.0,0,0.0,0.0,0.0,49.59444009092426,49.59444009092426,3.54246000649459,7.0,5.0
S_RES_CV,1,16-32,62,62,1.0,62,1.0,0.9590063907226235,0.9708595602814922,2.352281645652305,1.0165757597218605,0.010083324001122718,1.1451612903225807,2.9838709677419373
S_RES_CV,1,4-<8,43,43,1.0,43,1.0,0.8799095569397852,0.8976379658160745,1.7163232175045156,1.052853612851935,0.05534628416567714,0.5581395348837209,1.9069767441860466
S_RES_CV,1,8-<16,105,105,1.0,105,1.0,0.917926282578596,0.9343651175832267,2.3061209162345895,1.2383426062609206,0.023894285403261856,0.9047619047619048,2.5809523809523833
S_RES_CV,1,<4,8,8,1.0,8,1.0,0.7797445483172859,0.7880405041285059,4.110422993268124,1.7454661306866153,0.12932791960651951,0.75,5.875000000000007
S_RES_CV,1,>32,9,9,1.0,9,1.0,0.9670230482593468,0.976915094703987,1.7832619938498506,1.2596866109528133,0.008745357948155428,0.7777777777777809,2.8888888888888666
S_RES_CV,2,16-32,58,58,1.0,57,0.9827586206896551,0.9268101889376806,0.9447034607341529,4.264055924825338,2.0433490036227284,0.02224470822623537,2.0689655172413794,4.706896551724143
S_RES_CV,2,4-<8,41,41,1.0,41,1.0,0.8055270977740204,0.8321678321678322,2.843942213701561,1.8015030476097686,0.0977470776346415,1.6585365853658536,2.4634146341463414
S_RES_CV,2,8-<16,97,97,1.0,94,0.9690721649484536,0.8580123149835969,0.9031364249904823,4.833880665127877,2.001634796626492,0.04288761306522802,1.3195876288659794,5.597938144329897
S_RES_CV,2,<4,8,8,1.0,5,0.625,0.5616004735504339,0.6636633611889053,6.20048074589212,4.008586299007793,0.2729122638178694,1.25,5.875000000000007
S_RES_CV,2,>32,8,8,1.0,8,1.0,0.8921491837384743,0.9604977263474135,9.185087377260524,2.0449952834353957,0.011705410034029633,1.4999999999999964,16.24999999999997
S_RES_CV,3,16-32,54,54,1.0,53,0.9814814814814815,0.8983374861169338,0.9219649943507628,6.054422266912951,3.237949578615904,0.03415296449911752,3.425925925925926,5.4444444444444455
S_RES_CV,3,4-<8,39,39,1.0,36,0.9230769230769231,0.7194190696636895,0.7162581828636362,4.164823991117592,3.1032110453933646,0.16257554977039823,2.0,2.769230769230769
S_RES_CV,3,8-<16,89,89,1.0,83,0.9325842696629213,0.7926867532174977,0.8412140866131453,7.2262148147298415,3.5007244170678127,0.06970682656083768,1.9775280898876404,7.808988764044947
S_RES_CV,3,<4,8,8,1.0,3,0.375,0.3853755955192984,0.3504352438429333,11.253397700528705,11.054661367134154,0.7671409591765916,6.5,6.125000000000007
S_RES_CV,3,>32,7,7,1.0,6,0.8571428571428571,0.8180318888016972,0.9601084046666887,19.898003579043923,2.676214059313683,0.015380540570768294,2.142857142857135,33.000000000000036
S_RES_CV,4,16-32,51,51,1.0,50,0.9803921568627451,0.8578844516101408,0.8828423755512654,8.923334130160695,5.873421011292458,0.05877718973310385,5.1568627450980395,7.0784313725490255
S_RES_CV,4,4-<8,37,37,1.0,31,0.8378378378378378,0.6401331002076965,0.6563729076032233,5.081431828119704,3.8248815007028942,0.2013095526685734,2.4864864864864864,3.5405405405405403
S_RES_CV,4,8-<16,81,81,1.0,76,0.9382716049382716,0.7348240159303094,0.779731743437005,9.66638387158089,5.643471690819577,0.10724058797417921,2.2962962962962963,9.395061728395063
S_RES_CV,4,<4,8,8,1.0,1,0.125,0.2088337157531503,0.12208845877913072,15.179285242121034,16.633880334258116,1.1956599100734207,7.5,7.125
S_RES_CV,4,>32,5,5,1.0,4,0.8,0.8224480228680374,0.9387571492834662,19.380471028833824,4.569617600092705,0.026112100571958317,2.5999999999999943,30.0
S_RES_CV,5,16-32,48,48,1.0,47,0.9791666666666666,0.8139320929764885,0.8501066505929962,12.255512057694824,8.028500894399508,0.0918475426921867,7.3125,8.854166666666671
S_RES_CV,5,4-<8,35,35,1.0,26,0.7428571428571429,0.5708957699799183,0.5735647082947605,6.2311229382084585,5.5291384562217765,0.26210149079489753,2.4857142857142858,3.6285714285714286
S_RES_CV,5,8-<16,74,74,1.0,62,0.8378378378378378,0.674635056430409,0.7137386749152113,12.598121059573156,7.4527707414112,0.14621098912189578,3.0135135135135136,11.918918918918921
S_RES_CV,5,<4,8,8,1.0,2,0.25,0.26599095063340145,0.21063979889170706,15.997005718344942,16.990039274227843,1.1867797512719611,8.625,7.874999999999993
S_RES_CV,5,>32,3,3,1.0,3,1.0,0.8966568136633043,0.9266681840553465,6.872855303207348,4.759664881820728,0.02735439587253292,2.6666666666666665,4.666666666666591
S_RES_CV,6,16-32,45,45,1.0,44,0.9777777777777777,0.7686153993522636,0.7847384253715644,15.40566538203602,11.003824478958236,0.1241653435705331,7.933333333333334,10.600000000000005
S_RES_CV,6,4-<8,33,33,1.0,18,0.5454545454545454,0.5145157591941767,0.5360329265901373,7.283388363778594,6.130456074918192,0.32155148173940257,3.212121212121212,4.515151515151516
S_RES_CV,6,8-<16,67,67,1.0,51,0.7611940298507462,0.6230137486926793,0.659102123266973,15.510990546709689,9.560952958294774,0.1806511182003096,3.462686567164179,14.59701492537313
S_RES_CV,6,<4,8,8,1.0,2,0.25,0.24569024498923017,0.15550297976458857,15.740497961419495,14.08528444050415,1.194049228725083,8.375,6.375000000000007
S_RES_CV,6,>32,2,2,1.0,2,1.0,0.852104934878422,0.852104934878422,11.002831578246308,11.002831578246308,0.06312635285692489,3.5,2.5
S_RES_CV,7,16-32,42,42,1.0,40,0.9523809523809523,0.7165945364902054,0.7273367137610209,19.046305827972198,14.085619547267093,0.15508100352154452,8.738095238095237,13.07142857142858
S_RES_CV,7,4-<8,31,31,1.0,12,0.3870967741935484,0.4404474476639227,0.4179222336816788,12.099854918250777,7.919362851049407,0.39331996000631514,3.838709677419355,10.64516129032258
S_RES_CV,7,8-<16,60,60,1.0,37,0.6166666666666667,0.5699203596060319,0.5854239666074864,17.84617122314822,11.939900897466233,0.23459598534945725,3.65,14.816666666666666
S_RES_CV,7,<4,8,8,1.0,2,0.25,0.25531553499623516,0.2473825881817611,16.30804008882926,11.501329106200156,1.0725684440195642,9.0,9.125
S_RES_CV,7,>32,1,1,1.0,1,1.0,0.7580372789410037,0.7580372789410037,19.637665079686542,19.637665079686542,0.11221522902678024,4.0,3.0000000000002274
S_RES_CV,8,16-32,39,39,1.0,33,0.8461538461538461,0.6547543387037794,0.6654816026135191,23.42928099839658,17.96465180951593,0.20010178303337636,9.64102564102564,15.69230769230769
S_RES_CV,8,4-<8,28,28,1.0,10,0.35714285714285715,0.40518227836035037,0.40625198495138815,9.741198162119103,8.424143090922739,0.40285209957784723,3.4285714285714284,4.821428571428571
S_RES_CV,8,8-<16,54,54,1.0,28,0.5185185185185185,0.5172884416441377,0.5223221128921931,21.495006952841482,14.454519209033368,0.31178438918601825,4.277777777777778,18.074074074074073
S_RES_CV,8,<4,8,8,1.0,1,0.125,0.20203900995187304,0.13915243626885396,28.732004526680523,14.165839935574727,1.0437661255312642,10.0,34.625
S_RES_CV,9,16-32,35,35,1.0,26,0.7428571428571429,0.59267819102168,0.5912481260505189,29.369844913285768,22.773173020336884,0.24713784668668462,10.571428571428571,17.342857142857138
S_RES_CV,9,4-<8,26,26,1.0,7,0.2692307692307692,0.36554721031799736,0.3732579116747668,11.022995096746463,9.42496480782836,0.43940973999145205,3.730769230769231,5.615384615384615
S_RES_CV,9,8-<16,49,49,1.0,21,0.42857142857142855,0.46387215654819536,0.438928513018351,25.17949554134397,18.16134720948078,0.3561048472447212,4.816326530612245,21.3265306122449
S_RES_CV,9,<4,7,7,1.0,0,0.0,0.1139129295912886,0.08003268601848235,16.56960674373185,12.850425816367459,0.8566950544244972,5.0,9.571428571428571
S_RES_CV,10,16-32,32,32,1.0,18,0.5625,0.5360548673140704,0.5300807099695326,35.558307079656515,29.593118966757018,0.28524154518278266,11.75,20.3125
S_RES_CV,10,4-<8,24,24,1.0,5,0.20833333333333334,0.32190218463517456,0.2999822535072387,13.352191743758803,11.96758039376098,0.5439809269891354,3.9583333333333335,5.458333333333333
S_RES_CV,10,8-<16,43,43,1.0,14,0.32558139534883723,0.39710997349920657,0.38134784391894083,29.49035945066641,21.32114647696839,0.43512543830547734,5.27906976744186,22.093023255813957
S_RES_CV,10,<4,7,7,1.0,1,0.14285714285714285,0.14462277925455144,0.0,16.319896465334384,16.308132469877602,1.1648666049912573,4.714285714285714,9.0
S_RES_CV,11,16-32,29,29,1.0,15,0.5172413793103449,0.49463053826641806,0.5029251937327253,41.79280003089858,31.667126124985792,0.3187743479762728,11.931034482758621,23.586206896551722
S_RES_CV,11,4-<8,22,22,1.0,3,0.13636363636363635,0.2692397128424661,0.22587607350294775,15.715928083786677,13.99484853385612,0.6139923865302302,4.636363636363637,6.863636363636363
S_RES_CV,11,8-<16,38,38,1.0,10,0.2631578947368421,0.3528919161106372,0.33399037144901383,34.25903338806913,24.035543452648497,0.4613920404836744,6.0,27.105263157894736
S_RES_CV,11,<4,7,7,1.0,0,0.0,0.09485153075393074,0.0,20.357430592218822,22.838807097424485,1.631343364101749,4.428571428571429,13.428571428571429
S_RES_CV,12,16-32,26,26,1.0,9,0.34615384615384615,0.44430026412461837,0.4610985919909375,48.99546662048654,35.854311750166886,0.35992971126744805,12.73076923076923,28.0
S_RES_CV,12,4-<8,19,19,1.0,0,0.0,0.23731973862213893,0.19146737684086654,15.755096450597836,14.98161841621123,0.6819601913590592,5.157894736842105,5.894736842105263
S_RES_CV,12,8-<16,34,34,1.0,7,0.20588235294117646,0.30669592256039274,0.30354396640045467,39.875531107871225,24.39807732050165,0.49761489192385544,6.9411764705882355,31.764705882352942
S_RES_CV,12,<4,7,7,1.0,0,0.0,0.06968549933788885,0.0,28.305454382848687,31.23368197313392,2.23097728379528,4.714285714285714,13.142857142857142
S_RES_CV,13,16-32,23,23,1.0,6,0.2608695652173913,0.3970886531241433,0.40596340033963535,56.95624723651763,40.31355728763095,0.39523095380030343,14.130434782608695,33.34782608695652
S_RES_CV,13,4-<8,17,17,1.0,0,0.0,0.1767180058076498,0.14224983166614782,19.599133028924513,16.90372360464668,0.7660201427398341,6.235294117647059,7.470588235294118
S_RES_CV,13,8-<16,30,30,1.0,4,0.13333333333333333,0.24905692902760512,0.25225351867029594,47.24056409908147,28.944197934724915,0.5675332928377435,6.633333333333334,37.300000000000004
S_RES_CV,13,<4,7,7,1.0,0,0.0,0.10777849210767544,0.0,28.8531680711751,36.60872498418705,2.44058166561247,4.714285714285714,14.857142857142858
S_RES_CV,14,16-32,20,20,1.0,5,0.25,0.3443444633708779,0.3575012901048644,67.24239303198364,44.93392807914806,0.44273834413506374,16.15,39.69999999999999
S_RES_CV,14,4-<8,15,15,1.0,0,0.0,0.14494728102178783,0.10557421507111389,21.11979335436444,18.954988957277365,0.8241299546642332,5.866666666666666,6.066666666666666
S_RES_CV,14,8-<16,26,26,1.0,4,0.15384615384615385,0.22845805861674137,0.20418716698012185,53.24688441336972,31.812218616323058,0.6418762997784625,7.0,45.76923076923078
S_RES_CV,14,<4,7,7,1.0,0,0.0,0.07525477059295424,0.0,34.59791911961683,41.84899723328694,3.304463014084249,6.714285714285714,16.285714285714285
S_RES_CV,15,16-32,17,17,1.0,2,0.11764705882352941,0.268964722056371,0.1977263681602862,81.0001727351339,76.44122716561425,0.6825109568358415,17.88235294117647,49.1764705882353
S_RES_CV,15,4-<8,13,13,1.0,0,0.0,0.0887410700229784,0.06994962851916195,26.09033354240559,22.81127051864859,0.9917943703760257,6.538461538461538,8.384615384615385
S_RES_CV,15,8-<16,22,22,1.0,1,0.045454545454545456,0.20045104752441859,0.16863942174104035,62.19925782217561,32.8286624111666,0.6768592764000027,7.590909090909091,57.04545454545453
S_RES_CV,15,<4,7,7,1.0,0,0.0,0.11276099562604912,0.1037818664955601,30.742539644159045,21.671304792329654,2.5786248236454306,5.571428571428571,16.857142857142858
S_RES_CV,16,16-32,14,14,1.0,0,0.0,0.1771580587001338,0.1428607238850512,99.70063743403182,87.12476321103718,0.8295146077131419,22.071428571428573,61.14285714285715
S_RES_CV,16,4-<8,11,11,1.0,0,0.0,0.044060374346805,0.01909549056900841,31.748722240765506,26.46683411169774,1.1507319178999018,7.636363636363637,8.454545454545455
S_RES_CV,16,8-<16,18,18,1.0,0,0.0,0.18425962329969445,0.11897627027752544,70.98265915174663,37.32470552287859,0.7694492072814167,8.722222222222221,72.83333333333333
S_RES_CV,16,<4,7,7,1.0,0,0.0,0.07006668247672225,0.0,35.11052690839842,25.999172402756678,1.8570837430540483,6.428571428571429,17.714285714285715
S_RES_CV,17,16-32,11,11,1.0,0,0.0,0.11859140635407485,0.09829530105920585,120.79357513034174,108.39368973205022,0.9592361923190285,23.727272727272727,80.45454545454545
S_RES_CV,17,4-<8,9,9,1.0,0,0.0,0.02404634141521703,0.0,36.164721805603186,31.929249811330717,1.3882282526665528,6.111111111111111,8.777777777777779
S_RES_CV,17,8-<16,14,14,1.0,1,0.07142857142857142,0.20271370839130512,0.17774651602487235,80.47296168602385,35.354028223594,0.8253530074927251,8.428571428571429,97.42857142857143
S_RES_CV,17,<4,7,7,1.0,0,0.0,0.03882012021930976,0.0,30.022235932504348,27.204256387191155,2.0588684960114114,7.571428571428571,18.285714285714285
S_RES_CV,18,16-32,9,9,1.0,0,0.0,0.0707545352966777,0.02611717666628507,143.61428480724464,118.06652864264862,1.0643140554251582,26.88888888888889,102.66666666666666
S_RES_CV,18,4-<8,7,7,1.0,0,0.0,0.015827044181328343,0.0,41.10466306667065,37.87554538771117,1.646762842943964,5.285714285714286,11.142857142857142
S_RES_CV,18,8-<16,9,9,1.0,0,0.0,0.2515063242875165,0.30204528662619406,58.484640840410165,29.516924143147467,0.6149359196489056,8.11111111111111,66.11111111111111
S_RES_CV,18,<4,7,7,1.0,0,0.0,0.016194795329104967,0.0,30.541051280082606,33.4234568689602,2.4833304791938877,7.571428571428571,17.714285714285715
S_RES_CV,19,16-32,7,7,1.0,0,0.0,0.0389299216431373,0.012230259807378557,171.1003895137223,126.31453167482869,1.1539669964823,32.857142857142854,136.28571428571428
S_RES_CV,19,4-<8,5,5,1.0,0,0.0,0.0066579725358355294,0.0,38.87445673200471,41.82320279539699,1.8184001215389995,5.4,8.0
S_RES_CV,19,8-<16,7,7,1.0,1,0.14285714285714285,0.23655866695687447,0.22272812657066085,71.26958769397585,35.61426030540172,0.7268216388857495,9.571428571428571,88.14285714285714
S_RES_CV,19,<4,6,6,1.0,0,0.0,0.0,0.0,34.83761592286937,36.93167905037913,2.566111313298948,8.666666666666666,17.5
S_RES_CV,20,16-32,5,5,1.0,0,0.0,0.007438745137857325,0.0041433886410715244,215.63931953482228,134.93293566784155,1.2266630515258323,42.6,196.4
S_RES_CV,20,4-<8,4,4,1.0,0,0.0,0.0014405948459126395,0.0,44.53609677822064,45.970958666811086,1.9987373333396126,6.5,6.0
S_RES_CV,20,8-<16,5,5,1.0,1,0.2,0.29449359824881866,0.27476461449878764,87.58141281728733,23.643748000418803,0.4636029019689961,9.6,127.8
S_RES_CV,20,<4,5,5,1.0,0,0.0,0.0,0.0,39.16229416450604,40.489215880696015,2.708263112474329,9.2,18.2
S_RES_CV,21,16-32,3,3,1.0,0,0.0,0.0031844930790087874,0.0,140.9491735023489,141.44722627434533,1.2814011311243587,52.666666666666664,10.0
S_RES_CV,21,4-<8,3,3,1.0,0,0.0,0.0,0.0,48.998348612201504,50.314695529547315,2.187595457806405,8.333333333333334,1.0
S_RES_CV,21,8-<16,3,3,1.0,1,0.3333333333333333,0.25895563350395484,0.19583037972339148,136.40113716204908,29.716074956533582,0.5714629799333382,9.666666666666666,214.66666666666666
S_RES_CV,21,<4,4,4,1.0,0,0.0,0.0279853134609237,0.0,40.27048267049987,42.496369282586734,3.2236593171046497,8.75,27.5
S_RES_CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,147.77425789884546,147.77425789884546,1.4451148395810158,71.5,11.5
S_RES_CV,22,4-<8,2,2,1.0,0,0.0,0.0,0.0,52.75305163301411,52.75305163301411,2.2420546515582283,11.0,1.0
S_RES_CV,22,8-<16,2,2,1.0,1,0.5,0.2612444015905468,0.2612444015905468,204.295384739205,204.295384739205,4.003120393323534,11.5,333.00000000000006
S_RES_CV,22,<4,2,2,1.0,0,0.0,0.0,0.0,48.99780348990514,48.99780348990514,3.4998431064217956,11.5,11.5
S_RES_CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,159.42197105166946,159.42197105166946,1.6781260110702048,68.0,9.0
S_RES_CV,23,4-<8,1,1,1.0,0,0.0,0.0,0.0,55.00427614575928,55.00427614575928,2.2918448394066364,4.0,1.0
S_RES_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,420.3512902566412,420.3512902566412,8.083678658781562,8.0,681.0
S_RES_CV,23,<4,1,1,1.0,0,0.0,0.0,0.0,53.48174183048235,53.48174183048235,3.820124416463025,7.0,5.0
S_RES_SCALE,1,16-32,62,62,1.0,62,1.0,0.9485765936592552,0.9730273758981739,2.352281645652308,1.0165757597218605,0.010083324001122718,1.6920994937799418,2.604410171465943
S_RES_SCALE,1,4-<8,43,43,1.0,43,1.0,0.8845344933457632,0.9028428118299553,1.7163232175045156,1.052853612851935,0.05534628416567714,0.7286458315112229,1.747073307584734
S_RES_SCALE,1,8-<16,105,105,1.0,103,0.9809523809523809,0.9156979128921204,0.9411571483830135,2.306120916234592,1.2383426062609206,0.023894285403266383,0.6467095786395107,2.0583261837894606
S_RES_SCALE,1,<4,8,8,1.0,8,1.0,0.7561171925849592,0.7694492253736722,4.110422993268132,1.7454661306866153,0.1293279196065233,2.0436884837210414,5.6761678667774405
S_RES_SCALE,1,>32,9,9,1.0,9,1.0,0.9706035175944506,0.9778896717238242,1.7832619938498644,1.2596866109528213,0.008745357948155428,0.5179264695000351,0.6233217717723486
S_RES_SCALE,2,16-32,58,58,1.0,56,0.9655172413793104,0.917611045800957,0.9478457943601994,4.264055924825341,2.0433490036227284,0.02224470822623537,2.6779933875421387,2.995779054607048
S_RES_SCALE,2,4-<8,41,41,1.0,41,1.0,0.8227455801694563,0.846605507126347,2.843942213701561,1.8015030476097686,0.0977470776346415,1.1807520997319094,2.032474209802085
S_RES_SCALE,2,8-<16,97,97,1.0,93,0.9587628865979382,0.8559202815008703,0.9043922107504758,4.833880665127877,2.001634796626492,0.04288761306522802,0.5743348821217586,3.104399866144216
S_RES_SCALE,2,<4,8,8,1.0,4,0.5,0.5062908313418318,0.5422333491124339,6.200480745892122,4.008586299007793,0.2729122638178694,3.7779466621704785,5.978731038085456
S_RES_SCALE,2,>32,8,8,1.0,7,0.875,0.8790452301141912,0.9682039774038924,9.185087377260546,2.0449952834354876,0.01170541003403016,0.41800100118874894,2.7659233645067793
S_RES_SCALE,3,16-32,54,54,1.0,53,0.9814814814814815,0.892878257653922,0.924349705891133,6.054422266912951,3.237949578615904,0.03415296449911752,3.666065662080958,1.9891849071040673
S_RES_SCALE,3,4-<8,39,39,1.0,37,0.9487179487179487,0.7393288236216868,0.7564111969455983,4.164823991117592,3.1032110453933646,0.16257554977039823,1.2041767024648538,2.339039008392707
S_RES_SCALE,3,8-<16,89,89,1.0,84,0.9438202247191011,0.7878700769157895,0.8467647103588057,7.2262148147298415,3.5007244170678127,0.06970682656083768,0.7128512425592485,3.679269409509821
S_RES_SCALE,3,<4,8,8,1.0,3,0.375,0.3929133040915973,0.34693976003058435,11.253397700528701,11.054661367134154,0.7671409591765916,5.181406464493165,6.547817636650947
S_RES_SCALE,3,>32,7,7,1.0,5,0.7142857142857143,0.7591991601685334,0.9611194388228707,19.898003579043923,2.676214059313683,0.015380540570768294,0.5169912106007034,12.904999840505939
S_RES_SCALE,4,16-32,51,51,1.0,50,0.9803921568627451,0.8563250738795748,0.8832784755436632,8.923334130160695,5.873421011292458,0.05877718973310385,4.561730204956231,2.3691947237578463
S_RES_SCALE,4,4-<8,37,37,1.0,31,0.8378378378378378,0.6712600159275735,0.709874708166274,5.081431828119704,3.8248815007028942,0.2013095526685734,1.2423418709321858,2.7544071632310048
S_RES_SCALE,4,8-<16,81,81,1.0,75,0.9259259259259259,0.734200904100933,0.7854998306452554,9.66638387158089,5.643471690819577,0.10724058797417921,0.691240309385943,4.354945978242546
S_RES_SCALE,4,<4,8,8,1.0,1,0.125,0.21768803398779937,0.15075098462274272,15.179285242121034,16.633880334258116,1.1956599100734207,5.539316302086036,6.8678355100269926
S_RES_SCALE,4,>32,5,5,1.0,4,0.8,0.7663651634026329,0.9416138740180217,19.38047102883387,4.569617600092705,0.026112100571958317,0.5641485583856991,14.86133584286805
S_RES_SCALE,5,16-32,48,48,1.0,47,0.9791666666666666,0.8170582956092008,0.8491982560315914,12.25551205769482,8.028500894399508,0.0918475426921867,5.119871792900899,2.684026155107959
S_RES_SCALE,5,4-<8,35,35,1.0,26,0.7428571428571429,0.6027245468688635,0.6049123909878705,6.2311229382084585,5.5291384562217765,0.26210149079489753,1.3105958389189611,3.0828807275600867
S_RES_SCALE,5,8-<16,74,74,1.0,63,0.8513513513513513,0.6795329903301539,0.7247978073158041,12.598121059573154,7.4527707414112,0.1462109891218954,0.7793583676386941,4.997327086851
S_RES_SCALE,5,<4,8,8,1.0,2,0.25,0.268804383289167,0.23703401616972194,15.99700571834494,16.990039274227843,1.1867797512719611,5.5390739754222125,7.195118230788822
S_RES_SCALE,5,>32,3,3,1.0,3,1.0,0.9036926533017553,0.9266370272695318,6.872855303207348,4.759664881820728,0.02735439587253292,0.65430417690186,0.7374435944550441
S_RES_SCALE,6,16-32,45,45,1.0,44,0.9777777777777777,0.7745192664516263,0.7939879220125666,15.40566538203602,11.003824478958236,0.1241653435705331,5.487045891295404,2.994160751727264
S_RES_SCALE,6,4-<8,33,33,1.0,20,0.6060606060606061,0.5519656513918081,0.5434100166310954,7.283388363778594,6.130456074918192,0.32155148173940257,1.492896641242875,3.5742235049835753
S_RES_SCALE,6,8-<16,67,67,1.0,52,0.7761194029850746,0.6294741433931551,0.6667455084556959,15.510990546709689,9.560952958294774,0.1806511182003096,0.8214038548446141,5.784927120356777
