model,horizon,target_class,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
CV,3,jammer,9,9,1.0,9,1.0,0.6992739830377622,0.6946045049764275,6.1062821147016635,6.519202405202649,0.19174124721184263,1.7777777777777777,3.888888888888889
CV,3,jet_plane,18,18,1.0,17,0.9444444444444444,0.8356770983905406,0.868945930641396,8.913498870562895,5.0990195135927845,0.06635227439076258,1.7777777777777777,9.777777777777779
CV,3,large_launcher,21,21,1.0,21,1.0,0.8873805302762638,0.8871094775531636,7.07537276705982,6.0,0.054734520812692256,5.761904761904762,1.9523809523809523
CV,3,large_tower,15,15,1.0,14,0.9333333333333333,0.7784821607001022,0.8146551724137931,9.505497197300008,5.1478150704935,0.08498365855987974,2.3333333333333335,10.533333333333333
CV,3,medium_launcher,6,6,1.0,5,0.8333333333333334,0.6577778022019155,0.767321851863247,15.877777556487453,10.825831582288822,0.43344631482389206,14.166666666666666,14.5
CV,3,medium_plane,1,1,1.0,0,0.0,0.430622009569378,0.430622009569378,27.572631357924475,27.572631357924475,0.562706762406622,2.0,47.0
CV,3,small_launcher,21,21,1.0,21,1.0,0.6623950283025213,0.6618705035971223,5.435397020918993,5.220153254455275,0.23011168785806793,1.0952380952380953,1.0952380952380953
CV,3,small_plane,5,5,1.0,5,1.0,0.7239392543831782,0.7280064568200162,7.10312195418814,7.0,0.16279069767441862,2.2,1.8
CV,3,small_tower,16,16,1.0,16,1.0,0.7758939134266789,0.7715556831228474,6.66445758099081,6.260398644698074,0.10884849406911322,2.0625,3.375
CV,3,spacecraft,19,19,1.0,18,0.9473684210526315,0.733875264758072,0.7318087318087318,6.484033237114014,6.324555320336759,0.13870643415324785,1.6842105263157894,3.473684210526316
CV,3,ta-ta,21,21,1.0,10,0.47619047619047616,0.4714899071930069,0.4860759493670886,5.6388225160278225,5.70087712549569,0.33534571326445234,1.619047619047619,1.9047619047619047
CV,3,tank,21,21,1.0,20,0.9523809523809523,0.7530148893260892,0.7824109173616376,7.422738537095088,5.0990195135927845,0.10406162272638336,1.5714285714285714,5.857142857142857
CV,4,condor,6,6,1.0,6,1.0,0.8554138404985113,0.8714297574156395,19.579270725391023,11.411955276646836,0.06539640312718847,2.3333333333333335,34.666666666666664
CV,4,hangar,1,1,1.0,0,0.0,0.443687374749499,0.443687374749499,75.00166664814856,75.00166664814856,0.5769358972934504,3.0,136.0
CV,4,helicopter,14,14,1.0,14,1.0,0.780809709300162,0.7913741492176607,11.223576254542621,10.006246098625198,0.10454011371036231,2.642857142857143,6.5
CV,4,jammer,8,8,1.0,7,0.875,0.5712252261388978,0.5741284000634557,10.229297326525458,10.606601717798213,0.31668552365975056,1.5,5.125
CV,4,jet_plane,17,17,1.0,16,0.9411764705882353,0.7663621805858076,0.7976350845681784,13.704854322941905,8.06225774829855,0.10470464608179934,2.1176470588235294,13.529411764705882
CV,4,large_launcher,20,20,1.0,20,1.0,0.8197413320113748,0.8193659970788701,11.702711580380607,10.10526561221798,0.09022558582337484,9.4,2.6
CV,4,large_tower,14,14,1.0,13,0.9285714285714286,0.6824306225380316,0.7270313127722314,14.766345683563317,8.623408890624845,0.1391387867572284,2.7142857142857144,14.642857142857142
CV,4,medium_launcher,5,5,1.0,4,0.8,0.5631807636340942,0.648036253776435,22.983897771422043,13.647344063956181,0.6203338210889173,17.0,23.0
CV,4,small_launcher,20,20,1.0,11,0.55,0.5067053689318641,0.5018160151064417,9.0204254384878,8.930011286667337,0.39160604757956463,1.5,1.5
CV,4,small_plane,4,4,1.0,4,1.0,0.5961908675434949,0.6093223419809732,11.627603037366079,11.755206074732158,0.2702028864764708,3.25,2.25
CV,4,small_tower,15,15,1.0,15,1.0,0.6602953879431902,0.6574119980168567,10.133996152039414,9.962429422585638,0.17565775784649815,2.466666666666667,4.133333333333334
