model,horizon,target_class,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
S_FIXED,7,jet_plane,14,14,1.0,10,0.7142857142857143,0.5683618679047929,0.5395579891068336,20.260523189048286,22.80718613545464,0.28693171392077066,3.857142857142857,4.714285714285714
S_FIXED,7,large_launcher,17,17,1.0,14,0.8235294117647058,0.5959138347254368,0.5780419032798501,31.3944256382311,30.66417514929373,0.2713643818521569,16.294117647058822,2.8235294117646994
S_FIXED,7,large_tower,11,11,1.0,5,0.45454545454545453,0.5098439137932677,0.47329567299275316,17.853527905198625,17.859966934759246,0.2880639828186975,4.454545454545454,4.090909090909091
S_FIXED,7,medium_launcher,2,2,1.0,0,0.0,0.006676806605211875,0.006676806605211875,53.523702145678996,53.523702145678996,4.279311476919339,31.5,1.5
S_FIXED,7,small_launcher,17,17,1.0,4,0.23529411764705882,0.4122388086573376,0.36356583854753677,10.652176162204926,11.359815237286586,0.4939050103168081,0.8823529411764706,0.2941176470588302
S_FIXED,7,small_plane,1,1,1.0,0,0.0,0.12680777489181871,0.12680777489181871,37.88481520814924,37.88481520814924,0.8610185274579373,3.0,3.0
S_FIXED,7,small_tower,12,12,1.0,4,0.3333333333333333,0.4183139454670159,0.40598960633844233,21.604817657265027,20.027751367420915,0.39334265384818257,3.4166666666666665,4.333333333333333
S_FIXED,7,spacecraft,15,15,1.0,7,0.4666666666666667,0.46993521738637317,0.4627881184994265,14.760636146612674,13.93770477698175,0.3281320045184877,2.6666666666666665,3.1333333333333333
S_FIXED,7,ta-ta,17,17,1.0,0,0.0,0.17435970024380565,0.14751430882059377,17.511850874639574,17.68670251742385,1.0403942657308147,1.9411764705882353,1.588235294117647
S_FIXED,7,tank,17,17,1.0,1,0.058823529411764705,0.26233823721313904,0.2303345420074233,25.502281589714894,26.673945968819204,0.5443662442616164,2.4705882352941178,2.7058823529411766
S_FIXED,8,condor,2,2,1.0,1,0.5,0.6085068991013256,0.6085068991013256,19.204239616491698,19.204239616491698,0.3807189818490524,11.5,85.5
S_FIXED,8,helicopter,10,10,1.0,8,0.8,0.5899930912101988,0.5590688527815685,20.627945666407317,20.463251341795058,0.20976974498816836,7.3,12.2
S_FIXED,8,jammer,4,4,1.0,0,0.0,0.03958778552872085,0.03550407260265155,38.16608158776102,37.90586761692609,1.188853158486766,2.0,4.25
S_FIXED,8,jet_plane,13,13,1.0,6,0.46153846153846156,0.5210861455960729,0.48693634642817496,23.391330137361308,26.160984231315826,0.32701230289144784,4.384615384615385,5.461538461538457
S_FIXED,8,large_launcher,16,16,1.0,11,0.6875,0.56277082241728,0.5529858461540103,34.64565611132073,33.599694790141484,0.3015877410434715,17.125,3.187499999999993
S_FIXED,8,large_tower,10,10,1.0,4,0.4,0.4607722576686615,0.43548099507379595,20.447695076195423,20.01834195292828,0.3252405020236554,5.0,4.7
S_FIXED,8,medium_launcher,1,1,1.0,0,0.0,0.0,0.0,62.69670544768128,62.69670544768128,6.966300605297921,38.0,2.0
S_FIXED,8,small_launcher,16,16,1.0,3,0.1875,0.37289626618883587,0.3242209460220486,11.618377215999924,11.856158381556579,0.5280124733468395,1.0625,0.3125000000000071
S_FIXED,8,small_tower,11,11,1.0,2,0.18181818181818182,0.3676361879956424,0.3571092603216598,24.374490584564622,23.312086623698633,0.44125699767672066,3.909090909090909,4.818181818181818
S_FIXED,8,spacecraft,14,14,1.0,5,0.35714285714285715,0.4282177996120133,0.426330378811371,16.670297054312783,16.000525100605092,0.35906936789909005,3.0,3.2857142857142856
S_FIXED,8,ta-ta,16,16,1.0,0,0.0,0.14115269510060013,0.11118045798605128,19.317331074841512,19.12187959363864,1.1650237001037762,2.25,1.75
S_FIXED,8,tank,16,16,1.0,0,0.0,0.22002679136966133,0.17552024611446665,28.906133147769474,31.147619283522943,0.6356656996637335,2.875,3.0625
S_FIXED,9,condor,1,1,1.0,0,0.0,0.4608502596656328,0.4608502596656328,21.418231966876114,21.418231966876114,0.5491854350481055,13.0,125.0
S_FIXED,9,helicopter,9,9,1.0,5,0.5555555555555556,0.5510861071047491,0.5273477751162731,23.33570668180445,22.568924442851774,0.2302951473760385,8.333333333333334,13.444444444444445
S_FIXED,9,jammer,3,3,1.0,0,0.0,0.007745375228198616,0.0,43.10717935901699,42.47006745065655,1.3503906522827516,2.3333333333333335,5.3333333333332575
S_FIXED,9,jet_plane,12,12,1.0,5,0.4166666666666667,0.47772833637407613,0.4544958222959754,26.52234193193055,28.574018674272068,0.3550441700190783,5.0,6.166666666666657
S_FIXED,9,large_launcher,15,15,1.0,9,0.6,0.532316473567006,0.5318151176724019,37.97085548555163,36.93805364458373,0.33580048767803394,18.0,3.6666666666666665
S_FIXED,9,large_tower,9,9,1.0,3,0.3333333333333333,0.4126561276042393,0.3965869482343914,23.00098881555796,22.172953067489182,0.36349103389326526,5.666666666666667,5.111111111111111
S_FIXED,9,small_launcher,15,15,1.0,2,0.13333333333333333,0.34199940140180385,0.2951130726503922,12.521318139268244,13.323714565088109,0.5792919376125265,1.2666666666666666,0.40000000000000757
S_FIXED,9,small_tower,10,10,1.0,1,0.1,0.3187253750121074,0.3152636678976868,27.106670074443848,26.07993154016288,0.48199579976628315,4.4,5.4
S_FIXED,9,spacecraft,13,13,1.0,4,0.3076923076923077,0.3853498269871118,0.3949451145963767,18.62811563949994,17.841232533080778,0.379600692193208,3.3846153846153846,3.6923076923076925
S_FIXED,9,ta-ta,15,15,1.0,0,0.0,0.10799582470160606,0.08004403735424276,21.25858115011708,21.945254239556405,1.3785573059402154,2.533333333333333,2.0
S_FIXED,9,tank,15,15,1.0,0,0.0,0.18338150194971353,0.13028617859614064,32.36764756864024,35.643556712458334,0.7274195247440476,3.2,3.466666666666667
S_FIXED,10,helicopter,8,8,1.0,4,0.5,0.5185707147278364,0.5008637611728161,25.6929047706463,24.943151925810483,0.291473809163589,9.125,14.75
S_FIXED,10,jammer,2,2,1.0,0,0.0,0.0,0.0,47.226734596482046,47.226734596482046,1.5310849118800203,2.5,7.5
S_FIXED,10,jet_plane,11,11,1.0,3,0.2727272727272727,0.43731421342837073,0.42350427956817693,29.63334302547986,31.01433969273474,0.3828930826263548,5.545454545454546,6.909090909090909
S_FIXED,10,large_launcher,14,14,1.0,8,0.5714285714285714,0.5038324212756894,0.5052402784102066,41.45378119212136,41.02080103991487,0.3678704232973601,18.785714285714285,4.142857142857143
S_FIXED,10,large_tower,8,8,1.0,2,0.25,0.3635745895755673,0.3494045200523952,25.704232963533805,25.21925742304895,0.41343044955817954,6.25,5.875
S_FIXED,10,small_launcher,14,14,1.0,1,0.07142857142857142,0.31068867749130163,0.2557804993128918,13.464139495640731,14.907052940571292,0.6481327365465779,1.5,0.4285714285714367
S_FIXED,10,small_tower,9,9,1.0,0,0.0,0.2738063635857372,0.2767518007966258,29.81566006695722,30.28023936932602,0.5220730925745866,4.888888888888889,5.999999999999975
