target_class,start_frame,end_frame,model,update_id,available,x,y,boundary,center_error,error_dx,error_dy,iou,valid
helicopter,12,13,S_SCALE,helicopter:13,1,2321.0,1707.5,0,4.238457483342308,-0.22583148621015425,-4.232436884105482,0.91018167416389,1
helicopter,13,14,T_FIXED,helicopter:14,1,2324.0,1782.0,0,10.920164833920778,-3.0,-10.5,0.7724951248955335,1
helicopter,13,14,S_FIXED,helicopter:14,1,2324.0,1782.0,0,4.376071500838636,-0.4193732901835574,-4.35593019043381,0.9083860141498787,1
helicopter,13,14,S_SCALE,helicopter:14,1,2324.0,1782.0,0,4.376071500838636,-0.4193732901835574,-4.35593019043381,0.9099623794351599,1
helicopter,14,15,T_FIXED,helicopter:15,1,2327.5,1858.0,0,10.5,0.0,-10.5,0.8047590895654745,1
helicopter,14,15,S_FIXED,helicopter:15,1,2327.5,1858.0,0,4.231584155097266,0.8001953250627594,-4.155236684404144,0.9089820188111702,1
helicopter,14,15,S_SCALE,helicopter:15,1,2327.5,1858.0,0,4.231584155097266,0.8001953250627594,-4.155236684404144,0.9093702103577574,1
helicopter,15,16,T_FIXED,helicopter:16,1,2330.0,1934.5,0,12.041594578792296,-1.0,-12.0,0.7770790531487272,1
helicopter,15,16,S_FIXED,helicopter:16,1,2330.0,1934.5,0,5.415766637576001,-0.016101609960969654,-5.4157427016834845,0.8917182814481328,1
helicopter,15,16,S_SCALE,helicopter:16,1,2330.0,1934.5,0,5.415766637576001,-0.016101609960969654,-5.4157427016834845,0.8988564453786401,1
helicopter,16,17,T_FIXED,helicopter:17,1,2333.5,2013.0,0,11.597413504743201,-1.5,-11.5,0.7801172896205751,1
helicopter,16,17,S_FIXED,helicopter:17,1,2333.5,2013.0,0,5.121469759967447,-0.10693330076719576,-5.120353285804413,0.8974523976793837,1
helicopter,16,17,S_SCALE,helicopter:17,1,2333.5,2013.0,0,5.121469759967447,-0.10693330076719576,-5.120353285804413,0.9032768449167244,1
helicopter,17,18,T_FIXED,helicopter:18,1,2337.0,2092.0,1,21.02379604162864,-1.0,21.0,0.7500399552501199,1
helicopter,17,18,S_FIXED,helicopter:18,1,2337.0,2092.0,1,27.489054327259396,0.12780202387511963,27.488757237272694,0.8672295642541594,1
helicopter,17,18,S_SCALE,helicopter:18,1,2337.0,2092.0,1,27.489054327259396,0.12780202387511963,27.488757237272694,0.863288469047755,1
jammer,0,1,T_FIXED,jammer:1,1,1512.0,1268.5,0,7.846177413237608,4.0,-6.75,0.5863247863247864,1
jammer,0,1,S_FIXED,jammer:1,1,1512.0,1268.5,0,3.2186517967369697,-2.4129291419790206,-2.1301390434491623,0.7846302651233032,1
jammer,0,1,S_SCALE,jammer:1,1,1512.0,1268.5,0,3.2186517967369697,-2.4129291419790206,-2.1301390434491623,0.7856158595579625,1
jammer,1,2,T_FIXED,jammer:2,1,1509.0,1336.0,0,9.394147114027968,4.0,-8.5,0.5432372505543237,1
jammer,1,2,S_FIXED,jammer:2,1,1509.0,1336.0,0,3.2921254205060686,-1.5343168450922349,-2.912724086350863,0.799052885629905,1
jammer,1,2,S_SCALE,jammer:2,1,1509.0,1336.0,0,3.2921254205060686,-1.5343168450922349,-2.912724086350863,0.7997366813001893,1
jammer,2,3,T_FIXED,jammer:3,1,1506.0,1404.5,0,9.848857801796104,4.0,-9.0,0.5288888888888889,1
jammer,2,3,S_FIXED,jammer:3,1,1506.0,1404.5,0,3.915789975548945,-1.6763122329407452,-3.5388399837097495,0.7693287702909707,1
jammer,2,3,S_SCALE,jammer:3,1,1506.0,1404.5,0,3.915789975548945,-1.6763122329407452,-3.5388399837097495,0.7701776455898595,1
jammer,3,4,T_FIXED,jammer:4,1,1503.0,1474.5,0,11.423659658795863,4.5,-10.5,0.4809632718956007,0
jammer,3,4,S_FIXED,jammer:4,1,1503.0,1474.5,0,4.028958537774103,-1.8812357945271287,-3.562788063370135,0.7593659081243856,1
jammer,3,4,S_SCALE,jammer:4,1,1503.0,1474.5,0,4.028958537774103,-1.8812357945271287,-3.562788063370135,0.7602841570964912,1
jammer,4,5,T_FIXED,jammer:5,1,1500.0,1545.5,0,11.559628021696891,4.25,-10.75,0.48191027496382055,0
jammer,4,5,S_FIXED,jammer:5,1,1500.0,1545.5,0,4.055683139441288,-1.9319638057124848,-3.565961522642283,0.7570115540529297,1
jammer,4,5,S_SCALE,jammer:5,1,1500.0,1545.5,0,4.055683139441288,-1.9319638057124848,-3.565961522642283,0.7579316867312527,1
jammer,5,6,T_FIXED,jammer:6,1,1497.0,1617.5,0,11.739356881873896,5.25,-10.5,0.4662346079066753,0
jammer,5,6,S_FIXED,jammer:6,1,1497.0,1617.5,0,3.432208902327048,-1.5316967885312351,-3.071475687225302,0.7944194309242986,1
jammer,5,6,S_SCALE,jammer:6,1,1497.0,1617.5,0,3.432208902327048,-1.5316967885312351,-3.071475687225302,0.7954000782689685,1
jammer,6,7,T_FIXED,jammer:7,1,1493.5,1690.0,0,13.92838827718412,5.0,-13.0,0.42340109072880516,0
jammer,6,7,S_FIXED,jammer:7,1,1493.5,1690.0,0,4.66213864762764,-1.530943084338105,-4.403606481308316,0.7498912687076359,1
jammer,6,7,S_SCALE,jammer:7,1,1493.5,1690.0,0,4.66213864762764,-1.530943084338105,-4.403606481308316,0.7507865797781687,1
jammer,7,8,T_FIXED,jammer:8,1,1490.5,1764.5,0,14.115594213493104,5.5,-13.0,0.4143619602134886,0
jammer,7,8,S_FIXED,jammer:8,1,1490.5,1764.5,0,4.938675872470874,-0.9341615005473614,-4.849521797478701,0.7599311765377732,1
jammer,7,8,S_SCALE,jammer:8,1,1490.5,1764.5,0,4.938675872470874,-0.9341615005473614,-4.849521797478701,0.7609440481759053,1
jammer,8,9,T_FIXED,jammer:9,1,1487.0,1840.0,0,16.48104972384951,6.25,-15.25,0.3619380359772471,0
jammer,8,9,S_FIXED,jammer:9,1,1487.0,1840.0,0,6.371889419964982,0.0801755263087216,-6.371384987994588,0.7277597912468233,1
jammer,8,9,S_SCALE,jammer:9,1,1487.0,1840.0,0,6.371889419964982,0.0801755263087216,-6.371384987994588,0.7236462690686648,1
jammer,9,10,T_FIXED,jammer:10,1,1483.5,1916.0,0,17.08800749063506,6.0,-16.0,0.35353535353535354,0
jammer,9,10,S_FIXED,jammer:10,1,1483.5,1916.0,0,7.574727061159591,0.23853784474840722,-7.570970198573377,0.6885834869644619,1
jammer,9,10,S_SCALE,jammer:10,1,1483.5,1916.0,0,7.574727061159591,0.23853784474840722,-7.570970198573377,0.6938796997681188,1
jammer,10,11,T_FIXED,jammer:11,1,1480.0,1994.0,0,16.91892431568863,5.5,-16.0,0.3637192342752963,0
jammer,10,11,S_FIXED,jammer:11,1,1480.0,1994.0,0,6.597328464323062,-0.9665461662543748,-6.526142150969918,0.7057092348429018,1
jammer,10,11,S_SCALE,jammer:11,1,1480.0,1994.0,0,6.597328464323062,-0.9665461662543748,-6.526142150969918,0.7066792914227492,1
jammer,11,12,T_FIXED,jammer:12,1,1477.0,2073.0,1,10.124228365658293,5.5,-8.5,0.4751266011319631,0
jammer,11,12,S_FIXED,jammer:12,1,1477.0,2073.0,1,1.3485004722148772,-0.31727249263599333,1.310645523770745,0.7668526015609208,1
jammer,11,12,S_SCALE,jammer:12,1,1477.0,2073.0,1,1.3485004722148772,-0.31727249263599333,1.310645523770745,0.7679608519008094,1
jet_plane,3,4,T_FIXED,jet_plane:4,1,2235.0,13.5,1,35.556293395122054,-2.0,35.5,0.17335037545933854,0
jet_plane,3,4,S_FIXED,jet_plane:4,1,2235.0,13.5,1,27.91981231507444,2.3040425689941912,27.82458099503468,0.28195125077424815,0
jet_plane,3,4,S_SCALE,jet_plane:4,1,2235.0,13.5,1,27.91981231507444,2.3040425689941912,27.82458099503468,0.28383439088945317,0
jet_plane,4,5,T_FIXED,jet_plane:5,1,2237.0,41.5,0,11.845357740482134,-1.5,11.75,0.7048312375909993,1
jet_plane,4,5,S_FIXED,jet_plane:5,1,2237.0,41.5,0,4.56348594559103,2.78631482892024,3.6141186546302038,0.844162445218213,1
jet_plane,4,5,S_SCALE,jet_plane:5,1,2237.0,41.5,0,4.563485945591042,2.78631482892024,3.614118654630218,0.8448754179185345,1
jet_plane,5,6,T_FIXED,jet_plane:6,1,2238.5,94.0,0,12.013013776733963,-2.5,11.75,0.6901024923414394,1
jet_plane,5,6,S_FIXED,jet_plane:6,1,2238.5,94.0,0,4.361438640676645,2.126457066207877,3.8079295374208186,0.8560001209802891,1
jet_plane,5,6,S_SCALE,jet_plane:6,1,2238.5,94.0,0,4.361438640676645,2.126457066207877,3.8079295374208186,0.8566346074676817,1
jet_plane,6,7,T_FIXED,jet_plane:7,1,2241.0,147.0,0,11.543396380615196,-1.0,11.5,0.7214535502508742,1
jet_plane,6,7,S_FIXED,jet_plane:7,1,2241.0,147.0,0,3.8499406123076767,1.905063816704569,3.3455604272795654,0.8720438214865494,1
jet_plane,6,7,S_SCALE,jet_plane:7,1,2241.0,147.0,0,3.8499406123076767,1.905063816704569,3.3455604272795654,0.8726155886883344,1
jet_plane,7,8,T_FIXED,jet_plane:8,1,2243.0,200.5,0,10.51189802081432,-0.5,10.5,0.7523489420212359,1
jet_plane,7,8,S_FIXED,jet_plane:8,1,2243.0,200.5,0,3.7022397254164794,0.9302086569996391,3.5834746879104387,0.8899527106082354,1
jet_plane,7,8,S_SCALE,jet_plane:8,1,2243.0,200.5,0,3.7022397254164794,0.9302086569996391,3.5834746879104387,0.890421328142026,1
jet_plane,8,9,T_FIXED,jet_plane:9,1,2245.0,255.0,0,7.648529270389178,-1.5,7.5,0.7947648830206162,1
jet_plane,8,9,S_FIXED,jet_plane:9,1,2245.0,255.0,0,3.376251726141808,-0.16407367328338296,3.3722626748239577,0.9053872632771697,1
jet_plane,8,9,S_SCALE,jet_plane:9,1,2245.0,255.0,0,3.376251726141808,-0.16407367328338296,3.3722626748239577,0.9125754831451829,1
jet_plane,9,10,T_FIXED,jet_plane:10,1,2247.5,310.0,0,7.0710678118654755,-1.0,7.0,0.815079118833385,1
jet_plane,9,10,S_FIXED,jet_plane:10,1,2247.5,310.0,0,3.15863250186354,0.08771032886215835,3.1574144770744965,0.9201195622586509,1
jet_plane,9,10,S_SCALE,jet_plane:10,1,2247.5,310.0,0,3.15863250186354,0.08771032886215835,3.1574144770744965,0.915717741497133,1
jet_plane,10,11,T_FIXED,jet_plane:11,1,2249.5,366.0,0,9.192388155425117,-3.5,8.5,0.7396536542412679,1
jet_plane,10,11,S_FIXED,jet_plane:11,1,2249.5,366.0,0,3.620967214215341,0.06939778794185258,3.62030213013378,0.9002816511820758,1
jet_plane,10,11,S_SCALE,jet_plane:11,1,2249.5,366.0,0,3.620967214215341,0.06939778794185258,3.62030213013378,0.9077826496237157,1
jet_plane,11,12,T_FIXED,jet_plane:12,1,2252.0,422.5,0,8.860022573334675,-2.5,8.5,0.760104872187022,1
jet_plane,11,12,S_FIXED,jet_plane:12,1,2252.0,422.5,0,3.4453998956751537,0.985267827775715,3.3015190062558304,0.8976156410764538,1
jet_plane,11,12,S_SCALE,jet_plane:12,1,2252.0,422.5,0,3.4453998956750995,0.985267827775715,3.3015190062557735,0.8979977909698359,1
jet_plane,12,13,T_FIXED,jet_plane:13,1,2254.0,480.0,0,8.139410298049853,-1.5,8.0,0.7894736842105263,1
jet_plane,12,13,S_FIXED,jet_plane:13,1,2254.0,480.0,0,3.3191924334934964,0.21373462759584072,3.3123037178868344,0.9089996455552414,1
jet_plane,12,13,S_SCALE,jet_plane:13,1,2254.0,480.0,0,3.3191924334934964,0.21373462759584072,3.3123037178868344,0.915899952998954,1
jet_plane,13,14,T_FIXED,jet_plane:14,1,2256.5,538.0,0,8.035079339994098,-0.75,8.0,0.805797835764178,1
jet_plane,13,14,S_FIXED,jet_plane:14,1,2256.5,538.0,0,3.75878998248239,0.9009158653402665,3.649226320192838,0.8935354700369443,1
jet_plane,13,14,S_SCALE,jet_plane:14,1,2256.5,538.0,0,3.75878998248239,0.9009158653402665,3.649226320192838,0.8939943070984269,1
jet_plane,14,15,T_FIXED,jet_plane:15,1,2258.5,597.0,0,6.5,0.0,6.5,0.8429638222286667,1
jet_plane,14,15,S_FIXED,jet_plane:15,1,2258.5,597.0,0,2.783876437685564,-0.27400817956277024,2.7703587381120087,0.9230426990054226,1
jet_plane,14,15,S_SCALE,jet_plane:15,1,2258.5,597.0,0,2.783876437685564,-0.27400817956277024,2.7703587381120087,0.9285715094445226,1
jet_plane,15,16,T_FIXED,jet_plane:16,1,2261.0,657.0,0,7.566372975210778,1.0,7.5,0.8140186261466283,1
jet_plane,15,16,S_FIXED,jet_plane:16,1,2261.0,657.0,0,3.0652916006462916,-0.305626389734698,3.0500172305891056,0.9172867305900875,1
jet_plane,15,16,S_SCALE,jet_plane:16,1,2261.0,657.0,0,3.0652916006462916,-0.305626389734698,3.0500172305891056,0.9220500835256915,1
jet_plane,16,17,T_FIXED,jet_plane:17,1,2263.5,717.5,0,6.670832032063167,1.5,6.5,0.8258944017715037,1
jet_plane,16,17,S_FIXED,jet_plane:17,1,2263.5,717.5,0,2.9193240336920554,0.2979327908401501,2.9040814151525183,0.9260037902266818,1
jet_plane,16,17,S_SCALE,jet_plane:17,1,2263.5,717.5,0,2.9193240336920554,0.2979327908401501,2.9040814151525183,0.925756234671294,1
jet_plane,17,18,T_FIXED,jet_plane:18,1,2265.5,779.0,0,7.0710678118654755,1.0,7.0,0.8267113451412159,1
jet_plane,17,18,S_FIXED,jet_plane:18,1,2265.5,779.0,0,2.7702237874732942,-0.44862344506054797,2.7336563129305205,0.925616961014969,1
jet_plane,17,18,S_SCALE,jet_plane:18,1,2265.5,779.0,0,2.7702237874732942,-0.44862344506054797,2.7336563129305205,0.9270711915910239,1
jet_plane,18,19,T_FIXED,jet_plane:19,1,2268.0,841.0,0,4.257346591481601,0.25,4.25,0.8935281837160751,1
jet_plane,18,19,S_FIXED,jet_plane:19,1,2268.0,841.0,0,1.3045677193666598,-0.29492458448157777,1.270793619704591,0.9584941778761306,1
jet_plane,18,19,S_SCALE,jet_plane:19,1,2268.0,841.0,0,1.3045677193666598,-0.29492458448157777,1.270793619704591,0.9635173663865975,1
jet_plane,19,20,T_FIXED,jet_plane:20,1,2270.5,904.5,0,7.079901129253148,-5.25,4.75,0.7903898193520076,1
jet_plane,19,20,S_FIXED,jet_plane:20,1,2270.5,904.5,0,1.913792133067727,-1.2112277667542912,1.481731293330654,0.9377499909776739,1
jet_plane,19,20,S_SCALE,jet_plane:20,1,2270.5,904.5,0,1.913792133067727,-1.2112277667542912,1.481731293330654,0.9379555791100901,1
jet_plane,20,21,T_FIXED,jet_plane:21,1,2273.5,968.5,0,6.041522986797286,-5.5,2.5,0.8264888073153944,1
jet_plane,20,21,S_FIXED,jet_plane:21,1,2273.5,968.5,0,1.6504657651420636,-0.0232628535081858,1.650301815290959,0.9618012950614061,1
jet_plane,20,21,S_SCALE,jet_plane:21,1,2273.5,968.5,0,1.6504657651420636,-0.0232628535081858,1.650301815290959,0.9554229162001099,1
jet_plane,21,22,T_FIXED,jet_plane:22,1,2275.5,1033.5,0,6.020797289396148,-6.0,-0.5,0.8536649129113427,1
jet_plane,21,22,S_FIXED,jet_plane:22,1,2275.5,1033.5,0,1.3190589667322747,-1.0231190748709196,-0.8325526507987888,0.9569413292526948,1
jet_plane,21,22,S_SCALE,jet_plane:22,1,2275.5,1033.5,0,1.3190589667322747,-1.0231190748709196,-0.8325526507987888,0.9571050988709284,1
jet_plane,22,23,T_FIXED,jet_plane:23,1,2278.0,1099.5,0,6.9731628404906765,-6.75,1.75,0.8177069731000262,1
jet_plane,22,23,S_FIXED,jet_plane:23,1,2278.0,1099.5,0,1.393563016565803,-0.7659275447913387,1.1642048261667242,0.9559110273022978,1
jet_plane,22,23,S_SCALE,jet_plane:23,1,2278.0,1099.5,0,1.393563016565803,-0.7659275447913387,1.1642048261667242,0.9560852892981788,1
jet_plane,23,24,T_FIXED,jet_plane:24,1,2280.5,1166.5,0,10.594810050208546,-10.0,3.5,0.7309082291604952,1
jet_plane,23,24,S_FIXED,jet_plane:24,1,2280.5,1166.5,0,1.3124174308056096,-0.5179597079431915,1.2058844279738423,0.9610569471282988,1
