model,horizon,any_boundary,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
S_RES_SCALE,17,1,11,11,1.0,0,0.0,0.06935581209280521,0.051914038062059395,164.59880390103444,110.5753698514158,1.0500211038842628,20.85139040026942,21.03722637083454
S_RES_SCALE,18,0,23,23,1.0,1,0.043478260869565216,0.13411789984000586,0.07987795754333753,36.75277563795064,33.894191897448685,1.0932869016795335,1.001684447914613,5.0399475149303194
S_RES_SCALE,18,1,9,9,1.0,0,0.0,0.02540916596689135,0.029238636055014363,163.89961017592233,118.06652864264862,1.264059868419335,25.170410974266435,16.953160497795402
S_RES_SCALE,19,0,17,17,1.0,0,0.0,0.10822379688224998,0.0063556724469977285,35.48844863413698,35.61426030540172,1.5013220240145473,1.2574814782188455,5.1127741921537995
S_RES_SCALE,19,1,8,8,1.0,0,0.0,0.014155803043026235,0.004174527840481599,187.08552410884977,127.61640771168082,1.23556135204345,28.480994040176853,13.6076055703343
S_RES_SCALE,20,0,12,12,1.0,1,0.08333333333333333,0.1311900127676724,0.0,35.779248916062095,39.24173538708974,1.9987373333396126,1.1929703195260306,5.735374347774685
S_RES_SCALE,20,1,7,7,1.0,0,0.0,0.006190220210355126,0.0,208.6726475290308,134.93293566784155,1.4137404450070168,30.73910213882576,14.297972412764336
S_RES_SCALE,21,0,8,8,1.0,1,0.125,0.10457653408756151,0.0,39.78406943658376,42.709455802326914,2.2479952766477767,1.1174885664043614,5.959210518997509
S_RES_SCALE,21,1,5,5,1.0,0,0.0,0.014532250020260165,0.0,164.3710706038256,141.44722627434533,1.4889181713088981,36.428793723928536,18.05189636081186
S_RES_SCALE,22,0,5,5,1.0,0,0.0,0.09938148178178453,0.0,43.53423138702745,48.587960201634786,2.3715892943497265,1.2364141298995264,6.377113060750071
S_RES_SCALE,22,1,3,3,1.0,0,0.0,0.0033930331894760604,0.0,229.98994619560077,153.8291060335181,1.4917832606755035,46.252457037177614,9.664748768898258
S_RES_SCALE,23,0,2,2,1.0,0,0.0,0.0,0.0,54.24300898812081,54.24300898812081,3.055984627934831,0.46368536364457213,8.231158427102628
S_RES_SCALE,23,1,2,2,1.0,0,0.0,0.0017011892649769855,0.0017011892649769855,289.88663065415534,289.88663065415534,4.880902334925883,39.24382234031748,7.489225298846748
S_SCALE,1,0,204,204,1.0,200,0.9803921568627451,0.8467235762344861,0.8691410377832667,3.4683477511763776,3.3056589269997825,0.0594578282949301,0.5060763074889914,0.6280223725362613
S_SCALE,1,1,23,23,1.0,20,0.8695652173913043,0.7703936457757756,0.7740017498570334,11.952819739164374,8.601071448496588,0.12197384450491519,5.300770630174091,16.331500305986964
S_SCALE,2,0,189,189,1.0,179,0.9470899470899471,0.7375554542860416,0.7768108414676608,6.647814868032828,6.521486797763383,0.11597244457192535,0.46584717125584735,0.9180272262961654
S_SCALE,2,1,23,23,1.0,17,0.7391304347826086,0.6425596200952096,0.6701367683795718,17.431690075430975,15.468160591876662,0.1936973152509888,8.911626177033954,19.76797844503677
S_SCALE,3,0,175,175,1.0,140,0.8,0.6546098658306961,0.6855210897395758,9.619231761801203,9.625313736460166,0.18152584619849552,0.525714237026326,1.1958543355439935
S_SCALE,3,1,22,22,1.0,12,0.5454545454545454,0.5389867872632902,0.5747457259475731,21.317548126690678,18.714895943710026,0.302568958159283,11.883836202128036,20.888023409720912
S_SCALE,4,0,162,162,1.0,107,0.6604938271604939,0.5874289707362976,0.6074811453654153,12.381145744316257,11.949843323778964,0.22080103350829827,0.5748533558505585,1.5713463770381493
S_SCALE,4,1,20,20,1.0,9,0.45,0.4670411782997947,0.46289082713535223,24.802360138808332,23.178169208611344,0.3361743697332441,14.43071921491728,22.509193520160984
S_SCALE,5,0,150,150,1.0,83,0.5533333333333333,0.5298099277407537,0.550073051658798,14.998995900806204,14.606953823068679,0.26851434519173667,0.6184972252856907,1.9013244297656646
S_SCALE,5,1,18,18,1.0,9,0.5,0.43576890751688274,0.46225508269066795,25.975143341940868,27.13861286732395,0.41526821411692705,16.822118898216598,21.17282763897698
S_SCALE,6,0,138,138,1.0,68,0.4927536231884058,0.48062985424954313,0.4915503260439113,17.445372410622,17.231606504268967,0.31948492295873,0.6653077478651797,2.2992735389348438
S_SCALE,6,1,17,17,1.0,8,0.47058823529411764,0.399536168626013,0.48337758860959584,28.926178282275316,29.279965849248498,0.4805001704256579,17.86926895082661,22.609036007169305
S_SCALE,7,0,126,126,1.0,53,0.42063492063492064,0.43745176816143666,0.4614172739292887,19.73364458636368,18.55962492555888,0.35916382391135404,0.6492328886513793,2.620323546621171
S_SCALE,7,1,16,16,1.0,7,0.4375,0.3812081113451734,0.45800374573548674,31.267191853655365,31.104152272575018,0.5141927034092542,18.203368846192475,24.406126063709884
S_SCALE,8,0,114,114,1.0,36,0.3157894736842105,0.3982817241344684,0.4140747368765637,21.81407990268551,20.787698035481572,0.3856056076113754,0.7010466525421678,3.047835119248079
S_SCALE,8,1,15,15,1.0,7,0.4666666666666667,0.3747238772713469,0.444718359954625,33.007441155118734,32.497164155991854,0.5535270216854197,17.572826897905877,26.31745269022562
S_SCALE,9,0,104,104,1.0,28,0.2692307692307692,0.36213133174230666,0.36383180912550095,24.120048898299256,22.817651243295977,0.4473277500731039,0.7447429362672033,3.4143657997612595
S_SCALE,9,1,13,13,1.0,4,0.3076923076923077,0.353409450434909,0.4250146986925313,34.812406653217565,36.60312963081977,0.5491854350481055,16.98445926996328,26.345340224821957
S_SCALE,10,0,94,94,1.0,21,0.22340425531914893,0.3292751513503137,0.34711526966397244,26.327917689919037,25.593489938892013,0.46427277519248233,0.7578534241022443,3.7477820738270595
S_SCALE,10,1,12,12,1.0,3,0.25,0.3247099227978571,0.3860782712119165,39.08574630758729,41.086796747309045,0.5599961082143745,18.333000071352387,17.419265236382007
S_SCALE,11,0,84,84,1.0,14,0.16666666666666666,0.3010664959583701,0.31684328864208927,28.389713342818432,27.458889560867753,0.5149953088213549,0.7477189389977733,4.137907200082007
S_SCALE,11,1,12,12,1.0,2,0.16666666666666666,0.30838451971482783,0.3672120162805367,41.517963342654426,43.003322028612075,0.586052417541148,18.333055565014774,18.101878276067016
S_SCALE,12,0,75,75,1.0,7,0.09333333333333334,0.27261552208605405,0.27529198088149465,30.700405776961986,30.45792701821761,0.5551993803147086,0.8343619210188323,4.400540721772642
S_SCALE,12,1,11,11,1.0,2,0.18181818181818182,0.3234382560967885,0.43462713163316874,42.65069944641136,43.6911485971323,0.5530525138877506,19.990430707028302,18.290307653525442
S_SCALE,13,0,66,66,1.0,4,0.06060606060606061,0.24534991702645473,0.246858584157793,32.98783233715146,32.07376774783811,0.6063113230835904,0.8617886808396399,4.688148409238002
S_SCALE,13,1,11,11,1.0,1,0.09090909090909091,0.31234099371815494,0.4287136895940161,44.70662931694574,46.94449511230424,0.5942341153456233,20.214447710734888,18.870714690220666
S_SCALE,14,0,57,57,1.0,3,0.05263157894736842,0.2204614206627967,0.22443507974967736,35.13444227070445,35.11743733334123,0.6217490544717139,0.942827136597332,4.960180420651408
S_SCALE,14,1,11,11,1.0,1,0.09090909090909091,0.2992578606040083,0.4222204746288226,47.18377148811749,49.895547247228244,0.623694340590353,20.101854856879072,19.194912863033778
S_SCALE,15,0,48,48,1.0,2,0.041666666666666664,0.1956373653889069,0.18043383563307774,37.15460640669872,36.79808355075659,0.7016083660728584,1.017594727170921,5.13493987403745
S_SCALE,15,1,11,11,1.0,1,0.09090909090909091,0.29542446453100146,0.4070952133554431,49.501735563206346,53.42167123569704,0.6354744756849464,20.35265496935457,19.91706690363691
S_SCALE,16,0,39,39,1.0,2,0.05128205128205128,0.1711396723619177,0.16007328895603182,38.89438237259027,39.92448531763125,0.773852879662359,1.0776963852430503,5.120854273407065
S_SCALE,16,1,11,11,1.0,1,0.09090909090909091,0.29097029895616994,0.39368660755654145,52.306675979878314,58.34899968261246,0.655786699060137,20.542125880571533,20.59167384280337
S_SCALE,17,0,30,30,1.0,1,0.03333333333333333,0.14213634417342955,0.10596925624319398,40.064653276884634,38.90535793380158,0.8857144095199637,1.0954196812392258,5.0070871945825575
S_SCALE,17,1,11,11,1.0,1,0.09090909090909091,0.28765398189962077,0.3852967318133398,55.4237163604644,65.10765536760267,0.6808249018432787,20.85139040026942,21.03722637083456
S_SCALE,18,0,23,23,1.0,1,0.043478260869565216,0.11889839055550064,0.08576869372578962,40.59598714514364,39.77534313518105,0.9932288032816974,1.001684447914613,5.039947514930299
S_SCALE,18,1,9,9,1.0,1,0.1111111111111111,0.28780153085025506,0.36077269886437463,64.14337833704599,72.63776843736352,0.7156544452187737,25.170410974266435,16.953160497795377
S_SCALE,19,0,17,17,1.0,0,0.0,0.08818843842693094,0.0204898838517466,40.05427663006558,41.43953237217763,1.0698434112613964,1.2574814782188455,5.1127741921537995
S_SCALE,19,1,8,8,1.0,1,0.125,0.2996123541145348,0.3665000293286367,71.70284050373627,79.04809265773218,0.7366542953759802,28.480994040176853,13.607605570334272
S_SCALE,20,0,12,12,1.0,0,0.0,0.07534380466406872,0.0,39.89148651894504,42.813720154119004,1.2259414914228681,1.1929703195260306,5.735374347774685
S_SCALE,20,1,7,7,1.0,0,0.0,0.2606390596752222,0.3316312191815801,74.42075065830002,86.58991199661678,0.8156096958345327,30.73910213882576,14.297972412764336
S_SCALE,21,0,8,8,1.0,0,0.0,0.08126041582019795,0.0,39.5044160470574,44.47597353749998,1.3009240030129856,1.1174885664043757,5.959210518997509
S_SCALE,21,1,5,5,1.0,0,0.0,0.22385655746662841,0.29681701144000655,78.58409759320963,93.8193338833697,1.0404429947322384,36.428793723928536,18.051896360811725
S_SCALE,22,0,5,5,1.0,0,0.0,0.08751480920101948,0.0,38.70437981024048,46.23393793490594,1.31565572085565,1.2364141298995037,6.377113060750071
S_SCALE,22,1,3,3,1.0,0,0.0,0.19789065113302387,0.2711933121959748,92.82633448556346,101.73540655445937,1.1003293683943378,46.252457037177614,9.664748768898184
S_SCALE,23,0,2,2,1.0,0,0.0,0.10716375192196975,0.10716375192196975,32.38399847951372,32.38399847951372,2.0873457713327777,0.46368536364457213,8.231158427102628
S_SCALE,23,1,2,2,1.0,0,0.0,0.11030531499194111,0.11030531499194111,91.34473949416238,91.34473949416238,1.273629150083154,39.24382234031748,7.489225298846577
T_FIXED,1,0,204,204,1.0,162,0.7941176470588235,0.620004747728934,0.6099461692669992,10.393494730892535,10.51189802081432,0.19699040219707287,0.5833333333333334,0.5245098039215687
T_FIXED,1,1,23,23,1.0,13,0.5652173913043478,0.5444655392083525,0.556893318859173,16.26245294017857,14.577379737113251,0.29749754565537245,5.260869565217392,16.08695652173913
T_FIXED,2,0,189,189,1.0,67,0.3544973544973545,0.4094876921050219,0.381470639745803,20.266859709917547,20.810153771656758,0.385694607919935,1.0634920634920635,0.8571428571428571
T_FIXED,2,1,23,23,1.0,6,0.2608695652173913,0.34122610558467165,0.33652813985585034,29.229647117611027,28.3515872571537,0.5126720604846362,9.08695652173913,19.391304347826086
T_FIXED,3,0,175,175,1.0,34,0.19428571428571428,0.2771821531107687,0.23635471605543973,29.775227453766387,30.993951022739903,0.5794482586961145,1.5657142857142856,1.2114285714285715
T_FIXED,3,1,22,22,1.0,2,0.09090909090909091,0.22082713212805213,0.2124964759634981,41.85834269083842,43.023408444872274,0.6477788593939158,12.181818181818182,20.318181818181817
T_FIXED,4,0,162,162,1.0,8,0.04938271604938271,0.19057482361397793,0.12353556060174953,38.982337292891046,40.52117937691488,0.7611047705375849,2.067901234567901,1.5679012345679013
T_FIXED,4,1,20,20,1.0,0,0.0,0.15820753972371351,0.08482057425430586,54.363658868913134,57.11364153614481,0.8337089751429332,14.45,21.4
T_FIXED,5,0,150,150,1.0,0,0.0,0.13359136227297624,0.055803002857453765,48.01688773769864,49.0264594596228,0.9602654282789016,2.566666666666667,1.9
T_FIXED,5,1,18,18,1.0,0,0.0,0.13235474330616873,0.09323289942831546,64.1087070305921,67.1228979277237,0.9791308674201997,16.38888888888889,19.61111111111111
T_FIXED,6,0,138,138,1.0,0,0.0,0.09638179076095907,0.009455795019430537,56.694450422702545,57.74527357927177,1.1476565480115481,3.079710144927536,2.217391304347826
T_FIXED,6,1,17,17,1.0,0,0.0,0.1072926279091301,0.10627627406150895,75.50060982802935,78.25479218552688,1.1655037878758376,17.058823529411764,20.58823529411765
T_FIXED,7,0,126,126,1.0,0,0.0,0.07093070138012333,0.0,64.94724798454688,66.58390032093045,1.3220627067514368,3.5476190476190474,2.484126984126984
T_FIXED,7,1,16,16,1.0,0,0.0,0.08452973511055584,0.06530392329248143,86.06411221798028,89.00226398579815,1.347368317229866,17.5625,22.0
T_FIXED,8,0,114,114,1.0,0,0.0,0.05075276233366302,0.0,72.71513081555949,74.30145313252429,1.4958998190887258,3.973684210526316,2.7280701754385963
T_FIXED,8,1,15,15,1.0,0,0.0,0.0636460295302855,0.05533138024432038,95.6963433096173,100.50435313955312,1.458821313951363,16.933333333333334,23.4
T_FIXED,9,0,104,104,1.0,0,0.0,0.03492260726780258,0.0,80.94433722446621,82.79200865714839,1.6619664505674443,4.480769230769231,3.0961538461538463
T_FIXED,9,1,13,13,1.0,0,0.0,0.04123166925988307,0.02649222157130769,103.66931750415118,111.83525830434694,1.7171556758076563,15.615384615384615,23.46153846153846
T_FIXED,10,0,94,94,1.0,0,0.0,0.023064627016634694,0.0,88.89493213872518,91.4665856560799,1.830698776831987,4.968085106382978,3.404255319148936
T_FIXED,10,1,12,12,1.0,0,0.0,0.018911469694684813,0.0,115.87056391366882,125.49304700156324,1.7100883828380617,15.5,15.5
T_FIXED,11,0,84,84,1.0,0,0.0,0.014124629223067595,0.0,96.48263734107512,99.01025737515445,1.9678918846216038,5.4523809523809526,3.738095238095238
T_FIXED,11,1,12,12,1.0,0,0.0,0.008941792348606705,0.0,126.13997219833017,137.74688847265182,1.855847036554361,15.583333333333334,15.833333333333334
T_FIXED,12,0,75,75,1.0,0,0.0,0.007065090332713749,0.0,104.28445083788334,107.87753473267732,2.182943201458515,5.84,4.0
T_FIXED,12,1,11,11,1.0,0,0.0,0.0023227695053778122,0.0,134.87960920670028,148.16291708791374,1.686117341631564,16.545454545454547,15.818181818181818
T_FIXED,13,0,66,66,1.0,0,0.0,0.0019874445629406937,0.0,111.74145853103104,114.71568458937307,2.3458142562832895,6.166666666666667,4.2272727272727275
T_FIXED,13,1,11,11,1.0,0,0.0,0.0,0.0,144.90411841521228,157.37296464132586,1.8174363241235627,16.727272727272727,16.272727272727273
T_FIXED,14,0,57,57,1.0,0,0.0,0.0005269353529102518,0.0,118.6928094964433,125.02499750049988,2.5383634934643897,6.473684210526316,4.43859649122807
T_FIXED,14,1,11,11,1.0,0,0.0,0.0,0.0,154.49201799615068,166.515014338047,1.9520143725913812,16.454545454545453,16.545454545454547
T_FIXED,15,0,48,48,1.0,0,0.0,0.0,0.0,124.98674573223643,131.20331251542143,2.699671285625668,6.604166666666667,4.520833333333333
T_FIXED,15,1,11,11,1.0,0,0.0,0.0,0.0,163.32231439448222,177.9334496377789,2.069037004846415,16.545454545454547,16.818181818181817
T_FIXED,16,0,39,39,1.0,0,0.0,0.0,0.0,130.01037579090863,139.05417109889225,2.948694133343418,6.589743589743589,4.435897435897436
T_FIXED,16,1,11,11,1.0,0,0.0,0.0,0.0,172.13626555459223,189.10000661025902,2.187831494471054,16.545454545454547,17.0
T_FIXED,17,0,30,30,1.0,0,0.0,0.0,0.0,132.68417999374705,146.15549223479417,3.150447606855624,6.166666666666667,4.166666666666667
T_FIXED,17,1,11,11,1.0,0,0.0,0.0,0.0,180.55916024195906,199.63779702250773,2.276353817753538,16.636363636363637,17.545454545454547
T_FIXED,18,0,23,23,1.0,0,0.0,0.0,0.0,135.97120087035734,152.41083458862101,3.5679006339635397,5.913043478260869,4.260869565217392
T_FIXED,18,1,9,9,1.0,0,0.0,0.0,0.0,190.4159016161754,209.4528586579806,1.9673011361585138,17.0,15.0
T_FIXED,19,0,17,17,1.0,0,0.0,0.0,0.0,137.2758782927853,159.75078247069715,3.7860996639920184,5.176470588235294,4.0
T_FIXED,19,1,8,8,1.0,0,0.0,0.0,0.0,202.85789190290055,220.15281454839416,2.001668909847104,17.875,12.25
T_FIXED,20,0,12,12,1.0,0,0.0,0.0,0.0,140.57126845991718,166.74651134427697,4.09664826797037,5.0,3.75
T_FIXED,20,1,7,7,1.0,0,0.0,0.0,0.0,207.92817150592418,230.95670589961227,2.1376326018509046,18.142857142857142,13.571428571428571
T_FIXED,21,0,8,8,1.0,0,0.0,0.0,0.0,141.90485635063388,173.39350886564415,4.314962276996983,5.0,4.0
T_FIXED,21,1,5,5,1.0,0,0.0,0.0,0.0,223.0308569210324,242.4912369550702,2.653949651644244,22.2,14.8
T_FIXED,22,0,5,5,1.0,0,0.0,0.0,0.0,140.48196550837724,179.82161299465645,4.432473296775426,5.2,3.8
T_FIXED,22,1,3,3,1.0,0,0.0,0.0,0.0,251.47773093245496,255.54476124546164,2.7608988259025007,28.333333333333332,8.333333333333334
T_FIXED,23,0,2,2,1.0,0,0.0,0.0,0.0,119.96090248849177,119.96090248849177,7.766650574673868,5.5,3.0
T_FIXED,23,1,2,2,1.0,0,0.0,0.0,0.0,256.9106010524257,256.9106010524257,3.756413852035827,26.5,9.0
T_RES_CV,1,0,204,204,1.0,204,1.0,0.9128107825753073,0.9333333333333333,1.6215158523436684,1.1840169943749475,0.02660780077792428,0.7647058823529411,0.7647058823529411
T_RES_CV,1,1,23,23,1.0,23,1.0,0.8378518464456199,0.8969072164948454,11.10347535125705,7.5,0.20433657545408968,2.0434782608695654,19.782608695652176
T_RES_CV,2,0,189,189,1.0,182,0.9629629629629629,0.8343638365594607,0.8692664216077992,3.528453036173449,2.7613402542968153,0.05719794522770556,1.1904761904761905,1.343915343915344
T_RES_CV,2,1,23,23,1.0,19,0.8260869565217391,0.7203837424411034,0.7420118343195267,20.050839682356894,11.3852975367357,0.36265691895085767,4.913043478260869,36.52173913043478
T_RES_CV,3,0,175,175,1.0,156,0.8914285714285715,0.7384814902104455,0.7818181818181819,6.137318581549449,5.0990195135927845,0.1017695924526126,1.7314285714285715,1.7428571428571429
T_RES_CV,3,1,22,22,1.0,14,0.6363636363636364,0.6064682661237557,0.6087306506075376,28.242846099797134,18.331804931666134,0.4410338564323705,9.227272727272727,48.72727272727273
T_RES_CV,4,0,162,162,1.0,123,0.7592592592592593,0.6334018570689359,0.6784372987700265,9.589770369852221,8.708822668359623,0.1618665842936991,2.191358024691358,2.2098765432098766
T_RES_CV,4,1,20,20,1.0,12,0.6,0.5248357186274241,0.5913259912529152,32.31594725865311,14.68587725959165,0.5209126782515233,12.95,55.1
T_RES_CV,5,0,150,150,1.0,90,0.6,0.5414096197704852,0.5892771412862245,13.45554252502837,12.497330642778735,0.22637328909661403,2.7,2.68
T_RES_CV,5,1,18,18,1.0,9,0.5,0.4690421039184726,0.5118655723900005,37.49207855053836,18.319943898438638,0.576226194501499,18.5,61.611111111111114
T_RES_CV,6,0,138,138,1.0,70,0.5072463768115942,0.467379491788147,0.5120297562908693,17.19088390385055,16.456206434123303,0.29935529295233976,3.152173913043478,3.0579710144927534
T_RES_CV,6,1,17,17,1.0,8,0.47058823529411764,0.4074435157527934,0.4448677138235141,46.2003317323174,22.17120880782101,0.6857586231296519,19.647058823529413,72.82352941176471
T_RES_CV,7,0,126,126,1.0,49,0.3888888888888889,0.39795768158782685,0.40863333637688515,21.471701670808798,21.059839557968886,0.39937893033555383,3.5873015873015874,3.5238095238095237
T_RES_CV,7,1,16,16,1.0,6,0.375,0.3779758723901203,0.3837732101257278,55.21440793220452,28.023205820655676,0.7123876866063894,20.5625,87.5
T_RES_CV,8,0,114,114,1.0,29,0.2543859649122807,0.33558605504955513,0.32186365170061665,25.947760105400068,26.806465763544825,0.4804060864814121,4.114035087719298,3.991228070175439
T_RES_CV,8,1,15,15,1.0,5,0.3333333333333333,0.37188295294396806,0.34604330331481126,64.1822251636293,35.20031960082181,0.7262941475569731,20.933333333333334,103.0
T_RES_CV,9,0,104,104,1.0,17,0.16346153846153846,0.2771743328209214,0.25780713347979256,30.94541335840192,31.520330424915507,0.5449007485076975,4.519230769230769,4.384615384615385
T_RES_CV,9,1,13,13,1.0,4,0.3076923076923077,0.343376969752955,0.38912732474964234,70.21524092007472,33.213325638966054,0.6656451372566787,20.615384615384617,108.38461538461539
T_RES_CV,10,0,94,94,1.0,10,0.10638297872340426,0.2226057505551941,0.1937403085750331,37.01080032115605,37.309055837402,0.7117868507557881,5.01063829787234,4.638297872340425
T_RES_CV,10,1,12,12,1.0,4,0.3333333333333333,0.30658745521557534,0.3618747740042613,80.65395466273462,40.05490547933986,0.4647500190579942,21.666666666666668,113.16666666666667
T_RES_CV,11,0,84,84,1.0,3,0.03571428571428571,0.17107330052911088,0.12646284292282203,43.50146650721638,43.84168106828311,0.815008382022679,5.273809523809524,4.785714285714286
T_RES_CV,11,1,12,12,1.0,1,0.08333333333333333,0.26100870512422814,0.23338610328299558,90.43815212840404,48.16689021411036,1.1206679753556683,22.0,129.75
T_RES_CV,12,0,75,75,1.0,3,0.04,0.12705552130227823,0.029422448238285506,50.594890187630234,50.60694122351202,1.0129680083316328,5.84,5.2
T_RES_CV,12,1,11,11,1.0,1,0.09090909090909091,0.22138804571008128,0.17641959254443,107.57491730784754,56.302753041036986,0.70565164207004,23.636363636363637,147.45454545454547
T_RES_CV,13,0,66,66,1.0,1,0.015151515151515152,0.09099968635223642,0.0,58.499690482717654,58.95759799692408,1.2235809090791525,6.015151515151516,5.363636363636363
T_RES_CV,13,1,11,11,1.0,0,0.0,0.17571882369104264,0.10995817429661967,122.37549913552289,64.73407139984322,0.8235320441863251,24.181818181818183,160.27272727272728
T_RES_CV,14,0,57,57,1.0,0,0.0,0.06078104363078725,0.0,67.67394021710177,68.00459543295585,1.442402509703862,6.684210526315789,5.87719298245614
T_RES_CV,14,1,11,11,1.0,0,0.0,0.10849211956641637,0.04624595999463815,141.46778470324128,95.0,0.9461993914777812,23.545454545454547,168.54545454545453
T_RES_CV,15,0,48,48,1.0,0,0.0,0.03501563840500482,0.0,80.34588760728448,81.46253939707779,1.7898738424629526,7.3125,6.75
T_RES_CV,15,1,11,11,1.0,0,0.0,0.04746559667433872,0.0008508268490014387,159.01423128120206,110.0,1.3735354829751176,22.181818181818183,181.27272727272728
T_RES_CV,16,0,39,39,1.0,0,0.0,0.012608403244005863,0.0,94.18472634676488,94.94472075897637,2.1695673320571456,7.666666666666667,7.153846153846154
T_RES_CV,16,1,11,11,1.0,0,0.0,0.0183468269390458,0.0,187.57554181995377,125.75397608028145,1.4052976538245823,26.90909090909091,191.36363636363637
T_RES_CV,17,0,30,30,1.0,0,0.0,0.005640125226157009,0.0,105.5195025591513,106.00249922117028,2.792218989183446,7.333333333333333,7.866666666666666
T_RES_CV,17,1,11,11,1.0,0,0.0,0.0014932862143807438,0.0,197.82178637445975,139.0272005760024,2.0481246911974185,24.272727272727273,201.8181818181818
T_RES_CV,18,0,23,23,1.0,0,0.0,0.0008178952611329647,0.0,115.1373499916595,112.20739726060845,4.141660945505272,7.043478260869565,9.217391304347826
T_RES_CV,18,1,9,9,1.0,0,0.0,0.0005773679604677595,0.0,198.4417689854741,137.1541104014021,1.6184231921252439,27.0,167.66666666666666
T_RES_CV,19,0,17,17,1.0,0,0.0,0.0,0.0,125.02967838751032,124.5010040120159,4.853537773881571,8.294117647058824,9.647058823529411
T_RES_CV,19,1,8,8,1.0,0,0.0,0.0,0.0,225.46501941909526,149.7159332302375,1.6019367378877667,29.375,194.0
T_RES_CV,20,0,12,12,1.0,0,0.0,0.0,0.0,134.68223626426544,132.40527745637553,5.605774307550586,8.333333333333334,10.083333333333334
T_RES_CV,20,1,7,7,1.0,0,0.0,0.0,0.0,253.84513916319366,166.79965527542316,1.7690827396173952,33.285714285714285,230.71428571428572
T_RES_CV,21,0,8,8,1.0,0,0.0,0.0,0.0,144.07073162314057,142.39391447367564,6.166870590435714,9.125,9.125
T_RES_CV,21,1,5,5,1.0,0,0.0,0.0,0.0,221.2710484664588,172.77188718075635,1.8797248870431886,34.8,142.8
T_RES_CV,22,0,5,5,1.0,0,0.0,0.0,0.0,159.28202269536064,161.10943485718022,6.712893119049176,12.0,7.8
T_RES_CV,22,1,3,3,1.0,0,0.0,0.0,0.0,276.47977074995157,189.25016512542334,1.9921070013202455,50.333333333333336,225.0
T_RES_CV,23,0,2,2,1.0,0,0.0,0.0,0.0,171.45766783198815,171.45766783198815,9.772738239041358,5.5,3.0
T_RES_CV,23,1,2,2,1.0,0,0.0,0.0,0.0,343.205143733119,343.205143733119,5.795080346208872,38.0,345.0
