model,horizon,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error,mean_abs_width_error,mean_abs_height_error
S_SCALE,18,41,41,1.0,2,0.04878048780487805,0.15960136427484534,0.11416340555052455,48.949932634592706,46.48040861672468,0.9532435787983542,6.442528956575133,12.025027006749946
S_SCALE,19,32,32,1.0,1,0.03125,0.14802905305353523,0.10271126818224222,51.74847509467379,45.14250573648235,1.0636900505822662,8.02939436088986,11.49589729995273
S_SCALE,20,25,25,1.0,0,0.0,0.13612244799909606,0.08176315350583972,55.20740156182191,47.62272145066384,1.0673750290146837,10.013346988480762,11.7111414361298
S_SCALE,21,19,19,1.0,0,0.0,0.12408287720650374,0.06629012602057455,58.18001530075096,48.26335340663756,1.0896346764185838,12.055672502075332,13.964229786716775
S_SCALE,22,13,13,1.0,0,0.0,0.12167556718843303,0.06300006387292252,59.03507250750303,48.92632885812884,1.31565572085565,14.894257511251803,13.538470407685018
S_SCALE,23,8,8,1.0,0,0.0,0.10777742229479331,0.08935993670451624,64.5516203042716,61.25858183323513,1.273629150083154,18.009026206748445,12.254549116388205
S_SCALE,24,4,4,1.0,0,0.0,0.08193635818764974,0.06404860215557913,69.61005312204453,70.46651802188589,1.473103785176679,20.12206146322592,17.26174947395816
T_FIXED,1,243,243,1.0,182,0.7489711934156379,0.6016856648429203,0.6082577041986637,11.442655341668363,11.01135777277262,0.20534561246876537,1.02880658436214,2.8724279835390947
T_FIXED,2,227,227,1.0,78,0.3436123348017621,0.3944355900530034,0.3785900783289817,21.86685868904092,21.691011963483863,0.40084975901273423,1.8898678414096917,3.9162995594713657
T_FIXED,3,212,212,1.0,38,0.1792452830188679,0.2657777025044875,0.2298129712645069,31.918671322075276,31.832406069267375,0.5894383793355,2.693396226415094,4.523584905660377
T_FIXED,4,197,197,1.0,9,0.04568527918781726,0.18374400049928888,0.12033195020746888,41.67679097173588,41.98288341693553,0.7793052413026456,3.3604060913705585,5.01015228426396
T_FIXED,5,182,182,1.0,1,0.005494505494505495,0.13249173530906969,0.050167838272820245,50.82363603993935,52.06065619542353,0.9627706887119982,3.9725274725274726,5.1208791208791204
T_FIXED,6,168,168,1.0,0,0.0,0.09791201210016003,0.009245447230219587,59.49800977016529,61.39186016306287,1.153837939989617,4.5,4.934523809523809
T_FIXED,7,155,155,1.0,0,0.0,0.0730578532015268,0.0,68.3052145155876,70.0200864038313,1.3264878225182561,5.064516129032258,5.458064516129032
T_FIXED,8,142,142,1.0,0,0.0,0.05307426919286869,0.0,76.68345969877402,78.35689865018841,1.4958998190887258,5.542253521126761,5.971830985915493
T_FIXED,9,129,129,1.0,0,0.0,0.03653806165031758,0.0,84.60385790640422,86.33148324916003,1.6671588750193442,5.891472868217054,6.488372093023256
T_FIXED,10,117,117,1.0,0,0.0,0.023590855097676475,0.0,92.43736180578513,94.55719168841681,1.8436333507362763,6.136752136752137,6.589743589743589
T_FIXED,11,106,106,1.0,0,0.0,0.01383132785567932,0.0,100.84132329612596,102.06106276980549,1.9678918846216038,6.5754716981132075,6.1415094339622645
T_FIXED,12,96,96,1.0,0,0.0,0.006722830507900739,0.0,109.01550437450418,109.63884753414902,2.148798801893312,7.09375,6.614583333333333
T_FIXED,13,86,86,1.0,0,0.0,0.0018265961958347755,0.0,116.99287844487363,117.99722344968627,2.3120096808456028,7.593023255813954,7.034883720930233
T_FIXED,14,77,77,1.0,0,0.0,0.00039006902747901754,0.0,125.22163156853411,125.78578019792221,2.4328627531668086,8.03896103896104,7.597402597402597
T_FIXED,15,68,68,1.0,0,0.0,0.0,0.0,133.1087403449879,132.6170069970794,2.5868330250147027,8.441176470588236,8.191176470588236
T_FIXED,16,59,59,1.0,0,0.0,0.0,0.0,140.73415405238993,140.5384733800677,2.6938099094785497,8.796610169491526,8.779661016949152
T_FIXED,17,50,50,1.0,0,0.0,0.0,0.0,147.81818147756567,147.86064116602893,2.9731695523657287,9.06,9.5
T_FIXED,18,41,41,1.0,0,0.0,0.0,0.0,154.22166877790966,155.18879630952745,3.075438002271737,9.24390243902439,10.390243902439025
T_FIXED,19,32,32,1.0,0,0.0,0.0,0.0,159.90546069397516,161.56781624496114,3.2650550051986142,9.28125,9.90625
T_FIXED,20,25,25,1.0,0,0.0,0.0,0.0,167.1718303896662,168.2024449881749,3.171846408770727,9.36,10.0
