model,image,raw_proposals,zero_proposals,score_p10,score_median,score_p90,score_max,count_conf_001,zero_conf_001,short_side_p10,short_side_median,short_side_p90,center_q_tl,center_q_tr,center_q_bl,center_q_br,count_top8,count_top16,count_top32,preprocess_ms,inference_ms,decode_nms_ms,total_ms
v3_standard,00185.png,185,0,0.002288466691970825,0.004105180501937866,0.017163586616516107,0.14385080337524414,40,0,9.5037109375,14.5872802734375,28.944873046874996,39,38,38,70,8,16,32,22.106599994003773,101.1008000059519,1.9346000044606626,125.16229999891948
v3_standard,00190.png,197,0,0.0028422534465789794,0.004278630018234253,0.019447439908981325,0.8925941586494446,40,0,9.519775390625,14.892868041992188,27.38395996093751,70,46,44,37,8,16,32,21.790900005726144,103.88119998970069,2.028300004894845,127.72099999710917
v3_standard,00195.png,197,0,0.002756047248840332,0.004480898380279541,0.015928775072097782,0.35720694065093994,44,0,9.639093017578125,15.10748291015625,30.181591796875,49,56,42,50,8,16,32,23.214100001496263,105.50030000740662,2.1647999965352938,130.8986000076402
v3_standard,00200.png,199,0,0.0025636494159698487,0.004331260919570923,0.02516087293624879,0.836551308631897,41,0,9.134912109375,14.4576416015625,30.362280273437502,55,58,54,32,8,16,32,22.05580000008922,106.01830000814516,2.0806999964406714,130.175500002224
v3_standard,00205.png,182,0,0.0027784258127212524,0.004911348223686218,0.021933361887931838,0.843352198600769,40,0,9.606243896484376,15.070877075195312,29.054602050781252,47,49,41,45,8,16,32,22.621500000241213,108.38309999962803,2.019099993049167,133.04430000425782
v3_standard,00210.png,202,0,0.0025812625885009766,0.004417717456817627,0.020108923316001906,0.8143350481987,39,0,8.844390869140625,13.707466125488281,27.799334716796878,48,48,47,59,8,16,32,22.487000009277835,100.11810000287369,2.0782999927178025,124.70280000707135
v3_standard,00215.png,196,0,0.003396764397621155,0.007251858711242676,0.029940351843833923,0.2029741108417511,76,0,8.561464786529541,13.9378662109375,26.637836456298828,29,34,31,102,8,16,32,22.638399997958913,103.8879999978235,2.0120999979553744,128.55779999517836
v3_standard,00220.png,178,0,0.003290751576423645,0.006399229168891907,0.04408808946609498,0.3983131945133209,62,0,9.1517578125,13.99151611328125,25.413363647460944,23,23,63,69,8,16,32,19.382100013899617,98.16249999857973,1.8570000102045015,119.42000000271946
v3_standard,00225.png,207,0,0.002373027801513672,0.0038804709911346436,0.013511943817138671,0.19992387294769287,36,0,8.6612548828125,13.7158203125,23.074179077148436,51,30,62,64,8,16,32,20.713899997645058,98.57370000099763,2.0715000136988238,121.37849999999162
v3_standard,00230.png,198,0,0.0026366859674453735,0.0041925013065338135,0.013079664111137394,0.30460265278816223,30,0,8.65709228515625,13.76214599609375,24.26858367919923,44,46,47,61,8,16,32,20.570900000166148,99.48150000127498,2.02020000142511,122.09179998899344
v3_standard,00235.png,199,0,0.0025247275829315186,0.00413137674331665,0.01904091835021974,0.12237054109573364,40,0,7.91337890625,12.929027557373047,23.68282890319826,47,93,21,38,8,16,32,21.722200006479397,101.87640000367537,2.270400000270456,125.88890000188258
v3_standard,00240.png,193,0,0.0035320401191711428,0.007012695074081421,0.02921966314315796,0.23962154984474182,61,0,7.822509765625,13.7889404296875,25.78230285644532,35,85,26,47,8,16,32,22.545200001331978,102.50629999791272,1.9906999950762838,127.06060000346042
v3_standard,00245.png,192,0,0.004000663757324219,0.006517678499221802,0.02365885674953461,0.14747515320777893,57,0,8.1650390625,14.7359619140625,27.468673706054698,34,87,31,40,8,16,32,21.50190000247676,99.52689999772701,1.9477000023471192,122.99750000238419
v3_p2,00000.png,180,0,0.001824408769607544,0.003310456871986389,0.018386727571487422,0.2626044750213623,32,0,20.0164493560791,21.850433349609375,24.797775268554688,66,56,15,43,8,16,32,17.700899988994934,197.5020000099903,2.7704000094672665,217.99479999754112
v3_p2,00005.png,178,0,0.002232956886291504,0.004416570067405701,0.025250077247619632,0.2651113271713257,45,0,19.063823699951172,21.572433471679688,23.5124267578125,68,38,30,42,8,16,32,17.752899992046878,194.35689999954775,2.9386000096565112,215.07170000404585
v3_p2,00010.png,168,0,0.0016608953475952149,0.0025644302368164062,0.01230571568012242,0.14452794194221497,19,0,19.9256103515625,21.979110717773438,54.498468017579164,54,29,42,43,8,16,32,17.475799992098473,208.92089999688324,2.794899992295541,229.21669999777805
v3_p2,00015.png,173,0,0.0016863763332366944,0.0029328763484954834,0.011523944139480592,0.07255908846855164,22,0,20.10960693359375,21.92340087890625,24.1452880859375,50,31,39,53,8,16,32,18.25730000564363,205.3133000008529,2.9863999952794984,226.58110001066234
v3_p2,00020.png,171,0,0.0017197132110595703,0.00298503041267395,0.015177339315414429,0.16643467545509338,32,0,20.035202026367188,21.88525390625,25.300048828125,50,35,46,40,8,16,32,17.85240000754129,213.62759999465197,2.7809000021079555,234.28459999558982
