model,horizon,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
A_RES_CV,10,117,106,0.905982905982906,67,0.6320754716981132,0.575915483356033,0.6097407715782239,17.722018209209608,8.429221290098658,0.1987359548486502
A_RES_CV,11,106,96,0.9056603773584906,56,0.5833333333333334,0.545927836673489,0.5809757019029793,20.281295872596075,9.13446894430967,0.2186224697533437
A_RES_CV,12,96,86,0.8958333333333334,48,0.5581395348837209,0.5169069918953285,0.5621827404397539,23.45161539182541,11.854401166037995,0.2513713640841345
A_RES_CV,13,86,77,0.8953488372093024,40,0.5194805194805194,0.4758715864558666,0.5190939718782287,26.70360337208972,11.994462380645274,0.26843568220135433
A_RES_CV,14,77,68,0.8831168831168831,35,0.5147058823529411,0.4572968750871237,0.5054516725567334,30.41323081930956,12.381248204123068,0.27769689072883064
A_RES_CV,15,68,59,0.8676470588235294,28,0.4745762711864407,0.43747088468447193,0.44992199082373835,34.77024485102384,14.459960088922172,0.32241147115436
A_RES_CV,16,59,50,0.847457627118644,20,0.4,0.4049023897664747,0.44904303353604813,39.54424077576944,13.022863026767379,0.31589837253873243
A_RES_CV,17,50,41,0.82,15,0.36585365853658536,0.3757981478550174,0.4164074828743976,48.708506048234945,15.126000840825652,0.5101424303638142
A_RES_CV,18,41,32,0.7804878048780488,10,0.3125,0.358326707148644,0.37663339196244217,44.40555328055252,14.474953583788745,0.49568873437511507
A_RES_CV,19,32,25,0.78125,7,0.28,0.3111707633334917,0.25460314312680304,56.561777870893046,18.77831434874808,0.6079060346311984
A_RES_CV,20,25,19,0.76,5,0.2631578947368421,0.27410913360125233,0.20222119336050332,72.28184843861534,20.04854294098904,0.8550897289501685
A_RES_CV,21,19,13,0.6842105263157895,5,0.38461538461538464,0.30427137866338,0.16432528230972887,53.52805907652409,17.051916547505822,0.7104965228127426
A_RES_CV,22,13,8,0.6153846153846154,3,0.375,0.2950619063555296,0.22595723609803833,75.55378660147953,16.857482338327166,0.6396131010878984
A_RES_CV,23,8,4,0.5,1,0.25,0.1825957886290909,0.0,149.6420037451533,78.75162897729311,4.7923154405337325
A_RES_CV,24,4,0,0.0,0,,,,,,
CV,1,243,227,0.934156378600823,227,1.0,0.932738004631093,0.9534492428491307,2.062231097950492,1.118033988749895,0.021922235073527353
CV,2,227,212,0.933920704845815,207,0.9764150943396226,0.8461916406650816,0.8762755102040816,4.84632976884784,3.0413812651491097,0.05636087530152925
CV,3,212,197,0.9292452830188679,179,0.9086294416243654,0.7398396856033261,0.7732609658839167,8.292501840949111,5.70087712549569,0.11206896551724138
CV,4,197,182,0.9238578680203046,146,0.8021978021978022,0.63030461246646,0.6639107584465793,12.065094933381001,9.420385423067351,0.19113583475782056
CV,5,182,168,0.9230769230769231,104,0.6190476190476191,0.5180127350037861,0.5573903910901288,16.599001520516552,13.779423451842657,0.27413160420919047
CV,6,168,155,0.9226190476190477,58,0.3741935483870968,0.4139294501964255,0.4447555459832005,22.38476231478573,19.235384061671343,0.3853663620436631
CV,7,155,142,0.9161290322580645,42,0.29577464788732394,0.3204240015050518,0.3269714256163005,29.164686766572192,25.5049014897137,0.5044115271165763
