model,horizon,target_class,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
S_FIXED,6,small_plane,2,2,1.0,0,0.0,0.20233864603255997,0.20233864603255997,31.84888288633143,31.84888288633143,0.7319682154412834
S_FIXED,6,small_tower,13,13,1.0,5,0.38461538461538464,0.46718144652529986,0.4619869785766179,18.804721268041206,18.086227390543286,0.3442461457182858
S_FIXED,6,spacecraft,16,16,1.0,9,0.5625,0.5192068496886133,0.522065939503769,12.802872987746145,12.276844934400396,0.28289265466350644
S_FIXED,6,ta-ta,18,18,1.0,1,0.05555555555555555,0.21574757571422415,0.20715662726387668,15.616742164850791,14.30120573057312,0.8505365956546331
S_FIXED,6,tank,18,18,1.0,1,0.05555555555555555,0.31274729306898547,0.2910499973308119,22.094432895131522,23.031327036704297,0.4637698601179381
S_FIXED,7,condor,3,3,1.0,3,1.0,0.6344861828609029,0.6370583100490272,24.239526728780238,29.81590830193826,0.1929707403894533
S_FIXED,7,helicopter,11,11,1.0,11,1.0,0.6320941241905538,0.5910634383457054,17.863578051470046,18.320821906216782,0.18887445264141012
S_FIXED,7,jammer,5,5,1.0,0,0.0,0.09276615702243102,0.09029251053474907,33.1656322193243,32.6990863681081,1.027950981289771
S_FIXED,7,jet_plane,14,14,1.0,10,0.7142857142857143,0.5683618679047929,0.5395579891068336,20.260523189048286,22.80718613545464,0.28693171392077066
S_FIXED,7,large_launcher,17,17,1.0,14,0.8235294117647058,0.5959138347254368,0.5780419032798501,31.3944256382311,30.66417514929373,0.2713643818521569
S_FIXED,7,large_tower,11,11,1.0,5,0.45454545454545453,0.5098439137932677,0.47329567299275316,17.853527905198625,17.859966934759246,0.2880639828186975
S_FIXED,7,medium_launcher,2,2,1.0,0,0.0,0.006676806605211875,0.006676806605211875,53.523702145678996,53.523702145678996,4.279311476919339
S_FIXED,7,small_launcher,17,17,1.0,4,0.23529411764705882,0.4122388086573376,0.36356583854753677,10.652176162204926,11.359815237286586,0.4939050103168081
S_FIXED,7,small_plane,1,1,1.0,0,0.0,0.12680777489181871,0.12680777489181871,37.88481520814924,37.88481520814924,0.8610185274579373
S_FIXED,7,small_tower,12,12,1.0,4,0.3333333333333333,0.4183139454670159,0.40598960633844233,21.604817657265027,20.027751367420915,0.39334265384818257
S_FIXED,7,spacecraft,15,15,1.0,7,0.4666666666666667,0.46993521738637317,0.4627881184994265,14.760636146612674,13.93770477698175,0.3281320045184877
S_FIXED,7,ta-ta,17,17,1.0,0,0.0,0.17435970024380565,0.14751430882059377,17.511850874639574,17.68670251742385,1.0403942657308147
S_FIXED,7,tank,17,17,1.0,1,0.058823529411764705,0.26233823721313904,0.2303345420074233,25.502281589714894,26.673945968819204,0.5443662442616164
S_FIXED,8,condor,2,2,1.0,1,0.5,0.6085068991013256,0.6085068991013256,19.204239616491698,19.204239616491698,0.3807189818490524
S_FIXED,8,helicopter,10,10,1.0,8,0.8,0.5899930912101988,0.5590688527815685,20.627945666407317,20.463251341795058,0.20976974498816836
S_FIXED,8,jammer,4,4,1.0,0,0.0,0.03958778552872085,0.03550407260265155,38.16608158776102,37.90586761692609,1.188853158486766
S_FIXED,8,jet_plane,13,13,1.0,6,0.46153846153846156,0.5210861455960729,0.48693634642817496,23.391330137361308,26.160984231315826,0.32701230289144784
S_FIXED,8,large_launcher,16,16,1.0,11,0.6875,0.56277082241728,0.5529858461540103,34.64565611132073,33.599694790141484,0.3015877410434715
S_FIXED,8,large_tower,10,10,1.0,4,0.4,0.4607722576686615,0.43548099507379595,20.447695076195423,20.01834195292828,0.3252405020236554
S_FIXED,8,medium_launcher,1,1,1.0,0,0.0,0.0,0.0,62.69670544768128,62.69670544768128,6.966300605297921
S_FIXED,8,small_launcher,16,16,1.0,3,0.1875,0.37289626618883587,0.3242209460220486,11.618377215999924,11.856158381556579,0.5280124733468395
S_FIXED,8,small_tower,11,11,1.0,2,0.18181818181818182,0.3676361879956424,0.3571092603216598,24.374490584564622,23.312086623698633,0.44125699767672066
S_FIXED,8,spacecraft,14,14,1.0,5,0.35714285714285715,0.4282177996120133,0.426330378811371,16.670297054312783,16.000525100605092,0.35906936789909005
S_FIXED,8,ta-ta,16,16,1.0,0,0.0,0.14115269510060013,0.11118045798605128,19.317331074841512,19.12187959363864,1.1650237001037762
S_FIXED,8,tank,16,16,1.0,0,0.0,0.22002679136966133,0.17552024611446665,28.906133147769474,31.147619283522943,0.6356656996637335
S_FIXED,9,condor,1,1,1.0,0,0.0,0.4608502596656328,0.4608502596656328,21.418231966876114,21.418231966876114,0.5491854350481055
S_FIXED,9,helicopter,9,9,1.0,5,0.5555555555555556,0.5510861071047491,0.5273477751162731,23.33570668180445,22.568924442851774,0.2302951473760385
S_FIXED,9,jammer,3,3,1.0,0,0.0,0.007745375228198616,0.0,43.10717935901699,42.47006745065655,1.3503906522827516
S_FIXED,9,jet_plane,12,12,1.0,5,0.4166666666666667,0.47772833637407613,0.4544958222959754,26.52234193193055,28.574018674272068,0.3550441700190783
S_FIXED,9,large_launcher,15,15,1.0,9,0.6,0.532316473567006,0.5318151176724019,37.97085548555163,36.93805364458373,0.33580048767803394
S_FIXED,9,large_tower,9,9,1.0,3,0.3333333333333333,0.4126561276042393,0.3965869482343914,23.00098881555796,22.172953067489182,0.36349103389326526
S_FIXED,9,small_launcher,15,15,1.0,2,0.13333333333333333,0.34199940140180385,0.2951130726503922,12.521318139268244,13.323714565088109,0.5792919376125265
S_FIXED,9,small_tower,10,10,1.0,1,0.1,0.3187253750121074,0.3152636678976868,27.106670074443848,26.07993154016288,0.48199579976628315
S_FIXED,9,spacecraft,13,13,1.0,4,0.3076923076923077,0.3853498269871118,0.3949451145963767,18.62811563949994,17.841232533080778,0.379600692193208
S_FIXED,9,ta-ta,15,15,1.0,0,0.0,0.10799582470160606,0.08004403735424276,21.25858115011708,21.945254239556405,1.3785573059402154
S_FIXED,9,tank,15,15,1.0,0,0.0,0.18338150194971353,0.13028617859614064,32.36764756864024,35.643556712458334,0.7274195247440476
S_FIXED,10,helicopter,8,8,1.0,4,0.5,0.5185707147278364,0.5008637611728161,25.6929047706463,24.943151925810483,0.291473809163589
S_FIXED,10,jammer,2,2,1.0,0,0.0,0.0,0.0,47.226734596482046,47.226734596482046,1.5310849118800203
S_FIXED,10,jet_plane,11,11,1.0,3,0.2727272727272727,0.43731421342837073,0.42350427956817693,29.63334302547986,31.01433969273474,0.3828930826263548
S_FIXED,10,large_launcher,14,14,1.0,8,0.5714285714285714,0.5038324212756894,0.5052402784102066,41.45378119212136,41.02080103991487,0.3678704232973601
S_FIXED,10,large_tower,8,8,1.0,2,0.25,0.3635745895755673,0.3494045200523952,25.704232963533805,25.21925742304895,0.41343044955817954
S_FIXED,10,small_launcher,14,14,1.0,1,0.07142857142857142,0.31068867749130163,0.2557804993128918,13.464139495640731,14.907052940571292,0.6481327365465779
S_FIXED,10,small_tower,9,9,1.0,0,0.0,0.2738063635857372,0.2767518007966258,29.81566006695722,30.28023936932602,0.5220730925745866
S_FIXED,10,spacecraft,12,12,1.0,2,0.16666666666666666,0.3446607168152927,0.3557213328225316,20.5863181777349,19.76438941575343,0.42051892373943467
S_FIXED,10,ta-ta,14,14,1.0,0,0.0,0.08082095399234455,0.048723514023054484,23.271688322659365,24.56991934272672,1.5252918186193742
S_FIXED,10,tank,14,14,1.0,0,0.0,0.15056664856838053,0.09757556893813597,35.873184951101365,39.688134199271936,0.8020590684658239
S_FIXED,11,helicopter,7,7,1.0,3,0.42857142857142855,0.48896502623295107,0.4746883405474552,27.644225762999866,27.271921480775063,0.3115831587584795
S_FIXED,11,jammer,1,1,1.0,0,0.0,0.0,0.0,48.57868623050605,48.57868623050605,1.7349530796609305
S_FIXED,11,jet_plane,10,10,1.0,2,0.2,0.4000861897356348,0.39030738167008416,32.680317684129705,33.68294677910718,0.41583884912478
S_FIXED,11,large_launcher,13,13,1.0,6,0.46153846153846156,0.4788248251711584,0.48709402574186633,44.84724471824658,44.02094221254768,0.3895658602880326
S_FIXED,11,large_tower,7,7,1.0,0,0.0,0.32066905902191223,0.3059854326105502,28.258219757459326,28.28955109003647,0.4637631326235487
S_FIXED,11,small_launcher,13,13,1.0,1,0.07692307692307693,0.2799662464020586,0.22717625881392706,14.328604195834272,15.68545998792788,0.6819765212142557
S_FIXED,11,small_tower,8,8,1.0,0,0.0,0.23314724262063016,0.23956855202979194,32.37956290990539,32.692749747368154,0.5761236373235783
S_FIXED,11,spacecraft,11,11,1.0,1,0.09090909090909091,0.30345460635348837,0.31973855789506855,22.561513394411353,21.68056275354461,0.4612885692243534
S_FIXED,11,ta-ta,13,13,1.0,0,0.0,0.0635309986869434,0.029095628674463307,25.256373152924272,27.204939586315472,1.693984995373834
S_FIXED,11,tank,13,13,1.0,0,0.0,0.12289894281557194,0.06536978497516108,39.34003551574998,43.80173266178555,0.8925543881960566
S_FIXED,12,helicopter,6,6,1.0,2,0.3333333333333333,0.4629307150252451,0.457515963597639,29.39262712948646,29.472426434917864,0.33898167493066245
S_FIXED,12,jet_plane,9,9,1.0,0,0.0,0.36541131360302603,0.3582207632554935,35.68830564136081,36.38932872687322,0.4492509719367064
S_FIXED,12,large_launcher,12,12,1.0,4,0.3333333333333333,0.4584382930500901,0.45252385550560403,48.30802993473136,48.36653596518303,0.43205788111056914
S_FIXED,12,large_tower,6,6,1.0,0,0.0,0.2833708997549204,0.28528788374339054,30.724514473986375,30.06856013957062,0.49678865358458035
S_FIXED,12,small_launcher,12,12,1.0,0,0.0,0.25406037502367207,0.20863788009723516,15.192675702830059,16.54853721628833,0.7091283734133318
S_FIXED,12,small_tower,7,7,1.0,0,0.0,0.20236820532382382,0.2059107062421621,34.489066878795704,35.856699259240266,0.6290648992849169
S_FIXED,12,spacecraft,10,10,1.0,0,0.0,0.2671855315651876,0.28748082194730284,24.414172002235723,23.524679581159695,0.5005250974714829
S_FIXED,12,ta-ta,12,12,1.0,0,0.0,0.049928541372425556,0.01220348241146968,27.295242703260612,29.055834299939995,1.8238422226918287
S_FIXED,12,tank,12,12,1.0,0,0.0,0.0985770981077257,0.044443112801716554,42.88949654381651,47.58105643321051,0.9817335875246982
S_FIXED,13,helicopter,5,5,1.0,1,0.2,0.44022510685273597,0.44716298568359925,30.806230446269165,31.677267699095896,0.36615577404786875
S_FIXED,13,jet_plane,8,8,1.0,0,0.0,0.33303549024187856,0.328377515330325,38.61723562903157,39.33024998626678,0.4855586418057627
S_FIXED,13,large_launcher,11,11,1.0,3,0.2727272727272727,0.4413444955668935,0.4319328955601194,51.965057272871334,52.17851528971295,0.4658796008010085
S_FIXED,13,large_tower,5,5,1.0,0,0.0,0.24956313616182274,0.2643267392995253,33.44571974902563,31.88801097772722,0.531466849628787
S_FIXED,13,small_launcher,11,11,1.0,0,0.0,0.22784264084724473,0.1964592423553135,16.046701746206494,17.37465229050353,0.7333482670790518
S_FIXED,13,small_tower,6,6,1.0,0,0.0,0.17296119483113906,0.17241285054930233,36.64486839039445,37.01725005803932,0.6809915629006302
S_FIXED,13,spacecraft,9,9,1.0,0,0.0,0.23316624357102952,0.2579126935907154,26.28851753941834,25.270208538636282,0.5376640114603465
S_FIXED,13,ta-ta,11,11,1.0,0,0.0,0.038426295168969025,0.003718947791373352,29.276332418245158,30.818860664691346,1.9394569148572307
S_FIXED,13,tank,11,11,1.0,0,0.0,0.07667011953135315,0.026244044723225172,46.55794061108984,51.42131726447228,1.071277443009839
S_FIXED,14,helicopter,4,4,1.0,0,0.0,0.4189074065761538,0.42612936798961987,31.73580812516872,34.30633208869237,0.38811936632199395
S_FIXED,14,jet_plane,7,7,1.0,0,0.0,0.30351128910548847,0.2996767528714742,41.43115519441226,42.30008766352302,0.5222233044879385
S_FIXED,14,large_launcher,10,10,1.0,2,0.2,0.4297547832350288,0.4224047232838529,55.735557204394844,55.14265981218552,0.4878933474802819
S_FIXED,14,large_tower,4,4,1.0,0,0.0,0.21904718141393098,0.232276813525529,36.288378560759746,34.73366687319398,0.588661151877163
S_FIXED,14,small_launcher,10,10,1.0,0,0.0,0.20781172234124773,0.18557253101796956,16.804601941753507,16.69615239731893,0.7109112517288751
S_FIXED,14,small_tower,5,5,1.0,0,0.0,0.1454206503409629,0.14277177116418527,38.663603191832856,37.559073690460224,0.7319100638997309
S_FIXED,14,spacecraft,8,8,1.0,0,0.0,0.20229275331914548,0.2279646604842694,28.115594263401533,27.59658014709563,0.5806279133848039
S_FIXED,14,ta-ta,10,10,1.0,0,0.0,0.02601048529203797,0.004396158565023026,31.33508094150124,32.66881473926203,2.1063239072528788
S_FIXED,14,tank,10,10,1.0,0,0.0,0.05619005288952815,0.017350850844857373,50.25746917519737,55.64174472737807,1.1242283393228303
S_FIXED,15,helicopter,3,3,1.0,0,0.0,0.4025366475215651,0.40830468143061727,31.858585187229522,36.91735158784592,0.4179563271145458
S_FIXED,15,jet_plane,6,6,1.0,0,0.0,0.277798006715972,0.2817647150238679,44.03692393720697,43.945236796749384,0.5393905664523277
S_FIXED,15,large_launcher,9,9,1.0,2,0.2222222222222222,0.4193693005756052,0.4056108159582375,59.74360321424787,59.78992845657021,0.5244730566365807
S_FIXED,15,large_tower,3,3,1.0,0,0.0,0.19287024876530068,0.20485427065508335,38.963036055702155,37.645300876367386,0.6490569116615067
S_FIXED,15,small_launcher,9,9,1.0,0,0.0,0.18814097495964108,0.17401374635532427,17.55827008985339,16.662214504770283,0.6955972322013714
S_FIXED,15,small_tower,4,4,1.0,0,0.0,0.12108359971908911,0.11699731076063297,40.58868819547648,38.99581087158532,0.7845756224310447
S_FIXED,15,spacecraft,7,7,1.0,0,0.0,0.17629782642407602,0.20024517400639194,29.73598942205994,29.84802121930039,0.6218337754020914
S_FIXED,15,ta-ta,9,9,1.0,0,0.0,0.01600223066955204,0.0010349040763164273,33.33220151177457,34.01517664913954,2.2924259696042033
S_FIXED,15,tank,9,9,1.0,0,0.0,0.03991620292796657,0.010742303536552988,53.893382142840366,58.85436109862972,1.1770872219725943
S_FIXED,16,helicopter,2,2,1.0,0,0.0,0.4014323369920258,0.4014323369920258,29.20372109171804,29.20372109171804,0.4196537426640221
S_FIXED,16,jet_plane,5,5,1.0,0,0.0,0.2520962817110843,0.2636955246358934,46.669392231677236,45.571869251789856,0.555754503070608
S_FIXED,16,large_launcher,8,8,1.0,1,0.125,0.4093920209578499,0.39382205267690684,64.1774024833665,63.943692475304104,0.5633324686603218
S_FIXED,16,large_tower,2,2,1.0,0,0.0,0.16141353667659802,0.16141353667659802,42.482582659891534,42.482582659891534,0.7260720036891867
S_FIXED,16,small_launcher,8,8,1.0,0,0.0,0.17192151242113884,0.18068416199119194,18.021327165438286,16.77508741087148,0.715083910445944
S_FIXED,16,small_tower,3,3,1.0,0,0.0,0.09835313499942255,0.09245956906366909,42.10730357080002,40.36265030330438,0.8352998396795442
S_FIXED,16,spacecraft,6,6,1.0,0,0.0,0.14958869543556785,0.16026457388643411,31.556443873291098,30.90652753335896,0.6811791668158258
S_FIXED,16,ta-ta,8,8,1.0,0,0.0,0.006379048078858024,0.0,35.405283281785344,35.019943218507706,2.4084227368033
S_FIXED,16,tank,8,8,1.0,0,0.0,0.026419641428220095,0.006033898033550859,57.3802627814011,61.60057028155667,1.2203983347890022
S_FIXED,17,helicopter,1,1,1.0,0,0.0,0.45304933043678586,0.45304933043678586,15.916348160683336,15.916348160683336,0.4188512673864036
S_FIXED,17,jet_plane,4,4,1.0,0,0.0,0.2288161434859838,0.2352534111499437,49.2627596880949,48.552870971271815,0.5886519959227826
S_FIXED,17,large_launcher,7,7,1.0,1,0.14285714285714285,0.3950300663462109,0.3837116153452906,69.22937670012814,69.5109279805438,0.6181298369798865
S_FIXED,17,large_tower,1,1,1.0,0,0.0,0.11652839450592646,0.11652839450592646,48.655384177765214,48.655384177765214,0.8388859340994003
S_FIXED,17,small_launcher,7,7,1.0,0,0.0,0.16444558055462685,0.1681746679179549,18.220690786097542,16.003065603538904,0.6957854610234306
S_FIXED,17,small_tower,2,2,1.0,0,0.0,0.08267946232166606,0.08267946232166606,42.299428098089024,42.299428098089024,1.3000809944703136
S_FIXED,17,spacecraft,5,5,1.0,0,0.0,0.1231282259045193,0.12509693242503464,33.37950826261018,31.013679909714092,0.7383693956450135
S_FIXED,17,ta-ta,7,7,1.0,0,0.0,0.0,0.0,37.33988002941471,36.250100299763986,2.5107841805144537
S_FIXED,17,tank,7,7,1.0,0,0.0,0.01401829117993203,0.0003759914376993704,60.707382437443925,64.40867674773645,1.2629152303477735
S_FIXED,18,jet_plane,3,3,1.0,0,0.0,0.20735280428598302,0.20787435084689485,51.56750544004928,51.53008001495348,0.6208443375295599
S_FIXED,18,large_launcher,6,6,1.0,0,0.0,0.372932205400675,0.37256932403548637,75.15964887835985,74.49959152739876,0.65637186033742
S_FIXED,18,small_launcher,6,6,1.0,0,0.0,0.16059887598969314,0.16680856610073386,18.088131962777823,16.854864451701758,0.7183242207718535
S_FIXED,18,small_tower,1,1,1.0,0,0.0,0.07778078669950005,0.07778078669950005,37.34872606428336,37.34872606428336,1.7785107649658745
S_FIXED,18,spacecraft,4,4,1.0,0,0.0,0.09568520530025083,0.09345270313189492,35.296539819501426,33.661874930119296,0.8227647185000583
S_FIXED,18,ta-ta,6,6,1.0,0,0.0,0.0,0.0,39.36250643017362,39.0834953912771,2.708478922521463
S_FIXED,18,tank,6,6,1.0,0,0.0,0.004362920197719836,0.0,63.68316401356887,65.1920322332064,1.2782751418275766
S_FIXED,19,jet_plane,2,2,1.0,0,0.0,0.18263912942511595,0.18263912942511595,54.56228103602197,54.56228103602197,0.6573768799520721
S_FIXED,19,large_launcher,5,5,1.0,0,0.0,0.33280409327737454,0.3273370714202138,82.11206700701857,81.55474512000022,0.7153925010526335
S_FIXED,19,small_launcher,5,5,1.0,0,0.0,0.1674691432096042,0.18788290231147498,17.570795957821055,15.04133072316886,0.6372110763220296
S_FIXED,19,spacecraft,3,3,1.0,0,0.0,0.06583591580245703,0.061839487450607564,37.14543442608738,35.49023708982012,0.9067425291142291
S_FIXED,19,ta-ta,5,5,1.0,0,0.0,0.0,0.0,41.204127927335186,41.43953237217763,2.8785148664405007
S_FIXED,19,tank,5,5,1.0,0,0.0,0.0,0.0,65.90992138596502,66.11730706320432,1.296417785553026
S_FIXED,20,jet_plane,1,1,1.0,0,0.0,0.15974372750361673,0.15974372750361673,57.597674331470756,57.597674331470756,0.6939478835116959
S_FIXED,20,large_launcher,4,4,1.0,0,0.0,0.28484693591444926,0.28442648697069134,88.98819552924522,88.50019124631953,0.7909460514421194
S_FIXED,20,small_launcher,4,4,1.0,0,0.0,0.17663901354499986,0.19587812861641946,16.787530156319853,15.413662778929911,0.6568233479648986
S_FIXED,20,spacecraft,2,2,1.0,0,0.0,0.03827615561070398,0.03827615561070398,37.66327470339169,37.66327470339169,2.460141438820794
S_FIXED,20,ta-ta,4,4,1.0,0,0.0,0.0,0.0,43.13967487236778,43.0800513117911,3.0137594387823428
S_FIXED,20,tank,4,4,1.0,0,0.0,0.0,0.0,67.76431671636374,67.53579773946831,1.324231328224869
S_FIXED,21,large_launcher,3,3,1.0,0,0.0,0.2263519821814776,0.23139717504338816,95.99708349480579,95.32983210148504,0.8666348372862276
S_FIXED,21,small_launcher,3,3,1.0,0,0.0,0.18568436040416678,0.19377536129189107,15.769463910665776,14.78922546845215,0.6430098029761805
S_FIXED,21,spacecraft,1,1,1.0,0,0.0,0.01977175760136324,0.01977175760136324,32.00218134296579,32.00218134296579,4.000272667870724
S_FIXED,21,ta-ta,3,3,1.0,0,0.0,0.0,0.0,44.927276984686294,44.6468803201611,3.1890628800115075
S_FIXED,21,tank,3,3,1.0,0,0.0,0.0,0.0,68.95738727635602,68.90052177032368,1.350990622947523
S_FIXED,22,large_launcher,2,2,1.0,0,0.0,0.15675121797707084,0.15675121797707084,103.13334827596074,103.13334827596074,1.0125983503538025
S_FIXED,22,small_launcher,2,2,1.0,0,0.0,0.18532531225718013,0.18532531225718013,15.29762683608903,15.29762683608903,0.6522449204402421
S_FIXED,22,ta-ta,2,2,1.0,0,0.0,0.0,0.0,47.256273947265285,47.256273947265285,3.375448139090377
