model,horizon,target_size_bin,eligible_count,available_count,availability_fraction,valid_count,valid_fraction,mean_iou,median_iou,mean_center_error,median_center_error,median_normalized_center_error
S_FIXED,23,<4,1,1,1.0,0,0.0,0.0,0.0,49.59444009092426,49.59444009092426,3.54246000649459
S_RES_CV,1,16-32,62,62,1.0,62,1.0,0.9590063907226235,0.9708595602814922,2.352281645652305,1.0165757597218605,0.010083324001122718
S_RES_CV,1,4-<8,43,43,1.0,43,1.0,0.8799095569397852,0.8976379658160745,1.7163232175045156,1.052853612851935,0.05534628416567714
S_RES_CV,1,8-<16,105,105,1.0,105,1.0,0.917926282578596,0.9343651175832267,2.3061209162345895,1.2383426062609206,0.023894285403261856
S_RES_CV,1,<4,8,8,1.0,8,1.0,0.7797445483172859,0.7880405041285059,4.110422993268124,1.7454661306866153,0.12932791960651951
S_RES_CV,1,>32,9,9,1.0,9,1.0,0.9670230482593468,0.976915094703987,1.7832619938498506,1.2596866109528133,0.008745357948155428
S_RES_CV,2,16-32,58,58,1.0,57,0.9827586206896551,0.9268101889376806,0.9447034607341529,4.264055924825338,2.0433490036227284,0.02224470822623537
S_RES_CV,2,4-<8,41,41,1.0,41,1.0,0.8055270977740204,0.8321678321678322,2.843942213701561,1.8015030476097686,0.0977470776346415
S_RES_CV,2,8-<16,97,97,1.0,94,0.9690721649484536,0.8580123149835969,0.9031364249904823,4.833880665127877,2.001634796626492,0.04288761306522802
S_RES_CV,2,<4,8,8,1.0,5,0.625,0.5616004735504339,0.6636633611889053,6.20048074589212,4.008586299007793,0.2729122638178694
S_RES_CV,2,>32,8,8,1.0,8,1.0,0.8921491837384743,0.9604977263474135,9.185087377260524,2.0449952834353957,0.011705410034029633
S_RES_CV,3,16-32,54,54,1.0,53,0.9814814814814815,0.8983374861169338,0.9219649943507628,6.054422266912951,3.237949578615904,0.03415296449911752
S_RES_CV,3,4-<8,39,39,1.0,36,0.9230769230769231,0.7194190696636895,0.7162581828636362,4.164823991117592,3.1032110453933646,0.16257554977039823
S_RES_CV,3,8-<16,89,89,1.0,83,0.9325842696629213,0.7926867532174977,0.8412140866131453,7.2262148147298415,3.5007244170678127,0.06970682656083768
S_RES_CV,3,<4,8,8,1.0,3,0.375,0.3853755955192984,0.3504352438429333,11.253397700528705,11.054661367134154,0.7671409591765916
S_RES_CV,3,>32,7,7,1.0,6,0.8571428571428571,0.8180318888016972,0.9601084046666887,19.898003579043923,2.676214059313683,0.015380540570768294
S_RES_CV,4,16-32,51,51,1.0,50,0.9803921568627451,0.8578844516101408,0.8828423755512654,8.923334130160695,5.873421011292458,0.05877718973310385
S_RES_CV,4,4-<8,37,37,1.0,31,0.8378378378378378,0.6401331002076965,0.6563729076032233,5.081431828119704,3.8248815007028942,0.2013095526685734
S_RES_CV,4,8-<16,81,81,1.0,76,0.9382716049382716,0.7348240159303094,0.779731743437005,9.66638387158089,5.643471690819577,0.10724058797417921
S_RES_CV,4,<4,8,8,1.0,1,0.125,0.2088337157531503,0.12208845877913072,15.179285242121034,16.633880334258116,1.1956599100734207
S_RES_CV,4,>32,5,5,1.0,4,0.8,0.8224480228680374,0.9387571492834662,19.380471028833824,4.569617600092705,0.026112100571958317
S_RES_CV,5,16-32,48,48,1.0,47,0.9791666666666666,0.8139320929764885,0.8501066505929962,12.255512057694824,8.028500894399508,0.0918475426921867
S_RES_CV,5,4-<8,35,35,1.0,26,0.7428571428571429,0.5708957699799183,0.5735647082947605,6.2311229382084585,5.5291384562217765,0.26210149079489753
S_RES_CV,5,8-<16,74,74,1.0,62,0.8378378378378378,0.674635056430409,0.7137386749152113,12.598121059573156,7.4527707414112,0.14621098912189578
S_RES_CV,5,<4,8,8,1.0,2,0.25,0.26599095063340145,0.21063979889170706,15.997005718344942,16.990039274227843,1.1867797512719611
S_RES_CV,5,>32,3,3,1.0,3,1.0,0.8966568136633043,0.9266681840553465,6.872855303207348,4.759664881820728,0.02735439587253292
S_RES_CV,6,16-32,45,45,1.0,44,0.9777777777777777,0.7686153993522636,0.7847384253715644,15.40566538203602,11.003824478958236,0.1241653435705331
S_RES_CV,6,4-<8,33,33,1.0,18,0.5454545454545454,0.5145157591941767,0.5360329265901373,7.283388363778594,6.130456074918192,0.32155148173940257
S_RES_CV,6,8-<16,67,67,1.0,51,0.7611940298507462,0.6230137486926793,0.659102123266973,15.510990546709689,9.560952958294774,0.1806511182003096
S_RES_CV,6,<4,8,8,1.0,2,0.25,0.24569024498923017,0.15550297976458857,15.740497961419495,14.08528444050415,1.194049228725083
S_RES_CV,6,>32,2,2,1.0,2,1.0,0.852104934878422,0.852104934878422,11.002831578246308,11.002831578246308,0.06312635285692489
S_RES_CV,7,16-32,42,42,1.0,40,0.9523809523809523,0.7165945364902054,0.7273367137610209,19.046305827972198,14.085619547267093,0.15508100352154452
S_RES_CV,7,4-<8,31,31,1.0,12,0.3870967741935484,0.4404474476639227,0.4179222336816788,12.099854918250777,7.919362851049407,0.39331996000631514
S_RES_CV,7,8-<16,60,60,1.0,37,0.6166666666666667,0.5699203596060319,0.5854239666074864,17.84617122314822,11.939900897466233,0.23459598534945725
S_RES_CV,7,<4,8,8,1.0,2,0.25,0.25531553499623516,0.2473825881817611,16.30804008882926,11.501329106200156,1.0725684440195642
S_RES_CV,7,>32,1,1,1.0,1,1.0,0.7580372789410037,0.7580372789410037,19.637665079686542,19.637665079686542,0.11221522902678024
S_RES_CV,8,16-32,39,39,1.0,33,0.8461538461538461,0.6547543387037794,0.6654816026135191,23.42928099839658,17.96465180951593,0.20010178303337636
S_RES_CV,8,4-<8,28,28,1.0,10,0.35714285714285715,0.40518227836035037,0.40625198495138815,9.741198162119103,8.424143090922739,0.40285209957784723
S_RES_CV,8,8-<16,54,54,1.0,28,0.5185185185185185,0.5172884416441377,0.5223221128921931,21.495006952841482,14.454519209033368,0.31178438918601825
S_RES_CV,8,<4,8,8,1.0,1,0.125,0.20203900995187304,0.13915243626885396,28.732004526680523,14.165839935574727,1.0437661255312642
S_RES_CV,9,16-32,35,35,1.0,26,0.7428571428571429,0.59267819102168,0.5912481260505189,29.369844913285768,22.773173020336884,0.24713784668668462
S_RES_CV,9,4-<8,26,26,1.0,7,0.2692307692307692,0.36554721031799736,0.3732579116747668,11.022995096746463,9.42496480782836,0.43940973999145205
S_RES_CV,9,8-<16,49,49,1.0,21,0.42857142857142855,0.46387215654819536,0.438928513018351,25.17949554134397,18.16134720948078,0.3561048472447212
S_RES_CV,9,<4,7,7,1.0,0,0.0,0.1139129295912886,0.08003268601848235,16.56960674373185,12.850425816367459,0.8566950544244972
S_RES_CV,10,16-32,32,32,1.0,18,0.5625,0.5360548673140704,0.5300807099695326,35.558307079656515,29.593118966757018,0.28524154518278266
S_RES_CV,10,4-<8,24,24,1.0,5,0.20833333333333334,0.32190218463517456,0.2999822535072387,13.352191743758803,11.96758039376098,0.5439809269891354
S_RES_CV,10,8-<16,43,43,1.0,14,0.32558139534883723,0.39710997349920657,0.38134784391894083,29.49035945066641,21.32114647696839,0.43512543830547734
S_RES_CV,10,<4,7,7,1.0,1,0.14285714285714285,0.14462277925455144,0.0,16.319896465334384,16.308132469877602,1.1648666049912573
S_RES_CV,11,16-32,29,29,1.0,15,0.5172413793103449,0.49463053826641806,0.5029251937327253,41.79280003089858,31.667126124985792,0.3187743479762728
S_RES_CV,11,4-<8,22,22,1.0,3,0.13636363636363635,0.2692397128424661,0.22587607350294775,15.715928083786677,13.99484853385612,0.6139923865302302
S_RES_CV,11,8-<16,38,38,1.0,10,0.2631578947368421,0.3528919161106372,0.33399037144901383,34.25903338806913,24.035543452648497,0.4613920404836744
S_RES_CV,11,<4,7,7,1.0,0,0.0,0.09485153075393074,0.0,20.357430592218822,22.838807097424485,1.631343364101749
S_RES_CV,12,16-32,26,26,1.0,9,0.34615384615384615,0.44430026412461837,0.4610985919909375,48.99546662048654,35.854311750166886,0.35992971126744805
S_RES_CV,12,4-<8,19,19,1.0,0,0.0,0.23731973862213893,0.19146737684086654,15.755096450597836,14.98161841621123,0.6819601913590592
S_RES_CV,12,8-<16,34,34,1.0,7,0.20588235294117646,0.30669592256039274,0.30354396640045467,39.875531107871225,24.39807732050165,0.49761489192385544
S_RES_CV,12,<4,7,7,1.0,0,0.0,0.06968549933788885,0.0,28.305454382848687,31.23368197313392,2.23097728379528
S_RES_CV,13,16-32,23,23,1.0,6,0.2608695652173913,0.3970886531241433,0.40596340033963535,56.95624723651763,40.31355728763095,0.39523095380030343
S_RES_CV,13,4-<8,17,17,1.0,0,0.0,0.1767180058076498,0.14224983166614782,19.599133028924513,16.90372360464668,0.7660201427398341
S_RES_CV,13,8-<16,30,30,1.0,4,0.13333333333333333,0.24905692902760512,0.25225351867029594,47.24056409908147,28.944197934724915,0.5675332928377435
S_RES_CV,13,<4,7,7,1.0,0,0.0,0.10777849210767544,0.0,28.8531680711751,36.60872498418705,2.44058166561247
S_RES_CV,14,16-32,20,20,1.0,5,0.25,0.3443444633708779,0.3575012901048644,67.24239303198364,44.93392807914806,0.44273834413506374
S_RES_CV,14,4-<8,15,15,1.0,0,0.0,0.14494728102178783,0.10557421507111389,21.11979335436444,18.954988957277365,0.8241299546642332
S_RES_CV,14,8-<16,26,26,1.0,4,0.15384615384615385,0.22845805861674137,0.20418716698012185,53.24688441336972,31.812218616323058,0.6418762997784625
S_RES_CV,14,<4,7,7,1.0,0,0.0,0.07525477059295424,0.0,34.59791911961683,41.84899723328694,3.304463014084249
S_RES_CV,15,16-32,17,17,1.0,2,0.11764705882352941,0.268964722056371,0.1977263681602862,81.0001727351339,76.44122716561425,0.6825109568358415
S_RES_CV,15,4-<8,13,13,1.0,0,0.0,0.0887410700229784,0.06994962851916195,26.09033354240559,22.81127051864859,0.9917943703760257
S_RES_CV,15,8-<16,22,22,1.0,1,0.045454545454545456,0.20045104752441859,0.16863942174104035,62.19925782217561,32.8286624111666,0.6768592764000027
S_RES_CV,15,<4,7,7,1.0,0,0.0,0.11276099562604912,0.1037818664955601,30.742539644159045,21.671304792329654,2.5786248236454306
S_RES_CV,16,16-32,14,14,1.0,0,0.0,0.1771580587001338,0.1428607238850512,99.70063743403182,87.12476321103718,0.8295146077131419
S_RES_CV,16,4-<8,11,11,1.0,0,0.0,0.044060374346805,0.01909549056900841,31.748722240765506,26.46683411169774,1.1507319178999018
S_RES_CV,16,8-<16,18,18,1.0,0,0.0,0.18425962329969445,0.11897627027752544,70.98265915174663,37.32470552287859,0.7694492072814167
S_RES_CV,16,<4,7,7,1.0,0,0.0,0.07006668247672225,0.0,35.11052690839842,25.999172402756678,1.8570837430540483
S_RES_CV,17,16-32,11,11,1.0,0,0.0,0.11859140635407485,0.09829530105920585,120.79357513034174,108.39368973205022,0.9592361923190285
S_RES_CV,17,4-<8,9,9,1.0,0,0.0,0.02404634141521703,0.0,36.164721805603186,31.929249811330717,1.3882282526665528
S_RES_CV,17,8-<16,14,14,1.0,1,0.07142857142857142,0.20271370839130512,0.17774651602487235,80.47296168602385,35.354028223594,0.8253530074927251
S_RES_CV,17,<4,7,7,1.0,0,0.0,0.03882012021930976,0.0,30.022235932504348,27.204256387191155,2.0588684960114114
S_RES_CV,18,16-32,9,9,1.0,0,0.0,0.0707545352966777,0.02611717666628507,143.61428480724464,118.06652864264862,1.0643140554251582
S_RES_CV,18,4-<8,7,7,1.0,0,0.0,0.015827044181328343,0.0,41.10466306667065,37.87554538771117,1.646762842943964
S_RES_CV,18,8-<16,9,9,1.0,0,0.0,0.2515063242875165,0.30204528662619406,58.484640840410165,29.516924143147467,0.6149359196489056
S_RES_CV,18,<4,7,7,1.0,0,0.0,0.016194795329104967,0.0,30.541051280082606,33.4234568689602,2.4833304791938877
S_RES_CV,19,16-32,7,7,1.0,0,0.0,0.0389299216431373,0.012230259807378557,171.1003895137223,126.31453167482869,1.1539669964823
S_RES_CV,19,4-<8,5,5,1.0,0,0.0,0.0066579725358355294,0.0,38.87445673200471,41.82320279539699,1.8184001215389995
S_RES_CV,19,8-<16,7,7,1.0,1,0.14285714285714285,0.23655866695687447,0.22272812657066085,71.26958769397585,35.61426030540172,0.7268216388857495
S_RES_CV,19,<4,6,6,1.0,0,0.0,0.0,0.0,34.83761592286937,36.93167905037913,2.566111313298948
S_RES_CV,20,16-32,5,5,1.0,0,0.0,0.007438745137857325,0.0041433886410715244,215.63931953482228,134.93293566784155,1.2266630515258323
S_RES_CV,20,4-<8,4,4,1.0,0,0.0,0.0014405948459126395,0.0,44.53609677822064,45.970958666811086,1.9987373333396126
S_RES_CV,20,8-<16,5,5,1.0,1,0.2,0.29449359824881866,0.27476461449878764,87.58141281728733,23.643748000418803,0.4636029019689961
S_RES_CV,20,<4,5,5,1.0,0,0.0,0.0,0.0,39.16229416450604,40.489215880696015,2.708263112474329
S_RES_CV,21,16-32,3,3,1.0,0,0.0,0.0031844930790087874,0.0,140.9491735023489,141.44722627434533,1.2814011311243587
S_RES_CV,21,4-<8,3,3,1.0,0,0.0,0.0,0.0,48.998348612201504,50.314695529547315,2.187595457806405
S_RES_CV,21,8-<16,3,3,1.0,1,0.3333333333333333,0.25895563350395484,0.19583037972339148,136.40113716204908,29.716074956533582,0.5714629799333382
S_RES_CV,21,<4,4,4,1.0,0,0.0,0.0279853134609237,0.0,40.27048267049987,42.496369282586734,3.2236593171046497
S_RES_CV,22,16-32,2,2,1.0,0,0.0,0.0,0.0,147.77425789884546,147.77425789884546,1.4451148395810158
S_RES_CV,22,4-<8,2,2,1.0,0,0.0,0.0,0.0,52.75305163301411,52.75305163301411,2.2420546515582283
S_RES_CV,22,8-<16,2,2,1.0,1,0.5,0.2612444015905468,0.2612444015905468,204.295384739205,204.295384739205,4.003120393323534
S_RES_CV,22,<4,2,2,1.0,0,0.0,0.0,0.0,48.99780348990514,48.99780348990514,3.4998431064217956
S_RES_CV,23,16-32,1,1,1.0,0,0.0,0.0,0.0,159.42197105166946,159.42197105166946,1.6781260110702048
S_RES_CV,23,4-<8,1,1,1.0,0,0.0,0.0,0.0,55.00427614575928,55.00427614575928,2.2918448394066364
S_RES_CV,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,420.3512902566412,420.3512902566412,8.083678658781562
S_RES_CV,23,<4,1,1,1.0,0,0.0,0.0,0.0,53.48174183048235,53.48174183048235,3.820124416463025
T_FIXED,1,16-32,62,62,1.0,61,0.9838709677419355,0.7836399815504842,0.7972177159084817,10.921570398717007,10.856840703191114,0.10728118180850504
T_FIXED,1,4-<8,43,43,1.0,28,0.6511627906976745,0.5083094573166268,0.5147783251231527,7.616031514514778,7.458216945088149,0.3551531878613404
T_FIXED,1,8-<16,105,105,1.0,77,0.7333333333333333,0.5692368864750814,0.572463768115942,11.972665494011352,11.739356881873896,0.24234146091941336
T_FIXED,1,<4,8,8,1.0,0,0.0,0.23134767176919968,0.2338697984630999,10.707721967812457,10.273755777432246,0.7809551063405809
T_FIXED,1,>32,9,9,1.0,9,1.0,0.7711151070791685,0.7858273407292307,16.321218918655866,16.101242188104617,0.09415931104154747
T_FIXED,2,16-32,58,58,1.0,54,0.9310344827586207,0.6324475490284481,0.6457084477301875,20.718154784850288,21.42975398504457,0.21191816768125293
T_FIXED,2,4-<8,41,41,1.0,0,0.0,0.264471780765713,0.26153846153846155,15.10088563608178,14.866068747318506,0.6927303107607693
T_FIXED,2,8-<16,97,97,1.0,13,0.13402061855670103,0.3368492799780504,0.32678705167679123,23.18606904060557,23.165167817220752,0.46383466716152427
T_FIXED,2,<4,8,8,1.0,0,0.0,0.04076250091709713,0.014002794080003305,20.845890833264143,21.45526816026439,1.5121172181856763
T_FIXED,2,>32,8,8,1.0,6,0.75,0.5894491520055887,0.6211391801459896,33.2641570842434,32.13602097901315,0.1862682160777287
T_FIXED,3,16-32,54,54,1.0,31,0.5740740740740741,0.5192214238677015,0.5314789171056211,29.771707808609445,31.399893723405565,0.316609348336279
T_FIXED,3,4-<8,39,39,1.0,0,0.0,0.12481449949858134,0.11332007952286283,22.657795577403338,22.80350850198276,1.03947047394967
T_FIXED,3,8-<16,89,89,1.0,3,0.033707865168539325,0.19612863923997556,0.17497812773403323,33.76826754665244,34.73110997362451,0.6729091319518498
T_FIXED,3,<4,8,8,1.0,0,0.0,0.015491876112581557,0.0,32.22060695038219,31.918320761439848,2.2560344684680094
T_FIXED,3,>32,7,7,1.0,2,0.2857142857142857,0.4114239186632327,0.49271137026239065,53.86877530982849,48.15664543964831,0.2767623301129213
T_FIXED,4,16-32,51,51,1.0,8,0.1568627450980392,0.42027454019245747,0.43383775173512346,39.552818848318836,41.92329304813733,0.4198288341693553
T_FIXED,4,4-<8,37,37,1.0,0,0.0,0.05147180110217212,0.022794846382556987,29.943120779612105,29.910282512875067,1.3854606215215386
T_FIXED,4,8-<16,81,81,1.0,0,0.0,0.11242226649538864,0.08458251373533202,44.121723137111495,46.10992301012874,0.8709529423440613
T_FIXED,4,<4,8,8,1.0,0,0.0,0.0,0.0,44.209353716425994,42.52176408633747,2.953968106430616
T_FIXED,4,>32,5,5,1.0,0,0.0,0.31852208864330345,0.39184376253036773,69.95763697585289,63.1293315345569,0.36281225019860286
T_FIXED,5,16-32,48,48,1.0,0,0.0,0.3384123663025838,0.34301582469580066,49.204566659214144,51.940270018676046,0.5255049791022375
T_FIXED,5,4-<8,35,35,1.0,0,0.0,0.018694020513387744,0.0,36.90417137868058,36.52738698565776,1.6603357720753529
T_FIXED,5,8-<16,74,74,1.0,0,0.0,0.06192948557234354,0.025638796908301027,54.43815308812329,57.29108080422955,1.0505776317322861
T_FIXED,5,<4,8,8,1.0,0,0.0,0.0,0.0,55.45377693896274,52.71779147797896,3.7252316370751446
T_FIXED,5,>32,3,3,1.0,0,0.0,0.31340782920381943,0.31438299397441927,76.99038175884304,76.95006497723053,0.44224175274270416
T_FIXED,6,16-32,45,45,1.0,0,0.0,0.2695329497094609,0.2776226515218517,58.82043548089766,61.780356910590925,0.6273983204005003
T_FIXED,6,4-<8,33,33,1.0,0,0.0,0.004728539708426317,0.0,43.63881797176353,42.07730979993849,2.00368141904469
T_FIXED,6,8-<16,67,67,1.0,0,0.0,0.03508944671980197,0.0,64.28985414067677,68.50045620286043,1.2401095234428026
T_FIXED,6,<4,8,8,1.0,0,0.0,0.0,0.0,66.04229520372186,61.59798983531682,4.455859964082418
T_FIXED,6,>32,2,2,1.0,0,0.0,0.24432216096851192,0.24432216096851192,92.29267332287114,92.29267332287114,0.5288775534653998
T_FIXED,7,16-32,42,42,1.0,0,0.0,0.20998640119945655,0.21630291601595025,68.47077464147542,70.68522958043667,0.7324192390272033
T_FIXED,7,4-<8,31,31,1.0,0,0.0,0.001247582148733552,0.0,50.055110378457584,45.793694980859534,2.180652141945692
T_FIXED,7,8-<16,60,60,1.0,0,0.0,0.020769538800296104,0.0,73.60364482614412,80.06928465661744,1.4203944202724659
T_FIXED,7,<4,8,8,1.0,0,0.0,0.0,0.0,76.13358706003095,70.46764877593841,5.110815006817478
T_FIXED,7,>32,1,1,1.0,0,0.0,0.18546791065875035,0.18546791065875035,107.61069881754322,107.61069881754322,0.6149182789573898
T_FIXED,8,16-32,39,39,1.0,0,0.0,0.15755226331376695,0.16522005991020142,78.21390940287206,78.46217241448264,0.8375362761629427
T_FIXED,8,4-<8,28,28,1.0,0,0.0,0.00048592024769997754,0.0,53.604596179667624,46.79610816229953,2.2283861029666445
T_FIXED,8,8-<16,54,54,1.0,0,0.0,0.010784468755914059,0.0,83.13394762455385,88.58623405556838,1.618055343459122
T_FIXED,8,<4,8,8,1.0,0,0.0,0.0,0.0,85.55821639367875,78.79284031281595,5.732124969557825
T_FIXED,9,16-32,35,35,1.0,0,0.0,0.11264452714542679,0.11879122737779782,87.3062757639724,86.40167822444191,0.9516460294086537
T_FIXED,9,4-<8,26,26,1.0,0,0.0,0.0,0.0,59.2330892533231,50.86981229620878,2.3690546698705925
T_FIXED,9,8-<16,49,49,1.0,0,0.0,0.004600089921224688,0.0,93.00552862967518,98.42160585968917,1.8165439202606997
T_FIXED,9,<4,7,7,1.0,0,0.0,0.0,0.0,87.5516176741332,86.72838347392393,6.213721238730706
T_FIXED,10,16-32,32,32,1.0,0,0.0,0.07480683416024367,0.07403150971509995,97.05756356600554,95.78385727434693,1.0484827856765537
T_FIXED,10,4-<8,24,24,1.0,0,0.0,0.0,0.0,64.68676301884399,55.05985760021137,2.502720800009608
T_FIXED,10,8-<16,43,43,1.0,0,0.0,2.776471562981613e-05,0.0,102.76952162347465,105.89883143831192,2.018751008036667
T_FIXED,10,<4,7,7,1.0,0,0.0,0.0,0.0,95.59380166147878,94.82912263645593,6.791280611706364
T_FIXED,11,16-32,29,29,1.0,0,0.0,0.044612771135205474,0.04329698209316275,106.92033060596548,103.20035125909213,1.1459061328250033
T_FIXED,11,4-<8,22,22,1.0,0,0.0,0.0,0.0,69.92284003998661,59.18451495572508,2.6902052252602306
T_FIXED,11,8-<16,38,38,1.0,0,0.0,0.0,0.0,111.97254619092931,115.0706231465912,2.2056742113244323
T_FIXED,11,<4,7,7,1.0,0,0.0,0.0,0.0,103.46748276032216,102.85700024791701,7.267593887826104
T_FIXED,12,16-32,26,26,1.0,0,0.0,0.02136277844279566,0.01528744219139011,116.90961885637923,111.57530721967115,1.2454053893489885
T_FIXED,12,4-<8,19,19,1.0,0,0.0,0.0,0.0,70.70142625158537,60.36400003313233,2.624521740570971
T_FIXED,12,8-<16,34,34,1.0,0,0.0,0.0,0.0,121.86149876816874,125.09427901099102,2.432518459715301
T_FIXED,12,<4,7,7,1.0,0,0.0,0.0,0.0,111.24876670731912,111.26797607577842,7.805042358917073
T_FIXED,13,16-32,23,23,1.0,0,0.0,0.0057031017893080784,0.0,127.0262102153658,119.93539927811138,1.346862866321594
T_FIXED,13,4-<8,17,17,1.0,0,0.0,0.0,0.0,74.56194181627271,64.37439320102365,2.798886660914072
T_FIXED,13,8-<16,30,30,1.0,0,0.0,0.0,0.0,131.62166520099433,133.92279352354169,2.6743448048712732
T_FIXED,13,<4,7,7,1.0,0,0.0,0.0,0.0,118.72510910792928,118.62361695716415,8.406618657040294
T_FIXED,14,16-32,20,20,1.0,0,0.0,0.0015017657557942175,0.0,137.32734170408085,143.49735620084064,1.4447574447815177
T_FIXED,14,4-<8,15,15,1.0,0,0.0,0.0,0.0,77.74979837938108,67.74446471852885,2.945411509501254
T_FIXED,14,8-<16,26,26,1.0,0,0.0,0.0,0.0,141.0302759820259,144.0131626115383,2.823763968528503
T_FIXED,14,<4,7,7,1.0,0,0.0,0.0,0.0,126.47447913570264,126.12915008038388,9.009225005741706
T_FIXED,15,16-32,17,17,1.0,0,0.0,0.0,0.0,147.9541033384876,172.93441675964908,1.5478356596828244
T_FIXED,15,4-<8,13,13,1.0,0,0.0,0.0,0.0,80.1266223777743,68.49498156799518,2.978042676869356
T_FIXED,15,8-<16,22,22,1.0,0,0.0,0.0,0.0,150.1952050006609,154.7902830269244,3.0063768655426304
T_FIXED,15,<4,7,7,1.0,0,0.0,0.0,0.0,133.53555654382254,133.53955406545282,9.501829174062289
T_FIXED,16,16-32,14,14,1.0,0,0.0,0.0,0.0,159.50554524526925,184.8516802681026,1.6504614309652017
T_FIXED,16,4-<8,11,11,1.0,0,0.0,0.0,0.0,80.81841973199704,69.75403214151852,3.0327840061529794
T_FIXED,16,8-<16,18,18,1.0,0,0.0,0.0,0.0,158.76044659420248,165.92600864211084,3.2226074896350623
T_FIXED,16,<4,7,7,1.0,0,0.0,0.0,0.0,140.5907553949385,140.5384733800677,9.932440792778019
T_FIXED,17,16-32,11,11,1.0,0,0.0,0.0,0.0,172.52206701776,197.21878713753415,1.7500697530741454
T_FIXED,17,4-<8,9,9,1.0,0,0.0,0.0,0.0,78.81009402743727,67.55044411401009,2.936975831043917
T_FIXED,17,8-<16,14,14,1.0,0,0.0,0.0,0.0,166.61313397263606,177.04524183842074,3.438584951947945
T_FIXED,17,<4,7,7,1.0,0,0.0,0.0,0.0,146.72267191639432,148.4303287741424,10.432683264723453
T_FIXED,18,16-32,9,9,1.0,0,0.0,0.0,0.0,184.68089555997807,209.4528586579806,1.8535651208670851
T_FIXED,18,4-<8,7,7,1.0,0,0.0,0.0,0.0,72.7393342926556,61.85315270865342,2.689267509071888
T_FIXED,18,8-<16,9,9,1.0,0,0.0,0.0,0.0,177.6395875988887,191.04875032305236,3.7460539279029876
T_FIXED,18,<4,7,7,1.0,0,0.0,0.0,0.0,153.00300658362949,155.11064599182095,10.8864881849015
T_FIXED,19,16-32,7,7,1.0,0,0.0,0.0,0.0,198.80185555341635,220.37808420984152,1.943581350019292
T_FIXED,19,4-<8,5,5,1.0,0,0.0,0.0,0.0,58.46329866360331,56.56025548032823,2.4591415426229664
T_FIXED,19,8-<16,7,7,1.0,0,0.0,0.0,0.0,188.91783418759255,202.54197095910763,3.97141119527662
T_FIXED,19,<4,6,6,1.0,0,0.0,0.0,0.0,158.366457449246,160.76931245972554,11.46168293698445
T_FIXED,20,16-32,5,5,1.0,0,0.0,0.0,0.0,217.1204432357854,232.2035744772246,2.04386465397887
T_FIXED,20,4-<8,4,4,1.0,0,0.0,0.0,0.0,57.42929035692203,57.11911583801579,2.4834398190441647
T_FIXED,20,8-<16,5,5,1.0,0,0.0,0.0,0.0,202.4659749405858,213.687856463581,4.189957969874137
T_FIXED,20,<4,5,5,1.0,0,0.0,0.0,0.0,162.94063395018628,167.63446095597408,11.97788406324978
T_FIXED,21,16-32,3,3,1.0,0,0.0,0.0,0.0,246.7115095174411,245.51807469104997,2.2319824971913635
T_FIXED,21,4-<8,3,3,1.0,0,0.0,0.0,0.0,56.58524592317144,57.118298293979315,2.4834042736512747
T_FIXED,21,8-<16,3,3,1.0,0,0.0,0.0,0.0,224.55389462953386,225.18547910555867,4.415401551089386
T_FIXED,21,<4,4,4,1.0,0,0.0,0.0,0.0,166.71029629994848,173.39350886564415,12.441579289731997
T_FIXED,22,16-32,2,2,1.0,0,0.0,0.0,0.0,258.9150748530996,258.9150748530996,2.5420165095215306
T_FIXED,22,4-<8,2,2,1.0,0,0.0,0.0,0.0,55.75402023296442,55.75402023296442,2.3792600300934907
T_FIXED,22,8-<16,2,2,1.0,0,0.0,0.0,0.0,233.5458272617439,233.5458272617439,4.535874325752083
T_FIXED,22,<4,2,2,1.0,0,0.0,0.0,0.0,180.20658782181758,180.20658782181758,12.871899130129826
T_FIXED,23,16-32,1,1,1.0,0,0.0,0.0,0.0,272.0847753917885,272.0847753917885,2.8640502672819843
T_FIXED,23,4-<8,1,1,1.0,0,0.0,0.0,0.0,53.89341332667657,53.89341332667657,2.245558888611524
T_FIXED,23,8-<16,1,1,1.0,0,0.0,0.0,0.0,241.73642671306283,241.73642671306283,4.64877743678967
T_FIXED,23,<4,1,1,1.0,0,0.0,0.0,0.0,186.02839165030696,186.02839165030696,13.287742260736211
T_RES_CV,1,16-32,62,62,1.0,62,1.0,0.9486317129735349,0.9631272610425465,2.7520829829773983,1.3444842203856457,0.015076696273583896
T_RES_CV,1,4-<8,43,43,1.0,43,1.0,0.8485926647687005,0.875,2.155473519515334,1.118033988749895,0.06211299937499416
T_RES_CV,1,8-<16,105,105,1.0,105,1.0,0.9063686956578475,0.9241615853658537,2.590662954886644,1.4142135623730951,0.03103450270560316
T_RES_CV,1,<4,8,8,1.0,8,1.0,0.7909335964107725,0.7811204616253894,4.435044700792719,2.192583314046998,0.18662627948941612
T_RES_CV,1,>32,9,9,1.0,9,1.0,0.9647955009820576,0.9766021682448195,1.7060769782025595,1.5811388300841898,0.009411540655263034
T_RES_CV,2,16-32,58,58,1.0,57,0.9827586206896551,0.8993179784603564,0.9165324743271603,5.272001961055228,3.1214716919327667,0.034889202269046744
