update_id,excluded_class,start_frame,end_frame,donors,donor_count,boundary_donor_count,sufficient,reason,rms_spread,minor_spread,major_spread,eigen_ratio,source_condition,weighted_rms_spread,weighted_minor_spread,weighted_eigen_ratio,weighted_source_condition,effective_donors,a,b,c,d,tx,ty,determinant,singular_min,singular_max,map_condition,anisotropy_ratio,rotation_deg,isotropic_scale,shear_magnitude,fit_median,fit_rms,fit_p90,weights,donor_errors
condor:11,condor,10,11,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,,1050.7678585206154,528.2286995031941,908.3432905686948,0.3381769177726626,2.9570320960587977,1050.7678585206154,528.2286995031941,0.3381769177726626,2.9570320960587977,10.0,1.0071064166087373,0.00021181207253758962,0.0003135416089267944,1.0131346272072772,-13.772951433733851,51.35708186634338,1.020334317537052,1.0070949935031748,1.0131460528741427,1.0060084296019776,1.0060084296019776,0.0028851374442859998,1.0101159921202376,0.00026282861611687296,0.3865031894410873,0.6794154862307719,1.0382508947367008,1|1|1|1|1|1|1|1|1|1,0.099648961008528575|1.0024214443039161|0.42492658611051892|0.85361602754215149|1.3607159486317646|0.60782401590566537|0.34085531137746305|0.34447267781798524|0.34807979277165563|0.33919197727147943
condor:12,condor,11,12,helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,,1059.8645833312858,535.1413541644641,914.8424269036847,0.342171971368036,2.9225070539878093,1056.5821717371102,522.7443045896083,0.32411365381984003,3.0853374679360295,9.948896507905339,1.0069607261655342,-0.00012437628625272266,0.0006508341194759044,1.0108357957361935,-13.06597991257604,52.46232047407716,1.0178720278569637,1.0069430015464993,1.0108536692679522,1.0038837031643764,1.0038837031643764,0.022012270224225028,1.0088964406008,0.00026397327205169554,0.8812259253708332,1.5936078908135995,2.147870041068425,1|0.76667392987256222|1|1|1|1|1|1|1|1,1.3247639111302223|3.9130064108871694|1.1500265870119897|0.61242526372967665|0.61123292439964427|0.24992670319691834|1.9517437777552316|1.4143063744961415|0.13844577157918941|0.6056517801607576
condor:13,condor,12,13,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,0,1,,1046.4136312445098,462.9151288708488,938.4514218204405,0.24332075521757296,4.109801480378517,1046.4136312445098,462.9151288708488,0.24332075521757296,4.109801480378517,9.0,1.0072151622864531,0.0003352557254964998,0.0005250907009738407,1.012572091009724,-14.229445078861772,51.23443653098775,1.0198777869334286,1.007180842814277,1.0126064194029678,1.0053868941485529,1.0053868941485529,0.005385093330519718,1.009889987539944,0.0004304249537963443,0.5946640883825142,0.6617093242056353,0.9767402777225129,1|1|1|1|1|1|1|1|1,0.58683162825966317|0.54607747487924085|0.70013868778506172|1.0195997837347968|0.96602540121944191|0.17874961380829416|0.66760650327842985|0.59466408838251417|0.062473006771259804
condor:14,condor,13,14,helicopter|jet_plane|large_launcher|large_tower|small_launcher|small_tower|spacecraft|ta-ta|tank,9,0,1,,1055.0562415527934,468.74030641549894,945.2122502279635,0.24592683240654858,4.0662500720818935,1055.0562415527934,468.74030641549894,0.24592683240654858,4.0662500720818935,9.0,1.0072169440383,0.00041209000987599487,0.0002985072008252366,1.0131159421661924,-14.186351483805083,51.695852379898724,1.0204274202132801,1.0071956229559005,1.013137266441396,1.0058991951017997,1.0058991951017997,-0.003221160048143009,1.0101620762101893,0.0003551327843984555,0.45453695138972416,0.5296381790619029,0.7912649998427984,1|1|1|1|1|1|1|1|1,0.29814617025422696|0.53288154549339295|0.78375944456035351|0.82128722097257778|0.37880960422529519|0.45453695138972416|0.43171410203057337|0.29157121700856015|0.49143927695399486
condor:15,condor,14,15,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,,1165.553499415621,533.8458816741946,1036.1098081861312,0.26547291809630436,3.766862575553694,1095.475140379136,500.1258363052397,0.2633070197016485,3.7978478550746337,9.438350318776083,1.0071827777928246,0.0002642950638625732,-6.873813756791643e-05,1.0144021278152375,-14.235047078567277,50.67673376987818,1.0216883710590534,1.0071814674456216,1.014403465594163,1.0071705034117213,1.0071705034117213,-0.009438830223824812,1.0107860164540532,9.718380878099904e-05,0.7087857816526935,3.967843892808887,3.6715943218894185,1|1|1|1|0.24801050831375335|1|1|1|1|1,0.90919074535046762|0.94930103733603033|0.74390967547326059|2.7355201745496163|12.096261647947673|0.38657645669213103|0.23235248104188405|0.5909585547788343|0.58953527031926245|0.67366188783212644
condor:16,condor,15,16,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,,1176.6256350258566,542.561339721237,1044.0666059403952,0.27004819521004486,3.7030427076996193,1176.6256350258566,542.561339721237,0.27004819521004486,3.7030427076996193,10.0,1.00730742416427,0.0006859597448038108,0.0003833869984586765,1.0132344371226387,-14.820349889728732,51.43361677634903,1.0206383079444916,1.0072595890745208,1.013282294867268,1.0059792985423757,1.0059792985423757,-0.0085799465795929,1.0102664539340558,0.0005342295855289257,0.6022037626747252,0.7422707916516018,1.158709853144923,1|1|1|1|1|1|1|1|1|1,0.57202197738135363|0.60524212327449112|1.2727968164569416|1.1460335238880319|0.64032893226853616|0.59916540207495927|0.5533610931166163|0.80135790973335186|0.14650890787330254|0.37928796137270243
condor:17,condor,16,17,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,0,1,,1186.7567916384553,549.7042173825272,1051.7684896838578,0.27316045464563954,3.6608520120427435,1186.7567916384553,549.7042173825272,0.27316045464563954,3.6608520120427435,10.0,1.0070702067500341,0.0006628322467023857,0.0004338980390993135,1.0131184102546607,-14.35531427019123,51.31329452418299,1.0202810792758148,1.0070208973891623,1.0131677325873092,1.006103979782429,1.006103979782429,-0.0064929401716595034,1.0100896392280314,0.0005480224385408243,0.4110267020899359,0.5463270375830336,0.8194416903499456,1|1|1|1|1|1|1|1|1|1,0.26780880989869782|0.24189236512612947|0.84979138276528865|0.81606950230379638|0.42682061610321498|0.31338978587336458|0.32366670454216928|0.39523278807665685|0.5676479291140486|0.77640308997090701
condor:18,condor,17,18,helicopter|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,10,1,1,,1196.7397377876277,556.8755385500187,1059.2807156578592,0.2763720696561587,3.6183106391471633,1223.582286875587,517.5195488435659,0.21786429099901106,4.590013330842453,9.18521406306354,1.007372670157468,0.0007102310440079367,7.381474543584564e-05,1.012152794797008,-15.133152212170899,53.371618653391124,1.019615011076482,1.007340783474264,1.0121847817576537,1.0048086986676772,1.0048086986676772,-0.018055710288003495,1.0097598779296402,0.0003912696911219321,0.7260456700880535,9.830989411248028,4.945293620113901,0.096874566418635108|1|1|1|1|1|1|1|1|1,30.967880537764248|1.0742362856347307|0.24713789747995987|0.83106602772493954|0.62102531245116743|0.14459095448632059|2.0538950737083188|0.85384249734329731|0.33888712810350013|0.31498588348663392
condor:19,condor,18,19,jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|small_tower|spacecraft|ta-ta|tank,9,1,1,,1236.7222035048837,518.5013669560418,1122.7814306919631,0.21325998220176878,4.689112273552961,1257.960211510629,451.6325308599947,0.147967452991457,6.758242976972346,8.373362730295275,1.0074129300824743,0.00037235869359456035,-0.00013143274958317926,1.0109550063297041,-14.725446708873733,55.056190138546754,1.0184491940482805,1.0074088694048011,1.010959129881398,1.003524150505737,1.003524150505737,-0.014301219479709618,1.0091824384363217,0.00012002091117906181,1.4252325498933627,4.979195429945092,4.39387874103698,1|1|1|1|1|0.20629304468612064|1|1|1,0.48170581770825072|1.8567435461550237|1.4407425120340349|1.4252325498933627|0.05748863000775694|14.542419520564794|1.8441224940372831|0.25761897049281429|0.62649381988863517
condor:20,condor,19,20,hangar|jet_plane|large_launcher|large_tower|medium_launcher|small_launcher|spacecraft|ta-ta|tank,9,3,1,,1412.3968551873832,603.2661593303147,1277.080583812181,0.223142001186677,4.481451249347791,1276.9621451082623,458.4010802632376,0.14792779763001135,6.760054675465012,8.038598995250856,1.0062568863154577,-0.001354929074101515,0.002160440394192919,1.0178536696657023,-10.825927753374344,41.89013700420128,1.0242251916060752,1.0062444417904075,1.0178691668434705,1.0115525856047256,1.0115525856047256,0.09950821651411411,1.0120401136348673,0.0004128253811818362,1.3997756430053252,6.157819728154169,8.32871080912878,0.1810809868970312|1|0.47824484725446104|1|1|1|1|1|0.73511887880038951,16.580395294500661|1.3525424773973989|6.265789687785805|1.6469375373239217|1.312790072275865|0.66625649063231174|1.3469351479994327|1.3997756430053252|4.0763181515536431
condor:21,condor,20,21,hangar|jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|spacecraft|ta-ta|tank,10,4,1,,1457.3310794050883,660.3551032470967,1299.1324076534756,0.2583736637495396,3.870363509530805,1371.1702419062838,639.8354758234285,0.27836017907242316,3.59246787141857,9.167343011380666,1.0053234555938353,3.611287866457809e-05,0.0018081845980963526,1.0170591344252267,-11.473459921311587,43.50017619613391,1.022473338264893,1.0052518264875607,1.0171315399023007,1.0118176491717987,1.0118176491717987,0.05020425167536143,1.011174237342355,0.0009272899576597424,2.0977422627345326,6.301199218541739,5.9618547902457095,0.16261505091986458|1|0.78035853963765023|0.65581635472975452|1|1|1|1|1|1,18.448477862155652|1.5924160912159266|3.8443851409466094|4.5744522267001653|2.6030684342531387|0.10848522036711736|0.9546680106259483|1.0708026680348923|1.3995276374677386|2.7676090591599092
condor:22,condor,21,22,hangar|jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|spacecraft|ta-ta|tank,10,4,1,,1470.1376313121164,673.1456727234474,1306.9734344253893,0.26526783704104845,3.769774772375652,1450.0163667101692,618.6024330938233,0.22249767740938145,4.494428938060617,8.898240392691411,1.005324473530928,2.884328787058838e-05,0.0008654223591053698,1.0127574423367978,-11.65882931240526,50.48915502376963,1.018149817570144,1.005297759434344,1.012784329831822,1.007447117361219,1.007447117361219,0.02375148743378508,1.009034101291995,0.00044867342263132866,2.16232390690781,6.592919330776865,7.623554545630066,0.46765375554497596|1|1|0.58998103002516078|1|1|1|0.16215757646053613|1|1,6.4150024765983922|2.0445469552937134|1.969105022866265|5.0849092552543915|2.2849027723466553|1.6990485759432787|1.3607989445039115|18.500523166915176|1.4738417094269807|2.2801008585219065
condor:23,condor,22,23,hangar|jet_plane|large_launcher|large_tower|medium_launcher|medium_plane|small_launcher|ta-ta|tank,9,2,1,,1509.7876373439224,609.1926872225495,1381.4278771297154,0.19447014195614407,5.142177559707417,1502.2444686669644,619.1199826699278,0.2046032037000012,4.887509002382226,8.83920927230919,1.0054891448186916,9.32728610696867e-05,0.00038416800323263063,1.0131563432475494,-12.187128205945783,52.1886446799565,1.0187176693071625,1.0054817298603551,1.0131637791654808,1.007640167968236,1.007640167968236,0.008256558127693794,1.0093154458875393,0.00023927286712797813,1.2914713501016202,2.18073569472387,2.935348395154496,1|1|1|0.59037097837994956|1|1|1|1|1,0.091696213973445989|2.1465530336299987|1.7256632671318419|5.0815506010006937|2.3987978436929458|0.24160963066242497|1.2914713501016202|0.83768153488740849|1.0963987767796657
condor:24,condor,23,24,hangar|jet_plane|large_launcher|large_tower|medium_plane|small_launcher|ta-ta|tank,8,1,1,,1437.9243721420123,541.0315176346469,1332.2580068912894,0.1649181494811604,6.063613999708601,1437.9243721420123,541.0315176346469,0.1649181494811604,6.063613999708601,8.0,1.006575935318905,-0.0014348231665658494,0.0002085701456491822,1.0133091447731513,-11.640119963024972,52.624381732506436,1.019972899428511,1.0065208936743113,1.013364854956059,1.0067996216718003,1.0067996216718003,0.04661625605410859,1.0099370769649518,0.0006103872141413374,1.0326313045926263,1.5190115940305344,2.263311964132737,1|1|1|1|1|1|1|1,1.0292306556779134|1.4582185912404586|2.9684931828633401|1.9610914418196219|0.64260729050488219|1.0360319535073392|0.94230186801683524|0.49130643300940213
hangar:1,hangar,0,1,condor|helicopter|jammer|large_launcher|mine_roller|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,1,1,,946.3932031884646,556.7028362143444,765.3378647317975,0.529103296126165,1.8899901159594161,897.865749819177,566.4837577397377,0.6613041904313546,1.5121634105293078,10.431169205409264,1.0065969613529702,0.00022703672089912817,0.0010397833119522924,1.0148428356467143,-12.844114656747479,47.2455080115642,1.0215374785438207,1.0065486711706442,1.0148912892167887,1.0082883404301173,1.0082883404301173,0.023036524283755917,1.0107113725212657,0.0006350676464743074,0.5259214640909475,3.8253508992552048,2.1524610840028715,1|1|1|1|1|1|1|1|1|1|0.24355759242603722,0.75707133175528962|0.38940174231311031|0.44315712935646245|0.018053676593624723|0.41795664676960564|1.3838647985747892|0.52592146409094753|0.32797437990562772|1.1041569984031008|2.1524610840028715|12.317415236854266
hangar:2,hangar,1,2,condor|helicopter|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,0,1,,923.1884504260222,467.42791098800296,796.1080724558643,0.34473488018419196,2.9007798673162974,923.1884504260222,467.42791098800296,0.34473488018419196,2.9007798673162974,10.0,1.006856587449156,3.651726532237786e-05,9.345444295888357e-05,1.013350617306214,-12.981089264852699,50.964448848293046,1.0202987410177295,1.006855937601026,1.0133512679566978,1.0064511020028821,1.0064511020028821,0.0016148145434862927,1.0100983818508618,6.507736743348812e-05,0.5186652761213597,0.546008232077731,0.778068048346017,1|1|1|1|1|1|1|1|1|1,0.76172234134280536|0.50485682057069003|0.60572859051159245|0.27850343379503378|0.14926698693263313|0.53247373167202938|0.20054289363802422|0.60643881962965418|0.36321608817196793|0.92517941137492188
hangar:3,hangar,2,3,condor|helicopter|jammer|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,10,0,1,,931.3831220287385,473.3274013692366,802.1444328255639,0.3481914851496681,2.8719829250567566,931.3831220287385,473.3274013692366,0.3481914851496681,2.8719829250567566,10.0,1.0068503119858432,4.8304109867667844e-05,-0.00015034345715859434,1.0134286710934137,-13.136898745589178,51.35834479833511,1.020370980928009,1.0068499212002762,1.0134290716451704,1.0065343903856605,1.0065343903856605,-0.0056337106210546046,1.0101341400665602,5.134308789662228e-05,0.4184601454954665,0.4934078159570135,0.7036704650751486,1|1|1|1|1|1|1|1|1|1,0.69438812776107117|0.23685258297646974|0.24762794923467399|0.21138495732270801|0.33539146983109019|0.019839934019126669|0.78721150090184555|0.65316430636141731|0.61603387186420577|0.50152882115984287
hangar:4,hangar,3,4,condor|helicopter|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,1,1,,936.9209660874362,532.0070254552561,771.22592121924,0.47585156170262677,2.1014956773955666,939.753841001376,488.5503315640959,0.3703611729856917,2.700067050599371,10.25701594030593,1.0067636173251464,0.0001764652073100266,-0.00037426805882900815,1.0147204719277072,-13.04177164433304,50.49975529800065,1.0215837189371089,1.0067624257090455,1.0147217385647114,1.0079058501314848,1.0079058501314848,-0.015609665776881691,1.0107342474345613,9.998530506004832e-05,0.6513634804914123,6.64102549391372,1.7251155927832182,1|1|1|0.13722359668414008|1|1|1|1|1|1|1,0.59040136497545537|0.20073323567797513|0.74863699952355078|21.862129200019222|1.2405268963203451|0.78855957740545157|0.42850039986978972|0.65136348049141235|0.52578248657957904|0.46076719088506357|1.7251155927832182
hangar:5,hangar,4,5,condor|helicopter|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,0,1,,947.5498002569269,541.9331971849306,777.2766777382822,0.48611635976920714,2.0571206459185385,947.5498002569269,541.9331971849306,0.48611635976920714,2.0571206459185385,11.0,1.0069541766123167,0.00026739886948295375,-8.478136563775093e-05,1.0133948259868364,-13.581106588697594,51.474322158675136,1.0204421752551982,1.0069528977406563,1.0133961355539154,1.006398747972935,1.006398747972935,-0.009987601582696749,1.0101693794880136,9.074739470679763e-05,0.3792626157574427,0.46901833370921364,0.7077831361672267,1|1|1|1|1|1|1|1|1|1|1,0.59622427056837868|0.70778313616722666|0.26791511183546768|0.81947454843939527|0.30065918781957857|0.053747481575237274|0.37926261575744269|0.30926851916938503|0.45625761087982697|0.3593890627737355|0.38716842068821361
hangar:6,hangar,5,6,condor|helicopter|jammer|jet_plane|large_launcher|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,11,0,1,,956.4390287428046,548.6888533305652,783.4003816269615,0.4905516237067128,2.0385214352034686,956.4390287428046,548.6888533305652,0.4905516237067128,2.0385214352034686,11.0,1.0071340578119519,6.252168524758552e-05,0.0002634585090891217,1.013445443707225,-13.632705691776664,50.772971116014446,1.0206754056200213,1.0071298564289652,1.0134496550813075,1.0062750583869597,1.0062750583869597,0.005697787148823632,1.0102848141093785,0.00016330391470725076,0.47580304687678976,0.6856124436474429,1.0470403792414602,1|1|1|1|1|1|1|1|1|1|1,0.95413897860831109|0.26505008906526456|0.76979144849703485|0.40516171305852161|0.47580304687678976|0.25819195861353855|0.71978171676870162|0.29825955633585222|1.0470403792414602|0.44956129010297258|1.1112362505940241
hangar:7,hangar,6,7,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,12,1,1,,1040.5768599141963,636.2416448941325,823.4055930653481,0.5970580513014045,1.6748790135570653,982.3338138464973,580.5023075001054,0.5365997611283227,1.863586368166235,11.332902329807748,1.0068179813292844,8.971920957527602e-05,-0.0009015052421865441,1.0149225312917471,-12.988455477783646,51.37068873404792,1.021842335043102,1.006797825575796,1.0149429300353348,1.008090109307577,1.008090109307577,-0.02809112877295833,1.0108621741083708,0.00040787972771140274,0.6641486400053697,4.8552460348158295,1.9789146493444432,1|1|1|1|1|0.18201056459647916|1|1|1|1|1|1,0.5542789981078281|0.47072702990620835|0.81987302924757122|1.9794293093918911|1.9742827089174118|16.482559716525373|0.37391882572372837|0.49382650718474647|0.5638920804112163|0.56943430895327363|0.7588629710574657|0.7664709605413681
hangar:8,hangar,7,8,condor|helicopter|jammer|jet_plane|large_launcher|large_tower|small_launcher|small_plane|small_tower|spacecraft|ta-ta|tank,12,0,1,,1051.8506797214877,647.3153246435635,829.0794430645074,0.6095923151317024,1.6404406275757422,1051.8506797214877,647.3153246435635,0.6095923151317024,1.6404406275757422,12.0,1.0069752599214263,0.0002881621118327194,0.00036544261344580907,1.0133012471768061,-13.571572655950149,50.95051085917339,1.0203691814478546,1.006958422771704,1.0133180858046122,1.0063157156135631,1.0063157156135631,0.0021917032462471656,1.0101332493527053,0.00032692335461740105,0.8166200873300031,0.7950333308025482,1.023735814670486,1|1|1|1|1|1|1|1|1|1|1|1,0.67145623301042334|0.86471858030725757|0.99030282230808941|0.14596090327968378|0.76852159435274869|1.2575469820152787|0.39007958085492117|1.0274505915996412|0.86885383025310459|0.94017594888516098|0.23124703733076771|0.55871313559527336
