iteration,score,sim_time,final_num_agents,extinct,wall_seconds
2,65.01400000000059,64.8000000000006,0,True,0.830141544342041
2,77.69329958542077,79.99999999999973,0,True,0.8925914764404297
2,63.41359947005926,63.90000000000064,0,True,0.8381447792053223
3,89.50259999999919,89.2999999999992,0,True,0.22073936462402344
4,55.562304239710556,56.80000000000054,0,True,0.3294532299041748
5,97.15359999999876,96.99999999999876,0,True,0.6061885356903076
6,166.78728517814574,169.69999999999465,0,True,0.9092655181884766
6,68.16401320288146,69.20000000000034,0,True,0.1401844024658203
6,174.1021999999944,173.29999999999444,0,True,0.8646483421325684
8,72.79360000000014,72.70000000000014,0,True,0.7779734134674072
8,76.12601605762501,78.99999999999979,0,True,0.11475586891174316
8,104.28759999999835,103.99999999999837,0,True,0.2895801067352295
10,81.10756868905317,82.2999999999996,0,True,0.16138458251953125
10,151.9165999999957,151.2999999999957,0,True,0.8322253227233887
10,80.20559999999972,79.99999999999973,0,True,0.3882710933685303
11,42.403694469001465,43.60000000000035,0,True,0.2100987434387207
12,160.1357999999952,159.39999999999523,0,True,0.6461281776428223
12,56.3574442130521,58.40000000000056,0,True,0.7116668224334717
12,92.12335108203062,92.19999999999904,0,True,0.5575990676879883
13,23.163956160808407,25.700000000000095,0,True,0.4029250144958496
13,128.72979999999697,127.89999999999701,0,True,0.9157319068908691
13,56.82000000000054,56.700000000000536,0,True,1.475517749786377
14,77.95399999999987,77.69999999999986,0,True,0.8114743232727051
14,30.7424732697276,32.60000000000019,0,True,0.15111565589904785
15,56.99855062171954,57.90000000000055,0,True,0.5135250091552734
15,68.58000000000038,68.40000000000039,0,True,0.7892210483551025
16,57.375800000000545,57.300000000000544,0,True,0.024998903274536133
16,98.64519999999868,98.1999999999987,0,True,0.4361085891723633
17,68.53665114497086,70.70000000000026,0,True,0.32492685317993164
18,78.86319999999981,78.59999999999981,0,True,0.004001140594482422
18,94.8587999999989,94.29999999999892,0,True,0.8231716156005859
19,161.01244578140546,163.89999999999498,0,True,0.6681246757507324
20,90.86079999999912,90.59999999999913,0,True,0.21356725692749023
20,112.6705224035793,114.79999999999775,0,True,0.3956258296966553
20,59.260800000000565,59.10000000000057,0,True,0.3133077621459961
22,100.22079999999859,99.9999999999986,0,True,0.2627544403076172
23,133.07808220019442,136.19999999999655,0,True,0.6964261531829834
23,147.2369043098146,147.6999999999959,0,True,0.8828041553497314
24,161.32899999999515,160.79999999999515,0,True,0.3106844425201416
25,89.91650985574613,91.49999999999908,0,True,1.048159122467041
26,29.616384135076917,30.800000000000168,0,True,0.8205938339233398
26,93.70263024344158,94.5999999999989,0,True,0.2947549819946289
26,187.26779999999366,186.59999999999368,0,True,0.9098529815673828
28,185.59539999999376,184.99999999999378,0,True,1.0014474391937256
28,106.12024650262462,107.39999999999817,0,True,1.0049376487731934
28,53.09160000000048,53.00000000000048,0,True,0.33041906356811523
30,133.75317870815337,134.79999999999663,0,True,0.09429669380187988
30,82.02819999999961,81.89999999999962,0,True,1.484750509262085
30,74.19600000000005,74.10000000000007,0,True,0.11431527137756348
32,74.24060000000006,74.10000000000007,0,True,0.799224853515625
32,111.79019999999792,111.49999999999794,0,True,0.8707451820373535
33,131.83308449939094,132.59999999999675,0,True,0.41108226776123047
34,69.63260000000032,69.40000000000033,0,True,0.7407581806182861
34,73.34560730614812,73.6000000000001,0,True,0.8309369087219238
36,295.2473999999987,293.99999999999835,0,True,0.2440943717956543
36,127.58373637028289,129.19999999999695,0,True,0.6048412322998047
36,82.86306900584505,84.79999999999946,0,True,1.0989494323730469
38,65.08220000000058,64.8000000000006,0,True,0.29662299156188965
38,160.4370897789364,163.299999999995,0,True,0.8650743961334229
39,100.57461615386278,102.99999999999842,0,True,0.21780705451965332
40,153.33697035051196,155.09999999999548,0,True,0.14707660675048828
40,45.48458965300023,46.000000000000384,0,True,0.35143041610717773
40,85.09259999999945,84.69999999999946,0,True,0.6257083415985107
42,160.8002244555199,163.89999999999498,0,True,0.8981747627258301
43,147.31721553970073,151.1999999999957,0,True,0.8027527332305908
43,137.3601999999965,136.8999999999965,0,True,0.9704580307006836
44,147.25839999999596,146.69999999999595,0,True,0.03771352767944336
