iteration,score,sim_time,final_num_agents,extinct,wall_seconds
3,99.17343284178733,101.6999999999985,0,True,0.8843269348144531
3,117.91419999999759,116.99999999999763,0,True,0.9700472354888916
4,133.12159999999673,132.49999999999676,0,True,0.5351760387420654
5,165.32939999999513,160.99999999999514,0,True,0.02102351188659668
6,91.84878021822496,95.99999999999882,0,True,1.1512205600738525
6,107.87639999999816,106.7999999999982,0,True,0.2999589443206787
7,146.31519999999608,144.79999999999606,0,True,0.5442051887512207
9,111.70493426400193,113.9999999999978,0,True,0.10243058204650879
9,81.25299999999966,80.99999999999967,0,True,0.8000094890594482
9,196.62339999999338,193.4999999999933,0,True,0.941906213760376
10,133.17939999999675,132.09999999999678,0,True,0.03112626075744629
13,146.808599999996,144.69999999999607,0,True,0.7054646015167236
13,188.53579999999397,182.39999999999392,0,True,0.7089684009552002
13,146.45024544748796,145.49999999999602,0,True,0.38952207565307617
16,117.97199999999759,117.29999999999761,0,True,0.7667372226715088
16,263.6420261190193,259.3999999999905,0,True,0.4923715591430664
17,157.75496370034708,159.29999999999524,0,True,1.235386848449707
17,159.00499999999536,157.09999999999536,0,True,0.12263226509094238
19,78.99279999999979,78.49999999999982,0,True,0.8480348587036133
20,152.01179541805286,149.3999999999958,0,True,0.75177001953125
20,145.4911999999961,144.0999999999961,0,True,0.887688398361206
20,166.66359999999497,164.19999999999496,0,True,0.510958194732666
22,129.61799999999698,127.49999999999703,0,True,1.092480182647705
23,133.08899999999676,132.09999999999678,0,True,0.6549043655395508
24,175.98148702429393,180.29999999999404,0,True,1.5892839431762695
24,134.91930483463096,135.2999999999966,0,True,0.1716310977935791
27,174.59539999999458,171.59999999999454,0,True,0.06710457801818848
27,114.12705851155656,119.79999999999747,0,True,1.2310149669647217
27,117.81458095518545,120.79999999999741,0,True,0.31561708450317383
27,148.20331351343526,149.09999999999582,0,True,0.7775099277496338
29,90.62299999999911,90.09999999999916,0,True,0.511746883392334
30,48.32320000000042,48.300000000000416,0,True,0.9440913200378418
30,127.91059999999706,126.79999999999707,0,True,1.5078051090240479
31,181.62656120674745,179.69999999999408,0,True,1.407665729522705
31,161.83199999999525,158.99999999999525,0,True,0.5375649929046631
32,63.86656596534874,63.90000000000064,0,True,0.1451559066772461
32,62.007200000000616,61.90000000000061,0,True,0.8476054668426514
34,87.02979999999933,86.69999999999935,0,True,0.3087739944458008
34,144.1961999999962,141.49999999999625,0,True,1.5617790222167969
35,134.49659999999668,133.09999999999673,0,True,1.6430699825286865
35,165.055799999995,162.79999999999504,0,True,0.7204790115356445
37,125.71359999999717,124.79999999999718,0,True,0.4353199005126953
37,49.84180000000044,49.80000000000044,0,True,0.09906911849975586
38,97.20059999999876,96.49999999999879,0,True,0.11813068389892578
39,102.24559999999848,101.79999999999849,0,True,0.979625940322876
39,100.4259999999986,99.7999999999986,0,True,0.5069458484649658
40,81.62190809392897,87.4999999999993,0,True,0.43958592414855957
40,209.0123999999926,205.7999999999926,0,True,0.10069632530212402
41,75.08800000000002,74.80000000000003,0,True,0.6777091026306152
41,67.83080000000041,67.50000000000044,0,True,2.083052635192871
44,183.9877999999939,181.59999999999397,0,True,0.7230305671691895
45,213.67539999999227,210.59999999999232,0,True,0.18922734260559082
45,173.22959999999466,169.49999999999466,0,True,1.7775485515594482
45,122.13659999999739,120.79999999999741,0,True,0.014998912811279297
47,100.03759999999858,99.49999999999862,0,True,0.7600240707397461
47,109.69539999999806,109.09999999999808,0,True,0.44748377799987793
49,177.10146347262332,174.49999999999437,0,True,1.0654170513153076
50,128.309399999997,127.29999999999704,0,True,1.330782413482666
50,177.76879999999431,175.19999999999433,0,True,0.10129880905151367
50,145.18339999999606,143.19999999999615,0,True,2.2171878814697266
51,84.36659999999951,83.9999999999995,0,True,0.5537168979644775
53,154.1173999999956,152.8999999999956,0,True,1.182201623916626
53,111.60199999999794,110.09999999999802,0,True,1.0722177028656006
54,138.1805999999965,136.09999999999656,0,True,0.4049198627471924
57,137.08119999999653,135.79999999999657,0,True,0.24743008613586426
58,156.0297999999955,154.19999999999553,0,True,0.17078542709350586
59,317.10000000000394,311.9000000000024,0,True,0.42197418212890625
59,229.89508505355946,225.89999999999145,0,True,0.6208682060241699
60,131.58359999999686,130.29999999999688,0,True,0.5437920093536377
62,62.38640000000062,62.300000000000615,0,True,0.12049627304077148
62,141.2233433511135,143.59999999999613,0,True,1.9202008247375488
62,136.7999999999966,134.79999999999663,0,True,1.4059815406799316
65,297.5475305077855,296.69999999999897,0,True,0.966465950012207
65,137.9427999999965,135.69999999999658,0,True,0.5845446586608887
65,91.46966206529406,93.59999999999896,0,True,0.2771117687225342
65,100.81506432469695,103.19999999999841,0,True,0.6692049503326416
67,72.66680000000015,72.40000000000016,0,True,0.28177642822265625
68,150.71879999999584,148.49999999999585,0,True,0.9550726413726807
70,68.2302000000004,68.1000000000004,0,True,0.5884575843811035
70,197.8603999999932,193.5999999999933,0,True,0.2387866973876953
72,300.9322751629789,295.39999999999867,0,True,1.702899694442749
72,210.41759999999252,206.29999999999256,0,True,0.48029017448425293
74,178.03074238389414,176.99999999999423,0,True,0.9758093357086182
75,177.71193915948265,177.79999999999418,0,True,0.11737728118896484
76,142.25059999999633,139.39999999999637,0,True,0.5981667041778564
76,143.97259999999616,142.4999999999962,0,True,0.0227811336517334
78,132.33059999999685,130.79999999999686,0,True,0.5590722560882568
78,161.58099999999519,159.19999999999524,0,True,0.46440553665161133
80,147.51299999999597,145.999999999996,0,True,0.05830121040344238
80,175.8021140415337,174.69999999999436,0,True,1.1098339557647705
81,112.36859999999788,111.99999999999791,0,True,0.09848332405090332
83,217.69139999999214,213.89999999999213,0,True,1.0440633296966553
84,171.53971987953275,166.7999999999948,0,True,0.5774576663970947
84,149.33779999999592,146.49999999999596,0,True,0.06144523620605469
84,151.55279999999578,149.1999999999958,0,True,0.9634509086608887
85,67.66020000000043,67.50000000000044,0,True,0.9252097606658936
87,111.76759999999796,110.499999999998,0,True,0.8361470699310303
87,143.32779999999622,141.19999999999627,0,True,0.45679473876953125
88,165.87879999999495,164.29999999999495,0,True,0.367703914642334
89,57.083800000000544,57.00000000000054,0,True,0.03913116455078125
89,101.8351999999985,100.59999999999856,0,True,2.5219454765319824
90,82.52999999999959,82.2999999999996,0,True,0.3975849151611328
90,185.65699999999381,183.29999999999387,0,True,0.6643598079681396
92,65.77620000000054,65.60000000000055,0,True,0.050600528717041016
92,144.65919999999616,142.1999999999962,0,True,1.2358603477478027
96,170.69539712524207,176.29999999999427,0,True,0.6606745719909668
96,247.41032978086483,246.2999999999903,0,True,0.9207761287689209
96,144.6321999999961,143.39999999999614,0,True,0.23801112174987793
96,276.31011367523524,273.8999999999938,0,True,1.3626561164855957
98,90.76179999999911,90.59999999999913,0,True,0.5050375461578369
99,139.51899999999637,137.79999999999646,0,True,1.0541613101959229
100,175.4425999999945,171.59999999999454,0,True,1.3152821063995361
101,191.72756486055903,188.69999999999357,0,True,0.8397674560546875
102,146.0587999999961,143.9999999999961,0,True,0.04551053047180176
104,165.73199999999494,164.09999999999496,0,True,0.0040013790130615234
105,172.0284853611293,171.69999999999453,0,True,1.9201653003692627
106,244.85036413905343,243.49999999999045,0,True,1.6676149368286133
107,86.81819999999935,86.39999999999937,0,True,1.3739604949951172
108,77.88399999999984,77.49999999999987,0,True,1.273681402206421
108,248.09359999999052,242.99999999999048,0,True,0.19114899635314941
110,104.79817345610624,108.99999999999808,0,True,2.0330650806427
111,317.9347213735959,318.5000000000039,0,True,2.0319032669067383
112,72.83820000000013,72.60000000000015,0,True,1.0819182395935059
114,250.9417999999903,246.2999999999903,0,True,1.4039068222045898
114,78.5017999999998,78.29999999999983,0,True,0.6726241111755371
116,195.81430173309968,196.19999999999314,0,True,0.9937171936035156
116,330.915200000007,324.2000000000052,0,True,0.13325953483581543
117,99.08779999999867,97.89999999999871,0,True,0.08931851387023926
118,153.84699350657633,152.9999999999956,0,True,1.4316833019256592
118,76.06139999999995,75.89999999999996,0,True,1.408233880996704
118,105.4926508237629,112.49999999999788,0,True,2.757201671600342
119,111.14739999999797,110.499999999998,0,True,0.5906429290771484
120,48.95660000000043,48.900000000000425,0,True,0.26360392570495605
121,94.92565179616838,95.69999999999884,0,True,0.2942342758178711
