class,cohort,method,horizon,count,valid_count,valid_fraction,mean_iou,median_iou
spacecraft,all_available,velocity,3,19,18,0.9473684210526315,0.733875264758072,0.7318087318087318
spacecraft,all_available,velocity,4,18,17,0.9444444444444444,0.6185243000243037,0.6331133472561091
spacecraft,all_available,velocity,5,17,8,0.47058823529411764,0.4931266289948289,0.499644128113879
spacecraft,all_available,velocity,6,16,0,0.0,0.379863388777505,0.39484838963453317
spacecraft,all_available,velocity,7,15,0,0.0,0.26328572979428627,0.2775277527752775
spacecraft,all_available,velocity,8,14,0,0.0,0.157849312404317,0.17550664592308501
spacecraft,all_available,velocity,9,13,0,0.0,0.05878825656882092,0.08097538532321141
spacecraft,all_available,velocity,10,12,0,0.0,0.006202992944095526,0.0
spacecraft,all_available,velocity,11,11,0,0.0,0.0,0.0
spacecraft,all_available,velocity,12,10,0,0.0,0.0,0.0
spacecraft,all_available,velocity,13,9,0,0.0,0.0,0.0
spacecraft,all_available,velocity,14,8,0,0.0,0.0,0.0
spacecraft,all_available,velocity,15,7,0,0.0,0.0,0.0
spacecraft,all_available,velocity,16,6,0,0.0,0.0,0.0
spacecraft,all_available,velocity,17,5,0,0.0,0.0,0.0
spacecraft,all_available,velocity,18,4,0,0.0,0.0,0.0
spacecraft,all_available,velocity,19,3,0,0.0,0.0,0.0
spacecraft,all_available,velocity,20,2,0,0.0,0.0,0.0
spacecraft,all_available,velocity,21,1,0,0.0,0.0,0.0
ta-ta,all_available,hold,1,24,0,0.0,0.0,0.0
ta-ta,all_available,hold,2,23,0,0.0,0.0,0.0
ta-ta,all_available,hold,3,22,0,0.0,0.0,0.0
ta-ta,all_available,hold,4,21,0,0.0,0.0,0.0
ta-ta,all_available,hold,5,20,0,0.0,0.0,0.0
ta-ta,all_available,hold,6,19,0,0.0,0.0,0.0
ta-ta,all_available,hold,7,18,0,0.0,0.0,0.0
ta-ta,all_available,hold,8,17,0,0.0,0.0,0.0
ta-ta,all_available,hold,9,16,0,0.0,0.0,0.0
ta-ta,all_available,hold,10,15,0,0.0,0.0,0.0
ta-ta,all_available,hold,11,14,0,0.0,0.0,0.0
ta-ta,all_available,hold,12,13,0,0.0,0.0,0.0
ta-ta,all_available,hold,13,12,0,0.0,0.0,0.0
ta-ta,all_available,hold,14,11,0,0.0,0.0,0.0
ta-ta,all_available,hold,15,10,0,0.0,0.0,0.0
ta-ta,all_available,hold,16,9,0,0.0,0.0,0.0
ta-ta,all_available,hold,17,8,0,0.0,0.0,0.0
ta-ta,all_available,hold,18,7,0,0.0,0.0,0.0
ta-ta,all_available,hold,19,6,0,0.0,0.0,0.0
ta-ta,all_available,hold,20,5,0,0.0,0.0,0.0
ta-ta,all_available,hold,21,4,0,0.0,0.0,0.0
ta-ta,all_available,hold,22,3,0,0.0,0.0,0.0
ta-ta,all_available,hold,23,2,0,0.0,0.0,0.0
ta-ta,all_available,hold,24,1,0,0.0,0.0,0.0
ta-ta,all_available,velocity,1,23,23,1.0,0.8617133895162121,0.868824531516184
ta-ta,all_available,velocity,2,22,21,0.9545454545454546,0.6789564014453631,0.7024720893141946
ta-ta,all_available,velocity,3,21,10,0.47619047619047616,0.4714899071930069,0.4860759493670886
ta-ta,all_available,velocity,4,20,0,0.0,0.2656347628275709,0.2957671957671958
ta-ta,all_available,velocity,5,19,0,0.0,0.1044471678938756,0.09198813056379822
ta-ta,all_available,velocity,6,18,0,0.0,0.01937150163142249,0.0
ta-ta,all_available,velocity,7,17,0,0.0,0.0,0.0
ta-ta,all_available,velocity,8,16,0,0.0,0.0,0.0
ta-ta,all_available,velocity,9,15,0,0.0,0.0,0.0
ta-ta,all_available,velocity,10,14,0,0.0,0.0,0.0
ta-ta,all_available,velocity,11,13,0,0.0,0.0,0.0
ta-ta,all_available,velocity,12,12,0,0.0,0.0,0.0
ta-ta,all_available,velocity,13,11,0,0.0,0.0,0.0
ta-ta,all_available,velocity,14,10,0,0.0,0.0,0.0
ta-ta,all_available,velocity,15,9,0,0.0,0.0,0.0
ta-ta,all_available,velocity,16,8,0,0.0,0.0,0.0
ta-ta,all_available,velocity,17,7,0,0.0,0.0,0.0
ta-ta,all_available,velocity,18,6,0,0.0,0.0,0.0
ta-ta,all_available,velocity,19,5,0,0.0,0.0,0.0
ta-ta,all_available,velocity,20,4,0,0.0,0.0,0.0
ta-ta,all_available,velocity,21,3,0,0.0,0.0,0.0
ta-ta,all_available,velocity,22,2,0,0.0,0.0,0.0
ta-ta,all_available,velocity,23,1,0,0.0,0.0,0.0
tank,all_available,hold,1,24,0,0.0,0.0,0.0
tank,all_available,hold,2,23,0,0.0,0.0,0.0
tank,all_available,hold,3,22,0,0.0,0.0,0.0
tank,all_available,hold,4,21,0,0.0,0.0,0.0
tank,all_available,hold,5,20,0,0.0,0.0,0.0
tank,all_available,hold,6,19,0,0.0,0.0,0.0
tank,all_available,hold,7,18,0,0.0,0.0,0.0
tank,all_available,hold,8,17,0,0.0,0.0,0.0
tank,all_available,hold,9,16,0,0.0,0.0,0.0
tank,all_available,hold,10,15,0,0.0,0.0,0.0
tank,all_available,hold,11,14,0,0.0,0.0,0.0
tank,all_available,hold,12,13,0,0.0,0.0,0.0
tank,all_available,hold,13,12,0,0.0,0.0,0.0
tank,all_available,hold,14,11,0,0.0,0.0,0.0
tank,all_available,hold,15,10,0,0.0,0.0,0.0
tank,all_available,hold,16,9,0,0.0,0.0,0.0
tank,all_available,hold,17,8,0,0.0,0.0,0.0
tank,all_available,hold,18,7,0,0.0,0.0,0.0
tank,all_available,hold,19,6,0,0.0,0.0,0.0
tank,all_available,hold,20,5,0,0.0,0.0,0.0
tank,all_available,hold,21,4,0,0.0,0.0,0.0
tank,all_available,hold,22,3,0,0.0,0.0,0.0
tank,all_available,hold,23,2,0,0.0,0.0,0.0
tank,all_available,hold,24,1,0,0.0,0.0,0.0
tank,all_available,velocity,1,23,23,1.0,0.9302366391372591,0.9433962264150944
tank,all_available,velocity,2,22,21,0.9545454545454546,0.8504065690122755,0.8781786044757898
tank,all_available,velocity,3,21,20,0.9523809523809523,0.7530148893260892,0.7824109173616376
tank,all_available,velocity,4,20,19,0.95,0.6487890371502275,0.6689625190162118
tank,all_available,velocity,5,19,15,0.7894736842105263,0.5363667235319919,0.5652709359605911
tank,all_available,velocity,6,18,2,0.1111111111111111,0.4253089441336854,0.4544556585108619
tank,all_available,velocity,7,17,0,0.0,0.3142445791372737,0.3309190809190809
tank,all_available,velocity,8,16,0,0.0,0.21579597692661187,0.22845733263879323
tank,all_available,velocity,9,15,0,0.0,0.12601575469743811,0.13503937007874015
tank,all_available,velocity,10,14,0,0.0,0.0468185822511894,0.04102976193714647
tank,all_available,velocity,11,13,0,0.0,0.008016085944922152,0.0
tank,all_available,velocity,12,12,0,0.0,0.0,0.0
tank,all_available,velocity,13,11,0,0.0,0.0,0.0
tank,all_available,velocity,14,10,0,0.0,0.0,0.0
tank,all_available,velocity,15,9,0,0.0,0.0,0.0
tank,all_available,velocity,16,8,0,0.0,0.0,0.0
tank,all_available,velocity,17,7,0,0.0,0.0,0.0
tank,all_available,velocity,18,6,0,0.0,0.0,0.0
tank,all_available,velocity,19,5,0,0.0,0.0,0.0
tank,all_available,velocity,20,4,0,0.0,0.0,0.0
tank,all_available,velocity,21,3,0,0.0,0.0,0.0
tank,all_available,velocity,22,2,0,0.0,0.0,0.0
tank,all_available,velocity,23,1,0,0.0,0.0,0.0
ALL,paired_history,hold,1,227,0,0.0,0.07055532879256422,0.0
ALL,paired_history,hold,2,212,0,0.0,0.0034267542640047588,0.0
ALL,paired_history,hold,3,197,0,0.0,0.0,0.0
ALL,paired_history,hold,4,182,0,0.0,0.0,0.0
ALL,paired_history,hold,5,168,0,0.0,0.0,0.0
ALL,paired_history,hold,6,155,0,0.0,0.0,0.0
ALL,paired_history,hold,7,142,0,0.0,0.0,0.0
ALL,paired_history,hold,8,129,0,0.0,0.0,0.0
ALL,paired_history,hold,9,117,0,0.0,0.0,0.0
ALL,paired_history,hold,10,106,0,0.0,0.0,0.0
ALL,paired_history,hold,11,96,0,0.0,0.0,0.0
ALL,paired_history,hold,12,86,0,0.0,0.0,0.0
ALL,paired_history,hold,13,77,0,0.0,0.0,0.0
ALL,paired_history,hold,14,68,0,0.0,0.0,0.0
ALL,paired_history,hold,15,59,0,0.0,0.0,0.0
ALL,paired_history,hold,16,50,0,0.0,0.0,0.0
ALL,paired_history,hold,17,41,0,0.0,0.0,0.0
ALL,paired_history,hold,18,32,0,0.0,0.0,0.0
ALL,paired_history,hold,19,25,0,0.0,0.0,0.0
ALL,paired_history,hold,20,19,0,0.0,0.0,0.0
ALL,paired_history,hold,21,13,0,0.0,0.0,0.0
ALL,paired_history,hold,22,8,0,0.0,0.0,0.0
ALL,paired_history,hold,23,4,0,0.0,0.0,0.0
ALL,paired_history,velocity,1,227,227,1.0,0.932738004631093,0.9534492428491307
ALL,paired_history,velocity,2,212,207,0.9764150943396226,0.8461916406650816,0.8762755102040816
ALL,paired_history,velocity,3,197,179,0.9086294416243654,0.7398396856033261,0.7732609658839167
ALL,paired_history,velocity,4,182,146,0.8021978021978022,0.63030461246646,0.6639107584465793
ALL,paired_history,velocity,5,168,104,0.6190476190476191,0.5180127350037861,0.5573903910901288
ALL,paired_history,velocity,6,155,58,0.3741935483870968,0.4139294501964255,0.4447555459832005
ALL,paired_history,velocity,7,142,42,0.29577464788732394,0.3204240015050518,0.3269714256163005
ALL,paired_history,velocity,8,129,12,0.09302325581395349,0.23891738166155546,0.21475837176659315
ALL,paired_history,velocity,9,117,0,0.0,0.16949576096491617,0.11766835626357712
ALL,paired_history,velocity,10,106,0,0.0,0.1144260735658172,0.034871836426005456
ALL,paired_history,velocity,11,96,0,0.0,0.0776420876042588,0.0
ALL,paired_history,velocity,12,86,0,0.0,0.05192220446381646,0.0
ALL,paired_history,velocity,13,77,0,0.0,0.029732636484344502,0.0
ALL,paired_history,velocity,14,68,0,0.0,0.011918778092618728,0.0
ALL,paired_history,velocity,15,59,0,0.0,0.0026180183120546887,0.0
ALL,paired_history,velocity,16,50,0,0.0,0.0,0.0
ALL,paired_history,velocity,17,41,0,0.0,0.0,0.0
ALL,paired_history,velocity,18,32,0,0.0,0.0,0.0
ALL,paired_history,velocity,19,25,0,0.0,0.0,0.0
ALL,paired_history,velocity,20,19,0,0.0,0.0,0.0
ALL,paired_history,velocity,21,13,0,0.0,0.0,0.0
ALL,paired_history,velocity,22,8,0,0.0,0.0,0.0
ALL,paired_history,velocity,23,4,0,0.0,0.0,0.0
condor,paired_history,hold,1,9,0,0.0,0.3688504880788528,0.36541613975926185
condor,paired_history,hold,2,8,0,0.0,0.05616833209557466,0.055843137405883175
condor,paired_history,hold,3,7,0,0.0,0.0,0.0
condor,paired_history,hold,4,6,0,0.0,0.0,0.0
condor,paired_history,hold,5,5,0,0.0,0.0,0.0
condor,paired_history,hold,6,4,0,0.0,0.0,0.0
condor,paired_history,hold,7,3,0,0.0,0.0,0.0
condor,paired_history,hold,8,2,0,0.0,0.0,0.0
condor,paired_history,hold,9,1,0,0.0,0.0,0.0
condor,paired_history,velocity,1,9,9,1.0,0.9756263093753615,0.9823852955510687
condor,paired_history,velocity,2,8,8,1.0,0.9458778564908572,0.9544212750272927
condor,paired_history,velocity,3,7,7,1.0,0.8992512111936307,0.9176112279820402
condor,paired_history,velocity,4,6,6,1.0,0.8554138404985113,0.8714297574156395
condor,paired_history,velocity,5,5,5,1.0,0.7860658371074705,0.813544179397838
condor,paired_history,velocity,6,4,4,1.0,0.732066894634585,0.7579929824444067
condor,paired_history,velocity,7,3,3,1.0,0.6746180623651638,0.6867335562987736
condor,paired_history,velocity,8,2,1,0.5,0.5908881818435805,0.5908881818435805
condor,paired_history,velocity,9,1,0,0.0,0.4073226544622426,0.4073226544622426
hangar,paired_history,hold,1,4,0,0.0,0.41144282969136275,0.3958602461761769
hangar,paired_history,hold,2,3,0,0.0,0.09237508240147048,0.08390177353342429
hangar,paired_history,hold,3,2,0,0.0,0.0,0.0
hangar,paired_history,hold,4,1,0,0.0,0.0,0.0
hangar,paired_history,velocity,1,4,4,1.0,0.9035569963733895,0.9315755103343778
hangar,paired_history,velocity,2,3,3,1.0,0.7013527272687328,0.7602179836512262
hangar,paired_history,velocity,3,2,1,0.5,0.5061311016886312,0.5061311016886312
hangar,paired_history,velocity,4,1,0,0.0,0.443687374749499,0.443687374749499
helicopter,paired_history,hold,1,17,0,0.0,0.14397703106064955,0.14116177389131793
helicopter,paired_history,hold,2,16,0,0.0,0.0,0.0
helicopter,paired_history,hold,3,15,0,0.0,0.0,0.0
helicopter,paired_history,hold,4,14,0,0.0,0.0,0.0
helicopter,paired_history,hold,5,13,0,0.0,0.0,0.0
helicopter,paired_history,hold,6,12,0,0.0,0.0,0.0
helicopter,paired_history,hold,7,11,0,0.0,0.0,0.0
helicopter,paired_history,hold,8,10,0,0.0,0.0,0.0
helicopter,paired_history,hold,9,9,0,0.0,0.0,0.0
helicopter,paired_history,hold,10,8,0,0.0,0.0,0.0
helicopter,paired_history,hold,11,7,0,0.0,0.0,0.0
helicopter,paired_history,hold,12,6,0,0.0,0.0,0.0
helicopter,paired_history,hold,13,5,0,0.0,0.0,0.0
helicopter,paired_history,hold,14,4,0,0.0,0.0,0.0
helicopter,paired_history,hold,15,3,0,0.0,0.0,0.0
helicopter,paired_history,hold,16,2,0,0.0,0.0,0.0
helicopter,paired_history,hold,17,1,0,0.0,0.0,0.0
helicopter,paired_history,velocity,1,17,17,1.0,0.9674057120565684,0.9690659725698269
helicopter,paired_history,velocity,2,16,16,1.0,0.919743436221994,0.9222575456378017
helicopter,paired_history,velocity,3,15,15,1.0,0.8542470770845972,0.8651102464332037
helicopter,paired_history,velocity,4,14,14,1.0,0.780809709300162,0.7913741492176607
helicopter,paired_history,velocity,5,13,13,1.0,0.6995178386746536,0.7109364412522022
helicopter,paired_history,velocity,6,12,12,1.0,0.6155699055900299,0.622560575047698
helicopter,paired_history,velocity,7,11,9,0.8181818181818182,0.5305035142588569,0.5322438717787555
helicopter,paired_history,velocity,8,10,0,0.0,0.4414885827960995,0.4518965200150459
helicopter,paired_history,velocity,9,9,0,0.0,0.3592972037005639,0.36763738563654846
helicopter,paired_history,velocity,10,8,0,0.0,0.283361822444403,0.2825225250978013
helicopter,paired_history,velocity,11,7,0,0.0,0.20696489822758232,0.20359598096245374
helicopter,paired_history,velocity,12,6,0,0.0,0.1301069230907651,0.13011354073428044
helicopter,paired_history,velocity,13,5,0,0.0,0.04649316325844942,0.058435127104655
helicopter,paired_history,velocity,14,4,0,0.0,0.0,0.0
helicopter,paired_history,velocity,15,3,0,0.0,0.0,0.0
helicopter,paired_history,velocity,16,2,0,0.0,0.0,0.0
helicopter,paired_history,velocity,17,1,0,0.0,0.0,0.0
jammer,paired_history,hold,1,11,0,0.0,0.0,0.0
jammer,paired_history,hold,2,10,0,0.0,0.0,0.0
jammer,paired_history,hold,3,9,0,0.0,0.0,0.0
jammer,paired_history,hold,4,8,0,0.0,0.0,0.0
jammer,paired_history,hold,5,7,0,0.0,0.0,0.0
jammer,paired_history,hold,6,6,0,0.0,0.0,0.0
jammer,paired_history,hold,7,5,0,0.0,0.0,0.0
jammer,paired_history,hold,8,4,0,0.0,0.0,0.0
jammer,paired_history,hold,9,3,0,0.0,0.0,0.0
jammer,paired_history,hold,10,2,0,0.0,0.0,0.0
jammer,paired_history,hold,11,1,0,0.0,0.0,0.0
jammer,paired_history,velocity,1,11,11,1.0,0.9252757959279994,0.928843710292249
jammer,paired_history,velocity,2,10,10,1.0,0.8289690374186757,0.8421143753719634
jammer,paired_history,velocity,3,9,9,1.0,0.6992739830377622,0.6946045049764275
jammer,paired_history,velocity,4,8,7,0.875,0.5712252261388978,0.5741284000634557
jammer,paired_history,velocity,5,7,1,0.14285714285714285,0.43948408811534323,0.44285714285714284
jammer,paired_history,velocity,6,6,0,0.0,0.2897276717314789,0.29335472258086315
jammer,paired_history,velocity,7,5,0,0.0,0.16594411116990898,0.17801476620180476
jammer,paired_history,velocity,8,4,0,0.0,0.04976879478641205,0.05630188524925367
jammer,paired_history,velocity,9,3,0,0.0,0.0,0.0
jammer,paired_history,velocity,10,2,0,0.0,0.0,0.0
jammer,paired_history,velocity,11,1,0,0.0,0.0,0.0
jet_plane,paired_history,hold,1,20,0,0.0,0.1504032456021484,0.1508126405857187
jet_plane,paired_history,hold,2,19,0,0.0,0.0,0.0
jet_plane,paired_history,hold,3,18,0,0.0,0.0,0.0
jet_plane,paired_history,hold,4,17,0,0.0,0.0,0.0
jet_plane,paired_history,hold,5,16,0,0.0,0.0,0.0
jet_plane,paired_history,hold,6,15,0,0.0,0.0,0.0
jet_plane,paired_history,hold,7,14,0,0.0,0.0,0.0
jet_plane,paired_history,hold,8,13,0,0.0,0.0,0.0
jet_plane,paired_history,hold,9,12,0,0.0,0.0,0.0
jet_plane,paired_history,hold,10,11,0,0.0,0.0,0.0
jet_plane,paired_history,hold,11,10,0,0.0,0.0,0.0
jet_plane,paired_history,hold,12,9,0,0.0,0.0,0.0
jet_plane,paired_history,hold,13,8,0,0.0,0.0,0.0
jet_plane,paired_history,hold,14,7,0,0.0,0.0,0.0
jet_plane,paired_history,hold,15,6,0,0.0,0.0,0.0
jet_plane,paired_history,hold,16,5,0,0.0,0.0,0.0
jet_plane,paired_history,hold,17,4,0,0.0,0.0,0.0
jet_plane,paired_history,hold,18,3,0,0.0,0.0,0.0
jet_plane,paired_history,hold,19,2,0,0.0,0.0,0.0
jet_plane,paired_history,hold,20,1,0,0.0,0.0,0.0
jet_plane,paired_history,velocity,1,20,20,1.0,0.9508862070078367,0.966010514080391
jet_plane,paired_history,velocity,2,19,18,0.9473684210526315,0.8989303376379832,0.9253084361453818
jet_plane,paired_history,velocity,3,18,17,0.9444444444444444,0.8356770983905406,0.868945930641396
jet_plane,paired_history,velocity,4,17,16,0.9411764705882353,0.7663621805858076,0.7976350845681784
jet_plane,paired_history,velocity,5,16,15,0.9375,0.69016376653701,0.7237781725119392
jet_plane,paired_history,velocity,6,15,14,0.9333333333333333,0.6052040127721512,0.6367135811379767
jet_plane,paired_history,velocity,7,14,13,0.9285714285714286,0.5255671430198985,0.560280461081935
jet_plane,paired_history,velocity,8,13,0,0.0,0.4423140185244429,0.47164696953269003
jet_plane,paired_history,velocity,9,12,0,0.0,0.362172977350121,0.3859495882773761
jet_plane,paired_history,velocity,10,11,0,0.0,0.28340185518104916,0.30916245081506466
jet_plane,paired_history,velocity,11,10,0,0.0,0.20728753014257767,0.22438836301654796
jet_plane,paired_history,velocity,12,9,0,0.0,0.14195901340315922,0.15309672929714682
jet_plane,paired_history,velocity,13,8,0,0.0,0.07626792429646886,0.07601955856498922
jet_plane,paired_history,velocity,14,7,0,0.0,0.021405700469418337,0.00961153384060873
jet_plane,paired_history,velocity,15,6,0,0.0,0.0008096619661291411,0.0
jet_plane,paired_history,velocity,16,5,0,0.0,0.0,0.0
jet_plane,paired_history,velocity,17,4,0,0.0,0.0,0.0
jet_plane,paired_history,velocity,18,3,0,0.0,0.0,0.0
jet_plane,paired_history,velocity,19,2,0,0.0,0.0,0.0
jet_plane,paired_history,velocity,20,1,0,0.0,0.0,0.0
large_launcher,paired_history,hold,1,23,0,0.0,0.2186407160390495,0.21796024014092102
large_launcher,paired_history,hold,2,22,0,0.0,0.0,0.0
large_launcher,paired_history,hold,3,21,0,0.0,0.0,0.0
large_launcher,paired_history,hold,4,20,0,0.0,0.0,0.0
large_launcher,paired_history,hold,5,19,0,0.0,0.0,0.0
large_launcher,paired_history,hold,6,18,0,0.0,0.0,0.0
large_launcher,paired_history,hold,7,17,0,0.0,0.0,0.0
large_launcher,paired_history,hold,8,16,0,0.0,0.0,0.0
large_launcher,paired_history,hold,9,15,0,0.0,0.0,0.0
large_launcher,paired_history,hold,10,14,0,0.0,0.0,0.0
large_launcher,paired_history,hold,11,13,0,0.0,0.0,0.0
large_launcher,paired_history,hold,12,12,0,0.0,0.0,0.0
large_launcher,paired_history,hold,13,11,0,0.0,0.0,0.0
large_launcher,paired_history,hold,14,10,0,0.0,0.0,0.0
large_launcher,paired_history,hold,15,9,0,0.0,0.0,0.0
large_launcher,paired_history,hold,16,8,0,0.0,0.0,0.0
large_launcher,paired_history,hold,17,7,0,0.0,0.0,0.0
large_launcher,paired_history,hold,18,6,0,0.0,0.0,0.0
large_launcher,paired_history,hold,19,5,0,0.0,0.0,0.0
large_launcher,paired_history,hold,20,4,0,0.0,0.0,0.0
large_launcher,paired_history,hold,21,3,0,0.0,0.0,0.0
large_launcher,paired_history,hold,22,2,0,0.0,0.0,0.0
large_launcher,paired_history,hold,23,1,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,1,23,23,1.0,0.9760139516717506,0.9757033248081841
large_launcher,paired_history,velocity,2,22,22,1.0,0.9382481530251695,0.936398686881112
large_launcher,paired_history,velocity,3,21,21,1.0,0.8873805302762638,0.8871094775531636
large_launcher,paired_history,velocity,4,20,20,1.0,0.8197413320113748,0.8193659970788701
large_launcher,paired_history,velocity,5,19,19,1.0,0.7477275154880751,0.7468474647813012
large_launcher,paired_history,velocity,6,18,18,1.0,0.6692440169347568,0.6702698651126262
large_launcher,paired_history,velocity,7,17,17,1.0,0.5868862780131613,0.5917286712009859
large_launcher,paired_history,velocity,8,16,11,0.6875,0.5042710739954699,0.5049635507301411
large_launcher,paired_history,velocity,9,15,0,0.0,0.4238793559267634,0.4257222073159825
large_launcher,paired_history,velocity,10,14,0,0.0,0.34217634850208284,0.3455392245261624
large_launcher,paired_history,velocity,11,13,0,0.0,0.26777362754569284,0.26984572230014026
large_launcher,paired_history,velocity,12,12,0,0.0,0.1972271764254769,0.19823441644562334
large_launcher,paired_history,velocity,13,11,0,0.0,0.13152761805732074,0.12933634992458523
large_launcher,paired_history,velocity,14,10,0,0.0,0.06606370070121452,0.06887178892869254
large_launcher,paired_history,velocity,15,9,0,0.0,0.016622789846050194,0.008560894832218958
large_launcher,paired_history,velocity,16,8,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,17,7,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,18,6,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,19,5,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,20,4,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,21,3,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,22,2,0,0.0,0.0,0.0
large_launcher,paired_history,velocity,23,1,0,0.0,0.0,0.0
large_tower,paired_history,hold,1,17,0,0.0,0.033307236203811784,0.02595750095431989
large_tower,paired_history,hold,2,16,0,0.0,0.0,0.0
large_tower,paired_history,hold,3,15,0,0.0,0.0,0.0
large_tower,paired_history,hold,4,14,0,0.0,0.0,0.0
large_tower,paired_history,hold,5,13,0,0.0,0.0,0.0
large_tower,paired_history,hold,6,12,0,0.0,0.0,0.0
large_tower,paired_history,hold,7,11,0,0.0,0.0,0.0
large_tower,paired_history,hold,8,10,0,0.0,0.0,0.0
large_tower,paired_history,hold,9,9,0,0.0,0.0,0.0
large_tower,paired_history,hold,10,8,0,0.0,0.0,0.0
large_tower,paired_history,hold,11,7,0,0.0,0.0,0.0
large_tower,paired_history,hold,12,6,0,0.0,0.0,0.0
large_tower,paired_history,hold,13,5,0,0.0,0.0,0.0
large_tower,paired_history,hold,14,4,0,0.0,0.0,0.0
large_tower,paired_history,hold,15,3,0,0.0,0.0,0.0
large_tower,paired_history,hold,16,2,0,0.0,0.0,0.0
large_tower,paired_history,hold,17,1,0,0.0,0.0,0.0
large_tower,paired_history,velocity,1,17,17,1.0,0.9338783152811546,0.9540791402051783
large_tower,paired_history,velocity,2,16,15,0.9375,0.8646940379546594,0.8971635467168422
large_tower,paired_history,velocity,3,15,14,0.9333333333333333,0.7784821607001022,0.8146551724137931
large_tower,paired_history,velocity,4,14,13,0.9285714285714286,0.6824306225380316,0.7270313127722314
large_tower,paired_history,velocity,5,13,12,0.9230769230769231,0.5852462051297466,0.6255843603909902
large_tower,paired_history,velocity,6,12,7,0.5833333333333334,0.47746442806958495,0.5068927689732128
large_tower,paired_history,velocity,7,11,0,0.0,0.37745022303077563,0.40634291377601583
large_tower,paired_history,velocity,8,10,0,0.0,0.28975622926176553,0.3127843513489033
large_tower,paired_history,velocity,9,9,0,0.0,0.19357839332780594,0.21144139091418956
large_tower,paired_history,velocity,10,8,0,0.0,0.11544603250056057,0.12123483541628521
large_tower,paired_history,velocity,11,7,0,0.0,0.04953493508742816,0.03798297314996726
large_tower,paired_history,velocity,12,6,0,0.0,0.006718467934911529,0.0
large_tower,paired_history,velocity,13,5,0,0.0,0.0,0.0
large_tower,paired_history,velocity,14,4,0,0.0,0.0,0.0
large_tower,paired_history,velocity,15,3,0,0.0,0.0,0.0
large_tower,paired_history,velocity,16,2,0,0.0,0.0,0.0
large_tower,paired_history,velocity,17,1,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,1,8,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,2,7,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,3,6,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,4,5,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,5,4,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,6,3,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,7,2,0,0.0,0.0,0.0
medium_launcher,paired_history,hold,8,1,0,0.0,0.0,0.0
medium_launcher,paired_history,velocity,1,8,8,1.0,0.9014890798835822,0.9483150636819048
medium_launcher,paired_history,velocity,2,7,6,0.8571428571428571,0.793356329687667,0.8693181818181818
medium_launcher,paired_history,velocity,3,6,5,0.8333333333333334,0.6577778022019155,0.767321851863247
medium_launcher,paired_history,velocity,4,5,4,0.8,0.5631807636340942,0.648036253776435
medium_launcher,paired_history,velocity,5,4,2,0.5,0.42628410207125084,0.476858308796942
medium_launcher,paired_history,velocity,6,3,0,0.0,0.29899103110128594,0.3333333333333333
medium_launcher,paired_history,velocity,7,2,0,0.0,0.17475828671872995,0.17475828671872995
medium_launcher,paired_history,velocity,8,1,0,0.0,0.019444906099385074,0.019444906099385074
medium_plane,paired_history,hold,1,3,0,0.0,0.0,0.0
medium_plane,paired_history,hold,2,2,0,0.0,0.0,0.0
medium_plane,paired_history,hold,3,1,0,0.0,0.0,0.0
medium_plane,paired_history,velocity,1,3,3,1.0,0.8782575940749521,0.9434889434889435
medium_plane,paired_history,velocity,2,2,2,1.0,0.7292415473652147,0.7292415473652147
medium_plane,paired_history,velocity,3,1,0,0.0,0.430622009569378,0.430622009569378
small_launcher,paired_history,hold,1,23,0,0.0,0.0,0.0
small_launcher,paired_history,hold,2,22,0,0.0,0.0,0.0
small_launcher,paired_history,hold,3,21,0,0.0,0.0,0.0
small_launcher,paired_history,hold,4,20,0,0.0,0.0,0.0
small_launcher,paired_history,hold,5,19,0,0.0,0.0,0.0
small_launcher,paired_history,hold,6,18,0,0.0,0.0,0.0
small_launcher,paired_history,hold,7,17,0,0.0,0.0,0.0
small_launcher,paired_history,hold,8,16,0,0.0,0.0,0.0
small_launcher,paired_history,hold,9,15,0,0.0,0.0,0.0
small_launcher,paired_history,hold,10,14,0,0.0,0.0,0.0
small_launcher,paired_history,hold,11,13,0,0.0,0.0,0.0
small_launcher,paired_history,hold,12,12,0,0.0,0.0,0.0
small_launcher,paired_history,hold,13,11,0,0.0,0.0,0.0
small_launcher,paired_history,hold,14,10,0,0.0,0.0,0.0
small_launcher,paired_history,hold,15,9,0,0.0,0.0,0.0
small_launcher,paired_history,hold,16,8,0,0.0,0.0,0.0
small_launcher,paired_history,hold,17,7,0,0.0,0.0,0.0
small_launcher,paired_history,hold,18,6,0,0.0,0.0,0.0
