class,origin_frame,target_frame,horizon,method,common_cohort,iou,valid_at_050,prediction_legal,origin_boundary,target_boundary
medium_launcher,22,23,1,hold,True,0.0,False,True,1,1
medium_launcher,22,23,1,velocity,True,0.9574468085106383,True,True,1,1
medium_plane,20,21,1,hold,False,0.0,False,True,1,0
medium_plane,20,22,2,hold,False,0.0,False,True,1,0
medium_plane,20,23,3,hold,False,0.0,False,True,1,0
medium_plane,20,24,4,hold,False,0.0,False,True,1,0
medium_plane,21,22,1,hold,True,0.0,False,True,0,0
medium_plane,21,23,2,hold,True,0.0,False,True,0,0
medium_plane,21,24,3,hold,True,0.0,False,True,0,0
medium_plane,21,22,1,velocity,True,0.7284768211920529,True,True,0,0
medium_plane,21,23,2,velocity,True,0.5510204081632653,True,True,0,0
medium_plane,21,24,3,velocity,True,0.430622009569378,False,True,0,0
medium_plane,22,23,1,hold,True,0.0,False,True,0,0
medium_plane,22,24,2,hold,True,0.0,False,True,0,0
medium_plane,22,23,1,velocity,True,0.9628070175438597,True,True,0,0
medium_plane,22,24,2,velocity,True,0.9074626865671642,True,True,0,0
medium_plane,23,24,1,hold,True,0.0,False,True,0,0
medium_plane,23,24,1,velocity,True,0.9434889434889435,True,True,0,0
mine_roller,0,1,1,hold,False,0.0,False,True,0,0
small_launcher,0,1,1,hold,False,0.0,False,True,0,0
small_launcher,0,2,2,hold,False,0.0,False,True,0,0
small_launcher,0,3,3,hold,False,0.0,False,True,0,0
small_launcher,0,4,4,hold,False,0.0,False,True,0,0
small_launcher,0,5,5,hold,False,0.0,False,True,0,0
small_launcher,0,6,6,hold,False,0.0,False,True,0,0
small_launcher,0,7,7,hold,False,0.0,False,True,0,0
small_launcher,0,8,8,hold,False,0.0,False,True,0,0
small_launcher,0,9,9,hold,False,0.0,False,True,0,0
small_launcher,0,10,10,hold,False,0.0,False,True,0,0
small_launcher,0,11,11,hold,False,0.0,False,True,0,0
small_launcher,0,12,12,hold,False,0.0,False,True,0,0
small_launcher,0,13,13,hold,False,0.0,False,True,0,0
small_launcher,0,14,14,hold,False,0.0,False,True,0,0
small_launcher,0,15,15,hold,False,0.0,False,True,0,0
small_launcher,0,16,16,hold,False,0.0,False,True,0,0
small_launcher,0,17,17,hold,False,0.0,False,True,0,0
small_launcher,0,18,18,hold,False,0.0,False,True,0,0
small_launcher,0,19,19,hold,False,0.0,False,True,0,0
small_launcher,0,20,20,hold,False,0.0,False,True,0,0
small_launcher,0,21,21,hold,False,0.0,False,True,0,0
small_launcher,0,22,22,hold,False,0.0,False,True,0,0
small_launcher,0,23,23,hold,False,0.0,False,True,0,0
small_launcher,0,24,24,hold,False,0.0,False,True,0,0
small_launcher,1,2,1,hold,True,0.0,False,True,0,0
small_launcher,1,3,2,hold,True,0.0,False,True,0,0
small_launcher,1,4,3,hold,True,0.0,False,True,0,0
small_launcher,1,5,4,hold,True,0.0,False,True,0,0
small_launcher,1,6,5,hold,True,0.0,False,True,0,0
small_launcher,1,7,6,hold,True,0.0,False,True,0,0
small_launcher,1,8,7,hold,True,0.0,False,True,0,0
small_launcher,1,9,8,hold,True,0.0,False,True,0,0
small_launcher,1,10,9,hold,True,0.0,False,True,0,0
small_launcher,1,11,10,hold,True,0.0,False,True,0,0
small_launcher,1,12,11,hold,True,0.0,False,True,0,0
small_launcher,1,13,12,hold,True,0.0,False,True,0,0
small_launcher,1,14,13,hold,True,0.0,False,True,0,0
small_launcher,1,15,14,hold,True,0.0,False,True,0,0
small_launcher,1,16,15,hold,True,0.0,False,True,0,0
small_launcher,1,17,16,hold,True,0.0,False,True,0,0
small_launcher,1,18,17,hold,True,0.0,False,True,0,0
small_launcher,1,19,18,hold,True,0.0,False,True,0,0
small_launcher,1,20,19,hold,True,0.0,False,True,0,0
small_launcher,1,21,20,hold,True,0.0,False,True,0,0
small_launcher,1,22,21,hold,True,0.0,False,True,0,0
small_launcher,1,23,22,hold,True,0.0,False,True,0,0
small_launcher,1,24,23,hold,True,0.0,False,True,0,0
small_launcher,1,2,1,velocity,True,0.8923076923076924,True,True,0,0
small_launcher,1,3,2,velocity,True,0.782608695652174,True,True,0,0
small_launcher,1,4,3,velocity,True,0.6657789613848203,True,True,0,0
small_launcher,1,5,4,velocity,True,0.5185185185185185,True,True,0,0
small_launcher,1,6,5,velocity,True,0.38202247191011235,False,True,0,0
small_launcher,1,7,6,velocity,True,0.26,False,True,0,0
small_launcher,1,8,7,velocity,True,0.12123974475843209,False,True,0,0
small_launcher,1,9,8,velocity,True,0.01568951279933939,False,True,0,0
small_launcher,1,10,9,velocity,True,0.0,False,True,0,0
small_launcher,1,11,10,velocity,True,0.0,False,True,0,0
small_launcher,1,12,11,velocity,True,0.0,False,True,0,0
small_launcher,1,13,12,velocity,True,0.0,False,True,0,0
small_launcher,1,14,13,velocity,True,0.0,False,True,0,0
small_launcher,1,15,14,velocity,True,0.0,False,True,0,0
small_launcher,1,16,15,velocity,True,0.0,False,True,0,0
small_launcher,1,17,16,velocity,True,0.0,False,True,0,0
small_launcher,1,18,17,velocity,True,0.0,False,True,0,0
small_launcher,1,19,18,velocity,True,0.0,False,True,0,0
small_launcher,1,20,19,velocity,True,0.0,False,True,0,0
small_launcher,1,21,20,velocity,True,0.0,False,True,0,0
small_launcher,1,22,21,velocity,True,0.0,False,True,0,0
small_launcher,1,23,22,velocity,True,0.0,False,True,0,0
small_launcher,1,24,23,velocity,True,0.0,False,True,0,0
small_launcher,2,3,1,hold,True,0.0,False,True,0,0
small_launcher,2,4,2,hold,True,0.0,False,True,0,0
small_launcher,2,5,3,hold,True,0.0,False,True,0,0
small_launcher,2,6,4,hold,True,0.0,False,True,0,0
small_launcher,2,7,5,hold,True,0.0,False,True,0,0
small_launcher,2,8,6,hold,True,0.0,False,True,0,0
small_launcher,2,9,7,hold,True,0.0,False,True,0,0
small_launcher,2,10,8,hold,True,0.0,False,True,0,0
small_launcher,2,11,9,hold,True,0.0,False,True,0,0
small_launcher,2,12,10,hold,True,0.0,False,True,0,0
small_launcher,2,13,11,hold,True,0.0,False,True,0,0
small_launcher,2,14,12,hold,True,0.0,False,True,0,0
small_launcher,2,15,13,hold,True,0.0,False,True,0,0
small_launcher,2,16,14,hold,True,0.0,False,True,0,0
small_launcher,2,17,15,hold,True,0.0,False,True,0,0
small_launcher,2,18,16,hold,True,0.0,False,True,0,0
small_launcher,2,19,17,hold,True,0.0,False,True,0,0
small_launcher,2,20,18,hold,True,0.0,False,True,0,0
small_launcher,2,21,19,hold,True,0.0,False,True,0,0
small_launcher,2,22,20,hold,True,0.0,False,True,0,0
small_launcher,2,23,21,hold,True,0.0,False,True,0,0
small_launcher,2,24,22,hold,True,0.0,False,True,0,0
small_launcher,2,3,1,velocity,True,0.8942731277533039,True,True,0,0
small_launcher,2,4,2,velocity,True,0.7808764940239044,True,True,0,0
small_launcher,2,5,3,velocity,True,0.6363636363636364,True,True,0,0
small_launcher,2,6,4,velocity,True,0.5032679738562091,True,True,0,0
small_launcher,2,7,5,velocity,True,0.4090019569471624,False,True,0,0
small_launcher,2,8,6,velocity,True,0.25654450261780104,False,True,0,0
small_launcher,2,9,7,velocity,True,0.14754098360655737,False,True,0,0
small_launcher,2,10,8,velocity,True,0.02880658436213992,False,True,0,0
small_launcher,2,11,9,velocity,True,0.0,False,True,0,0
small_launcher,2,12,10,velocity,True,0.0,False,True,0,0
small_launcher,2,13,11,velocity,True,0.0,False,True,0,0
small_launcher,2,14,12,velocity,True,0.0,False,True,0,0
small_launcher,2,15,13,velocity,True,0.0,False,True,0,0
small_launcher,2,16,14,velocity,True,0.0,False,True,0,0
small_launcher,2,17,15,velocity,True,0.0,False,True,0,0
small_launcher,2,18,16,velocity,True,0.0,False,True,0,0
small_launcher,2,19,17,velocity,True,0.0,False,True,0,0
small_launcher,2,20,18,velocity,True,0.0,False,True,0,0
small_launcher,2,21,19,velocity,True,0.0,False,True,0,0
small_launcher,2,22,20,velocity,True,0.0,False,True,0,0
small_launcher,2,23,21,velocity,True,0.0,False,True,0,0
small_launcher,2,24,22,velocity,True,0.0,False,True,0,0
small_launcher,3,4,1,hold,True,0.0,False,True,0,0
small_launcher,3,5,2,hold,True,0.0,False,True,0,0
small_launcher,3,6,3,hold,True,0.0,False,True,0,0
small_launcher,3,7,4,hold,True,0.0,False,True,0,0
small_launcher,3,8,5,hold,True,0.0,False,True,0,0
small_launcher,3,9,6,hold,True,0.0,False,True,0,0
small_launcher,3,10,7,hold,True,0.0,False,True,0,0
small_launcher,3,11,8,hold,True,0.0,False,True,0,0
small_launcher,3,12,9,hold,True,0.0,False,True,0,0
small_launcher,3,13,10,hold,True,0.0,False,True,0,0
small_launcher,3,14,11,hold,True,0.0,False,True,0,0
small_launcher,3,15,12,hold,True,0.0,False,True,0,0
small_launcher,3,16,13,hold,True,0.0,False,True,0,0
small_launcher,3,17,14,hold,True,0.0,False,True,0,0
small_launcher,3,18,15,hold,True,0.0,False,True,0,0
small_launcher,3,19,16,hold,True,0.0,False,True,0,0
small_launcher,3,20,17,hold,True,0.0,False,True,0,0
small_launcher,3,21,18,hold,True,0.0,False,True,0,0
small_launcher,3,22,19,hold,True,0.0,False,True,0,0
small_launcher,3,23,20,hold,True,0.0,False,True,0,0
small_launcher,3,24,21,hold,True,0.0,False,True,0,0
small_launcher,3,4,1,velocity,True,0.967741935483871,True,True,0,0
small_launcher,3,5,2,velocity,True,0.875,True,True,0,0
small_launcher,3,6,3,velocity,True,0.7647058823529411,True,True,0,0
small_launcher,3,7,4,velocity,True,0.6412213740458015,True,True,0,0
small_launcher,3,8,5,velocity,True,0.46511627906976744,False,True,0,0
small_launcher,3,9,6,velocity,True,0.3404255319148936,False,True,0,0
small_launcher,3,10,7,velocity,True,0.18867924528301888,False,True,0,0
small_launcher,3,11,8,velocity,True,0.06779661016949153,False,True,0,0
small_launcher,3,12,9,velocity,True,0.0,False,True,0,0
small_launcher,3,13,10,velocity,True,0.0,False,True,0,0
small_launcher,3,14,11,velocity,True,0.0,False,True,0,0
small_launcher,3,15,12,velocity,True,0.0,False,True,0,0
small_launcher,3,16,13,velocity,True,0.0,False,True,0,0
small_launcher,3,17,14,velocity,True,0.0,False,True,0,0
small_launcher,3,18,15,velocity,True,0.0,False,True,0,0
small_launcher,3,19,16,velocity,True,0.0,False,True,0,0
small_launcher,3,20,17,velocity,True,0.0,False,True,0,0
small_launcher,3,21,18,velocity,True,0.0,False,True,0,0
small_launcher,3,22,19,velocity,True,0.0,False,True,0,0
small_launcher,3,23,20,velocity,True,0.0,False,True,0,0
small_launcher,3,24,21,velocity,True,0.0,False,True,0,0
small_launcher,4,5,1,hold,True,0.0,False,True,0,0
small_launcher,4,6,2,hold,True,0.0,False,True,0,0
small_launcher,4,7,3,hold,True,0.0,False,True,0,0
small_launcher,4,8,4,hold,True,0.0,False,True,0,0
small_launcher,4,9,5,hold,True,0.0,False,True,0,0
small_launcher,4,10,6,hold,True,0.0,False,True,0,0
small_launcher,4,11,7,hold,True,0.0,False,True,0,0
small_launcher,4,12,8,hold,True,0.0,False,True,0,0
small_launcher,4,13,9,hold,True,0.0,False,True,0,0
small_launcher,4,14,10,hold,True,0.0,False,True,0,0
small_launcher,4,15,11,hold,True,0.0,False,True,0,0
small_launcher,4,16,12,hold,True,0.0,False,True,0,0
small_launcher,4,17,13,hold,True,0.0,False,True,0,0
small_launcher,4,18,14,hold,True,0.0,False,True,0,0
small_launcher,4,19,15,hold,True,0.0,False,True,0,0
small_launcher,4,20,16,hold,True,0.0,False,True,0,0
small_launcher,4,21,17,hold,True,0.0,False,True,0,0
small_launcher,4,22,18,hold,True,0.0,False,True,0,0
small_launcher,4,23,19,hold,True,0.0,False,True,0,0
small_launcher,4,24,20,hold,True,0.0,False,True,0,0
small_launcher,4,5,1,velocity,True,0.9375,True,True,0,0
small_launcher,4,6,2,velocity,True,0.8529411764705882,True,True,0,0
small_launcher,4,7,3,velocity,True,0.7480916030534351,True,True,0,0
small_launcher,4,8,4,velocity,True,0.5780346820809249,True,True,0,0
small_launcher,4,9,5,velocity,True,0.46511627906976744,False,True,0,0
small_launcher,4,10,6,velocity,True,0.31865042174320524,False,True,0,0
small_launcher,4,11,7,velocity,True,0.20202020202020202,False,True,0,0
small_launcher,4,12,8,velocity,True,0.08830022075055188,False,True,0,0
small_launcher,4,13,9,velocity,True,0.0,False,True,0,0
small_launcher,4,14,10,velocity,True,0.0,False,True,0,0
small_launcher,4,15,11,velocity,True,0.0,False,True,0,0
small_launcher,4,16,12,velocity,True,0.0,False,True,0,0
small_launcher,4,17,13,velocity,True,0.0,False,True,0,0
small_launcher,4,18,14,velocity,True,0.0,False,True,0,0
small_launcher,4,19,15,velocity,True,0.0,False,True,0,0
small_launcher,4,20,16,velocity,True,0.0,False,True,0,0
small_launcher,4,21,17,velocity,True,0.0,False,True,0,0
small_launcher,4,22,18,velocity,True,0.0,False,True,0,0
small_launcher,4,23,19,velocity,True,0.0,False,True,0,0
small_launcher,4,24,20,velocity,True,0.0,False,True,0,0
small_launcher,5,6,1,hold,True,0.0,False,True,0,0
small_launcher,5,7,2,hold,True,0.0,False,True,0,0
small_launcher,5,8,3,hold,True,0.0,False,True,0,0
small_launcher,5,9,4,hold,True,0.0,False,True,0,0
small_launcher,5,10,5,hold,True,0.0,False,True,0,0
small_launcher,5,11,6,hold,True,0.0,False,True,0,0
small_launcher,5,12,7,hold,True,0.0,False,True,0,0
small_launcher,5,13,8,hold,True,0.0,False,True,0,0
small_launcher,5,14,9,hold,True,0.0,False,True,0,0
small_launcher,5,15,10,hold,True,0.0,False,True,0,0
small_launcher,5,16,11,hold,True,0.0,False,True,0,0
small_launcher,5,17,12,hold,True,0.0,False,True,0,0
small_launcher,5,18,13,hold,True,0.0,False,True,0,0
small_launcher,5,19,14,hold,True,0.0,False,True,0,0
small_launcher,5,20,15,hold,True,0.0,False,True,0,0
small_launcher,5,21,16,hold,True,0.0,False,True,0,0
small_launcher,5,22,17,hold,True,0.0,False,True,0,0
small_launcher,5,23,18,hold,True,0.0,False,True,0,0
small_launcher,5,24,19,hold,True,0.0,False,True,0,0
small_launcher,5,6,1,velocity,True,0.9666666666666667,True,True,0,0
small_launcher,5,7,2,velocity,True,0.8909090909090909,True,True,0,0
small_launcher,5,8,3,velocity,True,0.7173601147776184,True,True,0,0
small_launcher,5,9,4,velocity,True,0.5978260869565217,True,True,0,0
small_launcher,5,10,5,velocity,True,0.4171779141104294,False,True,0,0
small_launcher,5,11,6,velocity,True,0.2684563758389262,False,True,0,0
small_launcher,5,12,7,velocity,True,0.11730205278592376,False,True,0,0
small_launcher,5,13,8,velocity,True,0.0,False,True,0,0
small_launcher,5,14,9,velocity,True,0.0,False,True,0,0
small_launcher,5,15,10,velocity,True,0.0,False,True,0,0
small_launcher,5,16,11,velocity,True,0.0,False,True,0,0
small_launcher,5,17,12,velocity,True,0.0,False,True,0,0
small_launcher,5,18,13,velocity,True,0.0,False,True,0,0
small_launcher,5,19,14,velocity,True,0.0,False,True,0,0
small_launcher,5,20,15,velocity,True,0.0,False,True,0,0
small_launcher,5,21,16,velocity,True,0.0,False,True,0,0
small_launcher,5,22,17,velocity,True,0.0,False,True,0,0
small_launcher,5,23,18,velocity,True,0.0,False,True,0,0
small_launcher,5,24,19,velocity,True,0.0,False,True,0,0
small_launcher,6,7,1,hold,True,0.0,False,True,0,0
small_launcher,6,8,2,hold,True,0.0,False,True,0,0
small_launcher,6,9,3,hold,True,0.0,False,True,0,0
small_launcher,6,10,4,hold,True,0.0,False,True,0,0
small_launcher,6,11,5,hold,True,0.0,False,True,0,0
small_launcher,6,12,6,hold,True,0.0,False,True,0,0
small_launcher,6,13,7,hold,True,0.0,False,True,0,0
small_launcher,6,14,8,hold,True,0.0,False,True,0,0
small_launcher,6,15,9,hold,True,0.0,False,True,0,0
small_launcher,6,16,10,hold,True,0.0,False,True,0,0
small_launcher,6,17,11,hold,True,0.0,False,True,0,0
small_launcher,6,18,12,hold,True,0.0,False,True,0,0
small_launcher,6,19,13,hold,True,0.0,False,True,0,0
small_launcher,6,20,14,hold,True,0.0,False,True,0,0
small_launcher,6,21,15,hold,True,0.0,False,True,0,0
small_launcher,6,22,16,hold,True,0.0,False,True,0,0
small_launcher,6,23,17,hold,True,0.0,False,True,0,0
small_launcher,6,24,18,hold,True,0.0,False,True,0,0
small_launcher,6,7,1,velocity,True,0.9545454545454546,True,True,0,0
small_launcher,6,8,2,velocity,True,0.8,True,True,0,0
small_launcher,6,9,3,velocity,True,0.7027027027027027,True,True,0,0
small_launcher,6,10,4,velocity,True,0.5365853658536586,True,True,0,0
small_launcher,6,11,5,velocity,True,0.4,False,True,0,0
small_launcher,6,12,6,velocity,True,0.2524271844660194,False,True,0,0
small_launcher,6,13,7,velocity,True,0.1415929203539823,False,True,0,0
small_launcher,6,14,8,velocity,True,0.015748031496062992,False,True,0,0
small_launcher,6,15,9,velocity,True,0.0,False,True,0,0
small_launcher,6,16,10,velocity,True,0.0,False,True,0,0
small_launcher,6,17,11,velocity,True,0.0,False,True,0,0
small_launcher,6,18,12,velocity,True,0.0,False,True,0,0
small_launcher,6,19,13,velocity,True,0.0,False,True,0,0
small_launcher,6,20,14,velocity,True,0.0,False,True,0,0
small_launcher,6,21,15,velocity,True,0.0,False,True,0,0
small_launcher,6,22,16,velocity,True,0.0,False,True,0,0
small_launcher,6,23,17,velocity,True,0.0,False,True,0,0
small_launcher,6,24,18,velocity,True,0.0,False,True,0,0
small_launcher,7,8,1,hold,True,0.0,False,True,0,0
small_launcher,7,9,2,hold,True,0.0,False,True,0,0
small_launcher,7,10,3,hold,True,0.0,False,True,0,0
small_launcher,7,11,4,hold,True,0.0,False,True,0,0
small_launcher,7,12,5,hold,True,0.0,False,True,0,0
small_launcher,7,13,6,hold,True,0.0,False,True,0,0
small_launcher,7,14,7,hold,True,0.0,False,True,0,0
small_launcher,7,15,8,hold,True,0.0,False,True,0,0
small_launcher,7,16,9,hold,True,0.0,False,True,0,0
small_launcher,7,17,10,hold,True,0.0,False,True,0,0
small_launcher,7,18,11,hold,True,0.0,False,True,0,0
small_launcher,7,19,12,hold,True,0.0,False,True,0,0
small_launcher,7,20,13,hold,True,0.0,False,True,0,0
small_launcher,7,21,14,hold,True,0.0,False,True,0,0
small_launcher,7,22,15,hold,True,0.0,False,True,0,0
small_launcher,7,23,16,hold,True,0.0,False,True,0,0
small_launcher,7,24,17,hold,True,0.0,False,True,0,0
small_launcher,7,8,1,velocity,True,0.8032786885245902,True,True,0,0
small_launcher,7,9,2,velocity,True,0.6791044776119403,True,True,0,0
small_launcher,7,10,3,velocity,True,0.5032679738562091,True,True,0,0
small_launcher,7,11,4,velocity,True,0.36627906976744184,False,True,0,0
small_launcher,7,12,5,velocity,True,0.24155405405405406,False,True,0,0
small_launcher,7,13,6,velocity,True,0.13293051359516617,False,True,0,0
small_launcher,7,14,7,velocity,True,0.014588859416445624,False,True,0,0
small_launcher,7,15,8,velocity,True,0.0,False,True,0,0
small_launcher,7,16,9,velocity,True,0.0,False,True,0,0
small_launcher,7,17,10,velocity,True,0.0,False,True,0,0
small_launcher,7,18,11,velocity,True,0.0,False,True,0,0
small_launcher,7,19,12,velocity,True,0.0,False,True,0,0
small_launcher,7,20,13,velocity,True,0.0,False,True,0,0
small_launcher,7,21,14,velocity,True,0.0,False,True,0,0
small_launcher,7,22,15,velocity,True,0.0,False,True,0,0
small_launcher,7,23,16,velocity,True,0.0,False,True,0,0
small_launcher,7,24,17,velocity,True,0.0,False,True,0,0
small_launcher,8,9,1,hold,True,0.0,False,True,0,0
small_launcher,8,10,2,hold,True,0.0,False,True,0,0
small_launcher,8,11,3,hold,True,0.0,False,True,0,0
small_launcher,8,12,4,hold,True,0.0,False,True,0,0
small_launcher,8,13,5,hold,True,0.0,False,True,0,0
small_launcher,8,14,6,hold,True,0.0,False,True,0,0
small_launcher,8,15,7,hold,True,0.0,False,True,0,0
small_launcher,8,16,8,hold,True,0.0,False,True,0,0
small_launcher,8,17,9,hold,True,0.0,False,True,0,0
small_launcher,8,18,10,hold,True,0.0,False,True,0,0
small_launcher,8,19,11,hold,True,0.0,False,True,0,0
small_launcher,8,20,12,hold,True,0.0,False,True,0,0
small_launcher,8,21,13,hold,True,0.0,False,True,0,0
small_launcher,8,22,14,hold,True,0.0,False,True,0,0
small_launcher,8,23,15,hold,True,0.0,False,True,0,0
small_launcher,8,24,16,hold,True,0.0,False,True,0,0
small_launcher,8,9,1,velocity,True,0.9523809523809523,True,True,0,0
small_launcher,8,10,2,velocity,True,0.7964071856287425,True,True,0,0
small_launcher,8,11,3,velocity,True,0.6666666666666666,True,True,0,0
small_launcher,8,12,4,velocity,True,0.5019255455712451,True,True,0,0
small_launcher,8,13,5,velocity,True,0.3902439024390244,False,True,0,0
small_launcher,8,14,6,velocity,True,0.2542372881355932,False,True,0,0
small_launcher,8,15,7,velocity,True,0.12804878048780488,False,True,0,0
small_launcher,8,16,8,velocity,True,0.02521823472356935,False,True,0,0
small_launcher,8,17,9,velocity,True,0.0,False,True,0,0
small_launcher,8,18,10,velocity,True,0.0,False,True,0,0
small_launcher,8,19,11,velocity,True,0.0,False,True,0,0
small_launcher,8,20,12,velocity,True,0.0,False,True,0,0
small_launcher,8,21,13,velocity,True,0.0,False,True,0,0
small_launcher,8,22,14,velocity,True,0.0,False,True,0,0
small_launcher,8,23,15,velocity,True,0.0,False,True,0,0
small_launcher,8,24,16,velocity,True,0.0,False,True,0,0
small_launcher,9,10,1,hold,True,0.0,False,True,0,0
small_launcher,9,11,2,hold,True,0.0,False,True,0,0
small_launcher,9,12,3,hold,True,0.0,False,True,0,0
small_launcher,9,13,4,hold,True,0.0,False,True,0,0
small_launcher,9,14,5,hold,True,0.0,False,True,0,0
small_launcher,9,15,6,hold,True,0.0,False,True,0,0
small_launcher,9,16,7,hold,True,0.0,False,True,0,0
small_launcher,9,17,8,hold,True,0.0,False,True,0,0
small_launcher,9,18,9,hold,True,0.0,False,True,0,0
small_launcher,9,19,10,hold,True,0.0,False,True,0,0
small_launcher,9,20,11,hold,True,0.0,False,True,0,0
small_launcher,9,21,12,hold,True,0.0,False,True,0,0
small_launcher,9,22,13,hold,True,0.0,False,True,0,0
small_launcher,9,23,14,hold,True,0.0,False,True,0,0
small_launcher,9,24,15,hold,True,0.0,False,True,0,0
small_launcher,9,10,1,velocity,True,0.875,True,True,0,0
small_launcher,9,11,2,velocity,True,0.7647058823529411,True,True,0,0
small_launcher,9,12,3,velocity,True,0.5985130111524164,True,True,0,0
small_launcher,9,13,4,velocity,True,0.4827586206896552,False,True,0,0
small_launcher,9,14,5,velocity,True,0.3230769230769231,False,True,0,0
small_launcher,9,15,6,velocity,True,0.16710875331564987,False,True,0,0
small_launcher,9,16,7,velocity,True,0.03346613545816733,False,True,0,0
small_launcher,9,17,8,velocity,True,0.0,False,True,0,0
small_launcher,9,18,9,velocity,True,0.0,False,True,0,0
small_launcher,9,19,10,velocity,True,0.0,False,True,0,0
small_launcher,9,20,11,velocity,True,0.0,False,True,0,0
small_launcher,9,21,12,velocity,True,0.0,False,True,0,0
small_launcher,9,22,13,velocity,True,0.0,False,True,0,0
small_launcher,9,23,14,velocity,True,0.0,False,True,0,0
small_launcher,9,24,15,velocity,True,0.0,False,True,0,0
small_launcher,10,11,1,hold,True,0.0,False,True,0,0
small_launcher,10,12,2,hold,True,0.0,False,True,0,0
small_launcher,10,13,3,hold,True,0.0,False,True,0,0
small_launcher,10,14,4,hold,True,0.0,False,True,0,0
small_launcher,10,15,5,hold,True,0.0,False,True,0,0
small_launcher,10,16,6,hold,True,0.0,False,True,0,0
small_launcher,10,17,7,hold,True,0.0,False,True,0,0
small_launcher,10,18,8,hold,True,0.0,False,True,0,0
small_launcher,10,19,9,hold,True,0.0,False,True,0,0
small_launcher,10,20,10,hold,True,0.0,False,True,0,0
small_launcher,10,21,11,hold,True,0.0,False,True,0,0
small_launcher,10,22,12,hold,True,0.0,False,True,0,0
small_launcher,10,23,13,hold,True,0.0,False,True,0,0
small_launcher,10,24,14,hold,True,0.0,False,True,0,0
small_launcher,10,11,1,velocity,True,1.0,True,True,0,0
small_launcher,10,12,2,velocity,True,0.8942731277533039,True,True,0,0
small_launcher,10,13,3,velocity,True,0.8376068376068376,True,True,0,0
small_launcher,10,14,4,velocity,True,0.6862745098039216,True,True,0,0
small_launcher,10,15,5,velocity,True,0.5017064846416383,True,True,0,0
small_launcher,10,16,6,velocity,True,0.34963579604578565,False,True,0,0
small_launcher,10,17,7,velocity,True,0.21212121212121213,False,True,0,0
small_launcher,10,18,8,velocity,True,0.06796116504854369,False,True,0,0
small_launcher,10,19,9,velocity,True,0.0,False,True,0,0
small_launcher,10,20,10,velocity,True,0.0,False,True,0,0
small_launcher,10,21,11,velocity,True,0.0,False,True,0,0
small_launcher,10,22,12,velocity,True,0.0,False,True,0,0
small_launcher,10,23,13,velocity,True,0.0,False,True,0,0
small_launcher,10,24,14,velocity,True,0.0,False,True,0,0
small_launcher,11,12,1,hold,True,0.0,False,True,0,0
small_launcher,11,13,2,hold,True,0.0,False,True,0,0
small_launcher,11,14,3,hold,True,0.0,False,True,0,0
small_launcher,11,15,4,hold,True,0.0,False,True,0,0
small_launcher,11,16,5,hold,True,0.0,False,True,0,0
small_launcher,11,17,6,hold,True,0.0,False,True,0,0
small_launcher,11,18,7,hold,True,0.0,False,True,0,0
small_launcher,11,19,8,hold,True,0.0,False,True,0,0
small_launcher,11,20,9,hold,True,0.0,False,True,0,0
small_launcher,11,21,10,hold,True,0.0,False,True,0,0
small_launcher,11,22,11,hold,True,0.0,False,True,0,0
small_launcher,11,23,12,hold,True,0.0,False,True,0,0
small_launcher,11,24,13,hold,True,0.0,False,True,0,0
small_launcher,11,12,1,velocity,True,0.8942731277533039,True,True,0,0
small_launcher,11,13,2,velocity,True,0.8376068376068376,True,True,0,0
small_launcher,11,14,3,velocity,True,0.6862745098039216,True,True,0,0
small_launcher,11,15,4,velocity,True,0.5017064846416383,True,True,0,0
small_launcher,11,16,5,velocity,True,0.34963579604578565,False,True,0,0
small_launcher,11,17,6,velocity,True,0.21212121212121213,False,True,0,0
small_launcher,11,18,7,velocity,True,0.06796116504854369,False,True,0,0
small_launcher,11,19,8,velocity,True,0.0,False,True,0,0
small_launcher,11,20,9,velocity,True,0.0,False,True,0,0
small_launcher,11,21,10,velocity,True,0.0,False,True,0,0
small_launcher,11,22,11,velocity,True,0.0,False,True,0,0
small_launcher,11,23,12,velocity,True,0.0,False,True,0,0
small_launcher,11,24,13,velocity,True,0.0,False,True,0,0
small_launcher,12,13,1,hold,True,0.0,False,True,0,0
small_launcher,12,14,2,hold,True,0.0,False,True,0,0
small_launcher,12,15,3,hold,True,0.0,False,True,0,0
small_launcher,12,16,4,hold,True,0.0,False,True,0,0
small_launcher,12,17,5,hold,True,0.0,False,True,0,0
small_launcher,12,18,6,hold,True,0.0,False,True,0,0
small_launcher,12,19,7,hold,True,0.0,False,True,0,0
small_launcher,12,20,8,hold,True,0.0,False,True,0,0
small_launcher,12,21,9,hold,True,0.0,False,True,0,0
small_launcher,12,22,10,hold,True,0.0,False,True,0,0
small_launcher,12,23,11,hold,True,0.0,False,True,0,0
small_launcher,12,24,12,hold,True,0.0,False,True,0,0
small_launcher,12,13,1,velocity,True,0.9565217391304348,True,True,0,0
small_launcher,12,14,2,velocity,True,0.806282722513089,True,True,0,0
small_launcher,12,15,3,velocity,True,0.6179775280898876,True,True,0,0
small_launcher,12,16,4,velocity,True,0.46903553299492384,False,True,0,0
small_launcher,12,17,5,velocity,True,0.3321492007104796,False,True,0,0
small_launcher,12,18,6,velocity,True,0.18788819875776397,False,True,0,0
