class,origin_frame,target_frame,horizon,method,common_cohort,iou,valid_at_050,prediction_legal,origin_boundary,target_boundary
large_launcher,5,15,10,hold,True,0.0,False,True,0,0
large_launcher,5,16,11,hold,True,0.0,False,True,0,0
large_launcher,5,17,12,hold,True,0.0,False,True,0,0
large_launcher,5,18,13,hold,True,0.0,False,True,0,0
large_launcher,5,19,14,hold,True,0.0,False,True,0,0
large_launcher,5,20,15,hold,True,0.0,False,True,0,1
large_launcher,5,21,16,hold,True,0.0,False,True,0,1
large_launcher,5,22,17,hold,True,0.0,False,True,0,1
large_launcher,5,23,18,hold,True,0.0,False,True,0,1
large_launcher,5,24,19,hold,True,0.0,False,True,0,1
large_launcher,5,6,1,velocity,True,0.9724770642201835,True,True,0,0
large_launcher,5,7,2,velocity,True,0.9375,True,True,0,0
large_launcher,5,8,3,velocity,True,0.8823291080627423,True,True,0,0
large_launcher,5,9,4,velocity,True,0.8149507759052228,True,True,0,0
large_launcher,5,10,5,velocity,True,0.7468474647813012,True,True,0,0
large_launcher,5,11,6,velocity,True,0.6704410601265823,True,True,0,0
large_launcher,5,12,7,velocity,True,0.5892616200623458,True,True,0,0
large_launcher,5,13,8,velocity,True,0.5047995482778092,True,True,0,0
large_launcher,5,14,9,velocity,True,0.42408717573391885,False,True,0,0
large_launcher,5,15,10,velocity,True,0.3418973818838399,False,True,0,0
large_launcher,5,16,11,velocity,True,0.26984572230014026,False,True,0,0
large_launcher,5,17,12,velocity,True,0.1971153846153846,False,True,0,0
large_launcher,5,18,13,velocity,True,0.12925087001648453,False,True,0,0
large_launcher,5,19,14,velocity,True,0.06565170637840285,False,True,0,0
large_launcher,5,20,15,velocity,True,0.007934977269596364,False,True,0,1
large_launcher,5,21,16,velocity,True,0.0,False,True,0,1
large_launcher,5,22,17,velocity,True,0.0,False,True,0,1
large_launcher,5,23,18,velocity,True,0.0,False,True,0,1
large_launcher,5,24,19,velocity,True,0.0,False,True,0,1
large_launcher,6,7,1,hold,True,0.24557102182853527,False,True,0,0
large_launcher,6,8,2,hold,True,0.0,False,True,0,0
large_launcher,6,9,3,hold,True,0.0,False,True,0,0
large_launcher,6,10,4,hold,True,0.0,False,True,0,0
large_launcher,6,11,5,hold,True,0.0,False,True,0,0
large_launcher,6,12,6,hold,True,0.0,False,True,0,0
large_launcher,6,13,7,hold,True,0.0,False,True,0,0
large_launcher,6,14,8,hold,True,0.0,False,True,0,0
large_launcher,6,15,9,hold,True,0.0,False,True,0,0
large_launcher,6,16,10,hold,True,0.0,False,True,0,0
large_launcher,6,17,11,hold,True,0.0,False,True,0,0
large_launcher,6,18,12,hold,True,0.0,False,True,0,0
large_launcher,6,19,13,hold,True,0.0,False,True,0,0
large_launcher,6,20,14,hold,True,0.0,False,True,0,1
large_launcher,6,21,15,hold,True,0.0,False,True,0,1
large_launcher,6,22,16,hold,True,0.0,False,True,0,1
large_launcher,6,23,17,hold,True,0.0,False,True,0,1
large_launcher,6,24,18,hold,True,0.0,False,True,0,1
large_launcher,6,7,1,velocity,True,0.9907407407407407,True,True,0,0
large_launcher,6,8,2,velocity,True,0.9572274086277381,True,True,0,0
large_launcher,6,9,3,velocity,True,0.9078673098683818,True,True,0,0
large_launcher,6,10,4,velocity,True,0.8534769160270363,True,True,0,0
large_launcher,6,11,5,velocity,True,0.7844659140251845,True,True,0,0
large_launcher,6,12,6,velocity,True,0.7071082224285566,True,True,0,0
large_launcher,6,13,7,velocity,True,0.6218275343329936,True,True,0,0
large_launcher,6,14,8,velocity,True,0.5382997210408378,True,True,0,0
large_launcher,6,15,9,velocity,True,0.44932891607203534,False,True,0,0
large_launcher,6,16,10,velocity,True,0.3703527168732126,False,True,0,0
large_launcher,6,17,11,velocity,True,0.2893270944741533,False,True,0,0
large_launcher,6,18,12,velocity,True,0.2128723182670277,False,True,0,0
large_launcher,6,19,13,velocity,True,0.13995238401647256,False,True,0,0
large_launcher,6,20,14,velocity,True,0.0771388057349929,False,True,0,1
large_launcher,6,21,15,velocity,True,0.008560894832218958,False,True,0,1
large_launcher,6,22,16,velocity,True,0.0,False,True,0,1
large_launcher,6,23,17,velocity,True,0.0,False,True,0,1
large_launcher,6,24,18,velocity,True,0.0,False,True,0,1
large_launcher,7,8,1,hold,True,0.24190866555817642,False,True,0,0
large_launcher,7,9,2,hold,True,0.0,False,True,0,0
large_launcher,7,10,3,hold,True,0.0,False,True,0,0
large_launcher,7,11,4,hold,True,0.0,False,True,0,0
large_launcher,7,12,5,hold,True,0.0,False,True,0,0
large_launcher,7,13,6,hold,True,0.0,False,True,0,0
large_launcher,7,14,7,hold,True,0.0,False,True,0,0
large_launcher,7,15,8,hold,True,0.0,False,True,0,0
large_launcher,7,16,9,hold,True,0.0,False,True,0,0
large_launcher,7,17,10,hold,True,0.0,False,True,0,0
large_launcher,7,18,11,hold,True,0.0,False,True,0,0
large_launcher,7,19,12,hold,True,0.0,False,True,0,0
large_launcher,7,20,13,hold,True,0.0,False,True,0,1
large_launcher,7,21,14,hold,True,0.0,False,True,0,1
large_launcher,7,22,15,hold,True,0.0,False,True,0,1
large_launcher,7,23,16,hold,True,0.0,False,True,0,1
large_launcher,7,24,17,hold,True,0.0,False,True,0,1
large_launcher,7,8,1,velocity,True,0.9752883031301482,True,True,0,0
large_launcher,7,9,2,velocity,True,0.9341431463617959,True,True,0,0
large_launcher,7,10,3,velocity,True,0.8874126675065858,True,True,0,0
large_launcher,7,11,4,velocity,True,0.8244548117608766,True,True,0,0
large_launcher,7,12,5,velocity,True,0.7525252525252525,True,True,0,0
large_launcher,7,13,6,velocity,True,0.6715289556578629,True,True,0,0
large_launcher,7,14,7,velocity,True,0.5917286712009859,True,True,0,0
large_launcher,7,15,8,velocity,True,0.505127553182473,True,True,0,0
large_launcher,7,16,9,velocity,True,0.4277795375356351,False,True,0,0
large_launcher,7,17,10,velocity,True,0.34795473037946595,False,True,0,0
large_launcher,7,18,11,velocity,True,0.2723316062176166,False,True,0,0
large_launcher,7,19,12,velocity,True,0.19943065506653018,False,True,0,0
large_launcher,7,20,13,velocity,True,0.139678963672205,False,True,0,1
large_launcher,7,21,14,velocity,True,0.07209187147898223,False,True,0,1
large_launcher,7,22,15,velocity,True,0.011726877246075278,False,True,0,1
large_launcher,7,23,16,velocity,True,0.0,False,True,0,1
large_launcher,7,24,17,velocity,True,0.0,False,True,0,1
large_launcher,8,9,1,hold,True,0.23559309079792112,False,True,0,0
large_launcher,8,10,2,hold,True,0.0,False,True,0,0
large_launcher,8,11,3,hold,True,0.0,False,True,0,0
large_launcher,8,12,4,hold,True,0.0,False,True,0,0
large_launcher,8,13,5,hold,True,0.0,False,True,0,0
large_launcher,8,14,6,hold,True,0.0,False,True,0,0
large_launcher,8,15,7,hold,True,0.0,False,True,0,0
large_launcher,8,16,8,hold,True,0.0,False,True,0,0
large_launcher,8,17,9,hold,True,0.0,False,True,0,0
large_launcher,8,18,10,hold,True,0.0,False,True,0,0
large_launcher,8,19,11,hold,True,0.0,False,True,0,0
large_launcher,8,20,12,hold,True,0.0,False,True,0,1
large_launcher,8,21,13,hold,True,0.0,False,True,0,1
large_launcher,8,22,14,hold,True,0.0,False,True,0,1
large_launcher,8,23,15,hold,True,0.0,False,True,0,1
large_launcher,8,24,16,hold,True,0.0,False,True,0,1
large_launcher,8,9,1,velocity,True,0.9688139674894641,True,True,0,0
large_launcher,8,10,2,velocity,True,0.9429788724174156,True,True,0,0
large_launcher,8,11,3,velocity,True,0.8967052537845058,True,True,0,0
large_launcher,8,12,4,velocity,True,0.8377099723580693,True,True,0,0
large_launcher,8,13,5,velocity,True,0.7737885129342947,True,True,0,0
large_launcher,8,14,6,velocity,True,0.697920137071058,True,True,0,0
large_launcher,8,15,7,velocity,True,0.6105170128148475,True,True,0,0
large_launcher,8,16,8,velocity,True,0.5311275217624489,True,True,0,0
large_launcher,8,17,9,velocity,True,0.4467087050138419,False,True,0,0
large_launcher,8,18,10,velocity,True,0.3652731047319064,False,True,0,0
large_launcher,8,19,11,velocity,True,0.2849458817317846,False,True,0,0
large_launcher,8,20,12,velocity,True,0.21608612222330634,False,True,0,1
large_launcher,8,21,13,velocity,True,0.1397591154403054,False,True,0,1
large_launcher,8,22,14,velocity,True,0.07474382157926461,False,True,0,1
large_launcher,8,23,15,velocity,True,0.011398963730569948,False,True,0,1
large_launcher,8,24,16,velocity,True,0.0,False,True,0,1
large_launcher,9,10,1,hold,True,0.23062898814949864,False,True,0,0
large_launcher,9,11,2,hold,True,0.0,False,True,0,0
large_launcher,9,12,3,hold,True,0.0,False,True,0,0
large_launcher,9,13,4,hold,True,0.0,False,True,0,0
large_launcher,9,14,5,hold,True,0.0,False,True,0,0
large_launcher,9,15,6,hold,True,0.0,False,True,0,0
large_launcher,9,16,7,hold,True,0.0,False,True,0,0
large_launcher,9,17,8,hold,True,0.0,False,True,0,0
large_launcher,9,18,9,hold,True,0.0,False,True,0,0
large_launcher,9,19,10,hold,True,0.0,False,True,0,0
large_launcher,9,20,11,hold,True,0.0,False,True,0,1
large_launcher,9,21,12,hold,True,0.0,False,True,0,1
large_launcher,9,22,13,hold,True,0.0,False,True,0,1
large_launcher,9,23,14,hold,True,0.0,False,True,0,1
large_launcher,9,24,15,hold,True,0.0,False,True,0,1
large_launcher,9,10,1,velocity,True,0.9776183468236448,True,True,0,0
large_launcher,9,11,2,velocity,True,0.9446172248803828,True,True,0,0
large_launcher,9,12,3,velocity,True,0.8960182157870155,True,True,0,0
large_launcher,9,13,4,velocity,True,0.828940713683619,True,True,0,0
large_launcher,9,14,5,velocity,True,0.7570401599913518,True,True,0,0
large_launcher,9,15,6,velocity,True,0.6681614349775785,True,True,0,0
large_launcher,9,16,7,velocity,True,0.591986045835554,True,True,0,0
large_launcher,9,17,8,velocity,True,0.5008231205414304,True,True,0,0
large_launcher,9,18,9,velocity,True,0.4113569829516101,False,True,0,0
large_launcher,9,19,10,velocity,True,0.3213156736425113,False,True,0,0
large_launcher,9,20,11,velocity,True,0.25381922342457036,False,True,0,1
large_launcher,9,21,12,velocity,True,0.16948679064570196,False,True,0,1
large_launcher,9,22,13,velocity,True,0.09131075110456553,False,True,0,1
large_launcher,9,23,14,velocity,True,0.0140485312899106,False,True,0,1
large_launcher,9,24,15,velocity,True,0.0,False,True,0,1
large_launcher,10,11,1,hold,True,0.22725921521997622,False,True,0,0
large_launcher,10,12,2,hold,True,0.0,False,True,0,0
large_launcher,10,13,3,hold,True,0.0,False,True,0,0
large_launcher,10,14,4,hold,True,0.0,False,True,0,0
large_launcher,10,15,5,hold,True,0.0,False,True,0,0
large_launcher,10,16,6,hold,True,0.0,False,True,0,0
large_launcher,10,17,7,hold,True,0.0,False,True,0,0
large_launcher,10,18,8,hold,True,0.0,False,True,0,0
large_launcher,10,19,9,hold,True,0.0,False,True,0,0
large_launcher,10,20,10,hold,True,0.0,False,True,0,1
large_launcher,10,21,11,hold,True,0.0,False,True,0,1
large_launcher,10,22,12,hold,True,0.0,False,True,0,1
large_launcher,10,23,13,hold,True,0.0,False,True,0,1
large_launcher,10,24,14,hold,True,0.0,False,True,0,1
large_launcher,10,11,1,velocity,True,0.9755169954837176,True,True,0,0
large_launcher,10,12,2,velocity,True,0.9346473029045643,True,True,0,0
large_launcher,10,13,3,velocity,True,0.8742283950617284,True,True,0,0
large_launcher,10,14,4,velocity,True,0.8081845473218517,True,True,0,0
large_launcher,10,15,5,velocity,True,0.7237192774652058,True,True,0,0
large_launcher,10,16,6,velocity,True,0.644927536231884,True,True,0,0
large_launcher,10,17,7,velocity,True,0.5574341990587415,True,True,0,0
large_launcher,10,18,8,velocity,True,0.47072255749469905,False,True,0,0
large_launcher,10,19,9,velocity,True,0.38219441408164034,False,True,0,0
large_launcher,10,20,10,velocity,True,0.30995745316115547,False,True,0,1
large_launcher,10,21,11,velocity,True,0.22282320901732355,False,True,0,1
large_launcher,10,22,12,velocity,True,0.14811960542540073,False,True,0,1
large_launcher,10,23,13,velocity,True,0.07437753559780447,False,True,0,1
large_launcher,10,24,14,velocity,True,0.007941815749874603,False,True,0,1
large_launcher,11,12,1,hold,True,0.2248995983935743,False,True,0,0
large_launcher,11,13,2,hold,True,0.0,False,True,0,0
large_launcher,11,14,3,hold,True,0.0,False,True,0,0
large_launcher,11,15,4,hold,True,0.0,False,True,0,0
large_launcher,11,16,5,hold,True,0.0,False,True,0,0
large_launcher,11,17,6,hold,True,0.0,False,True,0,0
large_launcher,11,18,7,hold,True,0.0,False,True,0,0
large_launcher,11,19,8,hold,True,0.0,False,True,0,0
large_launcher,11,20,9,hold,True,0.0,False,True,0,1
large_launcher,11,21,10,hold,True,0.0,False,True,0,1
large_launcher,11,22,11,hold,True,0.0,False,True,0,1
large_launcher,11,23,12,hold,True,0.0,False,True,0,1
large_launcher,11,24,13,hold,True,0.0,False,True,0,1
large_launcher,11,12,1,velocity,True,0.9821428571428571,True,True,0,0
large_launcher,11,13,2,velocity,True,0.9419753086419753,True,True,0,0
large_launcher,11,14,3,velocity,True,0.8938291565615737,True,True,0,0
large_launcher,11,15,4,velocity,True,0.8226346212351688,True,True,0,0
large_launcher,11,16,5,velocity,True,0.7541642734060885,True,True,0,0
large_launcher,11,17,6,velocity,True,0.673987398739874,True,True,0,0
large_launcher,11,18,7,velocity,True,0.59220516281424,True,True,0,0
large_launcher,11,19,8,velocity,True,0.5051695212828216,True,True,0,0
large_launcher,11,20,9,velocity,True,0.43837578385073933,False,True,0,1
large_launcher,11,21,10,velocity,True,0.3502320459372296,False,True,0,1
large_launcher,11,22,11,velocity,True,0.2742039240913477,False,True,0,1
large_launcher,11,23,12,velocity,True,0.19688644688644688,False,True,0,1
large_launcher,11,24,13,velocity,True,0.12497807402210138,False,True,0,1
large_launcher,12,13,1,hold,True,0.21796024014092102,False,True,0,0
large_launcher,12,14,2,hold,True,0.0,False,True,0,0
large_launcher,12,15,3,hold,True,0.0,False,True,0,0
large_launcher,12,16,4,hold,True,0.0,False,True,0,0
large_launcher,12,17,5,hold,True,0.0,False,True,0,0
large_launcher,12,18,6,hold,True,0.0,False,True,0,0
large_launcher,12,19,7,hold,True,0.0,False,True,0,0
large_launcher,12,20,8,hold,True,0.0,False,True,0,1
large_launcher,12,21,9,hold,True,0.0,False,True,0,1
large_launcher,12,22,10,hold,True,0.0,False,True,0,1
large_launcher,12,23,11,hold,True,0.0,False,True,0,1
large_launcher,12,24,12,hold,True,0.0,False,True,0,1
large_launcher,12,13,1,velocity,True,0.9757033248081841,True,True,0,0
large_launcher,12,14,2,velocity,True,0.9409929078014184,True,True,0,0
large_launcher,12,15,3,velocity,True,0.8782072101331602,True,True,0,0
large_launcher,12,16,4,velocity,True,0.8154435358658524,True,True,0,0
large_launcher,12,17,5,velocity,True,0.736862822279079,True,True,0,0
large_launcher,12,18,6,velocity,True,0.6535704310585606,True,True,0,0
large_launcher,12,19,7,velocity,True,0.5612240475055265,True,True,0,0
large_launcher,12,20,8,velocity,True,0.4922200973574409,False,True,0,1
large_launcher,12,21,9,velocity,True,0.39532096244339876,False,True,0,1
large_launcher,12,22,10,velocity,True,0.31076278137245966,False,True,0,1
large_launcher,12,23,11,velocity,True,0.22395833333333334,False,True,0,1
large_launcher,12,24,12,velocity,True,0.14271407110665998,False,True,0,1
large_launcher,13,14,1,hold,True,0.21294851794071762,False,True,0,0
large_launcher,13,15,2,hold,True,0.0,False,True,0,0
large_launcher,13,16,3,hold,True,0.0,False,True,0,0
large_launcher,13,17,4,hold,True,0.0,False,True,0,0
large_launcher,13,18,5,hold,True,0.0,False,True,0,0
large_launcher,13,19,6,hold,True,0.0,False,True,0,0
large_launcher,13,20,7,hold,True,0.0,False,True,0,1
large_launcher,13,21,8,hold,True,0.0,False,True,0,1
large_launcher,13,22,9,hold,True,0.0,False,True,0,1
large_launcher,13,23,10,hold,True,0.0,False,True,0,1
large_launcher,13,24,11,hold,True,0.0,False,True,0,1
large_launcher,13,14,1,velocity,True,0.9757833122919775,True,True,0,0
large_launcher,13,15,2,velocity,True,0.9328992384946474,True,True,0,0
large_launcher,13,16,3,velocity,True,0.8869468203793232,True,True,0,0
large_launcher,13,17,4,velocity,True,0.8207211782630777,True,True,0,0
large_launcher,13,18,5,velocity,True,0.7457300009649716,True,True,0,0
large_launcher,13,19,6,velocity,True,0.6632307066323071,True,True,0,0
large_launcher,13,20,7,velocity,True,0.574908256880734,True,True,0,1
large_launcher,13,21,8,velocity,True,0.47611891231860237,False,True,0,1
large_launcher,13,22,9,velocity,True,0.38925915193663674,False,True,0,1
large_launcher,13,23,10,velocity,True,0.2983425414364641,False,True,0,1
large_launcher,13,24,11,velocity,True,0.21189591078066913,False,True,0,1
large_launcher,14,15,1,hold,True,0.20504271723275683,False,True,0,0
large_launcher,14,16,2,hold,True,0.0,False,True,0,0
large_launcher,14,17,3,hold,True,0.0,False,True,0,0
large_launcher,14,18,4,hold,True,0.0,False,True,0,0
large_launcher,14,19,5,hold,True,0.0,False,True,0,0
large_launcher,14,20,6,hold,True,0.0,False,True,0,1
large_launcher,14,21,7,hold,True,0.0,False,True,0,1
large_launcher,14,22,8,hold,True,0.0,False,True,0,1
large_launcher,14,23,9,hold,True,0.0,False,True,0,1
large_launcher,14,24,10,hold,True,0.0,False,True,0,1
large_launcher,14,15,1,velocity,True,0.9671093529245549,True,True,0,0
large_launcher,14,16,2,velocity,True,0.9300131636682756,True,True,0,0
large_launcher,14,17,3,velocity,True,0.8710700132100396,True,True,0,0
large_launcher,14,18,4,velocity,True,0.8018710493046777,True,True,0,0
large_launcher,14,19,5,velocity,True,0.7157714774184357,True,True,0,0
large_launcher,14,20,6,velocity,True,0.655160777129634,True,True,0,1
large_launcher,14,21,7,velocity,True,0.5562212209734119,True,True,0,1
large_launcher,14,22,8,velocity,True,0.46840224604389996,False,True,0,1
large_launcher,14,23,9,velocity,True,0.3742690058479532,False,True,0,1
large_launcher,14,24,10,velocity,True,0.2831037391059882,False,True,0,1
large_launcher,15,16,1,hold,True,0.20816242821985234,False,True,0,0
large_launcher,15,17,2,hold,True,0.0,False,True,0,0
large_launcher,15,18,3,hold,True,0.0,False,True,0,0
large_launcher,15,19,4,hold,True,0.0,False,True,0,0
large_launcher,15,20,5,hold,True,0.0,False,True,0,1
large_launcher,15,21,6,hold,True,0.0,False,True,0,1
large_launcher,15,22,7,hold,True,0.0,False,True,0,1
large_launcher,15,23,8,hold,True,0.0,False,True,0,1
large_launcher,15,24,9,hold,True,0.0,False,True,0,1
large_launcher,15,16,1,velocity,True,0.99375,True,True,0,0
large_launcher,15,17,2,velocity,True,0.9617675728365644,True,True,0,0
large_launcher,15,18,3,velocity,True,0.9150112101777986,True,True,0,0
large_launcher,15,19,4,velocity,True,0.8443723263018145,True,True,0,0
large_launcher,15,20,5,velocity,True,0.7750213857998289,True,True,0,1
large_launcher,15,21,6,velocity,True,0.6816626930652017,True,True,0,1
large_launcher,15,22,7,velocity,True,0.5977504017139796,True,True,0,1
large_launcher,15,23,8,velocity,True,0.5033763044812769,True,True,0,1
large_launcher,15,24,9,velocity,True,0.4085419734904271,False,True,0,1
large_launcher,16,17,1,hold,True,0.20126420550063884,False,True,0,0
large_launcher,16,18,2,hold,True,0.0,False,True,0,0
large_launcher,16,19,3,hold,True,0.0,False,True,0,0
large_launcher,16,20,4,hold,True,0.0,False,True,0,1
large_launcher,16,21,5,hold,True,0.0,False,True,0,1
large_launcher,16,22,6,hold,True,0.0,False,True,0,1
large_launcher,16,23,7,hold,True,0.0,False,True,0,1
large_launcher,16,24,8,hold,True,0.0,False,True,0,1
large_launcher,16,17,1,velocity,True,0.9736842105263158,True,True,0,0
large_launcher,16,18,2,velocity,True,0.9316239316239316,True,True,0,0
large_launcher,16,19,3,velocity,True,0.8639130653519143,True,True,0,0
large_launcher,16,20,4,velocity,True,0.7983206344269942,True,True,0,1
large_launcher,16,21,5,velocity,True,0.7074010327022375,True,True,0,1
large_launcher,16,22,6,velocity,True,0.6254203093476799,True,True,0,1
large_launcher,16,23,7,velocity,True,0.5316202039252667,True,True,0,1
large_launcher,16,24,8,velocity,True,0.43630072349795535,False,True,0,1
large_launcher,17,18,1,hold,True,0.19553072625698323,False,True,0,0
large_launcher,17,19,2,hold,True,0.0,False,True,0,0
large_launcher,17,20,3,hold,True,0.0,False,True,0,1
large_launcher,17,21,4,hold,True,0.0,False,True,0,1
large_launcher,17,22,5,hold,True,0.0,False,True,0,1
large_launcher,17,23,6,hold,True,0.0,False,True,0,1
large_launcher,17,24,7,hold,True,0.0,False,True,0,1
large_launcher,17,18,1,velocity,True,0.9823008849557522,True,True,0,0
large_launcher,17,19,2,velocity,True,0.9340386141232478,True,True,0,0
large_launcher,17,20,3,velocity,True,0.8852386483048504,True,True,0,1
large_launcher,17,21,4,velocity,True,0.8039158726469905,True,True,0,1
large_launcher,17,22,5,velocity,True,0.7283406754772394,True,True,0,1
large_launcher,17,23,6,velocity,True,0.6354667012852135,True,True,0,1
large_launcher,17,24,7,velocity,True,0.5367980467387513,True,True,0,1
large_launcher,18,19,1,hold,True,0.18814172561035236,False,True,0,0
large_launcher,18,20,2,hold,True,0.0,False,True,0,1
large_launcher,18,21,3,hold,True,0.0,False,True,0,1
large_launcher,18,22,4,hold,True,0.0,False,True,0,1
large_launcher,18,23,5,hold,True,0.0,False,True,0,1
large_launcher,18,24,6,hold,True,0.0,False,True,0,1
large_launcher,18,19,1,velocity,True,0.967762768419353,True,True,0,0
large_launcher,18,20,2,velocity,True,0.9336850465169049,True,True,0,1
large_launcher,18,21,3,velocity,True,0.8632381180988958,True,True,0,1
large_launcher,18,22,4,velocity,True,0.7964894428898499,True,True,0,1
large_launcher,18,23,5,velocity,True,0.7086667570866676,True,True,0,1
large_launcher,18,24,6,velocity,True,0.6115581565471836,True,True,0,1
large_launcher,19,20,1,hold,True,0.19742170626349892,False,True,0,1
large_launcher,19,21,2,hold,True,0.0,False,True,0,1
large_launcher,19,22,3,hold,True,0.0,False,True,0,1
large_launcher,19,23,4,hold,True,0.0,False,True,0,1
large_launcher,19,24,5,hold,True,0.0,False,True,0,1
large_launcher,19,20,1,velocity,True,0.9847068328716528,True,True,0,1
large_launcher,19,21,2,velocity,True,0.935297373762224,True,True,0,1
large_launcher,19,22,3,velocity,True,0.8871094775531636,True,True,0,1
large_launcher,19,23,4,velocity,True,0.8127506860882415,True,True,0,1
large_launcher,19,24,5,velocity,True,0.7235338918507236,True,True,0,1
large_launcher,20,21,1,hold,True,0.18449499545040945,False,True,1,1
large_launcher,20,22,2,hold,True,0.0,False,True,1,1
large_launcher,20,23,3,hold,True,0.0,False,True,1,1
large_launcher,20,24,4,hold,True,0.0,False,True,1,1
large_launcher,20,21,1,velocity,True,0.9515674863900883,True,True,1,1
large_launcher,20,22,2,velocity,True,0.909678287791089,True,True,1,1
large_launcher,20,23,3,velocity,True,0.8394505414637692,True,True,1,1
large_launcher,20,24,4,velocity,True,0.7521773555027712,True,True,1,1
large_launcher,21,22,1,hold,True,0.18330736345838827,False,True,1,1
large_launcher,21,23,2,hold,True,0.0,False,True,1,1
large_launcher,21,24,3,hold,True,0.0,False,True,1,1
large_launcher,21,22,1,velocity,True,0.9832342954159593,True,True,1,1
large_launcher,21,23,2,velocity,True,0.9483461357579558,True,True,1,1
large_launcher,21,24,3,velocity,True,0.907563025210084,True,True,1,1
large_launcher,22,23,1,hold,True,0.17432646592709986,False,True,1,1
large_launcher,22,24,2,hold,True,0.0,False,True,1,1
large_launcher,22,23,1,velocity,True,0.9654368932038835,True,True,1,1
large_launcher,22,24,2,velocity,True,0.9049171887067707,True,True,1,1
large_launcher,23,24,1,hold,True,0.16587677725118483,False,True,1,1
large_launcher,23,24,1,velocity,True,0.9724612736660929,True,True,1,1
large_tower,6,7,1,hold,False,0.1501597444089457,False,True,1,0
large_tower,6,8,2,hold,False,0.0,False,True,1,0
large_tower,6,9,3,hold,False,0.0,False,True,1,0
large_tower,6,10,4,hold,False,0.0,False,True,1,0
large_tower,6,11,5,hold,False,0.0,False,True,1,0
large_tower,6,12,6,hold,False,0.0,False,True,1,0
large_tower,6,13,7,hold,False,0.0,False,True,1,0
large_tower,6,14,8,hold,False,0.0,False,True,1,0
large_tower,6,15,9,hold,False,0.0,False,True,1,0
large_tower,6,16,10,hold,False,0.0,False,True,1,0
large_tower,6,17,11,hold,False,0.0,False,True,1,0
large_tower,6,18,12,hold,False,0.0,False,True,1,0
large_tower,6,19,13,hold,False,0.0,False,True,1,0
large_tower,6,20,14,hold,False,0.0,False,True,1,0
large_tower,6,21,15,hold,False,0.0,False,True,1,0
large_tower,6,22,16,hold,False,0.0,False,True,1,0
large_tower,6,23,17,hold,False,0.0,False,True,1,0
large_tower,6,24,18,hold,False,0.0,False,True,1,0
large_tower,7,8,1,hold,True,0.09312638580931264,False,True,0,0
large_tower,7,9,2,hold,True,0.0,False,True,0,0
large_tower,7,10,3,hold,True,0.0,False,True,0,0
large_tower,7,11,4,hold,True,0.0,False,True,0,0
large_tower,7,12,5,hold,True,0.0,False,True,0,0
large_tower,7,13,6,hold,True,0.0,False,True,0,0
large_tower,7,14,7,hold,True,0.0,False,True,0,0
large_tower,7,15,8,hold,True,0.0,False,True,0,0
large_tower,7,16,9,hold,True,0.0,False,True,0,0
large_tower,7,17,10,hold,True,0.0,False,True,0,0
large_tower,7,18,11,hold,True,0.0,False,True,0,0
large_tower,7,19,12,hold,True,0.0,False,True,0,0
large_tower,7,20,13,hold,True,0.0,False,True,0,0
large_tower,7,21,14,hold,True,0.0,False,True,0,0
large_tower,7,22,15,hold,True,0.0,False,True,0,0
large_tower,7,23,16,hold,True,0.0,False,True,0,0
large_tower,7,24,17,hold,True,0.0,False,True,0,0
large_tower,7,8,1,velocity,True,0.5836587563832983,True,True,0,0
large_tower,7,9,2,velocity,True,0.3994375585876471,False,True,0,0
large_tower,7,10,3,velocity,True,0.28778223585870505,False,True,0,0
large_tower,7,11,4,velocity,True,0.21674140508221226,False,True,0,0
large_tower,7,12,5,velocity,True,0.1651039543416225,False,True,0,0
large_tower,7,13,6,velocity,True,0.12753338737893075,False,True,0,0
large_tower,7,14,7,velocity,True,0.09719994166545136,False,True,0,0
large_tower,7,15,8,velocity,True,0.07056145675265554,False,True,0,0
large_tower,7,16,9,velocity,True,0.0505198539984515,False,True,0,0
large_tower,7,17,10,velocity,True,0.03090280332573026,False,True,0,0
large_tower,7,18,11,velocity,True,0.015151183891208815,False,True,0,0
large_tower,7,19,12,velocity,True,0.0,False,True,0,0
large_tower,7,20,13,velocity,True,0.0,False,True,0,0
large_tower,7,21,14,velocity,True,0.0,False,True,0,0
large_tower,7,22,15,velocity,True,0.0,False,True,0,0
large_tower,7,23,16,velocity,True,0.0,False,True,0,0
large_tower,7,24,17,velocity,True,0.0,False,True,0,0
large_tower,8,9,1,hold,True,0.0851063829787234,False,True,0,0
large_tower,8,10,2,hold,True,0.0,False,True,0,0
large_tower,8,11,3,hold,True,0.0,False,True,0,0
large_tower,8,12,4,hold,True,0.0,False,True,0,0
large_tower,8,13,5,hold,True,0.0,False,True,0,0
large_tower,8,14,6,hold,True,0.0,False,True,0,0
large_tower,8,15,7,hold,True,0.0,False,True,0,0
large_tower,8,16,8,hold,True,0.0,False,True,0,0
large_tower,8,17,9,hold,True,0.0,False,True,0,0
large_tower,8,18,10,hold,True,0.0,False,True,0,0
large_tower,8,19,11,hold,True,0.0,False,True,0,0
large_tower,8,20,12,hold,True,0.0,False,True,0,0
large_tower,8,21,13,hold,True,0.0,False,True,0,0
large_tower,8,22,14,hold,True,0.0,False,True,0,0
large_tower,8,23,15,hold,True,0.0,False,True,0,0
large_tower,8,24,16,hold,True,0.0,False,True,0,0
large_tower,8,9,1,velocity,True,0.9547911547911548,True,True,0,0
