dataset,frame_index,record_present,sequence_id,request_frame,resolution_level,center_x,center_y,camera_decision_reason,camera_requested_level,camera_requested_center_x,camera_requested_center_y,camera_feedback_present,camera_feedback_reason,proposal_count,crops,rejected_as_background,rejection_fraction,mean_objectness,mean_margin,observation_count,observation_top_posterior_mean,bank_tracks,bank_matched,bank_created,bank_removed,confirmed_tracks,tentative_tracks,track_age_mean,track_age_max,track_identity_confidence_mean,track_posterior_gap_mean,output_candidates,output_emitted,output_dropped_invalid,output_distinct_classes,output_secondary_guesses,gmc_model,gmc_ok,gmc_reason,gmc_quality,gmc_inliers,gmc_candidates,gmc_inlier_ratio,gmc_translation_x,gmc_translation_y,gmc_translation_magnitude,total_latency_ms
hosted,159,True,c6ae6aa777ba4e949a81d31e46a5f55f,160,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.5754,0.0022,1,0.1433,1,0,1,0,0,1,0.0,0,0.0696,0.00019999999999999185,3,3,0,3,2,affine,True,accepted,0.9966,289,290,0.9966,-15.43,53.13,55.32523655620462,115.82
hosted,160,True,c6ae6aa777ba4e949a81d31e46a5f55f,161,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6273,0.0168,1,0.1648,1,1,0,0,1,0,0.0,0,0.0781,0.0022999999999999965,3,3,0,3,2,affine,True,accepted,0.9762,287,294,0.9762,-15.45,52.43,54.6590102361907,114.95
hosted,161,True,c6ae6aa777ba4e949a81d31e46a5f55f,162,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6885,0.0233,1,0.1897,1,1,0,0,1,0,0.0,0,0.0841,0.0011999999999999927,3,3,0,3,2,affine,True,accepted,0.9862,286,290,0.9862,-15.33,53.18,55.34547226286898,113.57
hosted,162,True,c6ae6aa777ba4e949a81d31e46a5f55f,163,0,1920,1080,hold-current-view,,,,False,,1,1,1,1.0,0.471,0.0066,0,,1,0,0,0,1,0,1.0,1,0.0841,0.0011999999999999927,3,3,0,3,2,affine,True,accepted,0.9827,284,289,0.9827,-15.47,53.11,55.31720347233761,115.12
hosted,163,True,c6ae6aa777ba4e949a81d31e46a5f55f,164,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,2.0,2,0.0841,0.0011999999999999927,3,3,0,3,2,affine,True,accepted,0.9897,287,290,0.9897,-15.02,53.27,55.347026117037224,91.97
hosted,164,True,c6ae6aa777ba4e949a81d31e46a5f55f,165,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.993,282,284,0.993,-14.72,52.98,54.98689662092233,91.94
hosted,165,True,c6ae6aa777ba4e949a81d31e46a5f55f,166,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9964,277,278,0.9964,-14.62,52.68,54.67107827727563,91.61
hosted,166,True,c6ae6aa777ba4e949a81d31e46a5f55f,167,0,1920,1080,hold-current-view,,,,False,,1,1,1,1.0,0.3693,0.028,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9832,292,297,0.9832,-14.48,53.01,54.95207457412322,114.09
hosted,167,True,c6ae6aa777ba4e949a81d31e46a5f55f,168,0,1920,1080,hold-current-view,,,,False,,1,1,1,1.0,0.3313,0.0176,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9931,287,289,0.9931,-14.58,52.78,54.756778575807395,113.34
hosted,168,True,c6ae6aa777ba4e949a81d31e46a5f55f,169,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7101,0.0004,1,0.1556,1,0,1,0,0,1,0.0,0,0.0708,0.0,3,3,0,3,2,affine,True,accepted,0.9966,292,293,0.9966,-14.68,52.32,54.340452703303825,113.66
hosted,169,True,c6ae6aa777ba4e949a81d31e46a5f55f,170,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.0708,0.0,3,3,0,3,2,affine,True,accepted,0.9932,290,292,0.9932,-14.38,52.82,54.74245884137832,91.73
hosted,170,True,c6ae6aa777ba4e949a81d31e46a5f55f,171,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,2.0,2,0.0708,0.0,2,2,0,2,1,affine,True,accepted,0.9898,291,294,0.9898,-14.27,52.92,54.810211639803036,92.58
hosted,171,True,c6ae6aa777ba4e949a81d31e46a5f55f,172,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9825,280,285,0.9825,-14.01,52.75,54.5787742625281,91.76
hosted,172,True,c6ae6aa777ba4e949a81d31e46a5f55f,173,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9896,285,288,0.9896,-14.0,52.55,54.38292470987562,92.06
hosted,173,True,c6ae6aa777ba4e949a81d31e46a5f55f,174,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9468,0.0535,1,0.3572,1,0,1,0,0,1,0.0,0,0.0934,0.0116,3,3,0,3,2,affine,True,accepted,0.9966,289,290,0.9966,-14.04,52.58,54.42221972687259,113.42
hosted,174,True,c6ae6aa777ba4e949a81d31e46a5f55f,175,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.0934,0.0116,3,3,0,3,2,affine,True,accepted,0.9828,286,291,0.9828,-13.92,52.64,54.44938934460147,92.12
hosted,175,True,c6ae6aa777ba4e949a81d31e46a5f55f,176,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,2.0,2,0.0934,0.0116,3,3,0,3,2,affine,True,accepted,0.9895,284,287,0.9895,-14.04,52.27,54.12277247148376,92.25
hosted,176,True,c6ae6aa777ba4e949a81d31e46a5f55f,177,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9932,290,292,0.9932,-13.95,52.44,54.2637641525171,92.38
hosted,177,True,c6ae6aa777ba4e949a81d31e46a5f55f,178,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9863,289,293,0.9863,-14.05,52.6,54.4441227314758,92.4
hosted,178,True,c6ae6aa777ba4e949a81d31e46a5f55f,179,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,297,297,1.0,-13.92,52.39,54.20773468795758,92.32
hosted,179,True,c6ae6aa777ba4e949a81d31e46a5f55f,180,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7887,0.0433,1,0.308,1,0,1,0,0,1,0.0,0,0.0871,0.007800000000000001,3,3,0,3,2,affine,True,accepted,1.0,292,292,1.0,-14.01,52.54,54.3758374648152,113.65
hosted,180,True,c6ae6aa777ba4e949a81d31e46a5f55f,181,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.0871,0.007800000000000001,3,3,0,3,2,affine,True,accepted,0.99,297,300,0.99,-14.02,52.49,54.330106754910766,92.35
hosted,181,True,c6ae6aa777ba4e949a81d31e46a5f55f,182,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,2.0,2,0.0871,0.007800000000000001,3,3,0,3,2,affine,True,accepted,0.9932,293,295,0.9932,-14.04,52.47,54.31595069590516,92.54
hosted,182,True,c6ae6aa777ba4e949a81d31e46a5f55f,183,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9831,290,295,0.9831,-14.1,52.52,54.37977933018853,93.0
hosted,183,True,c6ae6aa777ba4e949a81d31e46a5f55f,184,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9932,294,296,0.9932,-14.1,52.4,54.26389223046942,93.55
hosted,184,True,c6ae6aa777ba4e949a81d31e46a5f55f,185,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9898,292,295,0.9898,-14.22,52.39,54.28554595838565,92.06
hosted,185,True,c6ae6aa777ba4e949a81d31e46a5f55f,186,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,293,294,0.9966,-14.16,52.45,54.32778386792526,92.8
hosted,186,True,c6ae6aa777ba4e949a81d31e46a5f55f,187,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9998,0.0581,1,0.5152,1,0,1,0,0,1,0.0,0,0.1128,0.015899999999999997,3,3,0,3,2,affine,True,accepted,0.9932,294,296,0.9932,-14.16,52.35,54.231246528177834,114.98
hosted,187,True,c6ae6aa777ba4e949a81d31e46a5f55f,188,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9996,0.0363,1,0.4338,1,1,0,0,1,0,0.0,0,0.1531,0.028700000000000017,3,3,0,3,2,affine,True,accepted,0.9898,292,295,0.9898,-15.34,51.4,53.640242355902906,114.92
hosted,188,True,c6ae6aa777ba4e949a81d31e46a5f55f,189,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,1.0,1,0.1531,0.028700000000000017,3,3,0,3,2,affine,True,accepted,0.9966,297,298,0.9966,-14.42,52.21,54.16475329953973,93.74
hosted,189,True,c6ae6aa777ba4e949a81d31e46a5f55f,190,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,2.0,2,0.1531,0.028700000000000017,3,3,0,3,2,affine,True,accepted,0.9933,296,298,0.9933,-14.27,52.37,54.279368087699766,93.52
hosted,190,True,c6ae6aa777ba4e949a81d31e46a5f55f,191,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9984,0.0471,1,0.5077,1,1,0,0,1,0,0.0,0,0.1824,0.009800000000000003,3,3,0,3,2,affine,True,accepted,0.9933,295,297,0.9933,-14.15,52.52,54.39276514390494,115.29
hosted,191,True,c6ae6aa777ba4e949a81d31e46a5f55f,192,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9903,0.0361,1,0.3414,1,1,0,0,1,0,0.0,0,0.1927,0.007000000000000006,3,3,0,3,2,affine,True,accepted,1.0,294,294,1.0,-14.15,52.51,54.38310951021466,115.36
hosted,192,True,c6ae6aa777ba4e949a81d31e46a5f55f,193,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9997,0.0238,1,0.401,1,1,0,0,1,0,0.0,0,0.2166,0.01679999999999998,3,3,0,3,2,affine,True,accepted,0.9899,293,296,0.9899,-14.32,52.51,54.42758951120286,115.07
hosted,193,True,c6ae6aa777ba4e949a81d31e46a5f55f,194,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9996,0.0251,1,0.4386,1,1,0,0,1,0,0.0,0,0.2315,0.0029000000000000137,3,3,0,3,2,affine,True,accepted,0.9865,293,297,0.9865,-14.29,52.43,54.342515584025,114.86
hosted,194,True,c6ae6aa777ba4e949a81d31e46a5f55f,195,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9997,0.0258,1,0.4431,1,1,0,0,1,0,0.0,0,0.2542,0.011099999999999971,3,3,0,3,2,affine,True,accepted,0.9966,294,295,0.9966,-14.32,52.36,54.282888648265576,114.6
hosted,195,True,c6ae6aa777ba4e949a81d31e46a5f55f,196,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9996,0.0044,1,0.3678,1,1,0,0,1,0,0.0,0,0.2581,0.011300000000000004,3,3,0,3,2,affine,True,accepted,0.9932,293,295,0.9932,-14.39,52.14,54.08929376503265,113.08
hosted,196,True,c6ae6aa777ba4e949a81d31e46a5f55f,197,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9997,0.0252,1,0.4262,1,1,0,0,1,0,0.0,0,0.2761,0.023900000000000032,3,3,0,3,2,affine,True,accepted,0.9932,291,293,0.9932,-14.33,52.46,54.381986907431035,112.95
hosted,197,True,c6ae6aa777ba4e949a81d31e46a5f55f,198,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9998,0.0167,1,0.4209,1,1,0,0,1,0,0.0,0,0.2872,0.029299999999999993,3,3,0,3,2,affine,True,accepted,1.0,295,295,1.0,-14.42,52.49,54.434699411313005,114.6
hosted,198,True,c6ae6aa777ba4e949a81d31e46a5f55f,199,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9998,0.0106,1,0.3898,1,1,0,0,1,0,0.0,0,0.2847,0.018699999999999994,3,3,0,3,2,affine,True,accepted,0.9966,293,294,0.9966,-14.29,52.35,54.26533515975,114.53
hosted,199,True,c6ae6aa777ba4e949a81d31e46a5f55f,200,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9997,0.0098,1,0.3968,1,1,0,0,1,0,0.0,0,0.2888,0.020699999999999996,3,3,0,3,2,affine,True,accepted,1.0,288,288,1.0,-14.45,52.54,54.490862536759316,115.58
hosted,200,True,c6ae6aa777ba4e949a81d31e46a5f55f,201,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9996,0.0166,1,0.387,1,1,0,0,1,0,0.0,0,0.2833,0.007799999999999974,3,3,0,3,2,affine,True,accepted,0.9932,291,293,0.9932,-14.41,52.49,54.43205121984657,115.51
hosted,201,True,c6ae6aa777ba4e949a81d31e46a5f55f,202,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9991,0.0085,1,0.3553,1,1,0,0,1,0,0.0,0,0.2807,0.010699999999999987,3,3,0,3,2,affine,True,accepted,1.0,295,295,1.0,-14.49,52.64,54.59789098490893,113.55
hosted,202,True,c6ae6aa777ba4e949a81d31e46a5f55f,203,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,1.0,1,0.2807,0.010699999999999987,3,3,0,3,2,affine,True,accepted,1.0,292,292,1.0,-14.42,52.47,54.41541417649966,92.55
hosted,203,True,c6ae6aa777ba4e949a81d31e46a5f55f,204,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9998,0.0009,1,0.366,1,1,0,0,1,0,0.0,0,0.2789,0.009199999999999986,3,3,0,3,2,affine,True,accepted,0.9966,292,293,0.9966,-14.43,52.41,54.360215231361984,114.62
hosted,204,True,c6ae6aa777ba4e949a81d31e46a5f55f,205,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9997,0.0128,1,0.3793,1,1,0,0,1,0,0.0,0,0.2752,0.0006999999999999784,3,3,0,3,2,affine,True,accepted,0.9966,295,296,0.9966,-14.34,52.23,54.1627962719799,115.07
hosted,205,True,c6ae6aa777ba4e949a81d31e46a5f55f,206,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9998,0.044,1,0.4559,1,1,0,0,1,0,0.0,0,0.3012,0.03080000000000005,3,3,0,3,2,affine,True,accepted,0.9931,289,291,0.9931,-14.45,52.41,54.36552768069119,115.11
hosted,206,True,c6ae6aa777ba4e949a81d31e46a5f55f,207,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9996,0.0024,1,0.37,1,1,0,0,1,0,0.0,0,0.2949,0.023799999999999988,3,3,0,3,2,affine,True,accepted,0.9933,295,297,0.9933,-14.23,52.4,54.29781671485512,114.43
hosted,207,True,c6ae6aa777ba4e949a81d31e46a5f55f,208,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9999,0.0222,1,0.3987,1,1,0,0,1,0,0.0,0,0.2878,0.006500000000000006,3,3,0,3,2,affine,True,accepted,0.9864,290,294,0.9864,-14.34,52.41,54.33639388108121,114.99
hosted,208,True,c6ae6aa777ba4e949a81d31e46a5f55f,209,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9999,0.0384,1,0.4405,1,1,0,0,1,0,0.0,0,0.3075,0.03149999999999997,3,3,0,3,2,affine,True,accepted,0.9932,294,296,0.9932,-14.88,52.49,54.55835866299499,114.16
hosted,209,True,c6ae6aa777ba4e949a81d31e46a5f55f,210,0,1920,1080,hold-current-view,,,,False,,2,2,0,0.0,0.9971,0.0138,2,0.30879999999999996,2,1,1,0,1,1,0.0,0,0.1898,0.012100000000000007,6,6,0,4,4,affine,True,accepted,0.9863,288,292,0.9863,-14.49,52.38,54.34725844051382,109.18
hosted,210,True,c6ae6aa777ba4e949a81d31e46a5f55f,211,0,1920,1080,hold-current-view,,,,False,,3,3,1,0.3333333333333333,0.8181,0.01,2,0.30885,2,2,0,0,2,0,0.0,0,0.19720000000000001,0.01270000000000001,6,6,0,3,4,affine,True,accepted,0.9931,288,290,0.9931,-14.44,52.24,54.19899630066963,111.4
hosted,211,True,c6ae6aa777ba4e949a81d31e46a5f55f,212,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9999,0.0182,1,0.4018,2,1,0,0,2,0,0.5,1,0.19440000000000002,0.0054500000000000035,6,6,0,3,4,affine,True,accepted,1.0,298,298,1.0,-14.58,52.26,54.255727808223156,113.96
hosted,212,True,c6ae6aa777ba4e949a81d31e46a5f55f,213,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,2,0,0,0,2,0,1.5,2,0.19440000000000002,0.0054500000000000035,6,6,0,3,4,affine,True,accepted,0.9898,291,294,0.9898,-14.32,52.19,54.11892922074493,93.82
hosted,213,True,c6ae6aa777ba4e949a81d31e46a5f55f,214,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7865,0.106,1,0.4135,2,0,1,1,1,1,1.0,2,0.1963,0.017599999999999998,6,6,0,4,4,affine,True,accepted,0.9966,296,297,0.9966,-14.29,52.13,54.053131269150356,114.59
hosted,214,True,c6ae6aa777ba4e949a81d31e46a5f55f,215,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,1,0,1,1.0,1,0.1019,0.0276,3,3,0,3,2,affine,True,accepted,0.99,296,299,0.99,-14.44,52.08,54.04479623423517,92.6
hosted,215,True,c6ae6aa777ba4e949a81d31e46a5f55f,216,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,2.0,2,0.1019,0.0276,3,3,0,3,2,affine,True,accepted,0.9796,288,294,0.9796,-14.22,52.44,54.33380163397367,94.25
hosted,216,True,c6ae6aa777ba4e949a81d31e46a5f55f,217,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9764,289,296,0.9764,-14.25,52.5,54.39956341736577,92.79
hosted,217,True,c6ae6aa777ba4e949a81d31e46a5f55f,218,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9899,294,297,0.9899,-14.28,52.46,54.368832983612954,92.41
hosted,218,True,c6ae6aa777ba4e949a81d31e46a5f55f,219,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,297,298,0.9966,-14.4,52.35,54.29440578917869,92.93
hosted,219,True,c6ae6aa777ba4e949a81d31e46a5f55f,220,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9932,290,292,0.9932,-14.31,52.4,54.318837432330966,92.72
hosted,220,True,c6ae6aa777ba4e949a81d31e46a5f55f,221,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7933,0.0658,1,0.3749,1,0,1,0,0,1,0.0,0,0.0936,0.013999999999999999,3,3,0,3,2,affine,True,accepted,0.9932,293,295,0.9932,-14.51,52.19,54.169513566211755,114.05
hosted,221,True,c6ae6aa777ba4e949a81d31e46a5f55f,222,0,1920,1080,hold-current-view,,,,False,,1,1,1,1.0,0.4459,0.0396,0,,1,0,0,0,0,1,1.0,1,0.0936,0.013999999999999999,3,3,0,3,2,affine,True,accepted,0.9932,293,295,0.9932,-14.24,52.37,54.27148883161397,114.33
hosted,222,True,c6ae6aa777ba4e949a81d31e46a5f55f,223,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9219,0.0681,1,0.4262,1,1,0,0,1,0,0.0,0,0.1359,0.036599999999999994,3,3,0,3,2,affine,True,accepted,0.9897,287,290,0.9897,-14.66,51.98,54.007740186014075,114.87
hosted,223,True,c6ae6aa777ba4e949a81d31e46a5f55f,224,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.8543,0.0897,1,0.422,1,1,0,0,1,0,0.0,0,0.182,0.0755,3,3,0,3,2,affine,True,accepted,0.9899,295,298,0.9899,-14.43,52.0,53.96503404983638,114.84
hosted,224,True,c6ae6aa777ba4e949a81d31e46a5f55f,225,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7033,0.0939,1,0.3855,1,1,0,0,1,0,0.0,0,0.2156,0.10950000000000001,3,3,0,3,2,affine,True,accepted,0.9864,291,295,0.9864,-14.53,52.37,54.348300801405,115.25
hosted,225,True,c6ae6aa777ba4e949a81d31e46a5f55f,226,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6447,0.0797,1,0.3763,1,1,0,0,1,0,0.0,0,0.2379,0.12819999999999998,3,3,0,3,2,affine,True,accepted,0.9932,292,294,0.9932,-14.51,52.11,54.09244124644403,116.76
hosted,226,True,c6ae6aa777ba4e949a81d31e46a5f55f,227,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.8462,0.0733,1,0.4221,1,1,0,0,1,0,0.0,0,0.2706,0.1548,3,3,0,3,2,affine,True,accepted,1.0,292,292,1.0,-14.44,52.28,54.23755156715686,115.37
hosted,227,True,c6ae6aa777ba4e949a81d31e46a5f55f,228,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.767,0.05,1,0.3478,1,1,0,0,1,0,0.0,0,0.276,0.15630000000000002,3,3,0,3,2,affine,True,accepted,1.0,292,292,1.0,-14.58,52.11,54.11126038081168,115.5
hosted,228,True,c6ae6aa777ba4e949a81d31e46a5f55f,229,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9866,295,299,0.9866,-14.56,52.15,54.144400449169254,93.28
hosted,229,True,c6ae6aa777ba4e949a81d31e46a5f55f,230,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9899,294,297,0.9899,-14.03,52.69,54.52592961151602,93.52
hosted,230,True,c6ae6aa777ba4e949a81d31e46a5f55f,231,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9932,294,296,0.9932,-14.24,52.14,54.04958094194626,93.01
hosted,231,True,c6ae6aa777ba4e949a81d31e46a5f55f,232,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9862,286,290,0.9862,-14.38,52.24,54.183041627431734,93.09
hosted,232,True,c6ae6aa777ba4e949a81d31e46a5f55f,233,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,294,294,1.0,-14.48,51.96,53.939892473011106,93.29
hosted,233,True,c6ae6aa777ba4e949a81d31e46a5f55f,234,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9828,285,290,0.9828,-14.69,52.08,54.11212895460684,93.17
hosted,234,True,c6ae6aa777ba4e949a81d31e46a5f55f,235,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,296,296,1.0,-14.76,52.12,54.16965940450429,93.09
hosted,235,True,c6ae6aa777ba4e949a81d31e46a5f55f,236,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,291,291,1.0,-14.73,52.03,54.074890661008276,93.16
hosted,236,True,c6ae6aa777ba4e949a81d31e46a5f55f,237,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,292,293,0.9966,-14.76,52.24,54.28512871864633,93.63
hosted,237,True,c6ae6aa777ba4e949a81d31e46a5f55f,238,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9863,289,293,0.9863,-14.74,52.35,54.38556885792407,94.44
hosted,238,True,c6ae6aa777ba4e949a81d31e46a5f55f,239,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-0.03,-0.01,0.03162277660168379,94.13
hosted,239,True,c6ae6aa777ba4e949a81d31e46a5f55f,240,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.993,282,284,0.993,-29.46,105.35,109.39156320301853,93.96
hosted,240,True,c6ae6aa777ba4e949a81d31e46a5f55f,241,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9933,296,298,0.9933,-14.74,52.27,54.30856746407513,93.36
hosted,241,True,c6ae6aa777ba4e949a81d31e46a5f55f,242,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.798,0.0358,1,0.2782,1,0,1,0,0,1,0.0,0,0.083,0.0059000000000000025,3,3,0,3,2,affine,True,accepted,0.9865,293,297,0.9865,-14.69,52.46,54.47795609234987,115.78
hosted,242,True,c6ae6aa777ba4e949a81d31e46a5f55f,243,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.083,0.0059000000000000025,3,3,0,3,2,affine,True,accepted,0.9932,294,296,0.9932,-14.93,52.49,54.572016638566694,95.87
hosted,243,True,c6ae6aa777ba4e949a81d31e46a5f55f,244,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,2.0,2,0.083,0.0059000000000000025,3,3,0,3,2,affine,True,accepted,0.9932,291,293,0.9932,-14.79,52.43,54.476132388413916,94.33
hosted,244,True,c6ae6aa777ba4e949a81d31e46a5f55f,245,0,1920,1080,hold-current-view,,,,False,,2,2,1,0.5,0.6748,0.0168,1,0.1832,1,0,1,1,0,1,0.0,0,0.075,0.0015000000000000013,3,3,0,3,2,affine,True,accepted,1.0,296,296,1.0,-14.77,52.21,54.25898082345447,109.51
hosted,245,True,c6ae6aa777ba4e949a81d31e46a5f55f,246,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7227,0.0381,1,0.2821,2,0,1,0,0,2,0.5,1,0.07880000000000001,0.0037500000000000033,6,6,0,4,4,affine,True,accepted,0.9966,289,290,0.9966,-14.64,52.49,54.493391342437114,116.2
hosted,246,True,c6ae6aa777ba4e949a81d31e46a5f55f,247,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6886,0.0434,1,0.27,2,1,0,0,1,1,1.0,2,0.0881,0.007850000000000003,6,6,0,4,4,affine,True,accepted,0.9932,290,292,0.9932,-15.01,52.41,54.51704504097778,116.49
