dataset,frame_index,record_present,sequence_id,request_frame,resolution_level,center_x,center_y,camera_decision_reason,camera_requested_level,camera_requested_center_x,camera_requested_center_y,camera_feedback_present,camera_feedback_reason,proposal_count,crops,rejected_as_background,rejection_fraction,mean_objectness,mean_margin,observation_count,observation_top_posterior_mean,bank_tracks,bank_matched,bank_created,bank_removed,confirmed_tracks,tentative_tracks,track_age_mean,track_age_max,track_identity_confidence_mean,track_posterior_gap_mean,output_candidates,output_emitted,output_dropped_invalid,output_distinct_classes,output_secondary_guesses,gmc_model,gmc_ok,gmc_reason,gmc_quality,gmc_inliers,gmc_candidates,gmc_inlier_ratio,gmc_translation_x,gmc_translation_y,gmc_translation_magnitude,total_latency_ms
hosted,69,True,c6ae6aa777ba4e949a81d31e46a5f55f,70,0,1920,1080,hold-current-view,,,,False,,2,2,0,0.0,0.9256,0.0416,2,0.27454999999999996,3,1,1,0,2,1,0.6666666666666666,2,0.11116666666666668,0.018933333333333333,9,9,0,8,6,affine,True,accepted,0.9932,294,296,0.9932,-14.43,52.43,54.3794979748802,109.12
hosted,70,True,c6ae6aa777ba4e949a81d31e46a5f55f,71,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9108,0.0131,1,0.1661,2,1,0,1,1,1,0.5,1,0.09545000000000001,0.009500000000000001,6,6,0,5,4,affine,True,accepted,0.9966,290,291,0.9966,-14.8,52.56,54.6039705516,116.03
hosted,71,True,c6ae6aa777ba4e949a81d31e46a5f55f,72,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9571,0.0305,1,0.2359,2,1,0,0,1,1,1.0,2,0.1032,0.012950000000000003,6,6,0,5,4,affine,True,accepted,0.9831,291,296,0.9831,-14.45,52.34,54.298048767888524,114.72
hosted,72,True,c6ae6aa777ba4e949a81d31e46a5f55f,73,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9271,0.0038,1,0.2041,1,1,0,1,1,0,0.0,0,0.1214,0.01029999999999999,3,3,0,3,2,affine,True,accepted,0.9898,290,293,0.9898,-14.41,52.67,54.6056498908309,116.09
hosted,73,True,c6ae6aa777ba4e949a81d31e46a5f55f,74,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9344,0.0049,1,0.2495,1,1,0,0,1,0,0.0,0,0.1315,0.010300000000000004,3,3,0,3,2,affine,True,accepted,0.9863,287,291,0.9863,-14.77,52.23,54.27822583688601,113.78
hosted,74,True,c6ae6aa777ba4e949a81d31e46a5f55f,75,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,1.0,1,0.1315,0.010300000000000004,3,3,0,3,2,affine,True,accepted,0.9863,288,292,0.9863,-14.58,52.2,54.19793723011975,94.22
hosted,75,True,c6ae6aa777ba4e949a81d31e46a5f55f,76,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9369,0.0063,1,0.2095,2,0,1,0,1,1,1.0,2,0.10365,0.005550000000000006,6,6,0,5,4,affine,True,accepted,0.9898,290,293,0.9898,-14.56,52.14,54.13476886438142,114.69
hosted,76,True,c6ae6aa777ba4e949a81d31e46a5f55f,77,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.7625,0.0126,1,0.1755,1,1,0,1,1,0,0.0,0,0.0851,0.002599999999999991,3,3,0,3,2,affine,True,accepted,0.9932,293,295,0.9932,-14.75,52.23,54.27278691941294,113.7
hosted,77,True,c6ae6aa777ba4e949a81d31e46a5f55f,78,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,1.0,1,0.0851,0.002599999999999991,3,3,0,3,2,affine,True,accepted,0.9729,287,295,0.9729,-14.93,52.02,54.1201007020497,92.24
hosted,78,True,c6ae6aa777ba4e949a81d31e46a5f55f,79,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,2.0,2,0.0851,0.002599999999999991,3,3,0,3,2,affine,True,accepted,0.9896,286,289,0.9896,-15.05,52.33,54.45118364186402,93.76
hosted,79,True,c6ae6aa777ba4e949a81d31e46a5f55f,80,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9989,0.0309,1,0.3124,1,0,1,1,0,1,0.0,0,0.088,0.0058,3,3,0,3,2,affine,True,accepted,0.9898,291,294,0.9898,-14.72,52.16,54.19726930390497,113.97
hosted,80,True,c6ae6aa777ba4e949a81d31e46a5f55f,81,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.8984,0.0525,1,0.2288,2,0,1,0,0,2,0.5,1,0.08465,0.00775,6,6,0,5,4,affine,True,accepted,0.9897,289,292,0.9897,-14.9,52.18,54.26566501942089,113.92
hosted,81,True,c6ae6aa777ba4e949a81d31e46a5f55f,82,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,2,0,0,0,0,2,1.5,2,0.08465,0.00775,6,6,0,5,4,affine,True,accepted,0.9932,293,295,0.9932,-15.3,52.09,54.290497326880335,92.69
hosted,82,True,c6ae6aa777ba4e949a81d31e46a5f55f,83,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,1,0,1,2.0,2,0.0813,0.0097,3,3,0,3,2,affine,True,accepted,0.9829,287,292,0.9829,-15.1,52.23,54.368951617628234,92.54
hosted,83,True,c6ae6aa777ba4e949a81d31e46a5f55f,84,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9965,287,288,0.9965,-15.13,51.96,54.11800532170416,92.31
hosted,84,True,c6ae6aa777ba4e949a81d31e46a5f55f,85,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9933,295,297,0.9933,-14.7,51.92,53.96087842131557,92.62
hosted,85,True,c6ae6aa777ba4e949a81d31e46a5f55f,86,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9861,283,287,0.9861,-14.36,52.54,54.467065278019156,92.82
hosted,86,True,c6ae6aa777ba4e949a81d31e46a5f55f,87,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9488,0.0352,1,0.3122,1,0,1,0,0,1,0.0,0,0.0858,0.006400000000000003,3,3,0,3,2,affine,True,accepted,0.9825,281,286,0.9825,-14.32,52.59,54.50477502017599,115.96
hosted,87,True,c6ae6aa777ba4e949a81d31e46a5f55f,88,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.0858,0.006400000000000003,3,3,0,3,2,affine,True,accepted,0.9896,286,289,0.9896,-14.37,52.66,54.58546051834682,92.62
hosted,88,True,c6ae6aa777ba4e949a81d31e46a5f55f,89,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6872,0.0052,1,0.2801,1,0,1,1,0,1,0.0,0,0.0776,0.0006000000000000033,3,3,0,3,2,affine,True,accepted,0.9895,282,285,0.9895,-14.53,52.4,54.37720938040127,114.07
hosted,89,True,c6ae6aa777ba4e949a81d31e46a5f55f,90,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.0776,0.0006000000000000033,3,3,0,3,2,affine,True,accepted,0.9864,291,295,0.9864,-14.6,52.46,54.45375652790173,92.57
hosted,90,True,c6ae6aa777ba4e949a81d31e46a5f55f,91,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,2.0,2,0.0776,0.0006000000000000033,2,2,0,2,1,affine,True,accepted,0.9898,291,294,0.9898,-14.77,52.06,54.114660675273576,92.91
hosted,91,True,c6ae6aa777ba4e949a81d31e46a5f55f,92,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9898,291,294,0.9898,-14.31,52.59,54.5021485815009,92.98
hosted,92,True,c6ae6aa777ba4e949a81d31e46a5f55f,93,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9826,282,287,0.9826,-14.76,52.26,54.30437551431744,92.99
hosted,93,True,c6ae6aa777ba4e949a81d31e46a5f55f,94,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.993,285,287,0.993,-14.4,52.58,54.51620309596038,93.21
hosted,94,True,c6ae6aa777ba4e949a81d31e46a5f55f,95,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9931,288,290,0.9931,-14.56,52.76,54.73217700767986,92.85
hosted,95,True,c6ae6aa777ba4e949a81d31e46a5f55f,96,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.8416,0.0158,1,0.2078,1,0,1,0,0,1,0.0,0,0.0759,0.0021999999999999936,3,3,0,3,2,affine,True,accepted,0.9898,291,294,0.9898,-14.34,52.78,54.69336339995923,113.74
hosted,96,True,c6ae6aa777ba4e949a81d31e46a5f55f,97,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,0,1,1.0,1,0.0759,0.0021999999999999936,3,3,0,3,2,affine,True,accepted,0.9932,290,292,0.9932,-14.97,52.47,54.56374070754313,92.43
hosted,97,True,c6ae6aa777ba4e949a81d31e46a5f55f,98,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.5651,0.0181,1,0.1739,1,1,0,0,1,0,0.0,0,0.0839,0.004299999999999998,3,3,0,3,2,affine,True,accepted,0.976,285,292,0.976,-14.36,52.43,54.36096485530771,113.67
hosted,98,True,c6ae6aa777ba4e949a81d31e46a5f55f,99,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6312,0.0302,1,0.2351,1,1,0,0,1,0,0.0,0,0.088,9.999999999998899e-05,3,3,0,3,2,affine,True,accepted,0.9829,288,293,0.9829,-14.65,51.77,53.80293114691801,115.97
hosted,99,True,c6ae6aa777ba4e949a81d31e46a5f55f,100,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.6834,0.0094,1,0.1871,1,1,0,0,1,0,0.0,0,0.0953,0.0012999999999999956,3,3,0,3,2,affine,True,accepted,0.9966,293,294,0.9966,-14.45,52.1,54.06674116312172,112.35
hosted,100,True,c6ae6aa777ba4e949a81d31e46a5f55f,101,0,1920,1080,hold-current-view,,,,False,,2,2,1,0.5,0.5406,0.001,1,0.2081,2,0,1,0,1,1,0.5,1,0.08629999999999999,0.0006999999999999923,6,6,0,5,4,affine,True,accepted,0.9861,283,287,0.9861,-14.36,51.84,53.79214812591147,108.26
hosted,101,True,c6ae6aa777ba4e949a81d31e46a5f55f,102,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9975,0.0482,1,0.4132,2,1,0,0,2,0,1.0,2,0.10469999999999999,0.007149999999999997,6,6,0,5,4,affine,True,accepted,0.9966,292,293,0.9966,-14.32,52.37,54.292534477587246,112.92
hosted,102,True,c6ae6aa777ba4e949a81d31e46a5f55f,103,0,1920,1080,hold-current-view,,,,False,,3,3,0,0.0,0.9762,0.0403,3,0.3776333333333333,3,2,1,0,2,1,0.0,0,0.12576666666666667,0.0232,9,9,0,5,6,affine,True,accepted,0.9691,282,291,0.9691,-14.38,52.2,54.14447709600676,110.68
hosted,103,True,c6ae6aa777ba4e949a81d31e46a5f55f,104,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9825,0.0237,1,0.307,3,1,0,0,2,1,0.6666666666666666,1,0.13063333333333335,0.02669999999999999,9,9,0,5,6,affine,True,accepted,0.9898,290,293,0.9898,-14.38,52.27,54.21196639119449,112.19
hosted,104,True,c6ae6aa777ba4e949a81d31e46a5f55f,105,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.991,0.0571,1,0.3358,3,1,0,0,2,1,1.3333333333333333,2,0.1388,0.03339999999999999,9,9,0,5,6,affine,True,accepted,1.0,295,295,1.0,-14.6,52.47,54.463390456342324,112.66
hosted,105,True,c6ae6aa777ba4e949a81d31e46a5f55f,106,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9929,0.0579,1,0.3221,1,1,0,2,1,0,0.0,0,0.2379,0.09309999999999999,3,3,0,3,2,affine,True,accepted,0.9931,287,289,0.9931,-14.88,52.53,54.596843315341964,114.86
hosted,106,True,c6ae6aa777ba4e949a81d31e46a5f55f,107,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9941,0.0065,1,0.295,1,1,0,0,1,0,0.0,0,0.236,0.08079999999999998,3,3,0,3,2,affine,True,accepted,1.0,300,300,1.0,-14.45,52.56,54.51014676186444,113.38
hosted,107,True,c6ae6aa777ba4e949a81d31e46a5f55f,108,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9946,0.0381,1,0.3872,1,1,0,0,1,0,0.0,0,0.2579,0.09040000000000001,3,3,0,3,2,affine,True,accepted,0.9933,295,297,0.9933,-14.54,52.56,54.53407375210475,114.6
hosted,108,True,c6ae6aa777ba4e949a81d31e46a5f55f,109,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.5494,0.0122,1,0.1689,2,0,1,0,1,1,0.5,1,0.16495,0.04585,6,6,0,6,4,affine,True,accepted,0.9861,284,288,0.9861,-14.52,52.85,54.80832874664215,114.81
hosted,109,True,c6ae6aa777ba4e949a81d31e46a5f55f,110,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,2,0,0,0,1,1,1.5,2,0.16495,0.04585,6,6,0,6,4,affine,True,accepted,1.0,294,294,1.0,-14.42,52.74,54.67580817875489,91.61
hosted,110,True,c6ae6aa777ba4e949a81d31e46a5f55f,111,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.996,0.0412,1,0.3744,2,1,0,0,1,1,1.0,2,0.1729,0.05034999999999999,5,5,0,5,3,affine,True,accepted,0.9932,293,295,0.9932,-14.64,52.74,54.73424156777912,113.32
hosted,111,True,c6ae6aa777ba4e949a81d31e46a5f55f,112,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,1,1,0,1.0,1,0.2738,0.09939999999999999,3,3,0,3,2,affine,True,accepted,0.9966,292,293,0.9966,-14.48,52.77,54.72059301579251,91.76
hosted,112,True,c6ae6aa777ba4e949a81d31e46a5f55f,113,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,2.0,2,0.2738,0.09939999999999999,3,3,0,3,2,affine,True,accepted,0.9966,296,297,0.9966,-14.35,52.76,54.676686988148795,91.62
hosted,113,True,c6ae6aa777ba4e949a81d31e46a5f55f,114,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.99,297,300,0.99,-14.39,52.69,54.619668618548026,92.25
hosted,114,True,c6ae6aa777ba4e949a81d31e46a5f55f,115,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.9909,0.0142,1,0.2588,1,0,1,0,0,1,0.0,0,0.0833,0.0022999999999999965,3,3,0,3,2,affine,True,accepted,0.9863,288,292,0.9863,-14.44,52.55,54.49785408619315,113.3
hosted,115,True,c6ae6aa777ba4e949a81d31e46a5f55f,116,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.8749,0.0378,1,0.3383,2,0,1,0,0,2,0.5,1,0.08535000000000001,0.0046,6,6,0,5,4,affine,True,accepted,0.9966,291,292,0.9966,-14.49,52.63,54.588249651367285,112.7
hosted,116,True,c6ae6aa777ba4e949a81d31e46a5f55f,117,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,2,0,0,0,0,2,1.5,2,0.08535000000000001,0.0046,6,6,0,5,4,affine,True,accepted,0.9751,274,281,0.9751,-14.43,53.01,54.938920630096106,92.11
hosted,117,True,c6ae6aa777ba4e949a81d31e46a5f55f,118,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,1,0,1,2.0,2,0.0874,0.006900000000000003,3,3,0,3,2,affine,True,accepted,0.9964,275,276,0.9964,-14.44,52.24,54.19899630066963,91.57
hosted,118,True,c6ae6aa777ba4e949a81d31e46a5f55f,119,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9932,291,293,0.9932,-14.21,52.84,54.71736196126418,90.89
hosted,119,True,c6ae6aa777ba4e949a81d31e46a5f55f,120,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9865,292,296,0.9865,-14.14,52.6,54.467417783478595,91.89
hosted,120,True,c6ae6aa777ba4e949a81d31e46a5f55f,121,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9932,294,296,0.9932,-13.99,52.62,54.44799812665292,91.05
hosted,121,True,c6ae6aa777ba4e949a81d31e46a5f55f,122,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,297,298,0.9966,-14.17,52.16,54.05048103393715,91.19
hosted,122,True,c6ae6aa777ba4e949a81d31e46a5f55f,123,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,297,297,1.0,-14.02,52.44,54.28180173870429,90.98
hosted,123,True,c6ae6aa777ba4e949a81d31e46a5f55f,124,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9899,294,297,0.9899,-13.91,52.68,54.48550724734055,91.23
hosted,124,True,c6ae6aa777ba4e949a81d31e46a5f55f,125,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9589,280,292,0.9589,-13.71,53.04,54.78326112965529,92.03
hosted,125,True,c6ae6aa777ba4e949a81d31e46a5f55f,126,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,292,292,1.0,-13.81,53.11,54.87611684512672,90.77
hosted,126,True,c6ae6aa777ba4e949a81d31e46a5f55f,127,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,299,299,1.0,-13.95,52.98,54.78579104110846,91.33
hosted,127,True,c6ae6aa777ba4e949a81d31e46a5f55f,128,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-13.96,52.97,54.778668293415095,91.63
hosted,128,True,c6ae6aa777ba4e949a81d31e46a5f55f,129,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-14.27,52.89,54.78124679121497,91.57
hosted,129,True,c6ae6aa777ba4e949a81d31e46a5f55f,130,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-14.24,52.82,54.70584977861143,91.49
hosted,130,True,c6ae6aa777ba4e949a81d31e46a5f55f,131,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-14.3,52.67,54.57672489257669,91.86
hosted,131,True,c6ae6aa777ba4e949a81d31e46a5f55f,132,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-14.67,52.73,54.73263925666293,91.56
hosted,132,True,c6ae6aa777ba4e949a81d31e46a5f55f,133,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-14.84,52.67,54.72069535376904,92.09
hosted,133,True,c6ae6aa777ba4e949a81d31e46a5f55f,134,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,300,300,1.0,-15.09,52.52,54.64483964657597,92.21
hosted,134,True,c6ae6aa777ba4e949a81d31e46a5f55f,135,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,271,271,1.0,-15.21,52.44,54.60126097445003,92.52
hosted,135,True,c6ae6aa777ba4e949a81d31e46a5f55f,136,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9791,281,287,0.9791,-14.87,52.59,54.65185266759033,92.44
hosted,136,True,c6ae6aa777ba4e949a81d31e46a5f55f,137,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9965,283,284,0.9965,-14.64,52.89,54.87879098522488,92.72
hosted,137,True,c6ae6aa777ba4e949a81d31e46a5f55f,138,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,292,292,1.0,-14.32,52.38,54.30218043504331,92.27
hosted,138,True,c6ae6aa777ba4e949a81d31e46a5f55f,139,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.993,285,287,0.993,-15.0,52.62,54.71621697449486,91.9
hosted,139,True,c6ae6aa777ba4e949a81d31e46a5f55f,140,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9811,259,264,0.9811,-14.97,52.29,54.39067015582727,92.53
hosted,140,True,c6ae6aa777ba4e949a81d31e46a5f55f,141,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9894,279,282,0.9894,-14.7,52.43,54.45176672983164,91.93
hosted,141,True,c6ae6aa777ba4e949a81d31e46a5f55f,142,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,291,292,0.9966,-14.64,52.64,54.63789161378759,92.76
hosted,142,True,c6ae6aa777ba4e949a81d31e46a5f55f,143,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9864,290,294,0.9864,-15.37,53.01,55.19326951721559,92.34
hosted,143,True,c6ae6aa777ba4e949a81d31e46a5f55f,144,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9897,287,290,0.9897,-15.01,52.48,54.58434299320639,91.37
hosted,144,True,c6ae6aa777ba4e949a81d31e46a5f55f,145,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9933,295,297,0.9933,-15.14,53.53,55.62985259732404,91.14
hosted,145,True,c6ae6aa777ba4e949a81d31e46a5f55f,146,0,1920,1080,hold-current-view,,,,False,,2,2,1,0.5,0.4067,0.0204,1,0.1974,1,0,1,0,0,1,0.0,0,0.0753,0.002800000000000011,3,3,0,3,2,affine,True,accepted,0.9932,291,293,0.9932,-14.78,53.18,55.19565924961854,108.02
hosted,146,True,c6ae6aa777ba4e949a81d31e46a5f55f,147,0,1920,1080,hold-current-view,,,,False,,1,1,0,0.0,0.5822,0.0051,1,0.1845,1,1,0,0,1,0,0.0,0,0.0828,0.003799999999999998,3,3,0,3,2,affine,True,accepted,0.9898,290,293,0.9898,-14.96,52.56,54.6475543826071,111.97
hosted,147,True,c6ae6aa777ba4e949a81d31e46a5f55f,148,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,1.0,1,0.0828,0.003799999999999998,3,3,0,3,2,affine,True,accepted,0.9897,287,290,0.9897,-15.14,53.01,55.1296626146034,90.97
hosted,148,True,c6ae6aa777ba4e949a81d31e46a5f55f,149,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,1,0,0,0,1,0,2.0,2,0.0828,0.003799999999999998,3,3,0,3,2,affine,True,accepted,0.9863,287,291,0.9863,-14.81,52.81,54.84735362804663,91.52
hosted,149,True,c6ae6aa777ba4e949a81d31e46a5f55f,150,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,1,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,296,297,0.9966,-15.22,52.63,54.78654305575412,90.99
hosted,150,True,c6ae6aa777ba4e949a81d31e46a5f55f,151,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9832,292,297,0.9832,-15.31,52.5,54.68680005266353,90.71
hosted,151,True,c6ae6aa777ba4e949a81d31e46a5f55f,152,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9899,294,297,0.9899,-15.57,52.77,55.01906760387712,92.6
hosted,152,True,c6ae6aa777ba4e949a81d31e46a5f55f,153,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,291,291,1.0,-15.55,52.59,54.84077497628932,91.76
hosted,153,True,c6ae6aa777ba4e949a81d31e46a5f55f,154,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9827,284,289,0.9827,-15.76,53.06,55.351072257003295,92.94
hosted,154,True,c6ae6aa777ba4e949a81d31e46a5f55f,155,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9863,287,291,0.9863,-15.3,52.87,55.03932139843295,91.32
hosted,155,True,c6ae6aa777ba4e949a81d31e46a5f55f,156,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,1.0,290,290,1.0,-15.33,53.03,55.20135686738144,92.11
hosted,156,True,c6ae6aa777ba4e949a81d31e46a5f55f,157,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9898,292,295,0.9898,-15.5,53.0,55.220014487502624,90.87
hosted,157,True,c6ae6aa777ba4e949a81d31e46a5f55f,158,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9897,289,292,0.9897,-15.76,53.08,55.370244716815186,91.65
hosted,158,True,c6ae6aa777ba4e949a81d31e46a5f55f,159,0,1920,1080,hold-current-view,,,,False,,0,0,,,,,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,affine,True,accepted,0.9966,295,296,0.9966,-15.84,52.95,55.26850911685605,91.45
